type;group;world;target_family;ticks;family_ticks;family_share;family_unique_symbols;family_symbol_reuse;dominant_symbol;dominant_mcm_episode;dominant_mcm_episode_share;unique_mcm_episodes;dominant_field_state;dominant_mcm_class;dominant_inner_state;avg_mcm_carry;avg_mcm_rekopplung;avg_mcm_strain;avg_sensory_coupling;avg_visual_field_gap;avg_hearing_field_gap;avg_visual_salience;avg_memory_recall;avg_auditory_stimulation;avg_direct_contact_pressure;avg_field_intake_pressure;avg_mcm_coherence;avg_mcm_tension;avg_mcm_asymmetry;avg_afterimage;avg_temporal_trust;avg_temporal_caution;family_concentration_score;family_fieldtime_embedding_score;source
summary;asset_mixed_2k;GROUP;dio_104t;1994.0;124.0;0.062186559679037114;1.0;0.991834678095108;-;dio_mcm_episode_1joiyc3;0.5639623922278789;6.5;field_carried;stabil;inner_effect_stable;0.5639065787778857;0.7207168520186591;0.1478219515424263;0.8485284762927301;0.2060261258112973;0.0641771277974901;0.23630088895814075;0.0;0.14253589691782229;0.0;0.07835881892172722;0.6097340705199192;0.07835881892172722;-0.008132175920365371;0.3940135678653318;0.8151581445630134;0.10501644168137363;0.5507810373335489;0.782820318516698;-
summary;kurz_2k;GROUP;dio_104t;1994.0;130.75;0.0655717151454363;1.0;0.9921496350227109;-;dio_mcm_episode_0e7qvj1;0.618481853531741;6.25;field_carried;stabil;inner_effect_stable;0.565887791227544;0.7196121964207173;0.148364481697871;0.8474419257867971;0.20608817261302342;0.06564417906686532;0.23721661502711855;0.0;0.14398786173865283;0.0;0.07834369218650591;0.6140159118905573;0.07834369218650591;-0.010511837803572163;0.41670788185647534;0.821439288079744;0.10072138287020072;0.5658970524107187;0.7875711800835479;-
summary;lang_10k;GROUP;dio_104t;9994.0;672.25;0.06726535921552931;1.0;0.9985051865735256;-;dio_mcm_episode_0e7qvj1;0.36224501609176196;17.75;field_carried;stabil;inner_effect_stable;0.5750890952403719;0.7232524510152485;0.14862851395097276;0.8472059511436574;0.2064498296662817;0.06559040212581019;0.23701164401419886;0.0;0.14373935836114918;0.0;0.07814894619310095;0.6132570132776076;0.07814894619310095;-0.007974539520698678;0.43400513545067226;0.8461259796248582;0.09546423271043064;0.5066527038809554;0.7986147749776006;-
detail;asset_mixed_2k;kontrolliert_btc_2024_5m_test1_2000_btcusdt;dio_104t;1994;147;0.07372116349047142;1;0.9931972789115646;dio_104t4us;dio_mcm_episode_0e7qvj1;0.47619047619047616;9;field_carried;stabil;inner_effect_stable;0.5673221292517007;0.719817925170068;0.14858880272108843;0.8461121904761905;0.2096936462585034;0.06534514965986395;0.2398834081632653;0.0;0.14314321768707483;0.0;0.07779808843537414;0.6105948639455783;0.07779808843537414;-0.008387238095238095;0.42693109523809525;0.826982224489796;0.09194863945578231;0.5332005082195567;0.7907598047619048;debug\block_k_fieldtime_controlled\asset_mixed_2k\kontrolliert_btc_2024_5m_test1_2000_btcusdt\dio_mini_lauf_1\episodes.csv
detail;asset_mixed_2k;kontrolliert_kas_2024_5m_test1_2000_kasusdt;dio_104t;1994;111;0.055667001003009024;1;0.990990990990991;dio_104t4us;dio_mcm_episode_1joiyc3;0.7387387387387387;3;field_carried;stabil;inner_effect_stable;0.563862081081081;0.718885108108108;0.14681584684684684;0.8482822522522522;0.20358074774774776;0.06543945045045045;0.23629831531531534;0.0;0.1429031081081081;0.0;0.07746371171171171;0.6160105765765765;0.07746371171171171;-0.010278621621621622;0.3792966126126126;0.8088485675675675;0.11251773873873874;0.5916833646651667;0.7786090261261261;debug\block_k_fieldtime_controlled\asset_mixed_2k\kontrolliert_kas_2024_5m_test1_2000_kasusdt\dio_mini_lauf_1\episodes.csv
detail;asset_mixed_2k;kontrolliert_paxg_2024_5m_test1_2000_paxgusdt;dio_104t;1994;125;0.06268806419257773;1;0.992;dio_104t4us;dio_mcm_episode_1jx2k4i;0.448;9;field_carried;stabil;inner_effect_stable;0.5616086800000001;0.726287304;0.147508192;0.854537312;0.198346888;0.060143504;0.227307912;0.0;0.139461784;0.0;0.079318272;0.601248992;0.079318272;-0.001707136;0.392460776;0.8150976799999999;0.106383008;0.5230679000481444;0.7837747684;debug\block_k_fieldtime_controlled\asset_mixed_2k\kontrolliert_paxg_2024_5m_test1_2000_paxgusdt\dio_mini_lauf_1\episodes.csv
detail;asset_mixed_2k;kontrolliert_sol_2024_5m_test1_2000_solusdt;dio_104t;1994;113;0.05667001003009027;1;0.9911504424778761;dio_104t4us;dio_mcm_episode_1joiyc3;0.5929203539823009;5;field_carried;stabil;inner_effect_stable;0.5628334247787611;0.7178770707964601;0.1483749646017699;0.8451821504424779;0.21248322123893806;0.06578040707964602;0.24171392035398231;0.0;0.1446354778761062;0.0;0.07885520353982302;0.6110818495575222;0.07885520353982302;-0.012155707964601768;0.37736578761061945;0.8097041061946904;0.10921638053097345;0.5551723764013279;0.778137674778761;debug\block_k_fieldtime_controlled\asset_mixed_2k\kontrolliert_sol_2024_5m_test1_2000_solusdt\dio_mini_lauf_1\episodes.csv
detail;kurz_2k;kontrolliert_2026_sideways_test1_2000_5m_solusdt;dio_104t;1994;133;0.0667001003009027;1;0.9924812030075187;dio_104t4us;dio_mcm_episode_0e7qvj1;0.5338345864661654;8;field_carried;stabil;inner_effect_stable;0.5672432932330828;0.7196407894736843;0.14897612030075189;0.847359977443609;0.20417284962406015;0.06604963909774436;0.23494540601503758;0.0;0.14530461654135338;0.0;0.07925496992481203;0.612511909774436;0.07925496992481203;-0.01276993984962406;0.44371741353383454;0.8290313533834587;0.09259845112781956;0.5460701145489099;0.7935174909774436;debug\block_k_fieldtime_controlled\kurz_2k\kontrolliert_2026_sideways_test1_2000_5m_solusdt\dio_mini_lauf_1\episodes.csv
detail;kurz_2k;kontrolliert_btc_2025_1h_test1_2000_btcusdt;dio_104t;1994;166;0.08324974924774323;1;0.9939759036144579;dio_104t4us;dio_mcm_episode_0e7qvj1;0.608433734939759;10;field_carried;stabil;inner_effect_stable;0.5704521445783132;0.7224122951807229;0.1487543313253012;0.8500684999999999;0.20037565060240964;0.06438149397590362;0.23277534939759037;0.0;0.1419048373493976;0.0;0.07752336144578313;0.6162278072289157;0.07752336144578313;-0.01300267469879518;0.4766077048192771;0.8411822048192771;0.08342668674698794;0.5712675111071165;0.8024499921686747;debug\block_k_fieldtime_controlled\kurz_2k\kontrolliert_btc_2025_1h_test1_2000_btcusdt\dio_mini_lauf_1\episodes.csv
detail;kurz_2k;kontrolliert_kas_2024_5m_test1_2000_kasusdt;dio_104t;1994;111;0.055667001003009024;1;0.990990990990991;dio_104t4us;dio_mcm_episode_1joiyc3;0.7387387387387387;3;field_carried;stabil;inner_effect_stable;0.563862081081081;0.718885108108108;0.14681584684684684;0.8482822522522522;0.20358074774774776;0.06543945045045045;0.23629831531531534;0.0;0.1429031081081081;0.0;0.07746371171171171;0.6160105765765765;0.07746371171171171;-0.010278621621621622;0.3792966126126126;0.8088485675675675;0.11251773873873874;0.5916833646651667;0.7786090261261261;debug\block_k_fieldtime_controlled\kurz_2k\kontrolliert_kas_2024_5m_test1_2000_kasusdt\dio_mini_lauf_1\episodes.csv
