world,family,relation,total,open_count,mature_count,open_share,mature_share,avg_rekopplung,avg_adaptive_rekopplung,avg_strain,avg_role_experience,avg_path_experience
NEG_STRESS_2023_FOLLOW,dio_02xf,offen_und_gereift,17,11,6,0.647059,0.352941,0.695307,0.734817,0.148024,0.377451,0.161765
NEG_STRESS_2023_FOLLOW,dio_1u5i,nur_offen,40,40,0,1.000000,0.000000,0.718169,0.758558,0.128536,0.135417,0.000000
NEG_STRESS_2023_FOLLOW,dio_1492,offen_und_gereift,35,25,10,0.714286,0.285714,0.731362,0.774659,0.114935,0.333333,0.242857
NEG_STRESS_2023_FOLLOW,dio_0pz6,offen_und_gereift,53,46,7,0.867925,0.132075,0.724784,0.765738,0.130498,0.350629,0.103774
NEG_STRESS_2023_FOLLOW,dio_0m9z,offen_und_gereift,223,72,151,0.322870,0.677130,0.708285,0.741999,0.166384,0.493274,0.251121
NEG_STRESS_2023_FOLLOW,dio_13o0,offen_und_gereift,14,2,12,0.142857,0.857143,0.728626,0.775011,0.106944,0.821429,0.312500
NEG_STRESS_2023_FOLLOW,dio_0d46,nur_gereift,7,0,7,0.000000,1.000000,0.688266,0.734291,0.158838,0.904762,0.392857
NEG_STRESS_2023_FOLLOW,dio_00hc,offen_und_gereift,7,5,2,0.714286,0.285714,0.604415,0.638323,0.277231,0.333333,0.000000
NEG_STRESS_2023_FOLLOW,dio_1nqd,nur_gereift,1,0,1,0.000000,1.000000,0.625774,0.675973,0.224791,0.333333,0.500000
NEG_STRESS_2023_FOLLOW,dio_0h9h,offen_und_gereift,161,53,108,0.329193,0.670807,0.723847,0.761425,0.138413,0.690994,0.000000
NEG_STRESS_2023_FOLLOW,dio_1ba6,offen_und_gereift,21,17,4,0.809524,0.190476,0.719540,0.763428,0.120192,0.238095,0.130952
NEG_STRESS_2023_FOLLOW,dio_0f4r,offen_und_gereift,11,4,7,0.363636,0.636364,0.714191,0.762064,0.133053,0.621212,0.340909
NEG_STRESS_2023_FOLLOW,dio_104t,offen_und_gereift,340,30,310,0.088235,0.911765,0.722230,0.756967,0.149280,0.908824,0.069118
NEG_STRESS_2023_FOLLOW,dio_1yoi,offen_und_gereift,13,7,6,0.538462,0.461538,0.658604,0.696280,0.210272,0.474359,0.057692
NEG_STRESS_2023_FOLLOW,dio_18im,offen_und_gereift,16,3,13,0.187500,0.812500,0.693090,0.736189,0.157965,0.807292,0.062500
NEG_STRESS_2023_FOLLOW,dio_1uof,offen_und_gereift,24,4,20,0.166667,0.833333,0.705737,0.744483,0.140234,0.770833,0.411458
NEG_STRESS_2023_FOLLOW,dio_0d03,nur_gereift,9,0,9,0.000000,1.000000,0.708781,0.753968,0.128123,0.962963,0.513889
NEG_STRESS_2023_FOLLOW,dio_1aeg,nur_gereift,18,0,18,0.000000,1.000000,0.702668,0.745901,0.156817,0.981482,0.638889
NEG_STRESS_2023_FOLLOW,dio_1ewh,offen_und_gereift,101,91,10,0.900990,0.099010,0.714724,0.751112,0.147809,0.279703,0.079208
NEG_STRESS_2023_FOLLOW,dio_01kh,offen_und_gereift,9,3,6,0.333333,0.666667,0.672114,0.712086,0.176278,0.268518,0.541667
NEG_STRESS_2023_FOLLOW,dio_1rrr,nur_gereift,6,0,6,0.000000,1.000000,0.677077,0.721226,0.171491,0.888889,0.333333
NEG_STRESS_2023_FOLLOW,dio_1n5o,offen_und_gereift,2,1,1,0.500000,0.500000,0.619843,0.663587,0.233807,0.541667,0.000000
NEG_STRESS_2023_FOLLOW,dio_0t8h,nur_gereift,1,0,1,0.000000,1.000000,0.645942,0.698711,0.193841,0.833333,0.000000
NEG_STRESS_2023_FOLLOW,dio_1gsb,offen_und_gereift,13,11,2,0.846154,0.153846,0.713517,0.759724,0.124554,0.230769,0.076923
NEG_STRESS_2023_FOLLOW,dio_0g3j,nur_offen,1,1,0,1.000000,0.000000,0.558763,0.597805,0.312100,0.166667,0.000000
NEG_STRESS_2023_FOLLOW,dio_1f3a,nur_gereift,1,0,1,0.000000,1.000000,0.630336,0.680087,0.219409,0.833333,1.000000
NEG_STRESS_2023_FOLLOW,dio_0ilg,offen_und_gereift,4,1,3,0.250000,0.750000,0.679560,0.725152,0.158998,0.500000,0.250000
NEG_STRESS_2023_FOLLOW,dio_0ahb,offen_und_gereift,14,9,5,0.642857,0.357143,0.678276,0.715796,0.170085,0.321429,0.142857
NEG_STRESS_2023_FOLLOW,dio_1qyl,nur_gereift,4,0,4,0.000000,1.000000,0.707696,0.757568,0.118463,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_17db,offen_und_gereift,38,17,21,0.447368,0.552632,0.684838,0.721702,0.181364,0.528509,0.256579
NEG_STRESS_2023_FOLLOW,dio_1v2w,offen_und_gereift,33,18,15,0.545455,0.454545,0.680247,0.713731,0.178984,0.315657,0.333333
NEG_STRESS_2023_FOLLOW,dio_1772,offen_und_gereift,36,21,15,0.583333,0.416667,0.693168,0.730579,0.166231,0.358796,0.190972
NEG_STRESS_2023_FOLLOW,dio_087m,offen_und_gereift,18,10,8,0.555556,0.444444,0.726826,0.772983,0.116947,0.504630,0.388889
NEG_STRESS_2023_FOLLOW,dio_0tay,offen_und_gereift,41,26,15,0.634146,0.365854,0.714024,0.753094,0.142905,0.441057,0.237805
NEG_STRESS_2023_FOLLOW,dio_0cky,offen_und_gereift,16,5,11,0.312500,0.687500,0.659355,0.695228,0.201927,0.593750,0.312500
NEG_STRESS_2023_FOLLOW,dio_17ct,offen_und_gereift,84,25,59,0.297619,0.702381,0.718469,0.757414,0.144914,0.645833,0.023810
NEG_STRESS_2023_FOLLOW,dio_12dx,offen_und_gereift,6,3,3,0.500000,0.500000,0.673284,0.714468,0.165902,0.347222,0.166667
NEG_STRESS_2023_FOLLOW,dio_1oc2,offen_und_gereift,15,3,12,0.200000,0.800000,0.700803,0.743614,0.147665,0.822222,0.016667
NEG_STRESS_2023_FOLLOW,dio_16i6,offen_und_gereift,10,6,4,0.600000,0.400000,0.620912,0.654866,0.249795,0.400000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1rg9,nur_gereift,1,0,1,0.000000,1.000000,0.674945,0.730858,0.152062,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1vsj,nur_gereift,8,0,8,0.000000,1.000000,0.686602,0.731660,0.164113,1.000000,0.546875
NEG_STRESS_2023_FOLLOW,dio_0obq,offen_und_gereift,65,55,10,0.846154,0.153846,0.706105,0.744168,0.157284,0.314103,0.092308
NEG_STRESS_2023_FOLLOW,dio_03yt,offen_und_gereift,6,4,2,0.666667,0.333333,0.647009,0.688687,0.220046,0.375000,0.000000
NEG_STRESS_2023_FOLLOW,dio_12fw,offen_und_gereift,42,20,22,0.476190,0.523810,0.692640,0.729195,0.165070,0.365079,0.184524
NEG_STRESS_2023_FOLLOW,dio_0kx9,offen_und_gereift,44,30,14,0.681818,0.318182,0.733315,0.775231,0.112949,0.399621,0.247159
NEG_STRESS_2023_FOLLOW,dio_05gr,offen_und_gereift,20,13,7,0.650000,0.350000,0.676718,0.714926,0.182219,0.329167,0.150000
NEG_STRESS_2023_FOLLOW,dio_1gp2,offen_und_gereift,67,51,16,0.761194,0.238806,0.708489,0.744994,0.150201,0.330846,0.033582
NEG_STRESS_2023_FOLLOW,dio_0v65,offen_und_gereift,16,12,4,0.750000,0.250000,0.707307,0.749367,0.132576,0.317708,0.250000
NEG_STRESS_2023_FOLLOW,dio_14d9,offen_und_gereift,15,6,9,0.400000,0.600000,0.698624,0.742138,0.148064,0.633333,0.258333
NEG_STRESS_2023_FOLLOW,dio_1uyk,offen_und_gereift,6,1,5,0.166667,0.833333,0.673096,0.717588,0.170816,0.833333,0.520833
NEG_STRESS_2023_FOLLOW,dio_00ly,offen_und_gereift,94,88,6,0.936170,0.063830,0.722500,0.761284,0.135511,0.292553,0.042553
NEG_STRESS_2023_FOLLOW,dio_0ac6,nur_gereift,1,0,1,0.000000,1.000000,0.587368,0.629764,0.274275,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_0l7p,offen_und_gereift,167,42,125,0.251497,0.748503,0.727671,0.764322,0.135842,0.741517,0.029940
NEG_STRESS_2023_FOLLOW,dio_1lsu,offen_und_gereift,58,35,23,0.603448,0.396552,0.711116,0.749749,0.150311,0.451149,0.125000
NEG_STRESS_2023_FOLLOW,dio_15yz,nur_offen,3,3,0,1.000000,0.000000,0.569778,0.602930,0.306951,0.083333,0.000000
NEG_STRESS_2023_FOLLOW,dio_1hyv,nur_gereift,1,0,1,0.000000,1.000000,0.609192,0.651864,0.238783,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_1n80,nur_gereift,3,0,3,0.000000,1.000000,0.680190,0.729282,0.155540,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_14l0,nur_gereift,3,0,3,0.000000,1.000000,0.655741,0.698385,0.184268,0.388889,1.000000
NEG_STRESS_2023_FOLLOW,dio_0jkk,offen_und_gereift,50,27,23,0.540000,0.460000,0.686230,0.720239,0.179959,0.291667,0.380000
NEG_STRESS_2023_FOLLOW,dio_0zvt,nur_gereift,2,0,2,0.000000,1.000000,0.698406,0.751435,0.127812,1.000000,0.125000
NEG_STRESS_2023_FOLLOW,dio_15vu,nur_gereift,1,0,1,0.000000,1.000000,0.698286,0.756286,0.121366,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_0z3k,nur_gereift,6,0,6,0.000000,1.000000,0.700867,0.749314,0.140712,1.000000,0.666667
NEG_STRESS_2023_FOLLOW,dio_19pg,offen_und_gereift,42,27,15,0.642857,0.357143,0.700452,0.737287,0.155313,0.303571,0.181548
NEG_STRESS_2023_FOLLOW,dio_169a,offen_und_gereift,33,27,6,0.818182,0.181818,0.692047,0.731012,0.168014,0.260101,0.053030
NEG_STRESS_2023_FOLLOW,dio_0pxr,offen_und_gereift,23,19,4,0.826087,0.173913,0.691429,0.730577,0.165030,0.166667,0.097826
NEG_STRESS_2023_FOLLOW,dio_04uf,offen_und_gereift,33,29,4,0.878788,0.121212,0.694303,0.732639,0.164862,0.118687,0.041667
NEG_STRESS_2023_FOLLOW,dio_1un4,offen_und_gereift,11,3,8,0.272727,0.727273,0.641974,0.677403,0.226224,0.666667,0.272727
NEG_STRESS_2023_FOLLOW,dio_05mh,offen_und_gereift,13,4,9,0.307692,0.692308,0.701899,0.746983,0.142348,0.717949,0.038462
NEG_STRESS_2023_FOLLOW,dio_1o4z,offen_und_gereift,30,16,14,0.533333,0.466667,0.705139,0.744176,0.146387,0.527778,0.233333
NEG_STRESS_2023_FOLLOW,dio_0rgc,nur_gereift,6,0,6,0.000000,1.000000,0.698352,0.742447,0.141425,1.000000,0.583333
NEG_STRESS_2023_FOLLOW,dio_00pl,nur_gereift,8,0,8,0.000000,1.000000,0.700307,0.744476,0.133644,1.000000,0.609375
NEG_STRESS_2023_FOLLOW,dio_09bn,offen_und_gereift,38,37,1,0.973684,0.026316,0.723095,0.766035,0.127924,0.223684,0.000000
NEG_STRESS_2023_FOLLOW,dio_0klp,offen_und_gereift,17,6,11,0.352941,0.647059,0.666638,0.701095,0.193723,0.446078,0.470588
NEG_STRESS_2023_FOLLOW,dio_13it,offen_und_gereift,5,3,2,0.600000,0.400000,0.647512,0.684141,0.195655,0.233333,0.200000
NEG_STRESS_2023_FOLLOW,dio_18kx,offen_und_gereift,11,3,8,0.272727,0.727273,0.711116,0.756596,0.126656,0.757576,0.261364
NEG_STRESS_2023_FOLLOW,dio_0z35,nur_gereift,5,0,5,0.000000,1.000000,0.702719,0.750521,0.122964,1.000000,0.200000
NEG_STRESS_2023_FOLLOW,dio_17t0,nur_gereift,3,0,3,0.000000,1.000000,0.664044,0.709862,0.175136,1.000000,0.333333
NEG_STRESS_2023_FOLLOW,dio_1232,nur_gereift,1,0,1,0.000000,1.000000,0.660171,0.711339,0.166943,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_1b3m,offen_und_gereift,10,2,8,0.200000,0.800000,0.676805,0.715977,0.167893,0.533333,0.500000
NEG_STRESS_2023_FOLLOW,dio_1kue,offen_und_gereift,4,2,2,0.500000,0.500000,0.671779,0.714477,0.161777,0.479166,0.000000
NEG_STRESS_2023_FOLLOW,dio_0sa1,offen_und_gereift,4,3,1,0.750000,0.250000,0.640232,0.679469,0.210255,0.250000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1cic,offen_und_gereift,39,29,10,0.743590,0.256410,0.714339,0.753956,0.134211,0.425214,0.256410
NEG_STRESS_2023_FOLLOW,dio_02n3,nur_gereift,11,0,11,0.000000,1.000000,0.721898,0.767424,0.111120,1.000000,0.522727
NEG_STRESS_2023_FOLLOW,dio_06qi,offen_und_gereift,26,24,2,0.923077,0.076923,0.712624,0.755313,0.138690,0.250000,0.038462
NEG_STRESS_2023_FOLLOW,dio_0dd2,offen_und_gereift,43,28,15,0.651163,0.348837,0.723259,0.764076,0.133991,0.403101,0.209302
NEG_STRESS_2023_FOLLOW,dio_0gzn,nur_gereift,3,0,3,0.000000,1.000000,0.710963,0.762704,0.117649,1.000000,0.875000
NEG_STRESS_2023_FOLLOW,dio_1q85,offen_und_gereift,43,38,5,0.883721,0.116279,0.704762,0.743444,0.158224,0.238372,0.113372
NEG_STRESS_2023_FOLLOW,dio_1yt8,nur_gereift,4,0,4,0.000000,1.000000,0.690755,0.737117,0.140474,1.000000,0.750000
NEG_STRESS_2023_FOLLOW,dio_15ze,nur_gereift,1,0,1,0.000000,1.000000,0.593895,0.639961,0.264241,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1e0y,offen_und_gereift,5,1,4,0.200000,0.800000,0.675068,0.721113,0.168263,0.816667,0.200000
NEG_STRESS_2023_FOLLOW,dio_0lg0,nur_gereift,2,0,2,0.000000,1.000000,0.638503,0.680106,0.203867,0.500000,0.500000
NEG_STRESS_2023_FOLLOW,dio_0if9,nur_gereift,5,0,5,0.000000,1.000000,0.677022,0.721567,0.163102,1.000000,0.200000
NEG_STRESS_2023_FOLLOW,dio_0q28,nur_gereift,1,0,1,0.000000,1.000000,0.634403,0.683116,0.206245,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1a09,offen_und_gereift,2,1,1,0.500000,0.500000,0.645655,0.690581,0.197737,0.500000,0.500000
NEG_STRESS_2023_FOLLOW,dio_1xrt,nur_gereift,40,0,40,0.000000,1.000000,0.712662,0.752292,0.138168,1.000000,0.556250
NEG_STRESS_2023_FOLLOW,dio_031e,offen_und_gereift,2,1,1,0.500000,0.500000,0.661963,0.709060,0.173770,0.541667,0.000000
NEG_STRESS_2023_FOLLOW,dio_0gfm,offen_und_gereift,5,1,4,0.200000,0.800000,0.716043,0.765018,0.110087,0.816667,0.200000
NEG_STRESS_2023_FOLLOW,dio_137l,offen_und_gereift,3,2,1,0.666667,0.333333,0.662364,0.704938,0.170583,0.361111,0.000000
NEG_STRESS_2023_FOLLOW,dio_08l0,nur_gereift,6,0,6,0.000000,1.000000,0.690786,0.734382,0.145177,1.000000,0.687500
NEG_STRESS_2023_FOLLOW,dio_1rcm,nur_gereift,8,0,8,0.000000,1.000000,0.680068,0.723532,0.167915,1.000000,0.296875
NEG_STRESS_2023_FOLLOW,dio_0z9t,nur_gereift,24,0,24,0.000000,1.000000,0.707371,0.748900,0.146943,1.000000,0.604167
NEG_STRESS_2023_FOLLOW,dio_1lhs,nur_gereift,4,0,4,0.000000,1.000000,0.662601,0.708626,0.185441,1.000000,0.468750
NEG_STRESS_2023_FOLLOW,dio_0bgx,offen_und_gereift,13,5,8,0.384615,0.615385,0.669983,0.708620,0.184130,0.371795,0.230769
NEG_STRESS_2023_FOLLOW,dio_092h,nur_gereift,2,0,2,0.000000,1.000000,0.644360,0.690709,0.210575,0.875000,0.000000
NEG_STRESS_2023_FOLLOW,dio_0h0h,nur_gereift,3,0,3,0.000000,1.000000,0.685829,0.733027,0.149491,1.000000,0.458333
NEG_STRESS_2023_FOLLOW,dio_0ni0,nur_gereift,1,0,1,0.000000,1.000000,0.627095,0.676154,0.229414,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_04k7,offen_und_gereift,4,2,2,0.500000,0.500000,0.716287,0.768657,0.115884,0.541667,0.000000
NEG_STRESS_2023_FOLLOW,dio_1kpz,offen_und_gereift,54,53,1,0.981481,0.018519,0.728366,0.769139,0.123318,0.401235,0.000000
NEG_STRESS_2023_FOLLOW,dio_07uk,offen_und_gereift,28,8,20,0.285714,0.714286,0.716663,0.759570,0.135236,0.738095,0.544643
NEG_STRESS_2023_FOLLOW,dio_0bzn,offen_und_gereift,4,1,3,0.250000,0.750000,0.673280,0.717139,0.182846,0.500000,0.500000
NEG_STRESS_2023_FOLLOW,dio_1r1r,nur_gereift,1,0,1,0.000000,1.000000,0.640993,0.692280,0.206144,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1vdo,nur_gereift,13,0,13,0.000000,1.000000,0.709666,0.753382,0.128146,1.000000,0.500000
NEG_STRESS_2023_FOLLOW,dio_13h3,nur_gereift,1,0,1,0.000000,1.000000,0.626469,0.676805,0.226772,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_0ef6,nur_gereift,2,0,2,0.000000,1.000000,0.648304,0.695693,0.202863,1.000000,0.375000
NEG_STRESS_2023_FOLLOW,dio_16sk,nur_gereift,1,0,1,0.000000,1.000000,0.662571,0.716711,0.173125,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_0zq5,offen_und_gereift,6,2,4,0.333333,0.666667,0.638026,0.678129,0.228085,0.597222,0.333333
NEG_STRESS_2023_FOLLOW,dio_1xkg,offen_und_gereift,9,1,8,0.111111,0.888889,0.666476,0.708690,0.187306,0.777778,0.500000
NEG_STRESS_2023_FOLLOW,dio_0jmo,offen_und_gereift,19,9,10,0.473684,0.526316,0.667402,0.705530,0.196665,0.596491,0.223684
NEG_STRESS_2023_FOLLOW,dio_1yme,offen_und_gereift,9,3,6,0.333333,0.666667,0.710342,0.757232,0.136775,0.694444,0.166667
NEG_STRESS_2023_FOLLOW,dio_0jsd,offen_und_gereift,9,3,6,0.333333,0.666667,0.662774,0.703126,0.195611,0.675926,0.111111
NEG_STRESS_2023_FOLLOW,dio_00sp,nur_gereift,9,0,9,0.000000,1.000000,0.672386,0.715573,0.179093,1.000000,0.083333
NEG_STRESS_2023_FOLLOW,dio_07o8,offen_und_gereift,16,1,15,0.062500,0.937500,0.691039,0.731710,0.159859,0.947917,0.562500
NEG_STRESS_2023_FOLLOW,dio_04q7,offen_und_gereift,6,3,3,0.500000,0.500000,0.720960,0.772861,0.108070,0.541666,0.166667
NEG_STRESS_2023_FOLLOW,dio_1350,offen_und_gereift,21,2,19,0.095238,0.904762,0.719403,0.761959,0.125540,0.912698,0.565476
NEG_STRESS_2023_FOLLOW,dio_05ap,nur_gereift,16,0,16,0.000000,1.000000,0.727593,0.772594,0.114129,1.000000,0.570312
NEG_STRESS_2023_FOLLOW,dio_06zw,offen_und_gereift,4,2,2,0.500000,0.500000,0.615257,0.653108,0.247040,0.416667,0.500000
NEG_STRESS_2023_FOLLOW,dio_13s0,nur_gereift,1,0,1,0.000000,1.000000,0.692655,0.749169,0.129504,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_01hu,nur_gereift,11,0,11,0.000000,1.000000,0.706316,0.750344,0.133568,1.000000,0.522727
NEG_STRESS_2023_FOLLOW,dio_1lid,nur_offen,2,2,0,1.000000,0.000000,0.572428,0.607578,0.299260,0.166666,0.000000
NEG_STRESS_2023_FOLLOW,dio_1bs4,nur_gereift,1,0,1,0.000000,1.000000,0.619368,0.666506,0.235186,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_03za,offen_und_gereift,2,1,1,0.500000,0.500000,0.645342,0.688535,0.200146,0.500000,0.312500
NEG_STRESS_2023_FOLLOW,dio_1w1w,nur_gereift,1,0,1,0.000000,1.000000,0.711504,0.766586,0.140577,1.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_0y66,nur_gereift,3,0,3,0.000000,1.000000,0.626857,0.664861,0.224287,0.777778,0.666667
NEG_STRESS_2023_FOLLOW,dio_0h6t,offen_und_gereift,9,2,7,0.222222,0.777778,0.696856,0.741041,0.139459,0.796296,0.111111
NEG_STRESS_2023_FOLLOW,dio_0om4,offen_und_gereift,14,8,6,0.571429,0.428571,0.711609,0.756385,0.128673,0.482143,0.071429
NEG_STRESS_2023_FOLLOW,dio_0qup,offen_und_gereift,4,1,3,0.250000,0.750000,0.709023,0.759810,0.117552,0.770833,0.250000
NEG_STRESS_2023_FOLLOW,dio_10ef,nur_gereift,4,0,4,0.000000,1.000000,0.713869,0.762819,0.118177,1.000000,0.718750
NEG_STRESS_2023_FOLLOW,dio_01q0,offen_und_gereift,6,2,4,0.333333,0.666667,0.705100,0.753317,0.127897,0.694444,0.000000
NEG_STRESS_2023_FOLLOW,dio_11g7,offen_und_gereift,4,1,3,0.250000,0.750000,0.672336,0.715198,0.165500,0.791667,0.250000
NEG_STRESS_2023_FOLLOW,dio_1w94,offen_und_gereift,12,1,11,0.083333,0.916667,0.701679,0.744628,0.137593,0.923611,0.083333
NEG_STRESS_2023_FOLLOW,dio_1jc2,offen_und_gereift,40,38,2,0.950000,0.050000,0.732836,0.774721,0.113346,0.260417,0.025000
NEG_STRESS_2023_FOLLOW,dio_1sa0,offen_und_gereift,20,17,3,0.850000,0.150000,0.701939,0.743857,0.148646,0.241667,0.050000
NEG_STRESS_2023_FOLLOW,dio_033x,nur_gereift,2,0,2,0.000000,1.000000,0.616210,0.656652,0.239812,0.500000,1.000000
NEG_STRESS_2023_FOLLOW,dio_1q8v,offen_und_gereift,4,1,3,0.250000,0.750000,0.669979,0.713989,0.174296,0.541667,0.250000
NEG_STRESS_2023_FOLLOW,dio_0lsd,offen_und_gereift,24,6,18,0.250000,0.750000,0.690444,0.729130,0.162003,0.697917,0.239583
NEG_STRESS_2023_FOLLOW,dio_1nuc,offen_und_gereift,6,1,5,0.166667,0.833333,0.680524,0.726192,0.162683,0.847222,0.479167
NEG_STRESS_2023_FOLLOW,dio_0xnz,nur_gereift,3,0,3,0.000000,1.000000,0.690529,0.738373,0.142562,1.000000,0.333333
NEG_STRESS_2023_FOLLOW,dio_1198,offen_und_gereift,9,3,6,0.333333,0.666667,0.684083,0.724217,0.162532,0.611111,0.111111
NEG_STRESS_2023_FOLLOW,dio_1d3j,nur_offen,1,1,0,1.000000,0.000000,0.563414,0.601230,0.305427,0.000000,0.000000
NEG_STRESS_2023_FOLLOW,dio_1t9l,offen_und_gereift,7,1,6,0.142857,0.857143,0.659673,0.699894,0.196143,0.273810,0.714286
NEG_STRESS_2023_FOLLOW,dio_1wdi,offen_und_gereift,11,5,6,0.454545,0.545455,0.710183,0.754173,0.123101,0.583333,0.363636
NEG_STRESS_2023_FOLLOW,dio_1s59,nur_gereift,3,0,3,0.000000,1.000000,0.678317,0.727155,0.164369,1.000000,0.666667
NEG_STRESS_2023_FOLLOW,dio_05lz,nur_gereift,1,0,1,0.000000,1.000000,0.668490,0.722519,0.169089,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_03uk,nur_gereift,14,0,14,0.000000,1.000000,0.719973,0.763820,0.121052,1.000000,0.410714
NEG_STRESS_2023_FOLLOW,dio_0ui0,offen_und_gereift,6,3,3,0.500000,0.500000,0.675994,0.719443,0.172476,0.513889,0.000000
NEG_STRESS_2023_FOLLOW,dio_1mwv,offen_und_gereift,19,15,4,0.789474,0.210526,0.712331,0.756479,0.135825,0.315789,0.052632
NEG_STRESS_2023_FOLLOW,dio_0jc3,offen_und_gereift,3,1,2,0.333333,0.666667,0.620978,0.662524,0.236523,0.500000,0.333333
NEG_STRESS_2023_FOLLOW,dio_17dc,nur_gereift,14,0,14,0.000000,1.000000,0.705657,0.749733,0.137662,1.000000,0.437500
NEG_STRESS_2023_FOLLOW,dio_0gaw,nur_gereift,10,0,10,0.000000,1.000000,0.669402,0.711340,0.185821,1.000000,0.437500
NEG_STRESS_2023_FOLLOW,dio_0c76,offen_und_gereift,7,3,4,0.428571,0.571429,0.661071,0.703231,0.196928,0.642857,0.321429
NEG_STRESS_2023_FOLLOW,dio_0rwk,nur_gereift,1,0,1,0.000000,1.000000,0.679679,0.733320,0.147704,1.000000,1.000000
NEG_STRESS_2023_FOLLOW,dio_1jsj,nur_gereift,3,0,3,0.000000,1.000000,0.708073,0.759090,0.117806,1.000000,0.666667
NEG_STRESS_2023_FOLLOW,dio_00x9,nur_gereift,3,0,3,0.000000,1.000000,0.677523,0.725409,0.166741,1.000000,0.666667
NEG_STRESS_2023_FOLLOW,dio_18by,nur_gereift,7,0,7,0.000000,1.000000,0.697407,0.743674,0.143986,1.000000,0.571429
NEG_STRESS_2023_FOLLOW,dio_0s8r,nur_gereift,10,0,10,0.000000,1.000000,0.680609,0.724061,0.169344,1.000000,0.487500
