passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,receptor_axis,source_column,tonal_band,target_role,run_profiles,avg_band_count,avg_target_count,avg_other_count,target_avg,other_avg,target_minus_other,direction,separation_strength,target_rekopplung_avg,other_rekopplung_avg,target_strain_avg,other_strain_avg
1,0,0,0,0,0,0,daempfung,perception_auditory_softening_tendency,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.1004390271333934,0.1509386400670933,-0.05049961293369991,niedriger_im_zentrum,stark,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,feldaufnahme_adaptiert,perception_adapted_field_intake_pressure,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.04324646357209459,0.06387236954841043,-0.02062590597631584,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,feldaufnahme_roh,perception_raw_field_intake_pressure,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.048564003279500285,0.07362616459366937,-0.025062161314169086,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,hinhoeren,perception_auditory_listen_tendency,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.8995609728666066,0.8490613599329067,0.0504996129336999,hoeher_im_zentrum,stark,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,lautheit,perception_auditory_loudness,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.06984101039337601,0.10724520348685773,-0.037404193093481725,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,rezeptor_daempfung,perception_regulation_damping,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.10360739109674358,0.1226245696234245,-0.01901717852668094,niedriger_im_zentrum,schwach,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,rezeptor_feldaufnahme,rezeptor_field_intake_pressure,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.04417851165588038,0.06562036527891581,-0.02144185362303542,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,rezeptor_hoerkontakt,rezeptor_auditory_contact,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.06984101039337601,0.10724520348685773,-0.037404193093481725,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,rezeptor_stimulation,rezeptor_auditory_stimulation,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.06984101039337601,0.10724520348685773,-0.037404193093481725,niedriger_im_zentrum,mittel,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,visuelle_distanz,perception_visual_distance_tendency,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.26260227896568294,0.3499234197208009,-0.08732114075511796,niedriger_im_zentrum,stark,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,visuelle_schaerfe,perception_visual_sharpness,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.737397721034317,0.650076580279199,0.08732114075511797,hoeher_im_zentrum,stark,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
1,0,0,0,0,0,0,visueller_fokus,perception_visual_focus_tendency,tonal_mid,zentrum_rekoppelnd,80,1819.725,823.8875,995.8375,0.6642175267439892,0.6442716762898935,0.019945850454095655,hoeher_im_zentrum,schwach,0.7337518274906116,0.7085341504223174,0.1207606956770563,0.14285435687207057
