world;source_debug;start_tick;end_tick;duration;pressure_threshold_p90;alignment_threshold_p10;avg_pressure;avg_alignment;avg_asymmetry;avg_coherence;avg_strain;avg_rekopplung;pre8_rekopplung;post8_rekopplung;pre8_strain;post8_strain;dominant_effect;dominant_family;dominant_mcm_episode_preview;post_state
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;47;47;1;0.30466419999999994;0.7610563;0.333105;0.628026;0.102999;0.400456;0.273632;0.601767;0.653892;0.648974375;0.167620375;0.187846625;tragend_unruhig;dio_0b45;dio_mcm_episode_17i4j9o;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;53;53;1;0.30466419999999994;0.7610563;0.380344;0.631082;0.158386;0.270922;0.29267;0.582663;0.6459098750000001;0.652335875;0.192574;0.184834625;kippend;dio_0cpy;dio_mcm_episode_17i4j9o;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;87;87;1;0.30466419999999994;0.7610563;0.434283;0.568806;0.136332;0.23768;0.324979;0.567004;0.643496125;0.637799625;0.18567962500000001;0.204293125;kippend;dio_1sjg;dio_mcm_episode_0y50lf3;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;113;113;1;0.30466419999999994;0.7610563;0.319881;0.759645;0.182958;0.365484;0.255798;0.600798;0.647295125;0.63870225;0.18515125;0.19403325;tragend_unruhig;dio_11l2;dio_mcm_episode_0y50lf3;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;119;119;1;0.30466419999999994;0.7610563;0.373642;0.692009;0.320235;0.37412;0.28105;0.595963;0.64544875;0.63062675;0.17951775;0.206560125;kippend;dio_0trr;dio_mcm_episode_0y50lf3;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;150;151;2;0.30466419999999994;0.7610563;0.350173;0.7113025;-0.036669;0.49038950000000003;0.29278499999999996;0.5879745;0.649993375;0.648663875;0.17342925;0.18536625;kippend;dio_1574;dio_mcm_episode_0y50lf3;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;197;197;1;0.30466419999999994;0.7610563;0.341353;0.713563;-0.01829;0.471018;0.272037;0.604072;0.645071375;0.638867625;0.186687125;0.196858875;tragend_unruhig;dio_00lb;dio_mcm_episode_0y50lf3;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;213;213;1;0.30466419999999994;0.7610563;0.367533;0.644156;-0.035253;0.441501;0.293183;0.59281;0.654925875;0.655453375;0.178041625;0.176562625;kippend;dio_0tqd;dio_mcm_episode_0y50lf3;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;291;291;1;0.30466419999999994;0.7610563;0.544822;0.465553;-0.038892;0.226173;0.389006;0.539343;0.65434475;0.6416896249999999;0.173355625;0.197484625;gespannt;dio_076u;dio_mcm_episode_1927mcg;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;320;320;1;0.30466419999999994;0.7610563;0.352293;0.745302;0.069494;0.383701;0.272911;0.595296;0.640491125;0.64533575;0.187033375;0.1865425;tragend_unruhig;dio_0mty;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;337;337;1;0.30466419999999994;0.7610563;0.355285;0.635855;0.061098;0.39215;0.288298;0.59038;0.645191625;0.622825875;0.189483875;0.22891475;kippend;dio_06f2;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;339;340;2;0.30466419999999994;0.7610563;0.3781085;0.6840435;-0.174231;0.4727535;0.283155;0.6000725;0.644170375;0.63044275;0.19256299999999998;0.21190599999999998;kippend;dio_073a;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;375;376;2;0.30466419999999994;0.7610563;0.413834;0.6336545;-0.01534149999999998;0.26760449999999997;0.29033;0.5908755;0.65938875;0.643732625;0.1845715;0.189801875;kippend;dio_00x9;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;390;390;1;0.30466419999999994;0.7610563;0.321619;0.734648;-0.006164;0.560565;0.27312;0.603344;0.643171875;0.62642;0.199218875;0.222354625;tragend_unruhig;dio_14b2;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;393;393;1;0.30466419999999994;0.7610563;0.342919;0.74606;0.010457;0.41474;0.26704;0.600593;0.6352935;0.634938875;0.217871125;0.20199687500000002;tragend_unruhig;dio_0i8v;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;403;403;1;0.30466419999999994;0.7610563;0.41458;0.692142;0.070458;0.305712;0.307648;0.574073;0.637952;0.6379965;0.194177375;0.1961545;kippend;dio_1xn9;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;424;424;1;0.30466419999999994;0.7610563;0.362685;0.656529;0.069242;0.367921;0.287313;0.590095;0.64512975;0.649061625;0.186145625;0.18887575;kippend;dio_0239;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;440;440;1;0.30466419999999994;0.7610563;0.350274;0.758207;-0.044912;0.329014;0.257987;0.599822;0.6327935;0.6353645;0.212100125;0.203457875;tragend_unruhig;dio_0ryq;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;450;450;1;0.30466419999999994;0.7610563;0.324186;0.724617;-0.012341;0.500533;0.241965;0.625995;0.638258375;0.640599125;0.20559875;0.1889785;tragend_unruhig;dio_0qxu;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;462;462;1;0.30466419999999994;0.7610563;0.414077;0.485733;0.067243;0.192022;0.286846;0.591318;0.6419835;0.634359875;0.20485187500000002;0.209183375;kippend;dio_1h73;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;480;480;1;0.30466419999999994;0.7610563;0.368735;0.757823;-0.126825;0.486295;0.304057;0.575529;0.641828875;0.6485635;0.186892375;0.190580375;kippend;dio_12d9;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;495;495;1;0.30466419999999994;0.7610563;0.352238;0.603342;-0.001383;0.253212;0.22557;0.633974;0.636554;0.6439575;0.216452125;0.1925135;tragend_unruhig;dio_0nt3;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;536;536;1;0.30466419999999994;0.7610563;0.457048;0.671975;0.064518;0.26873;0.327726;0.56419;0.653457;0.62965625;0.188375625;0.219969875;gespannt;dio_18co;dio_mcm_episode_0kby1qc;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;544;544;1;0.30466419999999994;0.7610563;0.333646;0.643205;0.095998;0.22298;0.242337;0.608053;0.624173375;0.59572;0.2306435;0.2736115;tragend_unruhig;dio_13kt;dio_mcm_episode_0vq085e;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;547;547;1;0.30466419999999994;0.7610563;0.605802;0.597764;-0.195031;0.177054;0.414081;0.514088;0.628270625;0.611707;0.22052725;0.24957912499999999;gespannt;dio_0cn2;dio_mcm_episode_1927mcg;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;549;550;2;0.30466419999999994;0.7610563;0.398094;0.47314849999999997;-0.2778425;0.163545;0.2969785;0.5761175000000001;0.6113035;0.630457375;0.254957125;0.21126475;kippend;dio_1oss;dio_mcm_episode_1adxznm;rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;567;568;2;0.30466419999999994;0.7610563;0.3219605;0.6669305000000001;-0.033431;0.328953;0.23695149999999998;0.618064;0.629979125;0.634642625;0.208231125;0.207283125;tragend_unruhig;dio_1tie;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;592;592;1;0.30466419999999994;0.7610563;0.34935;0.558278;-0.087085;0.218935;0.245335;0.612368;0.634949875;0.635681125;0.208176;0.21563875;tragend_unruhig;dio_0wbw;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;597;597;1;0.30466419999999994;0.7610563;0.385306;0.666712;-0.057289;0.429528;0.28097;0.601352;0.636352375;0.6408995000000001;0.216562375;0.196328125;kippend;dio_0ay2;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;599;599;1;0.30466419999999994;0.7610563;0.34434;0.690833;-0.045541;0.313075;0.232045;0.623631;0.63513375;0.645455875;0.22028375;0.18608449999999999;tragend_unruhig;dio_17z4;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;618;618;1;0.30466419999999994;0.7610563;0.488441;0.666361;-0.095363;0.296233;0.354435;0.547134;0.643341125;0.6243735;0.200882;0.226921125;gespannt;dio_1tbk;dio_mcm_episode_19m9z8d;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;626;626;1;0.30466419999999994;0.7610563;0.452015;0.590281;0.080294;0.267262;0.333814;0.563497;0.622328125;0.6300685;0.22949875;0.22075625000000001;kippend;dio_1ema;dio_mcm_episode_0magw2b;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;629;629;1;0.30466419999999994;0.7610563;0.346208;0.739755;0.034448;0.417429;0.253663;0.609568;0.626671125;0.642175875;0.2253245;0.196771625;tragend_unruhig;dio_1ai1;dio_mcm_episode_1yv9fvu;rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;659;659;1;0.30466419999999994;0.7610563;0.31618;0.659511;0.152033;0.418343;0.26169;0.601341;0.635660875;0.634981125;0.21969325;0.204219375;tragend_unruhig;dio_1wvh;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;661;661;1;0.30466419999999994;0.7610563;0.326999;0.535587;0.223696;0.408136;0.25116;0.621278;0.631417875;0.641964875;0.22199349999999998;0.191189375;tragend_unruhig;dio_088v;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;680;681;2;0.30466419999999994;0.7610563;0.3550095;0.692959;0.148724;0.49278900000000003;0.235257;0.6396235;0.636027625;0.648401125;0.207076375;0.185917125;tragend_unruhig;dio_1qdx;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;736;736;1;0.30466419999999994;0.7610563;0.365881;0.659298;0.052364;0.493954;0.257966;0.623964;0.632175375;0.640654625;0.2139135;0.191485375;tragend_unruhig;dio_0agh;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;876;876;1;0.30466419999999994;0.7610563;0.422944;0.678812;-0.100524;0.3638;0.280287;0.602821;0.635262375;0.6435185;0.226459125;0.1915175;kippend;dio_1dgd;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;897;897;1;0.30466419999999994;0.7610563;0.492208;0.585555;0.111548;0.167691;0.35323;0.546993;0.662735625;0.6560232500000001;0.168805125;0.171448875;gespannt;dio_0t84;dio_mcm_episode_19a388p;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;920;920;1;0.30466419999999994;0.7610563;0.357838;0.753891;0.077251;0.38028;0.277847;0.591062;0.657618875;0.655322375;0.17105399999999998;0.179994875;tragend_unruhig;dio_1r6j;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;951;951;1;0.30466419999999994;0.7610563;0.406079;0.624012;-0.006099;0.375123;0.320655;0.570864;0.640370625;0.65165775;0.191337875;0.188135;kippend;dio_1r9g;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;953;953;1;0.30466419999999994;0.7610563;0.311327;0.680797;0.022328;0.364585;0.234075;0.620562;0.62994525;0.652745625;0.212425;0.181026875;tragend_unruhig;dio_1g56;dio_mcm_episode_1t5bcxp;rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1010;1010;1;0.30466419999999994;0.7610563;0.532786;0.537191;-0.168924;0.298155;0.387914;0.535693;0.64298275;0.63914;0.19576425;0.21082275;gespannt;dio_1fdx;dio_mcm_episode_1927mcg;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1012;1012;1;0.30466419999999994;0.7610563;0.323118;0.552161;-0.238917;0.420626;0.250765;0.620573;0.627672875;0.639506875;0.222378875;0.20054175;tragend_unruhig;dio_0p66;dio_mcm_episode_0q7j4gf;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1032;1032;1;0.30466419999999994;0.7610563;0.416201;0.75051;-0.099303;0.399446;0.314378;0.569914;0.637062125;0.650050625;0.19896325;0.18386925;kippend;dio_0fr5;dio_mcm_episode_02xikfk;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1034;1034;1;0.30466419999999994;0.7610563;0.312593;0.637167;-0.036529;0.333796;0.237805;0.617293;0.6284545;0.65322;0.218392375;0.171543625;tragend_unruhig;dio_1127;dio_mcm_episode_02xikfk;rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1065;1065;1;0.30466419999999994;0.7610563;0.308856;0.737585;-0.102845;0.419277;0.225468;0.627816;0.638461625;0.652170875;0.20263675;0.17774175;tragend_unruhig;dio_05y8;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1124;1124;1;0.30466419999999994;0.7610563;0.402436;0.574845;0.105679;0.285258;0.310266;0.57676;0.646138125;0.65176925;0.184635125;0.185541;kippend;dio_14bf;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1141;1141;1;0.30466419999999994;0.7610563;0.312747;0.748678;0.016314;0.394184;0.222694;0.628333;0.637702;0.607685625;0.207313125;0.254016375;tragend_unruhig;dio_1vzo;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1147;1153;7;0.30466419999999994;0.7610563;0.46018171428571425;0.603054;-0.1362732857142857;0.31526714285714286;0.30337714285714285;0.5891122857142858;0.635716125;0.625056625;0.20525225;0.2266535;kippend;dio_0i8w;dio_mcm_episode_1aolvg6;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1158;1159;2;0.30466419999999994;0.7610563;0.35323899999999997;0.6279545;0.0055485;0.2588565;0.2532435;0.6051115;0.6216205;0.64263625;0.24479225;0.1874155;tragend_unruhig;dio_08lb;dio_mcm_episode_1h04rtw;rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1229;1230;2;0.30466419999999994;0.7610563;0.3486;0.5885745;0.039506;0.28230750000000004;0.254477;0.60819;0.631819875;0.6407032500000001;0.22101475;0.20122600000000002;tragend_unruhig;dio_07wq;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1259;1259;1;0.30466419999999994;0.7610563;0.341962;0.717276;-0.010902;0.441511;0.282345;0.590714;0.643429;0.6363065;0.1960485;0.203302375;kippend;dio_07cn;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1294;1294;1;0.30466419999999994;0.7610563;0.316007;0.690844;0.109126;0.28549;0.226818;0.620675;0.645340375;0.633139;0.19658975;0.20408062500000002;tragend_unruhig;dio_11hp;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1306;1306;1;0.30466419999999994;0.7610563;0.315112;0.685854;0.070265;0.434127;0.25439;0.608336;0.63294625;0.6245231250000001;0.216312625;0.236743125;tragend_unruhig;dio_0f8y;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1312;1313;2;0.30466419999999994;0.7610563;0.3621725;0.5938;0.3311265;0.469282;0.2681015;0.6146415000000001;0.62452525;0.63243625;0.234298125;0.214561;tragend_unruhig;dio_06d1;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1315;1315;1;0.30466419999999994;0.7610563;0.382882;0.645963;0.017783;0.424246;0.265448;0.615216;0.6245231250000001;0.6365475;0.236743125;0.1989265;tragend_unruhig;dio_03eq;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1320;1320;1;0.30466419999999994;0.7610563;0.306404;0.736517;0.071706;0.332962;0.223789;0.623056;0.628250625;0.636112875;0.228724875;0.20973525;tragend_unruhig;dio_0r7t;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1327;1328;2;0.30466419999999994;0.7610563;0.3230505;0.596892;0.144825;0.3938615;0.24955850000000002;0.616613;0.64095625;0.6379708749999999;0.19668125;0.198465;tragend_unruhig;dio_10u0;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1335;1335;1;0.30466419999999994;0.7610563;0.317945;0.609804;-0.058641;0.205982;0.238168;0.608694;0.637492375;0.641422625;0.206612;0.19176537500000002;tragend_unruhig;dio_03a1;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1397;1397;1;0.30466419999999994;0.7610563;0.356161;0.692957;0.363371;0.463472;0.263219;0.616386;0.6442846249999999;0.63358725;0.1823275;0.21091525;tragend_unruhig;dio_1uvh;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1403;1403;1;0.30466419999999994;0.7610563;0.444004;0.75483;0.049605;0.321171;0.318436;0.567917;0.64467725;0.647159;0.195736375;0.184142625;gespannt;dio_0e87;dio_mcm_episode_0lftb09;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1434;1434;1;0.30466419999999994;0.7610563;0.321502;0.690016;-0.027152;0.475963;0.263123;0.609247;0.6525412500000001;0.64905475;0.17683474999999999;0.187166;tragend_unruhig;dio_0aho;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1461;1461;1;0.30466419999999994;0.7610563;0.531765;0.466397;-0.057775;0.235456;0.356394;0.566766;0.649595375;0.65216775;0.1797915;0.18668600000000002;kippend;dio_076u;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1500;1500;1;0.30466419999999994;0.7610563;0.536263;0.561562;-0.106071;0.281203;0.37873;0.543626;0.65059625;0.628688125;0.176759125;0.21613675;gespannt;dio_07zf;dio_mcm_episode_1927mcg;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1520;1520;1;0.30466419999999994;0.7610563;0.385212;0.713158;0.391634;0.388483;0.270882;0.605729;0.64436325;0.6465713750000001;0.190838;0.192423125;tragend_unruhig;dio_1o6l;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1557;1557;1;0.30466419999999994;0.7610563;0.343198;0.733249;0.071242;0.390006;0.271861;0.595713;0.65258425;0.651699625;0.17285025;0.184276125;tragend_unruhig;dio_0npn;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1575;1575;1;0.30466419999999994;0.7610563;0.345829;0.65855;-0.101503;0.2167;0.248281;0.604138;0.628955375;0.63818975;0.216537125;0.200348375;tragend_unruhig;dio_1bdj;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1588;1589;2;0.30466419999999994;0.7610563;0.3437065;0.694925;-0.078808;0.2852675;0.266905;0.589792;0.639226;0.61793125;0.20422325;0.22651075;tragend_unruhig;dio_09sq;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1594;1594;1;0.30466419999999994;0.7610563;0.344428;0.749875;-0.127431;0.318906;0.263028;0.595514;0.614218125;0.6220831250000001;0.240635125;0.224826;tragend_unruhig;dio_0079;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1605;1605;1;0.30466419999999994;0.7610563;0.36857;0.624864;0.129383;0.194415;0.253987;0.603405;0.624578625;0.6299385;0.22433375;0.21671125;tragend_unruhig;dio_00au;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1608;1608;1;0.30466419999999994;0.7610563;0.382193;0.759925;-0.109679;0.320856;0.278733;0.588532;0.63095;0.631937625;0.21905825;0.210752125;tragend_unruhig;dio_0vqp;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1611;1611;1;0.30466419999999994;0.7610563;0.417701;0.505948;0.06033;0.077822;0.287677;0.580468;0.629270875;0.64001525;0.218831625;0.191560375;kippend;dio_0jwn;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1655;1655;1;0.30466419999999994;0.7610563;0.407946;0.63892;-0.069459;0.40606;0.319817;0.572917;0.6505086250000001;0.61965675;0.17352325;0.234578125;kippend;dio_1051;dio_mcm_episode_1t5bcxp;kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1657;1657;1;0.30466419999999994;0.7610563;0.35296;0.746529;-0.214979;0.495784;0.240821;0.628465;0.638517625;0.625239875;0.1986055;0.21842525000000002;tragend_unruhig;dio_129i;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1659;1659;1;0.30466419999999994;0.7610563;0.322808;0.693076;-0.20915;0.352089;0.271523;0.587196;0.6360083750000001;0.626582125;0.210411375;0.215347375;tragend_unruhig;dio_0yy4;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1661;1662;2;0.30466419999999994;0.7610563;0.3124755;0.7355255;-0.064;0.362659;0.2338745;0.6165425;0.625631625;0.634909375;0.226627625;0.20042775000000002;stabil;dio_0u7h;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1683;1683;1;0.30466419999999994;0.7610563;0.522772;0.515651;0.376829;0.026884;0.352299;0.549825;0.653628125;0.633327125;0.18384224999999998;0.200879375;gespannt;dio_1uoz;dio_mcm_episode_0dbqs19;offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR;receptor_duration_sol_2024_sideways_5k;1703;1703;1;0.30466419999999994;0.7610563;0.340415;0.748326;-0.002528;0.425925;0.265021;0.602666;0.651579;0.653632125;0.179142375;0.170134875;tragend_unruhig;dio_0z0h;dio_mcm_episode_1t5bcxp;offen_getragen_nach_kontaktinsel
