core_name,token,path_class,movement,base_zone,follow_zone,base_role,follow_role,center_position_score,position_label,base_worlds,follow_worlds,rekopplung_delta,strain_delta,loudness_delta
zentraler_kern_0e7qvj1_18l3thm,dio_mcm_episode_0e7qvj1,brueckenpfad,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,0.710526,zentrumsnahe_bruecke,3,6,0.002286,-0.001675,0.001274
zentraler_kern_0e7qvj1_18l3thm,dio_mcm_episode_18l3thm,brueckenpfad,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,zentrum_stabil,zentrum_stabil,0.763158,zentrumsnaher_uebergang,2,5,-0.001432,-0.00191,-0.004157
sekundaerer_anschlusskern_0db07p4_1joiyc3,dio_mcm_episode_1joiyc3,brueckenpfad,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,0.710526,zentrumsnahe_bruecke,3,7,-0.007855,0.002591,-0.007665
sekundaerer_anschlusskern_0db07p4_1joiyc3,dio_mcm_episode_0db07p4,brueckenpfad,reifung_oder_verdichtung,stabile_bedeutungsinsel,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,0.763158,zentrumsnaher_uebergang,1,5,-0.005021,0.004959,-0.021228
seitenarm_0e7qvj1_0mji3u6,dio_mcm_episode_0e7qvj1,brueckenpfad,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,0.710526,zentrumsnahe_bruecke,3,6,0.002286,-0.001675,0.001274
seitenarm_0e7qvj1_0mji3u6,dio_mcm_episode_0mji3u6,brueckenpfad,reifung_oder_verdichtung,hoeherer_cluster_uebergang,stabile_bedeutungsinsel,zentrum_stabil,zentrum_stabil,0.763158,zentrumsnaher_uebergang,2,5,-0.002398,0.002914,-0.004032
