token,segments,worlds,world_profile,dominant_enter,dominant_enter_count,dominant_exit,dominant_exit_count,end_role_profile,exit_role_profile,duration_avg,within_rekopplung_delta,exit_rekopplung_delta,within_strain_delta,exit_strain_delta,within_loudness_delta,exit_loudness_delta,within_blur_delta,exit_blur_delta,within_tension_delta,exit_tension_delta
dio_mcm_episode_05lquqm,2,1,QUIET2026:2,dio_mcm_episode_08ubq99,1,dio_mcm_episode_0ej0lhx,1,zentrum_stabil:2,zentrum_stabil:2,2.0,0.015540000000000054,-0.026605000000000045,0.009196000000000003,0.02161499999999998,-0.05113599999999999,0.173215,0.016195499999999988,0.09605700000000002,-0.024067500000000002,0.077624
dio_mcm_episode_0b7nep9,18,3,STRESS2025:10; QUIET2026:6; EXPANSION2023:2,dio_mcm_episode_00nzcuc,8,dio_mcm_episode_00nzcuc,6,zentrum_stabil:17; offene_variante:1,zentrum_stabil:12; spannungsrand_kippnaehe:3; offene_variante:2,472.3888888888889,0.024768166666666654,-0.02402729411764705,-0.024364833333333336,0.02525870588235294,-0.03912605555555556,0.10587200000000001,-0.07653538888888889,-0.023693058823529418,-0.01456638888888889,0.03897576470588235
dio_mcm_episode_0db07p4,15,5,QUIET2026:5; SOL2024:3; STRESS2025:3; BTC2024:2; KAS2024:2,dio_mcm_episode_1joiyc3,6,dio_mcm_episode_1joiyc3,11,zentrum_stabil:11; offene_variante:4,zentrum_stabil:13; offene_variante:2,17.6,0.01028986666666667,0.025738999999999995,-0.013511866666666665,-0.030471133333333334,-0.05217433333333333,-0.07009686666666666,-0.030140866666666658,-0.01909713333333334,-0.024514333333333336,-0.032021266666666666
dio_mcm_episode_0e7qvj1,54,6,EXPANSION2023:19; QUIET2026:14; STRESS2025:10; PAXG2024:6; SOL2024:4; BTC2024:1,dio_mcm_episode_18l3thm,19,dio_mcm_episode_18l3thm,23,zentrum_stabil:50; offene_variante:4,zentrum_stabil:43; offene_variante:6; spannungsrand_kippnaehe:3,259.2962962962963,0.04099031481481483,-0.013911826923076926,-0.041471703703703705,0.01223675,-0.17217437037037037,0.04217698076923077,-0.0690176111111111,0.0023505576923076965,-0.07423592592592593,0.01579155769230769
dio_mcm_episode_0jbl5pq,10,5,STRESS2025:5; QUIET2026:2; EXPANSION2023:1; PAXG2024:1; SOL2024:1,dio_mcm_episode_0lne9ax,4,dio_mcm_episode_0qzjuvj,7,zentrum_stabil:6; offene_variante:4,zentrum_stabil:7; offene_variante:3,2.0,-0.001592400000000016,-0.00019740000000000312,0.0092257,-0.0031013,0.0641253,-0.057082100000000004,-0.0072781000000000096,0.0200726,0.0239836,-0.023846500000000003
dio_mcm_episode_0mji3u6,11,5,EXPANSION2023:3; QUIET2026:3; SOL2024:2; STRESS2025:2; BTC2024:1,dio_mcm_episode_0e7qvj1,6,dio_mcm_episode_0e7qvj1,11,zentrum_stabil:9; offene_variante:2,zentrum_stabil:11,8.909090909090908,0.04747218181818182,0.00253963636363634,-0.04847690909090909,-0.00426318181818182,-0.15040827272727272,0.06006045454545454,-0.120668,-0.06515272727272729,-0.06584681818181819,0.021958090909090906
dio_mcm_episode_0qzjuvj,10,5,STRESS2025:5; QUIET2026:2; EXPANSION2023:1; PAXG2024:1; SOL2024:1,dio_mcm_episode_0jbl5pq,7,dio_mcm_episode_0z748ck,9,zentrum_stabil:8; offene_variante:2,zentrum_stabil:5; offene_variante:5,2.7,0.006864399999999993,-0.021667099999999974,0.00022359999999999603,0.020448300000000003,0.033779,0.031969199999999996,-0.011459600000000009,0.08708560000000001,0.014792300000000003,0.016910999999999995
dio_mcm_episode_18l3thm,34,5,STRESS2025:14; EXPANSION2023:13; QUIET2026:4; PAXG2024:2; SOL2024:1,dio_mcm_episode_0e7qvj1,23,dio_mcm_episode_0e7qvj1,19,zentrum_stabil:28; offene_variante:6,zentrum_stabil:18; offene_variante:13; spannungsrand_kippnaehe:3,45.26470588235294,0.0018207941176470667,-0.02770614705882353,0.0038503235294117654,0.03153752941176471,-0.003685176470588238,0.1524929705882353,0.007445205882352943,0.004477735294117646,-0.0005744411764705909,0.0636205588235294
dio_mcm_episode_18n06fj,6,4,EXPANSION2023:2; QUIET2026:2; SOL2024:1; STRESS2025:1,dio_mcm_episode_0hjnwsk,4,dio_mcm_episode_0mji3u6,4,zentrum_stabil:3; offene_variante:3,zentrum_stabil:4; offene_variante:2,2.3333333333333335,-0.00014466666666670033,-0.007275166666666666,0.001251500000000005,0.004241166666666661,0.056971,0.01541616666666666,-0.004633000000000008,-0.0008573333333333211,0.019228499999999996,0.012420333333333337
dio_mcm_episode_1al8fjz,3,2,BTC2024:2; SOL2024:1,dio_mcm_episode_0dsrwv5,1,dio_mcm_episode_1y2gc2i,2,zentrum_stabil:3,zentrum_stabil:3,1.6666666666666667,-0.01660466666666664,-0.004405666666666641,0.02121033333333333,0.0030673333333333386,0.09882566666666666,-0.060579999999999995,0.09104233333333334,0.088433,0.04705633333333334,-0.019454666666666672
