preview_symbol,count,world_count,phase_quality_state,origin_quality,dominant_world_binding,dominant_field_function,dominant_field_variant,phase_quality_depth,positive_phase_affinity,avg_phase_drift,max_phase_drift,real_count,null_count,synthetic_count,unknown_count,mixed_binding_count,real_share,null_share,synthetic_share,unknown_share,mixed_binding_share,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,worlds,world_bindings
dio_mcm_episode_0iwh9d2,395,5,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,milieu_island,local_milieu_seed,0.830692,0.770138,0.04034,0.191121,327,68,0,0,0,0.8278481012658228,0.17215189873417722,0.0,0.0,0.0,0.565636,0.156068,0.718888,0.861701,0.141407,0.086348,FPSIG_SOL_QUIET_6000:200;FPSIG_DOGE_REAL_6000:127;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:50;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:11;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:7,realworld_bound:395
dio_mcm_episode_08g1nk4,84,10,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.829568,0.74804,0.053241,0.155193,51,33,0,0,0,0.6071428571428571,0.39285714285714285,0.0,0.0,0.0,0.535935,0.1713,0.699203,0.830149,0.23227,0.088011,FPSIG_DOGE_REAL_6000:17;FPSIG_SOL_EXPANSION_6000:16;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:10;FPSIG_BTC_STRESS_4000:9;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:9;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:8;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:6;FPSIG_BTC_1H_1000:5,realworld_bound:84
dio_mcm_episode_0nu3wih,414,11,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.826714,0.748616,0.049241,0.144788,388,26,0,0,0,0.9371980676328503,0.06280193236714976,0.0,0.0,0.0,0.493152,0.152605,0.688863,0.848759,0.189734,0.079071,FPSIG_SOL_EXPANSION_6000:137;FPSIG_SOL_REAL_1000:91;FPSIG_SOL_QUIET_6000:86;FPSIG_BTC_1H_1000:58;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:12;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:12;FPSIG_PAXG_1H_1000:9;FPSIG_DOGE_REAL_6000:5,realworld_bound:414
dio_mcm_episode_14pd6eb,48,7,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,compact_carried_recoupling,0.824771,0.775422,0.041552,0.113807,24,24,0,0,6,0.5,0.5,0.0,0.0,0.125,0.579688,0.157981,0.722706,0.858267,0.171655,0.069146,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:14;FPSIG_SOL_EXPANSION_6000:12;FPSIG_BTC_STRESS_4000:8;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:6;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:4;FPSIG_DOGE_REAL_6000:3;FPSIG_SOL_QUIET_6000:1,realworld_bound:42;mixed_binding:6
dio_mcm_episode_14sn1ov,79,9,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.824319,0.750651,0.053124,0.143066,47,32,0,0,0,0.5949367088607594,0.4050632911392405,0.0,0.0,0.0,0.537459,0.166207,0.701325,0.835239,0.216622,0.082927,FPSIG_DOGE_REAL_6000:17;FPSIG_SOL_EXPANSION_6000:15;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:12;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:9;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:9;FPSIG_BTC_1H_1000:8;FPSIG_BTC_STRESS_4000:5;FPSIG_DOGE_5M_1000:2,realworld_bound:79
dio_mcm_episode_05upp98,44,7,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,milieu_island,quiet_deep_recoupling,0.823773,0.775734,0.041167,0.112972,21,23,0,0,9,0.4772727272727273,0.5227272727272727,0.0,0.0,0.20454545454545456,0.58179,0.158865,0.723629,0.861382,0.154624,0.075772,FPSIG_SOL_EXPANSION_6000:14;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:9;FPSIG_BTC_STRESS_4000:5;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:4;FPSIG_DOGE_REAL_6000:2,realworld_bound:35;mixed_binding:9
dio_mcm_episode_1yxc2ug,234,6,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.821621,0.758584,0.044894,0.132431,233,1,0,0,0,0.9957264957264957,0.004273504273504274,0.0,0.0,0.0,0.541016,0.156582,0.7058,0.842401,0.215113,0.065078,FPSIG_DOGE_REAL_6000:103;FPSIG_DOGE_5M_1000:85;FPSIG_SOL_EXPANSION_6000:24;FPSIG_BTC_1H_1000:14;FPSIG_BTC_STRESS_4000:7;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:1,realworld_bound:234
dio_mcm_episode_0b8eoy2,67,8,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.809808,0.748902,0.061633,0.208618,42,25,0,0,0,0.6268656716417911,0.373134328358209,0.0,0.0,0.0,0.528707,0.167122,0.696536,0.836723,0.209714,0.087384,FPSIG_DOGE_REAL_6000:18;FPSIG_SOL_EXPANSION_6000:14;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:10;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:8;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:7;FPSIG_BTC_1H_1000:4;FPSIG_BTC_STRESS_4000:3;FPSIG_DOGE_5M_1000:3,realworld_bound:67
dio_mcm_episode_0n6m7si,33,7,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,compact_carried_recoupling,0.809423,0.774834,0.045012,0.115107,11,22,0,0,11,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.573418,0.159374,0.722742,0.860335,0.167364,0.078238,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:12;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_SOL_EXPANSION_6000:5;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:4;FPSIG_BTC_STRESS_4000:3;FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:1,realworld_bound:17;mixed_binding:11;field_internal_null_order:5
dio_mcm_episode_0bygq81,31,6,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,milieu_island,quiet_deep_recoupling,0.80615,0.781456,0.034814,0.074323,15,16,0,0,6,0.4838709677419355,0.5161290322580645,0.0,0.0,0.1935483870967742,0.583892,0.153505,0.72798,0.868206,0.148513,0.065363,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:10;FPSIG_SOL_EXPANSION_6000:10;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_DOGE_REAL_6000:3;FPSIG_BTC_STRESS_4000:2;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:2,realworld_bound:25;mixed_binding:6
dio_mcm_episode_15z3zml,37,8,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.796331,0.747646,0.053245,0.226762,31,6,0,0,0,0.8378378378378378,0.16216216216216217,0.0,0.0,0.0,0.536181,0.165265,0.6987,0.824612,0.256144,0.070476,FPSIG_DOGE_REAL_6000:13;FPSIG_SOL_EXPANSION_6000:8;FPSIG_BTC_STRESS_4000:4;FPSIG_BTC_1H_1000:3;FPSIG_DOGE_5M_1000:3;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:3;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:1,realworld_bound:37
dio_mcm_episode_1aejc9m,117,9,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.79109,0.730691,0.052004,0.159512,65,52,0,0,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.452902,0.164929,0.667444,0.840957,0.195354,0.09315,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:26;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:18;FPSIG_PAXG_1H_1000:18;FPSIG_BTC_1H_1000:16;FPSIG_DOGE_5M_1000:11;FPSIG_DOGE_REAL_6000:10;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:8;FPSIG_SOL_QUIET_6000:6,realworld_bound:117
dio_mcm_episode_0ca57t8,64,3,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,milieu_island,local_milieu_seed,0.78049,0.78191,0.033227,0.127557,27,37,0,0,18,0.421875,0.578125,0.0,0.0,0.28125,0.576598,0.148188,0.728449,0.870678,0.148759,0.058877,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:37;FPSIG_BTC_1H_1000:19;FPSIG_SOL_EXPANSION_6000:8,realworld_bound:46;mixed_binding:18
dio_mcm_episode_094f7up,19,5,positive_recoupling_field_phase,feldinterne_nullordnung,field_internal_null_order,milieu_island,quiet_deep_recoupling,0.779865,0.793275,0.028928,0.059825,3,16,0,0,3,0.15789473684210525,0.8421052631578947,0.0,0.0,0.15789473684210525,0.591111,0.144826,0.735621,0.881727,0.131871,0.050831,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:7;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:4;FPSIG_BTC_STRESS_4000:2;FPSIG_SOL_EXPANSION_6000:1,field_internal_null_order:11;realworld_bound:5;mixed_binding:3
dio_mcm_episode_171moy1,23,9,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.771291,0.732339,0.042688,0.099524,19,4,0,0,0,0.8260869565217391,0.17391304347826086,0.0,0.0,0.0,0.512807,0.174081,0.68385,0.805183,0.302438,0.086009,FPSIG_SOL_EXPANSION_6000:9;FPSIG_DOGE_REAL_6000:4;FPSIG_BTC_STRESS_4000:2;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2;FPSIG_PAXG_1H_1000:2;FPSIG_BTC_1H_1000:1;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:1,realworld_bound:23
dio_mcm_episode_0vig3jz,269,2,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,milieu_island,quiet_deep_recoupling,0.77091,0.772473,0.041551,0.223786,249,20,0,0,0,0.9256505576208178,0.07434944237918216,0.0,0.0,0.0,0.579587,0.16117,0.722398,0.857906,0.158823,0.08064,FPSIG_SOL_QUIET_6000:249;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:20,realworld_bound:269
dio_mcm_episode_1fdlu6e,537,2,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,milieu_island,quiet_deep_recoupling,0.769849,0.768689,0.044423,0.174485,530,7,0,0,0,0.9869646182495344,0.01303538175046555,0.0,0.0,0.0,0.572848,0.162249,0.718019,0.850396,0.187847,0.071963,FPSIG_SOL_QUIET_6000:530;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:7,realworld_bound:537
dio_mcm_episode_0izppf1,23,6,positive_recoupling_field_phase,feldinterne_nullordnung,field_internal_null_order,active_recoupling,distributed_active_recoupling,0.769834,0.753315,0.05847,0.104127,5,18,0,0,5,0.21739130434782608,0.782608695652174,0.0,0.0,0.21739130434782608,0.546703,0.168504,0.705448,0.831666,0.237792,0.081754,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:7;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_BTC_STRESS_4000:3;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2;FPSIG_SOL_EXPANSION_6000:2,field_internal_null_order:10;realworld_bound:8;mixed_binding:5
dio_mcm_episode_17i3weh,20,7,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.767415,0.766712,0.044073,0.097844,12,8,0,0,0,0.6,0.4,0.0,0.0,0.0,0.536354,0.152478,0.708763,0.85959,0.175396,0.070665,FPSIG_SOL_REAL_1000:6;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_SOL_QUIET_6000:2;FPSIG_DOGE_5M_1000:1;FPSIG_DOGE_REAL_6000:1,realworld_bound:20
dio_mcm_episode_1i3ov0z,64,3,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,active_recoupling,compact_carried_recoupling,0.759879,0.767125,0.042792,0.153208,62,2,0,0,0,0.96875,0.03125,0.0,0.0,0.0,0.542972,0.151198,0.710544,0.860406,0.161336,0.074731,FPSIG_SOL_QUIET_6000:39;FPSIG_SOL_REAL_1000:23;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:2,realworld_bound:64
dio_mcm_episode_0he6atw,16,5,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,compact_carried_recoupling,0.753402,0.780179,0.037571,0.060801,8,8,0,0,2,0.5,0.5,0.0,0.0,0.125,0.562382,0.148095,0.719818,0.872017,0.146995,0.060857,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:6;FPSIG_SOL_EXPANSION_6000:5;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_SOL_REAL_1000:2;FPSIG_DOGE_REAL_6000:1,realworld_bound:14;mixed_binding:2
dio_mcm_episode_0rbjarj,704,2,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,milieu_island,local_milieu_seed,0.748304,0.763651,0.043723,0.22788,221,483,0,0,216,0.31392045454545453,0.6860795454545454,0.0,0.0,0.3068181818181818,0.532523,0.15017,0.70639,0.860501,0.153538,0.081691,FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:483;FPSIG_SOL_QUIET_6000:221,realworld_bound:358;mixed_binding:216;field_internal_null_order:130
dio_mcm_episode_0tnueiv,19,6,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.745216,0.748313,0.06432,0.157933,11,8,0,0,2,0.5789473684210527,0.42105263157894735,0.0,0.0,0.10526315789473684,0.514442,0.168137,0.693418,0.84801,0.166321,0.109055,FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_SOL_REAL_1000:5;FPSIG_PAXG_1H_1000:3;FPSIG_SOL_EXPANSION_6000:3;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:1,realworld_bound:17;mixed_binding:2
dio_mcm_episode_0whyn34,16,8,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.740728,0.720092,0.034552,0.06768,9,7,0,0,0,0.5625,0.4375,0.0,0.0,0.0,0.497934,0.182007,0.671407,0.776331,0.40202,0.082761,FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:3;FPSIG_BTC_1H_1000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_SOL_EXPANSION_6000:2;FPSIG_BTC_STRESS_4000:1;FPSIG_SOL_REAL_1000:1,realworld_bound:16
dio_mcm_episode_1rf1k15,9,5,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,milieu_island,quiet_deep_recoupling,0.740509,0.779496,0.026681,0.049472,4,5,0,0,3,0.4444444444444444,0.5555555555555556,0.0,0.0,0.3333333333333333,0.593791,0.158679,0.728683,0.85755,0.18247,0.05891,FPSIG_BTC_STRESS_4000:2;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:2;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_SOL_EXPANSION_6000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:1,realworld_bound:6;mixed_binding:3
dio_mcm_episode_0m8cxz1,53,4,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.739562,0.739571,0.0489,0.158697,21,32,0,0,17,0.39622641509433965,0.6037735849056604,0.0,0.0,0.32075471698113206,0.46067,0.156416,0.675732,0.857242,0.145035,0.097118,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:23;FPSIG_BTC_STRESS_4000:13;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:9;FPSIG_PAXG_1H_1000:8,realworld_bound:36;mixed_binding:17
dio_mcm_episode_0f9q533,16,6,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.737321,0.771444,0.041071,0.077757,13,3,0,0,0,0.8125,0.1875,0.0,0.0,0.0,0.519945,0.136086,0.705618,0.866847,0.180068,0.043061,FPSIG_BTC_1H_1000:3;FPSIG_DOGE_5M_1000:3;FPSIG_DOGE_REAL_6000:3;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_SOL_REAL_1000:2,realworld_bound:16
dio_mcm_episode_16bqw8k,30,10,stable_crossworld_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.73278,0.59162,0.018361,0.047021,21,9,0,0,0,0.7,0.3,0.0,0.0,0.0,0.363411,0.283017,0.582855,0.693036,0.313261,0.381201,FPSIG_SOL_EXPANSION_6000:8;FPSIG_BTC_STRESS_4000:5;FPSIG_DOGE_REAL_6000:4;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:4;FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:3;FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:2;FPSIG_BTC_1H_1000:1;FPSIG_DOGE_5M_1000:1,realworld_bound:30
dio_mcm_episode_12fuh1y,11,6,positive_recoupling_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.729257,0.766772,0.044619,0.082931,6,5,0,0,0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.542542,0.154051,0.708309,0.860274,0.157535,0.084674,FPSIG_NULL_SOL_QUIET_SHUFFLE_6000:3;FPSIG_BTC_STRESS_4000:2;FPSIG_DOGE_REAL_6000:2;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:2;FPSIG_SOL_QUIET_6000:1;FPSIG_SOL_REAL_1000:1,realworld_bound:11
dio_mcm_episode_19h8lor,25,5,positive_recoupling_field_phase,realwelt_getragen,realworld_bound,active_recoupling,distributed_active_recoupling,0.722451,0.738148,0.051797,0.100056,20,5,0,0,0,0.8,0.2,0.0,0.0,0.0,0.453108,0.160703,0.675703,0.855248,0.169272,0.089658,FPSIG_PAXG_1H_1000:7;FPSIG_BTC_1H_1000:6;FPSIG_NULL_DOGE_REAL_SHUFFLE_6000:5;FPSIG_SOL_REAL_1000:5;FPSIG_SOL_QUIET_6000:2,realworld_bound:25
dio_mcm_episode_16rq8r1,11,8,stable_crossworld_field_phase,gemischte_bindung,realworld_bound,active_recoupling,distributed_active_recoupling,0.719851,0.720065,0.039671,0.080069,7,4,0,0,0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,0.49356,0.185368,0.673618,0.814314,0.199774,0.169545,FPSIG_NULL_BTC_STRESS_SHUFFLE_4000:3;FPSIG_SOL_EXPANSION_6000:2;FPSIG_BTC_1H_1000:1;FPSIG_BTC_STRESS_4000:1;FPSIG_DOGE_5M_1000:1;FPSIG_DOGE_REAL_6000:1;FPSIG_NULL_SOL_EXPANSION_SHUFFLE_6000:1;FPSIG_SOL_QUIET_6000:1,realworld_bound:11
