name,group,run,tick_start,tick_end,local_role,rows,symbol,symbol_share,symbol_family,symbol_family_share,field_symbol,field_symbol_share,effect_class,effect_share,awareness_state,awareness_share,syntax_concentration,kipp_pressure,relief,rekopplung,field_pressure
PREVIEW_EXP_2023,preview,1,201,280,lokal_rekoppelnd,80,dio_08xjfuk,0.0125,dio_0rkf,0.025,dio_mcm_episode_02xikfk,0.55,stabil,0.525,inner_effect_stable,0.525,0.27775000000000005,0.17997954006,0.71362309925,0.6354571875,0.19204230849999998
PREVIEW_EXP_2023,preview,1,241,320,lokal_rekoppelnd,80,dio_0r0tmi8,0.025,dio_0rkf,0.025,dio_mcm_episode_02xikfk,0.6125,stabil,0.6,inner_effect_stable,0.6,0.3155,0.17217168391999998,0.71281901625,0.6368341625,0.189503741
PREVIEW_EXP_2023,preview,1,601,680,lokal_rekoppelnd,80,dio_01ovuhq,0.025,dio_01ov,0.025,dio_mcm_episode_1eik02d,0.25,stabil,0.675,inner_effect_stable,0.675,0.248,0.16399357453,0.710674497,0.6372065499999999,0.18674441725000002
PREVIEW_EXP_2023,preview,1,641,720,lokal_rekoppelnd,80,dio_1b0496b,0.025,dio_1b04,0.025,dio_mcm_episode_02xikfk,0.3625,stabil,0.725,inner_effect_stable,0.725,0.28800000000000003,0.16176053556,0.71259324625,0.6375324375,0.18705905500000003
PREVIEW_EXP_2023,preview,1,761,840,lokal_rekoppelnd,80,dio_1s8v90h,0.0125,dio_1s8v,0.0125,dio_mcm_episode_02xikfk,0.8125,stabil,0.6875,inner_effect_stable,0.6875,0.38,0.16130135642,0.7170698485,0.642047375,0.1831745965
PREVIEW_EXP_2023,preview,1,801,880,lokal_rekoppelnd,80,dio_0epwh5e,0.025,dio_0epw,0.025,dio_mcm_episode_02xikfk,0.5,stabil,0.675,inner_effect_stable,0.675,0.30800000000000005,0.15210640230000003,0.7211496832500001,0.6450184625000001,0.18151000000000003
PREVIEW_EXP_2023,preview,1,841,920,lokal_rekoppelnd,80,dio_0epwh5e,0.025,dio_0epw,0.025,dio_mcm_episode_1t5bcxp,0.825,stabil,0.65,inner_effect_stable,0.65,0.3795,0.16125661595,0.71724582725,0.6424871624999999,0.18257694075000003
PREVIEW_EXP_2023,preview,2,201,280,lokal_rekoppelnd,80,dio_08xjfuk,0.0125,dio_0rkf,0.025,dio_mcm_episode_02xikfk,0.55,stabil,0.525,inner_effect_stable,0.525,0.27775000000000005,0.17997187476999998,0.713506413,0.6351457,0.19200578775
PREVIEW_EXP_2023,preview,2,241,320,lokal_rekoppelnd,80,dio_0r0tmi8,0.025,dio_0rkf,0.025,dio_mcm_episode_02xikfk,0.6375,stabil,0.6,inner_effect_stable,0.6,0.3215,0.17216412942,0.7127090660000001,0.636540225,0.18946838600000002
PREVIEW_EXP_2023,preview,2,601,680,lokal_rekoppelnd,80,dio_01ovuhq,0.025,dio_01ov,0.025,dio_mcm_episode_02xikfk,0.25,stabil,0.675,inner_effect_stable,0.675,0.248,0.16398625202,0.71056383375,0.6369109625,0.18670962600000002
PREVIEW_EXP_2023,preview,2,641,720,lokal_rekoppelnd,80,dio_1b0496b,0.025,dio_1b04,0.025,dio_mcm_episode_02xikfk,0.375,stabil,0.725,inner_effect_stable,0.725,0.29100000000000004,0.16175266664,0.71248123225,0.6372328625,0.187022551
