asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1ewh,220,3,field_stabil,73,0.012886142983230361,0.7506080410958904,0.16738101369863015,0.7620853287671233,0.8915385205479452,84,0.014827890556045897,0.7520608214285714,0.17177590476190477,0.8828067142857143,0.9551585595238095,63,0.011122881355932203,0.7518264603174603,0.1732192380952381,0.9067709047619048,0.9643999365079365,-0.0017632616272981582,0.1446855759947815,0.0728614159599913,0.005838224396607944,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0obq,216,3,field_stabil,66,0.011650485436893204,0.7446411212121211,0.17641133333333334,0.7575639393939394,0.8857855909090909,71,0.012533097969991174,0.7490808732394366,0.17998035211267607,0.8917458169014084,0.953826661971831,79,0.01394774011299435,0.7490829620253164,0.18084329113924053,0.8992467341772152,0.9606831265822785,0.002297254676101146,0.14168279478327583,0.07489753567318758,0.0044319578059071885,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_00ja,211,3,field_stabil,97,0.01712268314210062,0.7355686391752576,0.1810237113402062,0.7735956288659793,0.899784618556701,68,0.012003530450132392,0.7373921617647059,0.18552913235294116,0.8999926470588235,0.958001911764706,46,0.008121468926553672,0.7397537391304347,0.18611941304347826,0.9047607826086957,0.9632203043478261,-0.009001214215546947,0.13116515374271642,0.06343568579112513,0.00509570170327206,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0oc3,201,3,field_stabil,46,0.008120035304501325,0.7339909130434783,0.18707895652173914,0.6985709130434783,0.858087347826087,66,0.011650485436893204,0.7382414090909091,0.19272116666666667,0.8854805606060605,0.950708893939394,89,0.015713276836158193,0.7389273033707865,0.1916482584269663,0.8882524719101123,0.9574291460674158,0.007593241531656868,0.18968155886663396,0.09934179824132883,0.004569301905227169,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1q85,199,3,field_stabil,54,0.009532215357458075,0.7436589814814815,0.1775471111111111,0.7229009814814815,0.8698363888888889,80,0.01412180052956752,0.7485899,0.1817133875,0.8926048124999999,0.9549445375,65,0.011475988700564972,0.7491077384615384,0.18266535384615384,0.9110966461538462,0.9630066769230768,0.0019437733431068964,0.1881956646723647,0.09317028803418792,0.005118242735042744,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1kpz,189,3,field_stabil,74,0.013062665489849955,0.7707233378378379,0.14359774324324323,0.7666097297297297,0.8924104594594595,63,0.011120917917034422,0.7724698888888889,0.1485966984126984,0.891988761904762,0.9569314761904762,52,0.009180790960451978,0.7725398076923077,0.1472148269230769,0.9014011538461539,0.9623984615384615,-0.0038818745293979773,0.1347914241164242,0.06998800207900202,0.0036170836798336825,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_09bn,168,3,field_stabil,55,0.009708737864077669,0.7653601636363636,0.15013850909090912,0.7343887090909091,0.8734726,51,0.009002647837599295,0.7707593529411764,0.15404033333333333,0.9042782549019609,0.9569321960784314,62,0.010946327683615819,0.7707591774193548,0.15402940322580644,0.9106139032258064,0.9622078387096774,0.00123758981953815,0.17622519413489723,0.08873523870967737,0.0038908941348973214,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0tay,165,3,field_stabil,53,0.009355692850838482,0.7587586981132075,0.1618093962264151,0.7293345660377359,0.8715951320754717,55,0.009708737864077669,0.7615041818181819,0.1671914909090909,0.8956158545454544,0.9551933636363636,57,0.010063559322033898,0.761300105263158,0.16655977192982457,0.9107873157894736,0.9626442631578948,0.0007078664711954157,0.18145274975173764,0.09104913108242307,0.004750375703409471,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_19pg,146,3,field_stabil,56,0.009885260370697264,0.7370044464285714,0.17767507142857145,0.7296128392857143,0.8729663571428572,54,0.009532215357458075,0.7394051481481482,0.18567640740740743,0.9058234259259259,0.9573547592592592,36,0.006355932203389831,0.7436796111111111,0.1838958888888889,0.9059840277777779,0.9606362222222222,-0.0035293281673074335,0.17637118849206357,0.08766986507936503,0.00622081746031744,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0kx9,145,3,field_stabil,52,0.009179170344218888,0.7757510961538461,0.1332391346153846,0.7217633846153846,0.8688709038461538,49,0.008649602824360106,0.7791777142857143,0.14034116326530613,0.9020447755102041,0.957241612244898,44,0.007768361581920904,0.7795552954545454,0.13980143181818183,0.9072681136363637,0.9611903181818182,-0.0014108087622979838,0.18550472902097914,0.09231941433566437,0.006562297202797218,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0nlj,144,3,field_stabil,44,0.007766990291262136,0.7742849318181818,0.1361828409090909,0.6945890909090909,0.8562485909090909,42,0.007413945278022948,0.7788269761904761,0.143879,0.906682619047619,0.9568048571428571,58,0.010240112994350282,0.778054224137931,0.1429012931034483,0.912830551724138,0.9626010517241379,0.002473122703088146,0.21824146081504703,0.10635246081504701,0.006718452194357377,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_10dv,144,3,field_stabil,29,0.005119152691968226,0.7624756896551724,0.15169168965517243,0.5939025172413793,0.8093071379310345,58,0.010238305383936452,0.7679414482758621,0.1608445172413793,0.8774005689655172,0.9439666896551724,57,0.010063559322033898,0.7675826666666666,0.16372733333333334,0.9095191929824561,0.9600410350877193,0.004944406630065672,0.31561667574107677,0.15073389715668484,0.012035643678160901,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0g2r,144,3,field_stabil,61,0.010767872903795234,0.7474482459016394,0.16738967213114755,0.7312663278688525,0.8748871639344262,49,0.008649602824360106,0.7478809387755102,0.17383955102040818,0.9017165510204082,0.9562073673469387,34,0.006002824858757062,0.7497140294117647,0.17416961764705882,0.915133705882353,0.9606518235294118,-0.004765048045038172,0.1838673780135005,0.08576465959498558,0.006779945515911268,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1492,144,3,field_stabil,56,0.009885260370697264,0.77444125,0.13833116071428572,0.7296164464285715,0.8748679464285714,39,0.006884377758164166,0.7778666153846153,0.14227979487179487,0.8958041025641026,0.9550409487179488,49,0.008651129943502825,0.7784055102040816,0.14232271428571427,0.899159693877551,0.9611805306122448,-0.0012341304271944395,0.16954324744897953,0.08631258418367349,0.003991553571428552,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1gp2,141,3,field_stabil,62,0.010944395410414828,0.7418526774193549,0.17093451612903224,0.727967935483871,0.8775288387096774,47,0.008296557811120918,0.7478165531914894,0.17511963829787233,0.8975392553191489,0.953744595744681,32,0.005649717514124294,0.74760790625,0.17469190625,0.88968165625,0.9549949375,-0.005294677896290534,0.161713720766129,0.07746609879032262,0.003757390120967763,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1u5i,133,3,field_stabil,47,0.008296557811120918,0.7593118085106383,0.14913829787234043,0.705295829787234,0.8635715319148937,43,0.007590467784642542,0.7639431395348838,0.15502732558139534,0.9052588372093023,0.956906558139535,43,0.00759180790960452,0.7644471162790698,0.15644890697674418,0.9173953488372093,0.9654584186046512,-0.0007047499015163982,0.21209951904997526,0.10188688668975754,0.007310609104403759,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_0z9t,126,3,field_stabil,33,0.005825242718446602,0.7551564545454545,0.16276669696969698,0.6385799999999999,0.8300229696969698,40,0.00706090026478376,0.7595282,0.173048925,0.8948655999999999,0.9495237,53,0.009357344632768362,0.7594745660377359,0.17050252830188678,0.8985532830188678,0.9579264528301887,0.00353210191432176,0.2599732830188679,0.12790348313321898,0.007735831332189802,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1r55,124,3,field_stabil,15,0.00264783759929391,0.7484047333333332,0.15842166666666666,0.4396046,0.7263246666666666,50,0.0088261253309797,0.75746086,0.16858541999999999,0.83218356,0.9255658,59,0.010416666666666666,0.7588293050847458,0.17021676271186442,0.8717485084745763,0.949396627118644,0.007768829067372756,0.4321439084745763,0.2230719604519774,0.011795096045197767,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_17db,111,3,field_stabil,46,0.008120035304501325,0.7207989565217391,0.20268934782608697,0.7012161739130435,0.8594297608695652,31,0.005472197705207414,0.7243965161290323,0.21084899999999998,0.925937,0.9565615161290323,34,0.006002824858757062,0.7262741176470588,0.20891261764705882,0.9287701764705882,0.9637164411764706,-0.0021172104457442623,0.22755400255754477,0.10428668030690535,0.0062232698209718496,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_169a,111,3,field_stabil,35,0.00617828773168579,0.7338147714285714,0.18742962857142859,0.6652525142857143,0.8370453714285714,31,0.005472197705207414,0.743205,0.19390032258064516,0.8971477741935484,0.9474029677419356,45,0.007944915254237288,0.7394978666666666,0.19457571111111113,0.9125604,0.9585683777777777,0.0017666275225514975,0.24730788571428575,0.12152300634920632,0.007146082539682547,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1tiu,109,3,field_stabil,27,0.004766107678729038,0.7701344444444445,0.1419042962962963,0.5913057407407408,0.8078271851851851,32,0.005648720211827008,0.776675375,0.1506836875,0.87235871875,0.9413103125,50,0.00882768361581921,0.7756903199999999,0.15043336,0.90785916,0.95953936,0.0040615759370901715,0.31655341925925917,0.1517121748148148,0.008529063703703682,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_04uf,107,3,field_stabil,52,0.009179170344218888,0.7359822692307693,0.1853824423076923,0.7250895384615385,0.8660264038461538,23,0.004060017652250662,0.7354156956521739,0.19321517391304346,0.9313710434782609,0.9572331304347826,32,0.005649717514124294,0.73800715625,0.19225815625,0.916062375,0.95773565625,-0.0035294528300945944,0.19097283653846153,0.0917092524038462,0.00687571394230771,anschlussfaehige_oberflaeche
BTC,offset17000_random_17k,,,,,,,,,,,null_random,detail,,,,,,2025,dio_1jc2,107,3,field_stabil,47,0.008296557811120918,0.7754057446808511,0.13397389361702128,0.7084782765957447,0.8621588085106383,35,0.00617828773168579,0.7781338,0.1409048,0.9065347428571429,0.9554174285714286,25,0.004413841807909605,0.78001932,0.1451838,0.9332895999999999,0.96726068,-0.0038827160032113136,0.22481132340425525,0.10510187148936168,0.011209906382978724,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_104t,1106,3,field_stabil,368,0.0649602824360106,0.7558360815217391,0.1634530489130435,0.8026332309782609,0.9296242472826087,384,0.0677846425419241,0.7574973854166666,0.1641472265625,0.837116578125,0.9486951197916667,354,0.0625,0.7567327542372881,0.16462152824858758,0.8389716073446327,0.9497721497175141,-0.002460282436010597,0.03633837636637183,0.020147902434905385,0.0011684793355440926,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0m9z,700,3,field_stabil,246,0.04342453662842012,0.7424962642276423,0.18145599593495934,0.8037531504065041,0.9237416382113821,222,0.03918799646954987,0.7435507612612612,0.1830107927927928,0.8490506126126126,0.9490226981981983,232,0.04096045197740113,0.7443212931034482,0.18252416379310346,0.8519899094827585,0.9506688405172414,-0.002464084651018994,0.048236759076254465,0.02692720230585932,0.00106816785814412,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_155c,690,3,field_stabil,228,0.04024713150926743,0.7508146710526316,0.17233994736842106,0.8012753114035088,0.9218253114035089,229,0.040423654015887024,0.7519990087336245,0.1744460480349345,0.8517213668122271,0.9499809825327511,233,0.04113700564971751,0.7530955278969957,0.17284773819742488,0.854055618025751,0.9525634721030043,0.000889874140450081,0.0527803066222422,0.03073816069949542,0.000507790829003818,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0l7p,662,3,field_stabil,226,0.03989408649602824,0.7649196592920354,0.15269857964601768,0.8079841946902655,0.9261611858407081,230,0.04060017652250662,0.7681244260869565,0.15391272608695653,0.8566076739130435,0.9536400956521739,206,0.03637005649717514,0.7679946310679612,0.15542535436893204,0.8666365242718446,0.9567895631067961,-0.0035240299988531024,0.058652329581579066,0.030628377266088025,0.0027267747229143546,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0h9h,547,3,field_stabil,186,0.03283318623124448,0.7617260752688172,0.1566498064516129,0.8014154516129033,0.9206803064516128,167,0.029479258605472198,0.7626334011976048,0.1590481377245509,0.8651216467065868,0.9545044071856287,194,0.03425141242937853,0.7627472680412372,0.15844260824742268,0.8650325670103093,0.9549595876288659,0.0014182261981340455,0.063617115397406,0.034279281177253096,0.0017928017958097897,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_17ct,365,3,field_stabil,108,0.01906443071491615,0.7557414907407407,0.16757625925925926,0.7861552962962962,0.9045450185185184,127,0.02241835834068844,0.7588199763779527,0.16974371653543308,0.877074937007874,0.9534934803149606,130,0.022951977401129944,0.7585225846153846,0.1693557846153846,0.8804017846153845,0.9559213461538462,0.003887546686213793,0.09424648831908833,0.051376327635327734,0.0017795253561253555,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_14wj,356,3,field_stabil,105,0.018534863195057368,0.7678947238095238,0.14493256190476192,0.7846657714285714,0.9065030285714285,127,0.02241835834068844,0.7713197401574803,0.146237905511811,0.8739611417322835,0.9554526929133859,124,0.021892655367231638,0.7720721693548387,0.14707360483870968,0.8878702661290322,0.9603817822580645,0.0033577921721742697,0.10320449470046078,0.05387875368663597,0.002141042933947762,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0pz6,322,3,field_stabil,112,0.01977052074139453,0.7684630625000001,0.14995664285714286,0.7859260089285715,0.9075969642857142,100,0.0176522506619594,0.76998735,0.15486551,0.89538976,0.95959471,110,0.01942090395480226,0.7688949727272727,0.1542743,0.8966249090909091,0.9619282727272728,-0.0003496167865922675,0.11069890016233763,0.054331308441558535,0.004317657142857145,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_00ly,276,3,field_stabil,94,0.016593115622241836,0.7611206808510639,0.1565625319148936,0.7812147127659574,0.9003655957446809,85,0.01500441306266549,0.7635808000000001,0.1613714588235294,0.8981121529411765,0.9582641647058824,97,0.017125706214689264,0.7616351030927836,0.16095023711340206,0.8933180000000001,0.9591583298969072,0.0005325905924474274,0.11210328723404261,0.0587927341522263,0.004387705198508451,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_06s7,271,3,field_stabil,85,0.01500441306266549,0.7679371294117646,0.14421936470588237,0.7814615999999999,0.9003118470588235,90,0.01588702559576346,0.7719377000000001,0.14813034444444445,0.8944093555555556,0.9584090777777777,96,0.01694915254237288,0.7727009270833333,0.14663414583333334,0.8875111041666667,0.960275125,0.001944739479707391,0.10604950416666681,0.05996327794117651,0.002414781127450971,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1q85,256,3,field_stabil,84,0.014827890556045897,0.7433812976190476,0.18211890476190476,0.7712037023809524,0.8960597857142858,85,0.01500441306266549,0.7453165882352941,0.18442284705882353,0.8911237647058824,0.955075,87,0.015360169491525424,0.7452688390804598,0.18496577011494253,0.899280091954023,0.960349643678161,0.0005322789354795278,0.12807638957307066,0.06428985796387521,0.0028468653530377697,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1lsu,233,3,field_stabil,74,0.013062665489849955,0.7460791216216216,0.17396162162162163,0.7653872567567568,0.8883336486486486,73,0.012886142983230361,0.7502668082191781,0.1772451095890411,0.8985920684931508,0.9550271232876714,86,0.01518361581920904,0.751384081395349,0.1770819418604651,0.8985517325581395,0.9577680232558139,0.002120950329359085,0.1331644758013827,0.06943437460716528,0.0031203202388434825,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0oc3,220,3,field_stabil,72,0.012709620476610768,0.734648,0.18983309722222222,0.7572935,0.8878351666666666,79,0.013945278022947925,0.7371085443037975,0.194014582278481,0.8928576455696202,0.9562011392405063,69,0.012182203389830509,0.7373327246376811,0.19362544927536232,0.9025353913043479,0.962775347826087,-0.0005274170867802588,0.14524189130434795,0.07494018115942036,0.0037923520531401023,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_00ja,216,3,field_stabil,72,0.012709620476610768,0.7330830277777778,0.18231648611111112,0.7598777083333333,0.8880585416666666,74,0.013062665489849955,0.7367793648648648,0.1864905,0.8990343918918918,0.9565473243243243,70,0.012358757062146893,0.7371767285714286,0.18746964285714288,0.9107181142857143,0.9621600142857143,-0.00035086341446387455,0.1508404059523809,0.07410147261904765,0.005153156746031756,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_19pg,211,3,field_stabil,81,0.014298323036187114,0.7366401111111112,0.18096825925925925,0.7756928148148148,0.8967624814814814,45,0.00794351279788173,0.7405455555555556,0.18169417777777777,0.9135544444444444,0.9614654888888888,85,0.015007062146892656,0.7406152588235294,0.18507328235294118,0.902473,0.9619033176470588,0.0007087391107055419,0.1267801851851852,0.06514083616557742,0.0041050230936819365,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_09bn,208,3,field_stabil,76,0.013415710503089144,0.7653977236842104,0.15165382894736842,0.7697474210526316,0.8938449078947369,67,0.011827007943512798,0.7671771492537314,0.15679317910447763,0.9042306268656717,0.9590593880597015,65,0.011475988700564972,0.7683855230769231,0.15538887692307693,0.8976971692307693,0.9611640923076923,-0.0019397218025241723,0.12794974817813765,0.06731918441295537,0.0037350479757085053,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1kpz,204,3,field_stabil,67,0.011827007943512798,0.7685346268656716,0.1439880895522388,0.7565549552238806,0.8865067313432836,65,0.01147396293027361,0.7708317692307692,0.14935466153846153,0.9056377076923077,0.9593449384615385,72,0.012711864406779662,0.7727360277777778,0.14813022222222222,0.905858986111111,0.9635028055555556,0.0008848564632668639,0.14930403088723043,0.07699607421227195,0.004142132669983423,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0nlj,202,3,field_stabil,69,0.012180052956751985,0.7730957101449275,0.13788272463768117,0.747957884057971,0.8861664347826086,67,0.011827007943512798,0.7774618507462687,0.14173741791044775,0.8947648059701492,0.957163014925373,66,0.011652542372881356,0.7789759848484848,0.1417165,0.9162104848484849,0.9664677878787878,-0.0005275105838706291,0.16825260079051385,0.08030135309617925,0.0038337753623188253,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0tay,184,3,field_stabil,63,0.011120917917034422,0.756933873015873,0.16356284126984127,0.7492433015873016,0.8824949523809523,63,0.011120917917034422,0.7623778253968254,0.16606128571428572,0.899199619047619,0.9566083015873016,58,0.010240112994350282,0.7578998793103449,0.16956168965517243,0.916672775862069,0.9649823103448276,-0.0008808049226841398,0.1674294742747674,0.0824873579638753,0.005998848385331157,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1492,183,3,field_stabil,73,0.012886142983230361,0.7767099452054794,0.13707543835616437,0.7605257945205479,0.8909923561643834,52,0.009179170344218888,0.776733326923077,0.14560909615384615,0.9055171923076923,0.959727423076923,58,0.010240112994350282,0.7782191551724138,0.14411801724137932,0.9151666206896552,0.9653067068965517,-0.0026460299888800796,0.15464082616910724,0.0743143507321683,0.007042578885214951,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_05yg,179,3,field_stabil,66,0.011650485436893204,0.7216736666666667,0.19989421212121214,0.763888409090909,0.8839086212121212,54,0.009532215357458075,0.7272377777777778,0.20173464814814815,0.9122918703703704,0.9577842962962962,59,0.010416666666666666,0.7284892542372882,0.2030977966101695,0.9183997288135592,0.9630243050847457,-0.0012338187702265382,0.1545113197226502,0.07911568387262446,0.003203584488957356,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1ewh,168,3,field_stabil,62,0.010944395410414828,0.7477269032258065,0.1664010806451613,0.7390065483870968,0.8804613709677419,51,0.009002647837599295,0.7498413333333334,0.17231272549019608,0.9004598431372548,0.9563247450980392,55,0.00971045197740113,0.7516951818181818,0.1723870909090909,0.9164834545454545,0.9645496181818182,-0.0012339434330136973,0.17747690615835776,0.08408824721407626,0.005986010263929614,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0obq,162,3,field_stabil,63,0.011120917917034422,0.744420365079365,0.1775693650793651,0.7509949047619048,0.8823280634920635,43,0.007590467784642542,0.7429796976744186,0.18577281395348838,0.913010511627907,0.9587466511627908,56,0.009887005649717515,0.7441593928571428,0.18492898214285716,0.9209953392857143,0.9643223571428571,-0.0012339122673169067,0.17000043452380953,0.08199429365079358,0.007359617063492058,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_06er,155,3,field_stabil,36,0.006354810238305384,0.7683103611111111,0.13959113888888888,0.6688844444444445,0.8399616944444445,58,0.010238305383936452,0.7741991034482759,0.1471653275862069,0.8923711206896552,0.9525088965517242,61,0.010769774011299435,0.777404344262295,0.14795683606557375,0.9111692131147541,0.963880475409836,0.004414963772994051,0.24228476867030957,0.12391878096539155,0.008365697176684866,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0dd2,155,3,field_stabil,41,0.007237422771403354,0.7594340243902439,0.15343878048780488,0.699618731707317,0.8549484634146342,59,0.010414827890556045,0.7672770169491525,0.15939722033898307,0.9070656101694916,0.956831813559322,55,0.00971045197740113,0.7660305090909091,0.1603478,0.9157926363636364,0.9644914,0.002473029205997777,0.21617390465631936,0.10954293658536585,0.006909019512195136,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1jc2,155,3,field_stabil,48,0.008473080317740512,0.7735815208333333,0.1334226875,0.7167744374999999,0.8648344375,52,0.009179170344218888,0.7782355192307692,0.1387373076923077,0.8988061153846154,0.9543817884615385,55,0.00971045197740113,0.778549909090909,0.13917927272727273,0.8974096181818182,0.9589782181818183,0.0012373716596606188,0.18063518068181827,0.09414378068181828,0.005756585227272737,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_04uf,153,3,field_stabil,50,0.0088261253309797,0.7368447,0.18392472,0.72855768,0.8662466600000001,46,0.008120035304501325,0.7374204347826087,0.19219158695652175,0.900967847826087,0.9526485652173914,57,0.010063559322033898,0.7376158421052632,0.1899934912280702,0.9036416315789474,0.9581155087719297,0.0012374339910541984,0.1750839515789474,0.09186884877192969,0.0060687712280701744,anschlussfaehige_oberflaeche
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1u5i,132,3,field_stabil,40,0.00706090026478376,0.758505325,0.148076,0.699045925,0.8540418750000001,41,0.007237422771403354,0.762079756097561,0.15534136585365854,0.9038700487804878,0.9546476097560975,51,0.009004237288135594,0.7636765490196079,0.15602109803921568,0.9097755882352941,0.9627286470588236,0.0019433370233518333,0.21072966323529418,0.10868677205882349,0.00794509803921567,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_17db,130,3,field_stabil,43,0.007590467784642542,0.7193386279069767,0.20386348837209303,0.7075967209302326,0.8581716046511627,47,0.008296557811120918,0.7251081489361703,0.2100755744680851,0.9127325531914893,0.9556445957446809,40,0.007062146892655367,0.72524755,0.21126565,0.9262045999999999,0.963786225,-0.0005283208919871748,0.2186078790697673,0.10561462034883728,0.007402161627906967,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_1gp2,126,3,field_stabil,40,0.00706090026478376,0.7427832,0.16796245,0.68141915,0.8475575,50,0.0088261253309797,0.74428954,0.17723872,0.90529362,0.95351414,36,0.006355932203389831,0.7457882499999999,0.17613147222222222,0.9192734722222222,0.9618339444444444,-0.0007049680613939293,0.23785432222222225,0.1142764444444444,0.00816902222222221,kernfamilie_mit_feldzeitverdichtung
BTC,offset17000_shuffle_17k,,,,,,,,,,,null_shuffle,detail,,,,,,2025,dio_0kx9,124,3,field_stabil,37,0.0065313327449249775,0.7731825675675676,0.1317047027027027,0.6637194324324324,0.8407835675675676,46,0.008120035304501325,0.7760144130434783,0.13995221739130434,0.9022217391304348,0.9535883913043478,41,0.0072387005649717515,0.7774801463414635,0.14170326829268293,0.9282063170731708,0.9662625853658536,0.000707367820046774,0.26448688464073844,0.12547901779828607,0.009998565589980218,kernfamilie_mit_feldzeitverdichtung
