row_type,baseline,followup,compared_family_phase_pairs,repro_states,baseline_states,eigenstaendig_repro_states,asset_repro_profile,repro_state,count,share,asset,family,phase,baseline_stability_state,baseline_dominant_phase_quality,baseline_quality_profile,followup_dominant_phase_quality,followup_quality_profile,followup_observations,baseline_mean_rekopplung_edge,followup_mean_rekopplung_edge,baseline_mean_afterimage_edge,followup_mean_afterimage_edge,baseline_mean_temporal_edge,followup_mean_temporal_edge
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_00ly,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1,1,-0.002264713,-0.01870675,-0.013947918,-0.11676475,-0.006824165,-0.123778875
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.001516269,-0.019027143,-0.011502583,-0.167667857,-0.004987299,-0.157590857
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_06s7,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.002594578,-0.000828067,-0.004248577,-0.099591,-0.001824694,-0.0387672
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_07uk,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_ohne_nullfamilie:2; phase_kernnah:1,phase_nullnah,phase_nullnah:1,1,0.250916576,-0.077189667,0.143206908,-0.1554282,0.242099536,-0.5329506
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.002530506,-0.015549333,-0.019492639,-0.070397939,-0.01357731,-0.034484263
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,phase_nullnah,phase_nullnah:1,1,-0.002258847,-0.009821083,0.00351357,-0.033710982,-0.000621229,-0.0138038
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0h9h,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.003292601,-0.00533815,-0.007154338,0.004285125,-0.002617345,-0.0039031
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0l7p,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.003635236,-0.020082517,-0.008661608,-0.25334025,-0.004533035,-0.219134233
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0l7p,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,phase_nullnah,phase_nullnah:1,1,-0.002814021,-0.005465339,-0.009262903,-0.030767079,-0.00214021,-0.011301236
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0nlj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.003924505,-0.024193667,-0.108588317,-0.150301667,-0.056736307,-0.262592667
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0nlj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.004410987,-0.0130155,-0.030210865,-0.270645,-0.015927372,-0.118584
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0obq,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.003192181,-0.014451367,-0.023269983,0.141496433,-0.00329926,0.050353467
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0oc3,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.002138294,-0.002974,0.032990678,0.114859,0.01585735,0.151318167
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0pz6,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.001168952,-0.031455,-0.044398958,-0.07552175,-0.024906539,-0.184137
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_0tay,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.003432633,-0.012992143,-0.007243834,-0.206546571,-0.00483222,-0.075404357
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_104t,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.002767686,-0.003440198,-0.003613728,-0.006370389,-0.000825377,-0.004026097
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_104t,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.002537401,-0.004289806,-0.002988934,-0.015493649,-0.001045426,-0.005519762
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1492,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4,phase_nullnah,phase_nullnah:1,1,-0.004580728,-0.03706,-0.088170921,-0.07980775,-0.04873461,-0.1839975
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_14wj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.003474418,-0.00256695,-0.00984881,-0.17831965,-0.002239082,-0.06594175
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_17ct,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.003262351,-0.01226403,-0.003875531,-0.190542576,-0.001092239,-0.073514697
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_19pg,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.005138935,-0.023474333,-0.106010021,-0.103507667,-0.05112415,-0.143663167
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_19pg,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,phase_nullnah,phase_nullnah:1,1,-0.002624975,-0.010317964,-0.032721268,-0.161844929,-0.014683892,-0.070184857
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_19pg,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.001374676,-0.032248,-0.007852421,-0.19224575,-0.005376394,-0.07539425
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1ewh,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.003057767,-0.040862167,0.003140751,-0.001079667,0.000829465,-0.007895
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1ewh,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.001617897,0.0026522,-0.010237817,-0.129053333,-0.002239342,-0.045424667
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1gp2,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_kernnah:1,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.000830423,-0.010819667,-0.04048146,0.057914167,-0.023759824,0.073688333
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1kpz,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_nachhallnah_ohne_kern:1,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.00304005,-0.013978762,-0.051938972,0.026341476,-0.025275138,0.023640476
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1kpz,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,phase_nullnah,phase_nullnah:1,1,-0.002923663,-0.008837778,-0.008908161,-0.054208556,-0.004692201,-0.019175333
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1kpz,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.002802457,-0.0107985,-0.005759719,-0.0976055,-0.003054758,-0.032075
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1lsu,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,phase_nullnah,phase_nullnah:1,1,-0.003339005,-0.036524,-0.030222543,-0.143108833,-0.016004588,-0.259696667
family_phase_repro_detail,,,,,,,,lokale_qualitaet_reproduziert,,,DOGE,dio_1q85,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nachhallnah_ohne_kern:1; phase_nullnah:1,phase_offen_gemischt,phase_offen_gemischt:1,1,-0.001657022,-0.006525667,-0.005983516,-0.032269083,-0.001057061,-0.011032917
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_00ja,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_kernnah:1,fehlt,,0,-0.003415958,0.0,-0.045479104,0.0,-0.024381875,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_00ly,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,fehlt,,0,-0.004144298,0.0,-0.009686735,0.0,-0.003340727,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_00ly,mitte,phasenlokal_eigenstaendig,phase_nachhallnah_ohne_kern,phase_nachhallnah_ohne_kern:3; phase_offen_gemischt:2; phase_nullnah:1,fehlt,,0,-0.001307236,0.0,-0.001269035,0.0,7.6979e-05,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_00ly,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.001401319,0.0,-0.009509119,0.0,-0.000895276,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_04uf,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_kernnah:1,fehlt,,0,-0.004989229,0.0,-0.105709869,0.0,-0.051912619,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_04uf,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.002979619,0.0,-0.027885491,0.0,-0.013781354,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_04uf,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,fehlt,,0,-0.003855206,0.0,-0.012791214,0.0,-0.004116539,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_05yg,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:1,fehlt,,0,-0.002819772,0.0,-0.092079669,0.0,-0.046547334,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06er,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,fehlt,,0,-0.005108754,0.0,-0.058189407,0.0,-0.031960858,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06er,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,fehlt,,0,-0.004290699,0.0,-0.022251641,0.0,-0.010939149,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06er,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,fehlt,,0,-0.003881318,0.0,-0.014955602,0.0,-0.004865045,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06jk,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_ohne_nullfamilie:1,fehlt,,0,0.243556987,0.0,0.188159292,0.0,0.269922623,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06jk,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_ohne_nullfamilie:1,fehlt,,0,0.246484298,0.0,0.299981925,0.0,0.315937583,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06s7,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.004459001,0.0,-0.052001843,0.0,-0.026285689,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06s7,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.003938144,0.0,-0.010866932,0.0,-0.005236455,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_06s7,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,fehlt,,0,-0.002687774,0.0,0.000874214,0.0,-0.001649752,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_07uk,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_kernnah:1; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.0002158,0.0,-0.00880928,0.0,-0.000877611,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_07uk,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:2; phase_nullnah:1; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.002045727,0.0,0.003435742,0.0,-0.001583419,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_09bn,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.004374129,0.0,-0.139049144,0.0,-0.072635075,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_09bn,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.003531018,0.0,-0.029964226,0.0,-0.016981255,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_09bn,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.003635857,0.0,-0.001084717,0.0,-0.002944611,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0dd2,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,fehlt,,0,-0.006051013,0.0,-0.023198592,0.0,-0.013512606,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0dd2,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,fehlt,,0,-0.003118749,0.0,-0.008992197,0.0,-0.00381924,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0dd2,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,fehlt,,0,-0.003985739,0.0,-0.01507514,0.0,-0.003046804,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0g2r,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,fehlt,,0,-0.003025508,0.0,0.058810394,0.0,0.028321927,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0g2r,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:5; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.002737365,0.0,0.003210306,0.0,0.005109551,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0g2r,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,fehlt,,0,-0.003531319,0.0,-0.014542992,0.0,-0.000817056,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0h9h,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.003351042,0.0,-0.004322307,0.0,-0.002946919,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0h9h,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.002053528,0.0,-0.00436905,0.0,-0.000664061,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0h9h,spaet,phasenlokal_eigenstaendig,phase_nachhallnah_ohne_kern,phase_nachhallnah_ohne_kern:4; phase_nullnah:1; phase_offen_gemischt:1,fehlt,,0,-0.002316809,0.0,0.001587435,0.0,0.000467036,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0jkk,frueh,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2; phase_nullnah:1; phase_offen_gemischt:1,fehlt,,0,0.354004653,0.0,0.230197383,0.0,0.373396859,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0jkk,mitte,phasenlokal_eigenstaendig,phase_ohne_nullfamilie,phase_ohne_nullfamilie:2; phase_offen_gemischt:1; phase_nachhallnah_ohne_kern:1,fehlt,,0,0.356399739,0.0,0.413327575,0.0,0.461039203,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0l7p,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.004401822,0.0,-0.012345125,0.0,-0.005425381,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0l7p,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_offen_gemischt:2,fehlt,,0,-0.003234773,0.0,-0.007973167,0.0,-0.001286773,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0l7p,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,fehlt,,0,-0.003731912,0.0,-0.010364484,0.0,-0.001988642,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0nlj,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:1; phase_offen_gemischt:1,fehlt,,0,-0.002969765,0.0,-0.039975747,0.0,-0.019955959,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0nlj,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,fehlt,,0,-0.003046673,0.0,-0.013334032,0.0,-0.006099226,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0nlj,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:4; phase_nachhallnah_ohne_kern:2,fehlt,,0,-0.003113334,0.0,0.003685585,0.0,-0.000346874,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0obq,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_nullnah:2,fehlt,,0,-0.001409486,0.0,0.011696934,0.0,0.004625371,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0obq,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,fehlt,,0,-0.001988251,0.0,-0.008024422,0.0,0.000988873,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0obq,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.00190697,0.0,-0.010156252,0.0,-0.000630753,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0oc3,frueh,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:4; phase_kernnah:1; phase_nullnah:1,fehlt,,0,-0.003195648,0.0,0.033471026,0.0,0.018863747,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0oc3,mitte,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:3; phase_nullnah:2; phase_kernnah:1,fehlt,,0,-0.002773533,0.0,-0.007244904,0.0,0.002083195,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0oc3,spaet,phasenlokal_eigenstaendig,phase_offen_gemischt,phase_offen_gemischt:6,fehlt,,0,-0.002853855,0.0,-0.022025706,0.0,-0.002529381,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0pz6,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.005499584,0.0,-0.050810739,0.0,-0.028283712,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0pz6,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.005034894,0.0,-0.006808186,0.0,-0.004531793,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0pz6,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_nachhallnah_ohne_kern:2; phase_offen_gemischt:1,fehlt,,0,-0.003346895,0.0,-0.002220905,0.0,-0.00188511,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0tay,frueh,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:6,fehlt,,0,-0.00291048,0.0,-0.095230022,0.0,-0.048912459,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0tay,mitte,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:3; phase_offen_gemischt:2; phase_nachhallnah_ohne_kern:1,fehlt,,0,-0.003053903,0.0,-0.018439269,0.0,-0.009797333,0.0
family_phase_repro_detail,,,,,,,,fehlt_im_folgefenster,,,BTC,dio_0tay,spaet,phasenlokal_eigenstaendig,phase_nullnah,phase_nullnah:5; phase_offen_gemischt:1,fehlt,,0,-0.002947413,0.0,-0.006400105,0.0,-0.004564966,0.0
