world,episodes,highload_episodes,highload_threshold,zentrum,offen,rand_kipp,rekopplungsnaehe,high_zentrum,high_offen,high_rand_kipp,high_rekopplungsnaehe,auditory_loudness,visual_sharpness,visual_blur,raw_field_intake,adapted_field_intake,intake_reduction,adaptation_ratio,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,high_auditory_loudness,high_visual_sharpness,high_visual_blur,high_raw_field_intake,high_adapted_field_intake,high_intake_reduction,high_adaptation_ratio,high_felt_pressure,high_felt_relaxation,high_mcm_tension,high_mcm_coherence,high_mcm_asymmetry
PAXG2024_5M,9994,1000,0.229412,0.631279,0.221133,0.015409,0.132179,0.0,0.752,0.149,0.099,0.190339,0.659771,0.340229,0.11751,0.100308,0.017202,0.853615,0.109422,0.797755,0.11751,0.600758,0.000186,0.508891,0.628186,0.371814,0.295945,0.240928,0.055017,0.814097,0.237598,0.708434,0.295945,0.456956,0.07317
DOGE2024_5M,9994,1000,0.220798,0.589454,0.273664,0.023514,0.113368,0.0,0.764,0.207,0.029,0.210337,0.657461,0.342539,0.125419,0.106953,0.018466,0.852766,0.115521,0.794415,0.125419,0.607785,-0.001289,0.513852,0.621014,0.378986,0.293365,0.238411,0.054954,0.812676,0.235322,0.713054,0.293365,0.494265,0.068069
XRP2024_5M,9994,1000,0.217619,0.606464,0.256854,0.026216,0.110466,0.0,0.741,0.242,0.017,0.2068,0.658973,0.341027,0.123581,0.105368,0.018213,0.852619,0.114192,0.795409,0.123581,0.609649,-0.002211,0.522346,0.615904,0.384096,0.298304,0.241669,0.056636,0.810142,0.238381,0.711529,0.298304,0.495123,0.074054
PAXG2025_5M,9994,1000,0.217187,0.659396,0.21643,0.01661,0.107565,0.001,0.788,0.154,0.057,0.185099,0.668979,0.331021,0.113243,0.096823,0.01642,0.855,0.105846,0.802273,0.113243,0.61171,0.003181,0.50198,0.631874,0.368126,0.288953,0.235731,0.053222,0.815812,0.23075,0.717773,0.288953,0.489112,0.102117
DOGE2025_5M,9994,1000,0.222224,0.589654,0.270362,0.022914,0.11707,0.004,0.752,0.213,0.031,0.212385,0.65836,0.34164,0.126449,0.107829,0.01862,0.852746,0.11606,0.794482,0.126449,0.608193,-0.002199,0.513921,0.632074,0.367926,0.293651,0.238987,0.054664,0.813846,0.234963,0.715179,0.293651,0.497959,0.089145
XRP2025_5M,9994,1000,0.219657,0.602762,0.265259,0.023014,0.108965,0.001,0.759,0.209,0.031,0.210644,0.659838,0.340162,0.125413,0.106967,0.018446,0.852918,0.114997,0.795576,0.125413,0.607952,0.000492,0.52038,0.633658,0.366342,0.297638,0.241979,0.055659,0.812996,0.237906,0.71277,0.297638,0.492153,0.098602
