dominant_family,count,world_count,dominant_world,dominant_effect,rekoppelt_count,offen_count,kippnah_count,rekoppelt_share,offen_share,kippnah_share,avg_duration,max_duration,avg_pressure,avg_alignment,avg_strain,avg_rekopplung,post8_rekopplung,post8_strain,family_contact_state
dio_0535,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.38022,0.725473,0.27469,0.607889,0.662169,0.165297,kontaktinsel_duenne_spur
dio_0ckp,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.307749,0.690595,0.257985,0.612517,0.655815,0.179885,kontaktinsel_duenne_spur
dio_00fv,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.36291,0.759117,0.283314,0.590031,0.643535,0.191201,kontaktinsel_duenne_spur
dio_1y5r,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.373023,0.657965,0.249512,0.609093,0.640874,0.201507,kontaktinsel_duenne_spur
dio_0fw5,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.352609,0.611923,0.26001,0.613815,0.650133,0.182545,kontaktinsel_duenne_spur
dio_0jmb,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.452938,0.616091,0.339101,0.557515,0.650255,0.190869,kontaktinsel_duenne_spur
dio_0ql9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.435414,0.652275,0.28235,0.597095,0.665736,0.163841,kontaktinsel_duenne_spur
dio_038p,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.407218,0.549455,0.303053,0.587354,0.653094,0.191695,kontaktinsel_duenne_spur
dio_10o8,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.342708,0.688335,0.257776,0.618326,0.653398,0.1838,kontaktinsel_duenne_spur
dio_15z2,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.359484,0.667805,0.295057,0.584724,0.643007,0.197634,kontaktinsel_duenne_spur
dio_13g5,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.304218,0.723553,0.255409,0.601059,0.657178,0.178462,kontaktinsel_duenne_spur
dio_1ggw,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.327708,0.737719,0.252966,0.620932,0.643607,0.193835,kontaktinsel_duenne_spur
dio_127l,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.339636,0.748118,0.248535,0.62325,0.640567,0.194245,kontaktinsel_duenne_spur
dio_0apt,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.308756,0.747531,0.259295,0.610466,0.65393,0.182752,kontaktinsel_duenne_spur
dio_1d3d,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.491328,0.692433,0.340297,0.558091,0.653115,0.185226,kontaktinsel_duenne_spur
dio_0g1z,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.496023,0.534097,0.349234,0.547074,0.655115,0.198245,kontaktinsel_duenne_spur
dio_0aro,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.402891,0.649946,0.24885,0.617824,0.643152,0.190347,kontaktinsel_duenne_spur
dio_0o3w,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.340807,0.688942,0.275902,0.601233,0.654492,0.185141,kontaktinsel_duenne_spur
dio_078u,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.407399,0.579017,0.263688,0.601476,0.655288,0.183518,kontaktinsel_duenne_spur
dio_13lq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.410601,0.519971,0.315466,0.57776,0.640894,0.202999,kontaktinsel_duenne_spur
dio_15aq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.368209,0.635907,0.259608,0.624368,0.668071,0.157175,kontaktinsel_duenne_spur
dio_0xcl,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.304041,0.702667,0.255193,0.608458,0.680841,0.145612,kontaktinsel_duenne_spur
dio_0io6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.349155,0.572593,0.252872,0.601241,0.644023,0.188348,kontaktinsel_duenne_spur
dio_0dwz,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.310383,0.748154,0.219496,0.627265,0.647034,0.201617,kontaktinsel_duenne_spur
dio_0puq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.344346,0.683712,0.268992,0.594948,0.666471,0.156258,kontaktinsel_duenne_spur
dio_1b3o,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.478523,0.46821,0.349009,0.555282,0.663987,0.166198,kontaktinsel_duenne_spur
dio_1qys,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.441616,0.608939,0.285715,0.590244,0.651256,0.192691,kontaktinsel_duenne_spur
dio_0q0x,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.363594,0.68678,0.282501,0.590363,0.651356,0.182781,kontaktinsel_duenne_spur
dio_1sv9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.335767,0.717938,0.25569,0.61989,0.643102,0.195708,kontaktinsel_duenne_spur
dio_0bcj,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.451195,0.745275,0.315271,0.572424,0.650147,0.179887,kontaktinsel_duenne_spur
dio_1ivm,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.31356,0.70691,0.253272,0.603872,0.640946,0.201487,kontaktinsel_duenne_spur
dio_19ei,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.383536,0.677765,0.27062,0.596649,0.658774,0.178722,kontaktinsel_duenne_spur
dio_1ue9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.360925,0.717933,0.261695,0.599797,0.664462,0.175411,kontaktinsel_duenne_spur
dio_08ad,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.356766,0.703316,0.251326,0.613659,0.657471,0.167778,kontaktinsel_duenne_spur
dio_137m,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.416144,0.644624,0.280754,0.592098,0.648989,0.185202,kontaktinsel_duenne_spur
dio_1npm,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.307106,0.691307,0.221575,0.631115,0.644288,0.195582,kontaktinsel_duenne_spur
dio_04s3,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.37973,0.660094,0.251697,0.606972,0.643492,0.198792,kontaktinsel_duenne_spur
dio_0tt5,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.318126,0.705517,0.230148,0.627697,0.640228,0.205181,kontaktinsel_duenne_spur
dio_12oo,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.323834,0.720353,0.246309,0.60528,0.644329,0.199857,kontaktinsel_duenne_spur
dio_1ath,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.328066,0.658063,0.236749,0.635025,0.650241,0.199114,kontaktinsel_duenne_spur
dio_15zv,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.327635,0.605573,0.253658,0.606476,0.652287,0.185499,kontaktinsel_duenne_spur
dio_1el0,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.36423,0.650897,0.270299,0.593713,0.650243,0.18471,kontaktinsel_duenne_spur
dio_1cvi,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.451011,0.730113,0.321539,0.568832,0.647684,0.195614,kontaktinsel_duenne_spur
dio_02ua,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.535838,0.556741,0.371597,0.545833,0.642942,0.20393,kontaktinsel_duenne_spur
dio_06p6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.306814,0.75824,0.23736,0.610078,0.662653,0.172381,kontaktinsel_duenne_spur
dio_0ons,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.314528,0.685112,0.259288,0.614639,0.654881,0.183418,kontaktinsel_duenne_spur
dio_0i88,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.361864,0.643041,0.2544,0.610915,0.642043,0.203894,kontaktinsel_duenne_spur
dio_0vw1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.328469,0.628853,0.241597,0.618674,0.642507,0.198676,kontaktinsel_duenne_spur
dio_0ow6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.436794,0.646629,0.307828,0.592054,0.652349,0.188426,kontaktinsel_duenne_spur
dio_1m2o,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.381271,0.627616,0.245316,0.614949,0.656708,0.176354,kontaktinsel_duenne_spur
dio_08d9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.309813,0.671884,0.224748,0.630047,0.654823,0.177597,kontaktinsel_duenne_spur
dio_15yw,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.491418,0.490811,0.359257,0.553196,0.6424,0.204241,kontaktinsel_duenne_spur
dio_0pn1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.356406,0.738793,0.231778,0.627896,0.655745,0.181687,kontaktinsel_duenne_spur
dio_0n6w,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.310205,0.586834,0.235253,0.612227,0.649056,0.188885,kontaktinsel_duenne_spur
dio_1454,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.334904,0.656422,0.271891,0.605355,0.645325,0.193046,kontaktinsel_duenne_spur
dio_0ydu,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.416372,0.731474,0.297571,0.579986,0.653841,0.179183,kontaktinsel_duenne_spur
dio_1eqq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.34994,0.720035,0.24952,0.614123,0.64386,0.200137,kontaktinsel_duenne_spur
dio_0a0r,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.449276,0.537474,0.336653,0.564935,0.649679,0.188606,kontaktinsel_duenne_spur
dio_1azs,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.316449,0.755071,0.217715,0.633307,0.664261,0.168256,kontaktinsel_duenne_spur
dio_1f94,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.400503,0.698813,0.303083,0.573468,0.644211,0.199601,kontaktinsel_duenne_spur
dio_0eqh,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,2.0,2,0.49136,0.602891,0.348503,0.557416,0.645563,0.195054,kontaktinsel_duenne_spur
dio_0br1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.327929,0.729526,0.23705,0.613201,0.652157,0.186767,kontaktinsel_duenne_spur
dio_1kqh,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.333384,0.7606,0.266884,0.600851,0.645058,0.195065,kontaktinsel_duenne_spur
dio_0peo,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.303999,0.644458,0.234229,0.619889,0.652663,0.182172,kontaktinsel_duenne_spur
dio_19f4,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.421904,0.7102,0.304012,0.576298,0.654456,0.178409,kontaktinsel_duenne_spur
dio_16qv,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,3.0,3,0.418543,0.689126,0.308252,0.587458,0.643583,0.202166,kontaktinsel_duenne_spur
dio_0pys,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.445991,0.708921,0.258078,0.627232,0.647674,0.184299,kontaktinsel_duenne_spur
dio_0iwo,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.437659,0.676762,0.295412,0.587163,0.655702,0.177937,kontaktinsel_duenne_spur
dio_1b0m,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.418281,0.708227,0.28889,0.59266,0.644515,0.198708,kontaktinsel_duenne_spur
dio_04om,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,3.0,3,0.327997,0.721931,0.234985,0.616627,0.658942,0.174218,kontaktinsel_duenne_spur
dio_00fr,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.501259,0.730482,0.317032,0.580662,0.649138,0.189342,kontaktinsel_duenne_spur
dio_04dh,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.381982,0.675458,0.29235,0.588422,0.647505,0.192301,kontaktinsel_duenne_spur
dio_0sc8,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,3.0,3,0.39,0.672702,0.299391,0.581,0.646769,0.194976,kontaktinsel_duenne_spur
dio_1ben,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.35208,0.682495,0.282413,0.587704,0.665125,0.166668,kontaktinsel_duenne_spur
dio_1n2u,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.461754,0.612903,0.29511,0.615145,0.65424,0.184482,kontaktinsel_duenne_spur
dio_0vyq,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.335944,0.706003,0.260596,0.613317,0.659315,0.175519,kontaktinsel_duenne_spur
dio_0ej6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.335721,0.679398,0.275428,0.594875,0.66202,0.168212,kontaktinsel_duenne_spur
dio_1b6d,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.3437,0.717308,0.238279,0.629653,0.664057,0.164298,kontaktinsel_duenne_spur
dio_0ogk,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.312078,0.655683,0.226238,0.645185,0.651324,0.181433,kontaktinsel_duenne_spur
dio_1jsj,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,2.0,2,0.452371,0.717516,0.296013,0.588805,0.66192,0.176421,kontaktinsel_duenne_spur
dio_17q1,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.32834,0.730372,0.245293,0.629801,0.647967,0.188556,kontaktinsel_duenne_spur
dio_0egm,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.369874,0.742551,0.270084,0.599543,0.672096,0.149426,kontaktinsel_duenne_spur
dio_01t8,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.399643,0.630468,0.307491,0.572772,0.660303,0.174715,kontaktinsel_duenne_spur
dio_1lkz,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.552977,0.745048,0.325134,0.59823,0.642918,0.199261,kontaktinsel_duenne_spur
dio_0kf9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.318082,0.658703,0.231972,0.631447,0.651872,0.179307,kontaktinsel_duenne_spur
dio_19xc,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.474648,0.538575,0.353059,0.555763,0.655887,0.187302,kontaktinsel_duenne_spur
dio_115x,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.308627,0.750541,0.251828,0.609278,0.658429,0.179202,kontaktinsel_duenne_spur
dio_1u2s,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.398753,0.717011,0.28833,0.584267,0.649073,0.187979,kontaktinsel_duenne_spur
dio_1k0x,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.398859,0.668166,0.300888,0.579848,0.648207,0.194034,kontaktinsel_duenne_spur
dio_1mg4,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.48307,0.504932,0.354539,0.553828,0.66632,0.174293,kontaktinsel_duenne_spur
dio_1bov,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.322499,0.628934,0.236143,0.618346,0.643994,0.20663,kontaktinsel_duenne_spur
dio_0nbx,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.550922,0.543848,0.386061,0.539183,0.640043,0.208387,kontaktinsel_duenne_spur
dio_0zcx,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,stabil,1,0,0,1.0,0.0,0.0,1.0,1,0.308667,0.707308,0.215068,0.636856,0.650372,0.190678,kontaktinsel_duenne_spur
dio_05od,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.36259,0.733313,0.285726,0.596052,0.664379,0.165151,kontaktinsel_duenne_spur
dio_0vy9,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.317842,0.717433,0.26218,0.599304,0.64202,0.200538,kontaktinsel_duenne_spur
dio_0o66,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.481519,0.674436,0.307183,0.588499,0.654913,0.17482,kontaktinsel_duenne_spur
dio_1mka,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.405044,0.69489,0.311182,0.571449,0.664249,0.17869,kontaktinsel_duenne_spur
dio_1qxh,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.342111,0.739566,0.280722,0.584773,0.653013,0.186388,kontaktinsel_duenne_spur
dio_18xg,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.317785,0.720242,0.263536,0.603508,0.667975,0.159322,kontaktinsel_duenne_spur
dio_0tp7,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.319369,0.670546,0.233674,0.620054,0.644077,0.190093,kontaktinsel_duenne_spur
dio_1aya,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.402005,0.639417,0.316118,0.579885,0.659635,0.186927,kontaktinsel_duenne_spur
dio_17ca,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,2.0,2,0.327309,0.651492,0.231921,0.628988,0.645407,0.187293,kontaktinsel_duenne_spur
dio_0gn6,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.348616,0.737624,0.264232,0.599155,0.667605,0.166469,kontaktinsel_duenne_spur
dio_1ege,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.305851,0.665698,0.222268,0.62469,0.671412,0.158393,kontaktinsel_duenne_spur
dio_17hb,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.452091,0.590025,0.34534,0.560217,0.64904,0.190533,kontaktinsel_duenne_spur
dio_1j6g,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.507898,0.606837,0.359521,0.54688,0.665971,0.173406,kontaktinsel_duenne_spur
dio_0405,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.308238,0.740646,0.255531,0.603236,0.65813,0.18699,kontaktinsel_duenne_spur
dio_1m16,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.306019,0.748834,0.250527,0.602349,0.684243,0.145998,kontaktinsel_duenne_spur
dio_0n6i,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.322412,0.697317,0.250875,0.62612,0.664307,0.167596,kontaktinsel_duenne_spur
dio_0lqn,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.308781,0.726016,0.256688,0.605711,0.654762,0.181996,kontaktinsel_duenne_spur
dio_0m4a,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.436209,0.641895,0.305102,0.58132,0.674724,0.155663,kontaktinsel_duenne_spur
dio_17su,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.416222,0.645439,0.291261,0.592344,0.656254,0.176761,kontaktinsel_duenne_spur
dio_08t3,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.326513,0.651001,0.272102,0.602199,0.663,0.174771,kontaktinsel_duenne_spur
dio_03s7,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,7.0,7,0.41509,0.644028,0.292096,0.604285,0.641791,0.192961,kontaktinsel_duenne_spur
dio_1n1w,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.419785,0.696642,0.284742,0.596862,0.652742,0.189632,kontaktinsel_duenne_spur
dio_1opf,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.354286,0.730742,0.263311,0.598793,0.661698,0.172566,kontaktinsel_duenne_spur
dio_152i,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.414445,0.637235,0.293296,0.584015,0.670638,0.157426,kontaktinsel_duenne_spur
dio_0mzy,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,kippend,1,0,0,1.0,0.0,0.0,1.0,1,0.415546,0.623383,0.310151,0.568644,0.668418,0.160079,kontaktinsel_duenne_spur
dio_0vxb,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.320463,0.733368,0.230294,0.628364,0.690009,0.140829,kontaktinsel_duenne_spur
dio_1ba2,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,tragend_unruhig,1,0,0,1.0,0.0,0.0,1.0,1,0.409542,0.639753,0.272355,0.612032,0.641437,0.203041,kontaktinsel_duenne_spur
dio_11ps,1,1,SOL_2023_NEG_STRESS_10K_RECEPTOR,gespannt,1,0,0,1.0,0.0,0.0,1.0,1,0.430967,0.646044,0.313372,0.568802,0.661039,0.171535,kontaktinsel_duenne_spur
