passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,125,1770263100000000,wechselnde_form,geordnetes_hinhoeren,offen,0.09175325,0.06571,-0.02604324999999999,0.688600125,0.717925,0.029324875000000028,0.14918399999999998,0.127907,-0.02127699999999999,0.651915,0.348085,0.103577,0.869528,0.074444,0.06571
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,629,1770414300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.098571625,0.076603,-0.02196862499999999,0.69835525,0.723483,0.025127750000000004,0.152633,0.135538,-0.017095,0.636488,0.363512,0.126958,0.826901,0.087689,0.076603
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,858,1770483000000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.148375125,0.068902,-0.07947312499999999,0.68071,0.727043,0.04633299999999996,0.17102975,0.136435,-0.03459475000000001,0.667106,0.332894,0.111439,0.867567,0.077933,0.068902
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1002,1770526200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.13110787499999998,0.065448,-0.06565987499999998,0.694588375,0.733448,0.03885962499999995,0.15881775,0.13277,-0.02604775000000001,0.669018,0.330982,0.110805,0.855552,0.074181,0.065448
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1121,1770561900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.09613575,0.070506,-0.025629750000000007,0.708289,0.730373,0.022084000000000104,0.1519535,0.136823,-0.015130499999999991,0.662467,0.337533,0.115525,0.843732,0.080176,0.070506
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_1,dio_104t,tragende_verarbeitung,1690,1770732600000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.128738375,0.063933,-0.06480537499999998,0.69413325,0.735019,0.04088574999999994,0.170396875,0.136007,-0.034389875000000014,0.67552,0.32448,0.10972,0.871598,0.072175,0.063933
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,125,1770263100000000,wechselnde_form,geordnetes_hinhoeren,offen,0.09175325,0.06571,-0.02604324999999999,0.6871565,0.715895,0.0287385,0.14825787499999998,0.12663,-0.02162787499999999,0.651915,0.348085,0.103577,0.869528,0.074444,0.06571
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,629,1770414300000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.098571625,0.076603,-0.02196862499999999,0.697572125,0.723578,0.026005875000000067,0.15210337499999999,0.135572,-0.016531374999999987,0.636488,0.363512,0.126958,0.826901,0.087689,0.076603
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,858,1770483000000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.148375125,0.068902,-0.07947312499999999,0.679680625,0.727138,0.04745737499999991,0.17035575,0.136481,-0.03387475000000001,0.667106,0.332894,0.111439,0.867567,0.077933,0.068902
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1002,1770526200000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.13110787499999998,0.065448,-0.06565987499999998,0.693557125,0.733493,0.039935874999999954,0.158200375,0.132791,-0.025409375000000012,0.669018,0.330982,0.110805,0.855552,0.074181,0.065448
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1121,1770561900000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.09613575,0.070506,-0.025629750000000007,0.70797375,0.73042,0.02244625,0.15174300000000002,0.136845,-0.014898000000000022,0.662467,0.337533,0.115525,0.843732,0.080176,0.070506
1,0,0,0,0,0,0,feld_5m,follow_candidate_sideways_2026_5m_2k,dio_mini_lauf_2,dio_104t,tragende_verarbeitung,1690,1770732600000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.128738375,0.063933,-0.06480537499999998,0.6937457499999999,0.735016,0.041270250000000064,0.170159625,0.136005,-0.03415462500000002,0.67552,0.32448,0.10972,0.871598,0.072175,0.063933
