world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1002,rekoppelnde_lage,druck_lage,rekoppelnde_lage,-0.024342,0.007261
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1030,gehaltene_form,rekoppelnde_lage,rekoppelnde_lage,-0.122905,0.052222
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1037,rekoppelnde_lage,druck_lage,bewegungsbruch,0.089303,-0.030052
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1053,offene_lage,druck_lage,offene_lage,0.032804,-0.005790
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1103,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,0.003757,-0.013958
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1143,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.029061,0.016768
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1158,rekoppelnde_lage,offene_lage,rekoppelnde_lage,0.001296,0.006976
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1161,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.014266,-0.018721
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1206,rekoppelnde_lage,druck_lage,offene_lage,0.094946,-0.029151
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1226,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.028117,0.003958
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1238,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.017557,-0.008408
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1245,bewegungsbruch,rekoppelnde_lage,offene_lage,-0.017059,-0.007869
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1287,rekoppelnde_lage,druck_lage,gehaltene_form,0.103741,-0.001513
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1293,rekoppelnde_lage,druck_lage,druck_lage,0.287063,-0.085673
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1534,rekoppelnde_lage,druck_lage,druck_lage,0.107453,-0.041706
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1585,rekoppelnde_lage,bewegungsbruch,offene_lage,-0.040578,0.000355
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1601,rekoppelnde_lage,druck_lage,bewegungsbruch,0.070296,-0.003529
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2092,offene_lage,bewegungsbruch,rekoppelnde_lage,-0.027043,0.022239
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2099,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.010158,-0.009981
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2413,rekoppelnde_lage,druck_lage,bewegungsbruch,0.102630,-0.056834
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2433,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.080566,-0.021950
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2449,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.003509,0.019154
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2541,offene_lage,bewegungsbruch,offene_lage,-0.018189,0.032511
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2961,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.015961,-0.019746
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3054,druck_lage,druck_lage,bewegungsbruch,-0.127999,0.058323
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3069,offene_lage,druck_lage,bewegungsbruch,0.002393,-0.004720
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3094,bewegungsbruch,druck_lage,bewegungsbruch,-0.008428,0.021719
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3100,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.017957,0.001939
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3559,bewegungsbruch,offene_lage,rekoppelnde_lage,-0.098116,0.047130
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3563,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.067803,0.002955
LONG2025_BTC_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3651,rekoppelnde_lage,bewegungsbruch,offene_lage,0.039280,-0.000519
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,999,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.052657,-0.005593
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1008,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.002149,0.021418
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1031,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.100521,0.049921
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1044,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.031898,-0.020458
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1096,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.028227,0.008321
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1139,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.006743,-0.017521
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1144,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.042592,0.033666
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1160,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.046633,0.012397
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1193,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.098705,-0.010233
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1216,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.025008,-0.002340
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1234,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.018886,0.012727
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1241,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.023006,0.002637
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1280,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.020240,0.006609
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1292,gehaltene_form,rekoppelnde_lage,druck_lage,0.232684,-0.086432
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1533,rekoppelnde_lage,rekoppelnde_lage,druck_lage,0.217524,-0.070925
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1555,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.066597,-0.024744
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1590,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.046502,-0.002764
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1616,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.032599,-0.017785
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2098,rekoppelnde_lage,rekoppelnde_lage,bewegungsbruch,0.069962,-0.028344
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2412,rekoppelnde_lage,rekoppelnde_lage,druck_lage,0.246723,-0.098958
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2432,rekoppelnde_lage,rekoppelnde_lage,druck_lage,0.102386,-0.043702
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2438,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.014300,0.031793
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2461,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.002796,0.001849
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2542,gehaltene_form,offene_lage,rekoppelnde_lage,-0.060278,0.034585
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2946,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.031555,-0.007373
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3021,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.003635,-0.012544
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3063,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.012038,0.016524
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3090,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.059633,0.001332
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3099,rekoppelnde_lage,rekoppelnde_lage,offene_lage,0.022866,-0.022629
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3102,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.015036,0.016477
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3175,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.012117,-0.018680
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3301,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.010266,-0.011656
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3560,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.014962,0.021251
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3564,bewegungsbruch,rekoppelnde_lage,rekoppelnde_lage,-0.165609,0.057285
LONG2025_BTC_QUIET_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3655,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.053407,-0.007575
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1236,rekoppelnde_lage,druck_lage,rekoppelnde_lage,0.037856,0.006194
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1410,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.063485,0.010851
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1486,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.029601,0.010620
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1489,rekoppelnde_lage,bewegungsbruch,gehaltene_form,0.127308,-0.023340
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1901,rekoppelnde_lage,druck_lage,offene_lage,0.130308,-0.034505
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2079,offene_lage,bewegungsbruch,rekoppelnde_lage,-0.149094,0.018223
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2096,rekoppelnde_lage,offene_lage,rekoppelnde_lage,-0.077657,0.027409
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2528,offene_lage,rekoppelnde_lage,rekoppelnde_lage,-0.007279,0.023927
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2766,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,-0.062874,-0.008558
LONG2025_BTC_STRESS_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,2768,bewegungsbruch,offene_lage,druck_lage,0.049324,-0.035090
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1177,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.077684,0.009114
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1317,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.053051,0.012257
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1415,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.020703,0.060984
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1485,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.031217,0.002991
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1487,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.065626,-0.016068
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1504,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.004317,0.008407
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1889,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.004322,-0.018359
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2048,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.050218,-0.001402
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2085,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.053453,0.006212
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2239,rekoppelnde_lage,rekoppelnde_lage,offene_lage,0.105856,-0.027422
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2354,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.096913,-0.000524
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2529,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.012340,0.027483
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2763,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,0.187076,-0.061926
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2767,druck_lage,rekoppelnde_lage,offene_lage,-0.037551,-0.003470
LONG2025_BTC_STRESS_4000,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,2804,rekoppelnde_lage,rekoppelnde_lage,rekoppelnde_lage,-0.011363,0.024552
LONG2025_SOL_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,661,druck_lage,druck_lage,offene_lage,-0.089682,0.012220
LONG2025_SOL_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,754,rekoppelnde_lage,rekoppelnde_lage,offene_lage,-0.009489,0.003471
LONG2025_SOL_QUIET_4000,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,826,rekoppelnde_lage,bewegungsbruch,rekoppelnde_lage,0.007029,-0.012402
