scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,-,80,stark_fragmentiert,rekoppelnd_offen,0.262500,fragmentiert,,,
gesamt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,-,91,breit_driftend,rekoppelnd_stabil,0.637363,breit_driftend,,,
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,10,rekoppelnd_offen,rekoppelnd_offen,0.370370,breit_driftend,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,5,offen_rekoppelnd,offen_rekoppelnd,0.185185,breit_driftend,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,3,druckbruch,druckbruch,0.111111,fragmentiert,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,3,druckuebergang,druckuebergang,0.111111,fragmentiert,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,2,bruchuebergang,bruchuebergang,0.074074,fragmentiert,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,2,bruchdominant,bruchdominant,0.074074,fragmentiert,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,1,gemischt,gemischt,0.037037,breit_driftend,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_QUIET_4000,1,rekoppelnd_stabil,rekoppelnd_stabil,0.037037,eng_getragen,0.213108,0.861599,0.645870
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,5,rekoppelnd_offen,rekoppelnd_offen,0.416667,breit_driftend,0.203023,0.866774,0.648987
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,3,rekoppelnd_stabil,rekoppelnd_stabil,0.250000,eng_getragen,0.203023,0.866774,0.648987
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2025_15M_BTC_STRESS_4000,2,bruchuebergang,bruchuebergang,0.166667,fragmentiert,0.203023,0.866774,0.648987
