world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
RANDROLLEN_START_END,0,1200,einzelrekopplung,1,1,1,0,66,1194,0.7183480115104838,0.5476995562413988,0.14022597033632392,0.3437534241463399,dio_mcm_episode_0ko7wqc:field_carried:1194,data\scan_randrollen-start-end_start0_size1200.csv
RANDROLLEN_SHIFTED,0,1200,einzelrekopplung,1,1,1,0,85,1194,0.7177767079581848,0.5480660267884986,0.14015720397049394,0.40813806318945434,dio_mcm_episode_0bio6c8:field_carried:1194,data\scan_randrollen-shifted_start0_size1200.csv
RANDROLLEN_MOSAIC,0,1200,einzelrekopplung,1,1,1,0,85,1194,0.716914335328628,0.5443202604717777,0.1405596515137846,0.3665651390675474,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic_start0_size1200.csv
RANDROLLEN_MOSAIC_3600,0,1200,einzelrekopplung,1,1,1,0,85,1194,0.716914335328628,0.5443202604717777,0.1405596515137846,0.3665651390675474,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic-3600_start0_size1200.csv
RANDROLLEN_MOSAIC_3600,600,1800,einzelrekopplung,1,1,1,0,85,1194,0.7166298774941892,0.5439426887444981,0.14068288272551258,0.3629958207821475,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic-3600_start600_size1200.csv
RANDROLLEN_MOSAIC_3600,1200,2400,einzelrekopplung,1,1,1,0,85,1194,0.716914335328628,0.5443202604717777,0.1405596515137846,0.3665651390675474,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic-3600_start1200_size1200.csv
RANDROLLEN_MOSAIC_3600,1800,3000,einzelrekopplung,1,1,1,0,85,1194,0.7166298774941892,0.5439426887444981,0.14068288272551258,0.3629958207821475,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic-3600_start1800_size1200.csv
RANDROLLEN_MOSAIC_3600,2400,3600,einzelrekopplung,1,1,1,0,85,1194,0.716914335328628,0.5443202604717777,0.1405596515137846,0.3665651390675474,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-mosaic-3600_start2400_size1200.csv
RANDROLLEN_INTERWOVEN,0,1200,einzelrekopplung,1,1,1,0,86,1194,0.7170497353969906,0.544389863691244,0.14031417643568642,0.3664336390539612,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-interwoven_start0_size1200.csv
RANDROLLEN_INTERWOVEN,600,1800,einzelrekopplung,1,1,1,0,75,1194,0.720789055242892,0.5512623840573787,0.13730844665819678,0.3842450304212453,dio_mcm_episode_0f7nmol:field_carried:1194,data\scan_randrollen-interwoven_start600_size1200.csv
RANDROLLEN_INTERWOVEN,1200,2400,einzelrekopplung,1,1,1,0,84,1194,0.7166169537896658,0.5439928658228873,0.1403754750572837,0.36136222747424124,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_randrollen-interwoven_start1200_size1200.csv
NULL_SHUFFLE,0,1200,einzelrekopplung,1,1,1,0,186,1194,0.6950622936581682,0.5077518729173696,0.15420003262222542,0.12289994708250922,dio_mcm_episode_1joiyc3:field_carried:1194,data\scan_null-shuffle_start0_size1200.csv
NULL_SHUFFLE,600,1800,einzelrekopplung,1,1,1,0,188,1194,0.6963184280816519,0.5089135929813225,0.15257978690711368,0.1287497777473284,dio_mcm_episode_1joiyc3:field_carried:1194,data\scan_null-shuffle_start600_size1200.csv
NULL_SHUFFLE,1200,2400,einzelrekopplung,1,1,1,0,187,1194,0.6963832503015274,0.5095701296819001,0.15322802755245837,0.1367893225397196,dio_mcm_episode_1joiyc3:field_carried:1194,data\scan_null-shuffle_start1200_size1200.csv
NULL_RANDOM_SIGN,0,1200,einzelrekopplung,1,1,1,0,182,1194,0.7059977922988979,0.5214045647285829,0.1433258478190297,0.21541525134576509,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_null-random-sign_start0_size1200.csv
NULL_RANDOM_SIGN,600,1800,einzelrekopplung,1,1,1,0,158,1194,0.7041332827214559,0.5206473148345689,0.14467972069261825,0.18923141247413067,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_null-random-sign_start600_size1200.csv
NULL_RANDOM_SIGN,1200,2400,einzelrekopplung,1,1,1,0,182,1194,0.7058334128840339,0.5218142533377513,0.14318259830118946,0.21890984906094715,dio_mcm_episode_0dgle71:field_carried:1194,data\scan_null-random-sign_start1200_size1200.csv
