preview_symbol,role_reading,count,world_count,depth_score,top_world,top_world_share,top_worlds,milieu_counts,grundrolle_score,uebergangsrolle_score,milieurolle_score,nebenrolle_score,quiet_share,stress_share,shift_share,stress_shift_share,top_milieu_share,distribution_entropy
dio_mcm_episode_1rj8742,breite_grundrolle,17014,37,0.726215,REAL_FOLLOW_BTC_6000,0.090925,REAL_FOLLOW_BTC_6000:1547;BTC_STRESS_2025_5M:870;REAL_FOLLOW_XRP_6000:838;REAL_FOLLOW_DOGE_6000:750;BTC_FIELD_QUIET_04:718;BTC_LONG_2024_5M_QUIET:694;REAL_FOLLOW_SOL_6000:682;FOLLOW_KAS_2024_5M_2000:660;PAXG_1H_A:645;BTC_FIELD_QUIET_05:571,quiet:3766;btc:3646;paxg:1937;xrp:1908;doge:1693;shift:1478;sol:993;stress:933;other:660,0.932398,0.573299,0.172651,0.0,0.221347,0.054837,0.08687,0.141707,0.221347,0.93281
dio_mcm_episode_0icnf2v,breite_grundrolle,90718,36,0.827807,REAL_TIME_2023_SOL_ALTSEQ_A,0.075762,REAL_TIME_2023_SOL_ALTSEQ_A:6873;FOLLOW_DOGE_2024_5M_2000:6679;REAL_FOLLOW_DOGE_6000:6538;FOLLOW_XRP_2024_5M_2000:6192;REAL_FOLLOW_BTC_6000:5866;BTC_10K_A:5850;SOL_10K_A:5602;REAL_FOLLOW_SOL_6000:5581;REAL_FOLLOW_XRP_6000:4315;REAL_TIME_2024_BTC_5M:4261,sol:21480;btc:16165;xrp:13833;doge:13325;quiet:11832;paxg:8873;stress:4643;other:461;shift:106,0.9003,0.341466,0.184687,0.0,0.130426,0.051181,0.001168,0.052349,0.236778,0.863315
dio_mcm_episode_1qlxgj7,breite_grundrolle,10973,38,0.714169,FOLLOW_DOGE_2024_5M_2000,0.101066,FOLLOW_DOGE_2024_5M_2000:1109;REAL_FOLLOW_SOL_6000:1032;REAL_FOLLOW_DOGE_6000:921;REAL_FOLLOW_XRP_6000:890;FOLLOW_XRP_2024_5M_2000:719;REAL_TIME_2024_XRP:700;REAL_TIME_2023_SOL_ALTSEQ_A:683;SOL_10K_A:683;REAL_TIME_2024_BTC_5M:629;QUIET_NEAR_PAXG2024_1H:386,sol:2440;xrp:2404;doge:2166;btc:1705;quiet:1281;shift:470;stress:249;paxg:151;other:107,0.881327,0.368007,0.173444,0.0,0.116741,0.022692,0.042832,0.065524,0.222364,0.842992
dio_mcm_episode_0wo0tz1,breite_grundrolle,4661,27,0.671911,BTC_FIELD_QUIET_03,0.094829,BTC_FIELD_QUIET_03:442;BTC_STRESS_2025_5M:419;BTC_STRESS_2024_5M:401;XRP_1H_A:330;FOLLOW_PAXG_2024_5M_2000:327;REAL_TIME_2024_PAXG:327;BTC_10K_A:313;BTC_LONG_2024_5M_QUIET:289;REAL_FOLLOW_DOGE_6000:245;BTC_SHIFT_2025_15M_16000_17000:221,stress:820;quiet:783;paxg:720;btc:692;doge:690;xrp:510;shift:439;sol:7,0.81083,0.768213,0.127591,0.07103,0.16799,0.175928,0.094186,0.270114,0.175928,0.930173
dio_mcm_episode_12tgchq,breite_grundrolle,21382,23,0.826536,SOL_10K_A,0.127303,SOL_10K_A:2722;REAL_FOLLOW_XRP_6000:2518;REAL_FOLLOW_SOL_6000:2256;REAL_TIME_2024_SOL_ALTSEQ_A:2172;BTC_10K_A:1848;FOLLOW_XRP_2024_5M_2000:1645;REAL_TIME_2023_SOL_ALTSEQ_A:1535;FOLLOW_DOGE_2024_5M_2000:1240;REAL_FOLLOW_DOGE_6000:1023;REAL_FOLLOW_BTC_6000:806,sol:8685;xrp:4896;btc:3255;doge:2263;quiet:1360;stress:578;paxg:340;shift:5,0.747561,0.229794,0.325337,0.033351,0.063605,0.027032,0.000234,0.027266,0.406183,0.754236
dio_mcm_episode_0iwh9d2,breite_grundrolle,11006,20,0.834831,REAL_FOLLOW_PAXG_6000,0.257223,REAL_FOLLOW_PAXG_6000:2831;PAXG_1846_A:2460;BTC_LONG_2025_5M_QUIET:742;QUIET_NEAR_BTC_1869:742;REAL_FOLLOW_XRP_6000:649;REAL_TIME_2024_BTC_5M:565;BTC_10K_A:545;FOLLOW_XRP_2024_5M_2000:493;QUIET_NEAR_BTC_FIELD_01:484;REAL_TIME_2024_XRP:472,paxg:5471;quiet:2616;xrp:1614;btc:1113;doge:127;sol:65,0.663972,0.154858,0.402563,0.047465,0.237689,0.0,0.0,0.0,0.497092,0.716617
dio_mcm_episode_0tfzgic,breite_grundrolle,7966,27,0.692362,REAL_TIME_2024_SOL_ALTSEQ_A,0.226462,REAL_TIME_2024_SOL_ALTSEQ_A:1804;BTC_LONG_2025_5M_QUIET:1320;QUIET_NEAR_BTC_1869:1317;QUIET_NEAR_PAXG2025_1H:723;QUIET_NEAR_PAXG2024_1H:603;BTC_FIELD_QUIET_02:503;DOGE_1H_A:297;BTC_1H_B:290;REAL_TIME_2023_SOL_ALTSEQ_A:226;FOLLOW_KAS_2024_5M_2000:223,quiet:4601;sol:2030;btc:559;doge:329;other:223;paxg:73;shift:69;xrp:52;stress:30,0.645426,0.156579,0.445464,0.033206,0.57758,0.003766,0.008662,0.012428,0.57758,0.555969
dio_mcm_episode_0nu3wih,breite_grundrolle,2911,19,0.621647,QUIET_NEAR_PAXG2025_1H,0.240124,QUIET_NEAR_PAXG2025_1H:699;FOLLOW_KAS_2024_5M_2000:449;QUIET_NEAR_BTC_FIELD_01:432;SOL_10K_A:406;REAL_TIME_2024_SOL_ALTSEQ_A:219;XRP_1H_A:161;BTC_SHIFT_2025_30M_10000_11000:155;BTC_1H_B:88;BTC_STRESS_2024_5M:67;DOGE_1H_B:64,quiet:1213;sol:649;other:449;xrp:161;shift:155;doge:118;btc:96;stress:70,0.594884,0.281202,0.293414,0.139738,0.416695,0.024047,0.053246,0.077293,0.416695,0.78678
dio_mcm_episode_1eav7xq,breite_grundrolle,304,36,0.704901,FOLLOW_XRP_2024_5M_2000,0.078947,FOLLOW_XRP_2024_5M_2000:24;REAL_FOLLOW_DOGE_6000:23;REAL_TIME_2024_XRP:21;SOL_10K_A:17;FOLLOW_DOGE_2024_5M_2000:16;REAL_FOLLOW_SOL_6000:16;REAL_TIME_2024_BTC_5M:15;QUIET_NEAR_PAXG2024_1H:14;REAL_FOLLOW_XRP_6000:14;REAL_FOLLOW_BTC_6000:12,xrp:69;btc:54;sol:51;doge:47;quiet:44;shift:14;paxg:14;stress:11,0.577317,0.265419,0.109892,0.246533,0.144737,0.036184,0.046053,0.082237,0.226974,0.920925
dio_mcm_episode_0vcr3lw,breite_grundrolle,263,35,0.695438,REAL_TIME_2023_SOL_ALTSEQ_A,0.068441,REAL_TIME_2023_SOL_ALTSEQ_A:18;FOLLOW_DOGE_2024_5M_2000:17;FOLLOW_XRP_2024_5M_2000:17;SOL_10K_A:17;REAL_FOLLOW_SOL_6000:16;DOGE_1H_B:13;REAL_FOLLOW_DOGE_6000:13;REAL_TIME_2024_XRP:13;QUIET_NEAR_PAXG2024_1H:11;REAL_FOLLOW_XRP_6000:10,sol:51;doge:47;xrp:45;quiet:37;btc:34;paxg:27;stress:13;shift:9,0.572798,0.264463,0.091507,0.256757,0.140684,0.04943,0.034221,0.08365,0.193916,0.945504
