passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,world,run,family,pattern,tick,timestamp_ms,visual,tone,field,before_tension,target_tension,delta_tension,before_rekopplung,target_rekopplung,delta_rekopplung,before_strain,target_strain,delta_strain,visual_sharpness,visual_distance,auditory_loudness,auditory_listen,raw_field_intake,adapted_field_intake
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,618,1706292000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.126801,0.063489,-0.063312,0.670087125,0.724442,0.054354875000000025,0.172639375,0.1277,-0.044939375000000004,0.707245,0.292755,0.115175,0.869888,0.071556,0.063489
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,790,1706911200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.107463625,0.081923,-0.025540624999999997,0.70600925,0.730039,0.02402974999999996,0.15390525,0.124318,-0.029587249999999995,0.7063,0.2937,0.165707,0.795427,0.09354,0.081923
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,900,1707307200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10762775,0.06819,-0.039437749999999994,0.70926325,0.725714,0.01645074999999996,0.149490625,0.128701,-0.020789624999999978,0.645382,0.354618,0.115588,0.831827,0.077894,0.06819
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,973,1707570000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.117892,0.07786,-0.040032,0.703520875,0.727221,0.02370012499999996,0.152871125,0.128216,-0.024655125,0.699274,0.300726,0.159192,0.800451,0.088853,0.07786
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1075,1707937200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10038625,0.071918,-0.02846825,0.696768875,0.720525,0.023756125000000017,0.150285125,0.13574,-0.014545124999999992,0.602861,0.397139,0.119045,0.829121,0.082649,0.071918
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1339,1708887600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.124017125,0.070597,-0.05342012500000001,0.707511875,0.730133,0.02262112500000002,0.15338225,0.126485,-0.02689725000000001,0.697037,0.302963,0.139533,0.809705,0.080446,0.070597
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_1,dio_00ly,tragende_verarbeitung,1476,1709380800000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.05456025,0.06528,0.010719750000000007,0.728649875,0.727602,-0.0010478750000000314,0.125286,0.129252,0.003965999999999997,0.638293,0.361707,0.116065,0.829145,0.07467,0.06528
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,618,1706292000000,wechselnde_form,geordnetes_hinhoeren,rekoppelt,0.126801,0.063489,-0.063312,0.669085,0.724246,0.055160999999999905,0.172036,0.127466,-0.04457,0.707245,0.292755,0.115175,0.869888,0.071556,0.063489
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,790,1706911200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.107463625,0.081923,-0.025540624999999997,0.7057337499999999,0.729811,0.02407725000000005,0.153727125,0.12416,-0.029567124999999986,0.7063,0.2937,0.165707,0.795427,0.09354,0.081923
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,900,1707307200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10762775,0.06819,-0.039437749999999994,0.70883075,0.725449,0.016618250000000057,0.14922475,0.128559,-0.020665749999999983,0.645382,0.354618,0.115588,0.831827,0.077894,0.06819
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,973,1707570000000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.117892,0.07786,-0.040032,0.70300925,0.727327,0.024317749999999916,0.152548375,0.128265,-0.024283375000000024,0.699274,0.300726,0.159192,0.800451,0.088853,0.07786
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1075,1707937200000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.10038625,0.071918,-0.02846825,0.6961977500000001,0.720433,0.02423524999999993,0.149845875,0.135691,-0.014154874999999983,0.602861,0.397139,0.119045,0.829121,0.082649,0.071918
1,0,0,0,0,0,0,zeit_1h,follow_candidate_btc_2024_1h_2k,dio_mini_lauf_2,dio_00ly,tragende_verarbeitung,1339,1708887600000,wechselnde_form,geordnetes_hinhoeren_mit_wechsel,rekoppelt,0.124017125,0.070597,-0.05342012500000001,0.70702125,0.730109,0.023087749999999962,0.153075125,0.126472,-0.026603125000000005,0.697037,0.302963,0.139533,0.809705,0.080446,0.070597
