scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,-,64,stark_fragmentiert,rekoppelnd_stabil,0.203125,fragmentiert,,,
gesamt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,-,77,breit_driftend,rekoppelnd_stabil,0.519481,breit_driftend,,,
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,5,rekoppelnd_stabil,rekoppelnd_stabil,0.208333,eng_getragen,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,5,bruchuebergang,bruchuebergang,0.208333,fragmentiert,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,4,rekoppelnd_offen,rekoppelnd_offen,0.166667,breit_driftend,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,3,druckuebergang,druckuebergang,0.125000,fragmentiert,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,3,offen_rekoppelnd,offen_rekoppelnd,0.125000,breit_driftend,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,3,druckbruch,druckbruch,0.125000,fragmentiert,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_QUIET_4000,1,bruchdominant,bruchdominant,0.041667,fragmentiert,0.206580,0.863874,0.648403
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,3,bruchuebergang,bruchuebergang,0.187500,fragmentiert,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,3,druckuebergang,druckuebergang,0.187500,fragmentiert,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,3,druckbruch,druckbruch,0.187500,fragmentiert,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,2,bruchdominant,bruchdominant,0.125000,fragmentiert,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,2,rekoppelnd_stabil,rekoppelnd_stabil,0.125000,eng_getragen,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,1,rekoppelnd_offen,rekoppelnd_offen,0.062500,breit_driftend,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,1,gemischt,gemischt,0.062500,breit_driftend,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_BTC_STRESS_4000,1,offen_rekoppelnd,offen_rekoppelnd,0.062500,breit_driftend,0.203809,0.865117,0.648648
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,5,rekoppelnd_stabil,rekoppelnd_stabil,0.263158,eng_getragen,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,5,rekoppelnd_offen,rekoppelnd_offen,0.263158,breit_driftend,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,4,druckbruch,druckbruch,0.210526,fragmentiert,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,2,bruchuebergang,bruchuebergang,0.105263,fragmentiert,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,2,offen_rekoppelnd,offen_rekoppelnd,0.105263,breit_driftend,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_QUIET_4000,1,bruchdominant,bruchdominant,0.052632,fragmentiert,0.211891,0.861912,0.645761
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_STRESS_4000,2,rekoppelnd_offen,rekoppelnd_offen,0.400000,breit_driftend,0.213448,0.861921,0.646460
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_STRESS_4000,1,rekoppelnd_stabil,rekoppelnd_stabil,0.200000,eng_getragen,0.213448,0.861921,0.646460
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_STRESS_4000,1,bruchuebergang,bruchuebergang,0.200000,fragmentiert,0.213448,0.861921,0.646460
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,LONG2024_5M_SOL_STRESS_4000,1,druckuebergang,druckuebergang,0.200000,fragmentiert,0.213448,0.861921,0.646460
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_QUIET_4000,12,rekoppelnd_offen,rekoppelnd_offen,0.413793,breit_driftend,0.206580,0.863874,0.648403
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_QUIET_4000,11,rekoppelnd_stabil,rekoppelnd_stabil,0.379310,eng_getragen,0.206580,0.863874,0.648403
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_QUIET_4000,6,bruchuebergang,bruchuebergang,0.206897,fragmentiert,0.206580,0.863874,0.648403
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_STRESS_4000,12,rekoppelnd_stabil,rekoppelnd_stabil,0.631579,eng_getragen,0.203809,0.865117,0.648648
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_STRESS_4000,3,bruchuebergang,bruchuebergang,0.157895,fragmentiert,0.203809,0.865117,0.648648
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,LONG2024_5M_BTC_STRESS_4000,2,rekoppelnd_offen,rekoppelnd_offen,0.105263,breit_driftend,0.203809,0.865117,0.648648
