run,world,episodes,top_preview_symbols,top_families,depth_states,effect_classes,avg_mcm_preview_anchor_depth_score,avg_mcm_preview_anchor_profile_proximity,avg_mcm_preview_anchor_world_count,avg_mcm_carry_quality,avg_mcm_rekopplung_quality,avg_mcm_strain_quality,avg_mcm_sensory_coupling,avg_mini_afterimage
dio_mini_lauf_32,BTC_STRESS_2024_5M,3994,dio_mcm_episode_0icnf2v:2620;dio_mcm_episode_0wo0tz1:401;dio_mcm_episode_12tgchq:323;dio_mcm_episode_13vl4wk:177;dio_mcm_episode_1qlxgj7:115;dio_mcm_episode_0nu3wih:67;dio_mcm_episode_0ca57t8:66;dio_mcm_episode_1rj8742:63;dio_mcm_episode_0m8cxz1:39;dio_mcm_episode_0bsaqu1:12;dio_mcm_episode_1iwpq62:9;dio_mcm_episode_15z3zml:9,dio_104t:350;dio_0l7p:284;dio_155c:175;dio_0m9z:164;dio_14wj:164;dio_0h9h:125;dio_06s7:94;dio_17ct:76;dio_06er:75;dio_0pz6:68;dio_03uk:68;dio_00ly:67,multiworld_depth_seed:3942;surface_anchor:25;recurring_depth_seed:25;local_depth_seed:2,stabil:3987;tragend_unruhig:7,0.786235,0.739617,25.016775,0.552336,0.711363,0.157853,0.853656,0.590223
dio_mini_lauf_33,BTC_STRESS_2025_5M,3994,dio_mcm_episode_0icnf2v:2023;dio_mcm_episode_1rj8742:870;dio_mcm_episode_0wo0tz1:419;dio_mcm_episode_12tgchq:255;dio_mcm_episode_1qlxgj7:134;dio_mcm_episode_1rzvh02:45;dio_mcm_episode_0tfzgic:30;dio_mcm_episode_0m8cxz1:14;dio_mcm_episode_0hiolzy:12;dio_mcm_episode_00svqqo:9;dio_mcm_episode_08g1nk4:9;dio_mcm_episode_13nf5kn:9,dio_104t:340;dio_0l7p:281;dio_14wj:190;dio_0m9z:177;dio_155c:156;dio_0h9h:156;dio_00ly:87;dio_1kpz:85;dio_0pz6:75;dio_06s7:73;dio_1jc2:66;dio_17ct:65,multiworld_depth_seed:3925;recurring_depth_seed:48;surface_anchor:19;local_depth_seed:2,stabil:3982;tragend_unruhig:12,0.774035,0.741455,27.170255,0.553426,0.711924,0.157321,0.854186,0.595049
dio_mini_lauf_34,BTC_SHIFT_2025_15M_16000_17000,994,dio_mcm_episode_1rj8742:435;dio_mcm_episode_1qlxgj7:280;dio_mcm_episode_0wo0tz1:221;dio_mcm_episode_0m8cxz1:11;dio_mcm_episode_1eav7xq:4;dio_mcm_episode_0mfdlry:3;dio_mcm_episode_0d5sirp:3;dio_mcm_episode_1elnwvw:3;dio_mcm_episode_1y7uo9c:3;dio_mcm_episode_0ywk0vd:3;dio_mcm_episode_18uls48:3;dio_mcm_episode_0vcr3lw:3,dio_104t:102;dio_0l7p:73;dio_14wj:50;dio_0m9z:47;dio_0h9h:46;dio_155c:46;dio_06er:26;dio_00ly:22;dio_06s7:20;dio_17ct:18;dio_1kpz:17;dio_01hu:15,multiworld_depth_seed:963;recurring_depth_seed:26;surface_anchor:3;local_depth_seed:2,stabil:992;tragend_unruhig:2,0.701617,0.675033,28.32998,0.52663,0.7025,0.152834,0.854349,0.39664
dio_mini_lauf_35,BTC_SHIFT_2025_30M_10000_11000,994,dio_mcm_episode_1rj8742:498;dio_mcm_episode_0nu3wih:155;dio_mcm_episode_0icnf2v:91;dio_mcm_episode_1qlxgj7:78;dio_mcm_episode_0wo0tz1:49;dio_mcm_episode_0ca57t8:38;dio_mcm_episode_1aejc9m:32;dio_mcm_episode_0bsaqu1:5;dio_mcm_episode_1eav7xq:5;dio_mcm_episode_12tgchq:5;dio_mcm_episode_0d5sirp:3;dio_mcm_episode_0vcr3lw:3,dio_104t:89;dio_0l7p:68;dio_14wj:61;dio_155c:44;dio_0m9z:43;dio_0h9h:42;dio_1kpz:25;dio_06s7:24;dio_00ly:20;dio_19pg:17;dio_06er:16;dio_1lsu:15,multiworld_depth_seed:963;recurring_depth_seed:28;surface_anchor:3,stabil:992;tragend_unruhig:2,0.703405,0.667682,27.125755,0.523606,0.70024,0.154093,0.850725,0.381222
dio_mini_lauf_36,BTC_SHIFT_2025_1H_4000_5000,994,dio_mcm_episode_1rj8742:545;dio_mcm_episode_0wo0tz1:169;dio_mcm_episode_1qlxgj7:112;dio_mcm_episode_0tfzgic:69;dio_mcm_episode_0icnf2v:15;dio_mcm_episode_0ca57t8:12;dio_mcm_episode_0m8cxz1:6;dio_mcm_episode_1eav7xq:5;dio_mcm_episode_0nn6ri9:3;dio_mcm_episode_1kwexso:3;dio_mcm_episode_16nc9gj:3;dio_mcm_episode_0vcr3lw:3,dio_0l7p:89;dio_104t:86;dio_155c:44;dio_14wj:41;dio_0m9z:38;dio_0h9h:34;dio_06er:29;dio_03uk:23;dio_1lsu:22;dio_1r55:19;dio_0nlj:19;dio_0dd2:19,multiworld_depth_seed:963;recurring_depth_seed:31,stabil:991;tragend_unruhig:3,0.706107,0.675386,29.526157,0.527052,0.7028,0.152758,0.855122,0.398382
