world,transition,from_role,to_role,start_tick,previous_duration,current_duration,current_raw_field_intake,current_rekopplung,current_strain
SYNTH_DESYNC_AXES,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,2,1,1,0.008541,0.731652,0.089642
SYNTH_DESYNC_AXES,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,3,1,429,0.01205844522144522,0.7614177995337995,0.11906865034965036
SYNTH_DESYNC_AXES,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,432,429,1,0.015571,0.68809,0.133933
SYNTH_DESYNC_AXES,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,433,1,3,0.007739333333333333,0.761517,0.120226
SYNTH_DESYNC_AXES,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,436,3,2,0.0133665,0.725088,0.100269
SYNTH_DESYNC_AXES,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,438,2,22,0.013298500000000001,0.7622154545454546,0.12024581818181819
SYNTH_DESYNC_AXES,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,460,22,1,0.025688,0.722502,0.115926
SYNTH_DESYNC_AXES,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,461,1,11,0.012981545454545456,0.7623638181818181,0.1202599090909091
SYNTH_DESYNC_AXES,zentrum_stabil->offene_variante,zentrum_stabil,offene_variante,472,11,1,0.030594,0.680915,0.142982
SYNTH_DESYNC_AXES,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,473,1,396,0.01199171717171717,0.7625115101010101,0.11958158333333332
SYNTH_DESYNC_AXES,zentrum_stabil->rekopplungsnaehe,zentrum_stabil,rekopplungsnaehe,869,396,1,0.02918,0.708718,0.114579
SYNTH_DESYNC_AXES,rekopplungsnaehe->zentrum_stabil,rekopplungsnaehe,zentrum_stabil,870,1,30,0.011660266666666667,0.7659526666666667,0.12021133333333332
SYNTH_DESYNC_AXES,zentrum_stabil->spannungsrand_kippnaehe,zentrum_stabil,spannungsrand_kippnaehe,900,30,2,0.592438,0.581966,0.3291775
SYNTH_DESYNC_AXES,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,902,2,2,0.2538515,0.6479175,0.199658
SYNTH_DESYNC_AXES,offene_variante->spannungsrand_kippnaehe,offene_variante,spannungsrand_kippnaehe,904,2,1,0.429848,0.586212,0.28071
SYNTH_DESYNC_AXES,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,905,1,3,0.165079,0.6702473333333333,0.16826966666666665
SYNTH_DESYNC_AXES,offene_variante->zentrum_stabil,offene_variante,zentrum_stabil,908,3,10,0.012128,0.7720416,0.11979
SYNTH_DESYNC_AXES,zentrum_stabil->spannungsrand_kippnaehe,zentrum_stabil,spannungsrand_kippnaehe,918,10,1,0.54193,0.552709,0.321915
SYNTH_DESYNC_AXES,spannungsrand_kippnaehe->offene_variante,spannungsrand_kippnaehe,offene_variante,919,1,5,0.23797100000000002,0.6661492,0.18025980000000003
SYNTH_DESYNC_AXES,offene_variante->rekopplungsnaehe,offene_variante,rekopplungsnaehe,924,5,1,0.109461,0.708928,0.12458
