row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_summary,follow5000_6000,PAXG,31,lokale_qualitaet_reproduziert:10; fehlt_im_folgefenster:8; lokale_qualitaet_wird_nullnah:4; lokale_qualitaet_wird_kernnah:3; lokale_qualitaet_wird_nachhallnah:3; lokale_qualitaet_wird_offen:3,fehlt:8; phase_ohne_nullfamilie:6; phase_nullnah:6; phase_offen_gemischt:5; phase_kernnah:3; phase_nachhallnah_ohne_kern:3,,,,,,,
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_04uf,spaet,phase_nullnah,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_06er,spaet,phase_offen_gemischt,lokale_qualitaet_reproduziert,phase_offen_gemischt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_07o8,frueh,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_07o8,mitte,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_07o8,spaet,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_09bn,mitte,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0dd2,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0l7p,mitte,phase_offen_gemischt,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0nlj,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0pz6,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0pz6,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0pz6,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_0z9t,spaet,phase_offen_gemischt,lokale_qualitaet_wird_nullnah,phase_nullnah,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_104t,mitte,phase_offen_gemischt,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_12fw,frueh,phase_ohne_nullfamilie,lokale_qualitaet_wird_nullnah,phase_nullnah,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_12fw,mitte,phase_ohne_nullfamilie,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_12fw,spaet,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_14wj,spaet,phase_offen_gemischt,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_155c,spaet,phase_offen_gemischt,lokale_qualitaet_wird_nullnah,phase_nullnah,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_17ct,mitte,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_19pg,frueh,phase_offen_gemischt,lokale_qualitaet_wird_nullnah,phase_nullnah,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_19pg,spaet,phase_nullnah,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1ewh,spaet,phase_offen_gemischt,lokale_qualitaet_reproduziert,phase_offen_gemischt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1kpz,mitte,phase_nullnah,lokale_qualitaet_wird_offen,phase_offen_gemischt,phase_nullnah,phase_nullnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1oye,frueh,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1oye,mitte,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1oye,spaet,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1u5i,mitte,phase_kernnah,lokale_qualitaet_wird_nachhallnah,phase_nachhallnah_ohne_kern,phase_kernnah,phase_kernnah
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1xrt,frueh,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1xrt,mitte,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,follow5000_6000,PAXG,,,,dio_1xrt,spaet,phase_ohne_nullfamilie,lokale_qualitaet_reproduziert,phase_ohne_nullfamilie,phase_ohne_nullfamilie,phase_ohne_nullfamilie
