token,world,start_tick,end_tick,duration,entry_token,exit_token,role_profile,avg_rekopplung,avg_strain,avg_loudness,avg_blur,avg_tension
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5443,5447,5,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:5,0.7083802,0.1433546,0.1694572,0.293535,0.08798120000000001
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5506,5506,1,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:1,0.74193,0.114958,0.145779,0.208464,0.072741
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5510,5553,44,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:38; offene_variante:5; spannungsrand_kippnaehe:1,0.7112415227272727,0.14859054545454545,0.22746820454545455,0.2911878636363636,0.11120690909090909
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5555,5562,8,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:7; offene_variante:1,0.7122341249999999,0.1446235,0.19654675000000002,0.302193125,0.101234375
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5617,5624,8,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:8,0.714946625,0.14571525,0.24187075,0.261893875,0.119428375
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5629,5630,2,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:2,0.711753,0.147972,0.2021195,0.3588615,0.1031585
dio_mcm_episode_0ykar6i,DOGE_2024_5M,5633,5640,8,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:7; offene_variante:1,0.720647875,0.14458825,0.186058875,0.309700625,0.09567975000000001
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2139,2224,86,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:63; offene_variante:23,0.7006270930232558,0.1498018488372093,0.18307947674418604,0.36777974418604653,0.09841269767441861
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2293,2368,76,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:64; offene_variante:11; spannungsrand_kippnaehe:1,0.7113639868421052,0.14907626315789474,0.20321240789473685,0.31451723684210525,0.10358590789473685
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2588,2919,332,dio_mcm_episode_0b7nep9,dio_mcm_episode_0ybr5e3,zentrum_stabil:293; offene_variante:37; spannungsrand_kippnaehe:2,0.7161807680722891,0.14441072289156628,0.176843421686747,0.32913402108433737,0.09279697590361446
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2928,2928,1,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,offene_variante:1,0.695885,0.192389,0.455806,0.409887,0.210095
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2930,2930,1,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,zentrum_stabil:1,0.68354,0.17745,0.454661,0.378534,0.227737
dio_mcm_episode_0ykar6i,PAXG_2025_5M,2932,2963,32,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,zentrum_stabil:27; offene_variante:5,0.70952790625,0.160186375,0.2685288125,0.3292551875,0.13306
dio_mcm_episode_0ykar6i,PAXG_2025_5M,3022,3039,18,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,zentrum_stabil:16; offene_variante:2,0.708406,0.15134566666666668,0.22317977777777775,0.3446453888888889,0.11141677777777777
dio_mcm_episode_0ykar6i,PAXG_2025_5M,5359,5374,16,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0b7nep9,zentrum_stabil:11; offene_variante:5,0.7080199375,0.1549300625,0.2241106875,0.37002725,0.11416831250000001
dio_mcm_episode_0ykar6i,PAXG_2025_5M,5982,5982,1,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:1,0.726785,0.133776,0.040715,0.389041,0.039642
dio_mcm_episode_0ykar6i,PAXG_2025_5M,5985,5994,10,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:9; spannungsrand_kippnaehe:1,0.7248399,0.1437446,0.15469839999999999,0.3009019,0.0815196
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6008,6014,7,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:5; offene_variante:2,0.7205202857142857,0.139688,0.15232114285714288,0.33389857142857143,0.0824722857142857
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6024,6028,5,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:5,0.7241982,0.1396962,0.1326378,0.326401,0.0723956
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6052,6054,3,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:3,0.7359876666666666,0.12128233333333334,0.14256766666666668,0.18556766666666666,0.07164
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6061,6144,84,dio_mcm_episode_0b7nep9,dio_mcm_episode_1pmt8u2,zentrum_stabil:77; offene_variante:7,0.7250125238095239,0.14274507142857143,0.1792092857142857,0.3145479761904762,0.09315810714285715
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6267,6269,3,dio_mcm_episode_0b7nep9,dio_mcm_episode_0ybr5e3,zentrum_stabil:3,0.717609,0.13929633333333333,0.20264533333333334,0.317337,0.10187733333333333
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6272,6273,2,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0b7nep9,offene_variante:2,0.696442,0.17201450000000001,0.218227,0.38807749999999996,0.112851
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6276,6281,6,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:5; offene_variante:1,0.7188515,0.14404983333333332,0.15359716666666667,0.36148633333333335,0.08000683333333333
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6289,6305,17,dio_mcm_episode_0b7nep9,dio_mcm_episode_0ybr5e3,zentrum_stabil:17,0.7241398823529411,0.1416685294117647,0.14923341176470586,0.3344047647058823,0.0817715294117647
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6358,6358,1,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,zentrum_stabil:1,0.67,0.173453,0.463577,0.358567,0.213851
dio_mcm_episode_0ykar6i,PAXG_2025_5M,6848,6914,67,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0ybr5e3,zentrum_stabil:54; offene_variante:13,0.7154358059701492,0.14839464179104478,0.19569746268656715,0.33712016417910445,0.10233258208955225
dio_mcm_episode_0ykar6i,PAXG_2025_5M,9444,9994,551,dio_mcm_episode_0ybr5e3,-,zentrum_stabil:421; offene_variante:130,0.7054084809437386,0.1500935607985481,0.17569902903811252,0.3775760290381125,0.09539123956442831
dio_mcm_episode_0ykar6i,XRP_2024_5M,4052,4069,18,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:16; offene_variante:2,0.7134269444444444,0.14332444444444445,0.1807956666666667,0.2643824444444445,0.09243961111111111
dio_mcm_episode_0ykar6i,XRP_2024_5M,4093,4106,14,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:12; offene_variante:1; spannungsrand_kippnaehe:1,0.713561,0.14737414285714287,0.1899687142857143,0.3019735,0.09558807142857143
dio_mcm_episode_0ykar6i,XRP_2024_5M,4117,5060,944,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:797; offene_variante:140; spannungsrand_kippnaehe:7,0.7113699830508475,0.14984167266949153,0.20661974788135595,0.32472379449152544,0.10437249576271186
dio_mcm_episode_0ykar6i,XRP_2024_5M,5070,5071,2,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:2,0.73021,0.1284255,0.1469155,0.189892,0.0768115
dio_mcm_episode_0ykar6i,XRP_2024_5M,5073,5073,1,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:1,0.730339,0.127176,0.120452,0.333511,0.068042
dio_mcm_episode_0ykar6i,XRP_2024_5M,5075,5076,2,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:2,0.7194505,0.1442525,0.129872,0.3756745,0.07497699999999999
dio_mcm_episode_0ykar6i,XRP_2024_5M,5083,5094,12,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:10; offene_variante:2,0.7141943333333334,0.145765,0.20435183333333332,0.30790708333333333,0.10195833333333333
dio_mcm_episode_0ykar6i,XRP_2024_5M,6408,6410,3,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:3,0.7266066666666666,0.12973866666666667,0.174198,0.27808133333333335,0.08932566666666665
dio_mcm_episode_0ykar6i,XRP_2024_5M,6419,6423,5,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,zentrum_stabil:5,0.7258894,0.13814900000000002,0.1557008,0.2668818,0.07951280000000001
dio_mcm_episode_0ykar6i,XRP_2024_5M,6812,7395,584,dio_mcm_episode_0b7nep9,dio_mcm_episode_0geqqo3,zentrum_stabil:508; offene_variante:74; spannungsrand_kippnaehe:2,0.7156652311643835,0.14568437499999998,0.19308375,0.31724130993150684,0.09795747602739727
dio_mcm_episode_0ykar6i,XRP_2024_5M,7418,7509,92,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:75; offene_variante:16; spannungsrand_kippnaehe:1,0.709808597826087,0.15129595652173913,0.19794675,0.3558985326086957,0.1009528043478261
dio_mcm_episode_0ykar6i,XRP_2024_5M,7516,7531,16,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:12; offene_variante:3; spannungsrand_kippnaehe:1,0.7103759375,0.1587375625,0.2370809375,0.3371278125,0.11534312499999999
dio_mcm_episode_0ykar6i,XRP_2024_5M,7549,7550,2,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:2,0.7090190000000001,0.15057350000000003,0.247673,0.413017,0.125047
dio_mcm_episode_0ykar6i,XRP_2024_5M,7559,7563,5,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:5,0.7106982000000001,0.1519912,0.24141759999999998,0.3378744,0.1231446
dio_mcm_episode_0ykar6i,XRP_2024_5M,7570,7570,1,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:1,0.740515,0.125025,0.206752,0.183029,0.102336
dio_mcm_episode_0ykar6i,XRP_2024_5M,7576,7584,9,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:8; offene_variante:1,0.7025363333333333,0.16117022222222221,0.2655448888888889,0.3091962222222222,0.13368222222222223
dio_mcm_episode_0ykar6i,XRP_2024_5M,7592,7615,24,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:20; offene_variante:4,0.7108527499999999,0.15288941666666667,0.23185037500000003,0.2866345,0.11443475000000002
dio_mcm_episode_0ykar6i,XRP_2024_5M,7619,7625,7,dio_mcm_episode_0geqqo3,dio_mcm_episode_0geqqo3,zentrum_stabil:6; offene_variante:1,0.7112221428571429,0.15034514285714287,0.24799914285714286,0.3122462857142857,0.12076671428571428
dio_mcm_episode_0ykar6i,XRP_2025_5M,2063,2094,32,dio_mcm_episode_1qqnvqf,dio_mcm_episode_0b7nep9,zentrum_stabil:26; offene_variante:6,0.70496078125,0.1509048125,0.20225046875,0.37462734375,0.10417234375
