world,family,relation,total,open_count,mature_count,open_share,mature_share,avg_rekopplung,avg_adaptive_rekopplung,avg_strain,avg_role_experience,avg_path_experience
DOGE_2025_FOLLOW,dio_10dv,offen_und_gereift,37,32,4,0.864865,0.108108,0.721233,0.761382,0.136478,0.195946,0.081081
DOGE_2025_FOLLOW,dio_104t,offen_und_gereift,348,27,320,0.077586,0.919540,0.722758,0.757336,0.148415,0.915469,0.047055
DOGE_2025_FOLLOW,dio_1nmh,nur_gereift,18,0,17,0.000000,0.944444,0.697244,0.736823,0.157212,0.944444,0.611111
DOGE_2025_FOLLOW,dio_17dc,nur_gereift,12,0,11,0.000000,0.916667,0.701284,0.741220,0.142894,0.916667,0.135417
DOGE_2025_FOLLOW,dio_0obq,offen_und_gereift,59,57,1,0.966102,0.016949,0.704633,0.742425,0.156625,0.124294,0.000000
DOGE_2025_FOLLOW,dio_0h9h,offen_und_gereift,135,61,73,0.451852,0.540741,0.722987,0.760363,0.138571,0.583951,0.044444
DOGE_2025_FOLLOW,dio_09rg,nur_gereift,2,0,1,0.000000,0.500000,0.662919,0.687548,0.178358,0.500000,0.500000
DOGE_2025_FOLLOW,dio_1gp2,offen_und_gereift,42,36,5,0.857143,0.119048,0.705415,0.742096,0.148723,0.250000,0.056548
DOGE_2025_FOLLOW,dio_0fe7,offen_und_gereift,42,40,1,0.952381,0.023810,0.713456,0.752849,0.135469,0.174603,0.000000
DOGE_2025_FOLLOW,dio_0ein,offen_und_gereift,12,2,9,0.166667,0.750000,0.707899,0.747547,0.127646,0.763889,0.166667
DOGE_2025_FOLLOW,dio_0if9,offen_und_gereift,5,3,1,0.600000,0.200000,0.678378,0.715089,0.161589,0.233333,0.000000
DOGE_2025_FOLLOW,dio_0sa1,offen_und_gereift,3,1,2,0.333333,0.666667,0.641977,0.684769,0.205853,0.666667,0.708333
DOGE_2025_FOLLOW,dio_04uf,offen_und_gereift,35,32,3,0.914286,0.085714,0.693995,0.731638,0.164353,0.123809,0.046429
DOGE_2025_FOLLOW,dio_0g2r,offen_und_gereift,49,40,9,0.816327,0.183673,0.706688,0.744782,0.147083,0.284013,0.022959
DOGE_2025_FOLLOW,dio_0u1o,offen_und_gereift,23,15,8,0.652174,0.347826,0.678085,0.715794,0.183329,0.257246,0.173913
DOGE_2025_FOLLOW,dio_1o0u,offen_und_gereift,15,2,13,0.133333,0.866667,0.694065,0.737912,0.156026,0.883333,0.441667
DOGE_2025_FOLLOW,dio_0bgx,offen_und_gereift,11,6,5,0.545455,0.454545,0.669200,0.709086,0.183911,0.250000,0.386364
DOGE_2025_FOLLOW,dio_1un4,offen_und_gereift,5,3,2,0.600000,0.400000,0.633550,0.671872,0.224680,0.350000,0.200000
DOGE_2025_FOLLOW,dio_155c,offen_und_gereift,225,26,199,0.115556,0.884444,0.715655,0.751544,0.155177,0.896667,0.006111
DOGE_2025_FOLLOW,dio_0pz6,offen_und_gereift,57,36,21,0.631579,0.368421,0.725113,0.765640,0.131469,0.466374,0.127193
DOGE_2025_FOLLOW,dio_13o0,offen_und_gereift,13,5,8,0.384615,0.615385,0.727168,0.774483,0.108865,0.589743,0.413462
DOGE_2025_FOLLOW,dio_06er,offen_und_gereift,63,32,31,0.507937,0.492063,0.732366,0.772932,0.121746,0.522487,0.418651
DOGE_2025_FOLLOW,dio_1t9l,offen_und_gereift,4,1,3,0.250000,0.750000,0.653399,0.696585,0.198770,0.520833,0.250000
DOGE_2025_FOLLOW,dio_05yg,offen_und_gereift,32,14,18,0.437500,0.562500,0.684373,0.720500,0.175834,0.296875,0.347656
DOGE_2025_FOLLOW,dio_02x1,offen_und_gereift,9,4,5,0.444444,0.555556,0.688495,0.733086,0.154460,0.629630,0.208333
DOGE_2025_FOLLOW,dio_0lsd,offen_und_gereift,13,11,2,0.846154,0.153846,0.684242,0.725110,0.163823,0.128205,0.115385
DOGE_2025_FOLLOW,dio_1v2w,offen_und_gereift,25,16,9,0.640000,0.360000,0.679668,0.714898,0.174201,0.270000,0.225000
DOGE_2025_FOLLOW,dio_00ly,nur_offen,83,83,0,1.000000,0.000000,0.722676,0.762177,0.132889,0.282128,0.000000
DOGE_2025_FOLLOW,dio_1tiu,offen_und_gereift,26,3,23,0.115385,0.884615,0.724493,0.767996,0.123577,0.871795,0.456731
DOGE_2025_FOLLOW,dio_0nlj,offen_und_gereift,35,33,2,0.942857,0.057143,0.731118,0.775267,0.115545,0.128571,0.017857
DOGE_2025_FOLLOW,dio_04k7,nur_gereift,2,0,2,0.000000,1.000000,0.702114,0.755670,0.121062,0.708333,0.812500
DOGE_2025_FOLLOW,dio_00ja,offen_und_gereift,52,26,26,0.500000,0.500000,0.697452,0.733025,0.161232,0.386218,0.146635
DOGE_2025_FOLLOW,dio_1udx,offen_und_gereift,12,2,10,0.166667,0.833333,0.667753,0.708924,0.187742,0.666667,0.458333
DOGE_2025_FOLLOW,dio_1e0y,nur_gereift,9,0,9,0.000000,1.000000,0.685351,0.730071,0.161610,0.944444,0.416667
DOGE_2025_FOLLOW,dio_0jho,offen_und_gereift,7,5,2,0.714286,0.285714,0.665373,0.705336,0.181470,0.083333,0.285714
DOGE_2025_FOLLOW,dio_1cic,offen_und_gereift,30,5,25,0.166667,0.833333,0.712479,0.753050,0.133006,0.833333,0.287500
DOGE_2025_FOLLOW,dio_0oc3,offen_und_gereift,70,66,4,0.942857,0.057143,0.697616,0.735118,0.167734,0.139286,0.041071
DOGE_2025_FOLLOW,dio_161t,nur_gereift,17,0,17,0.000000,1.000000,0.703788,0.747012,0.144481,0.975490,0.625000
DOGE_2025_FOLLOW,dio_0jsd,offen_und_gereift,11,2,9,0.181818,0.818182,0.665752,0.705338,0.194296,0.681818,0.272727
DOGE_2025_FOLLOW,dio_17ct,offen_und_gereift,81,65,16,0.802469,0.197531,0.715985,0.754792,0.146863,0.364197,0.098765
DOGE_2025_FOLLOW,dio_1rrr,nur_gereift,5,0,5,0.000000,1.000000,0.673835,0.718323,0.174676,0.850000,0.000000
DOGE_2025_FOLLOW,dio_1o4z,offen_und_gereift,26,18,8,0.692308,0.307692,0.701647,0.741333,0.149771,0.298077,0.072115
DOGE_2025_FOLLOW,dio_0dd2,offen_und_gereift,56,25,31,0.446429,0.553571,0.723881,0.764305,0.135056,0.604167,0.035714
DOGE_2025_FOLLOW,dio_0z9t,offen_und_gereift,52,21,31,0.403846,0.596154,0.713110,0.752490,0.147270,0.629808,0.430288
DOGE_2025_FOLLOW,dio_17rn,offen_und_gereift,10,5,5,0.500000,0.500000,0.641271,0.679869,0.223299,0.466667,0.000000
DOGE_2025_FOLLOW,dio_17db,offen_und_gereift,40,18,22,0.450000,0.550000,0.685315,0.722092,0.180222,0.537500,0.181250
DOGE_2025_FOLLOW,dio_1ewh,offen_und_gereift,54,42,12,0.777778,0.222222,0.710651,0.748920,0.145167,0.492284,0.111111
DOGE_2025_FOLLOW,dio_1kpz,offen_und_gereift,46,43,3,0.934783,0.065217,0.726061,0.767779,0.121654,0.269928,0.065217
DOGE_2025_FOLLOW,dio_1aeg,nur_gereift,13,0,13,0.000000,1.000000,0.695765,0.740253,0.156238,0.987179,0.692308
DOGE_2025_FOLLOW,dio_09bn,offen_und_gereift,49,48,1,0.979592,0.020408,0.725352,0.767099,0.129474,0.192177,0.000000
DOGE_2025_FOLLOW,dio_0tay,offen_und_gereift,55,39,16,0.709091,0.290909,0.716859,0.756088,0.140399,0.362121,0.218182
DOGE_2025_FOLLOW,dio_0jkk,offen_und_gereift,33,18,15,0.545455,0.454545,0.682418,0.718138,0.177621,0.358586,0.242424
DOGE_2025_FOLLOW,dio_1mlu,nur_gereift,1,0,1,0.000000,1.000000,0.631917,0.683991,0.217217,1.000000,0.000000
DOGE_2025_FOLLOW,dio_12fw,offen_und_gereift,25,16,9,0.640000,0.360000,0.688166,0.726296,0.165919,0.316667,0.115000
DOGE_2025_FOLLOW,dio_1pij,offen_und_gereift,37,25,12,0.675676,0.324324,0.686701,0.725585,0.176094,0.394144,0.067568
DOGE_2025_FOLLOW,dio_06s7,offen_und_gereift,51,49,2,0.960784,0.039216,0.726678,0.767840,0.123317,0.338235,0.039216
DOGE_2025_FOLLOW,dio_1jc2,offen_und_gereift,39,35,4,0.897436,0.102564,0.730748,0.772904,0.113727,0.200855,0.076923
DOGE_2025_FOLLOW,dio_16i6,offen_und_gereift,3,1,2,0.333333,0.666667,0.611059,0.650046,0.250323,0.666667,0.000000
DOGE_2025_FOLLOW,dio_0v65,offen_und_gereift,11,1,10,0.090909,0.909091,0.703687,0.747021,0.131489,0.916667,0.227273
DOGE_2025_FOLLOW,dio_0m9z,offen_und_gereift,217,58,159,0.267281,0.732719,0.708759,0.742992,0.163810,0.625576,0.288594
DOGE_2025_FOLLOW,dio_1o3j,nur_gereift,3,0,3,0.000000,1.000000,0.686426,0.735790,0.149776,1.000000,0.000000
DOGE_2025_FOLLOW,dio_0z3k,offen_und_gereift,11,4,7,0.363636,0.636364,0.711277,0.758411,0.135278,0.666667,0.363636
DOGE_2025_FOLLOW,dio_1q85,offen_und_gereift,63,60,3,0.952381,0.047619,0.706301,0.744135,0.156962,0.281746,0.043651
DOGE_2025_FOLLOW,dio_1lsu,offen_und_gereift,72,34,38,0.472222,0.527778,0.711514,0.749660,0.149932,0.589120,0.407986
DOGE_2025_FOLLOW,dio_0rgc,nur_gereift,5,0,5,0.000000,1.000000,0.694950,0.741045,0.137805,1.000000,0.650000
DOGE_2025_FOLLOW,dio_1mwv,offen_und_gereift,24,19,5,0.791667,0.208333,0.713119,0.756674,0.137271,0.458333,0.041667
DOGE_2025_FOLLOW,dio_12dx,offen_und_gereift,3,1,2,0.333333,0.666667,0.660795,0.704307,0.173976,0.666667,0.000000
DOGE_2025_FOLLOW,dio_00sp,offen_und_gereift,5,1,4,0.200000,0.800000,0.662855,0.708878,0.186251,0.816667,0.000000
DOGE_2025_FOLLOW,dio_0ahb,offen_und_gereift,10,4,6,0.400000,0.600000,0.681546,0.721929,0.161195,0.316667,0.425000
DOGE_2025_FOLLOW,dio_0z35,offen_und_gereift,6,2,4,0.333333,0.666667,0.707285,0.755673,0.121956,0.708333,0.375000
DOGE_2025_FOLLOW,dio_0j8b,offen_und_gereift,4,2,2,0.500000,0.500000,0.671669,0.713530,0.160790,0.250000,0.250000
DOGE_2025_FOLLOW,dio_1w94,nur_gereift,4,0,4,0.000000,1.000000,0.690604,0.737979,0.139188,1.000000,0.000000
