preview_symbol,count,world_count,top_worlds,top_states,top_effects,top_families,avg_depth,avg_profile,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry,avg_visual_salience,avg_field_pressure,raw_phase_reading
dio_mcm_episode_0vcr3lw,45,8,DOGE_1H_B:13;PAXG_1846_A:7;PAXG_1H_A:6;BTC_1H_A:5;XRP_1H_A:5,multiworld_depth_seed:38;local_depth_seed:5;recurring_depth_seed:2,stabil:45,dio_0l7p:4;dio_104t:4;dio_00ly:3;dio_0h9h:2;dio_0ly7:2,0.710362,0.717143,0.548452,0.148055,0.713875,0.866095,0.152848,0.071385,0.673094,0.077785,-0.018343,0.238694,0.077785,ruhig_getragene_nahe
dio_mcm_episode_1rj8742,3059,8,PAXG_1H_A:645;BTC_1H_C:565;BTC_1H_B:557;DOGE_1H_A:388;DOGE_1H_B:354,multiworld_depth_seed:2176;recurring_depth_seed:557;local_depth_seed:324;surface_anchor:2,stabil:3059,dio_104t:323;dio_0l7p:247;dio_14wj:167;dio_155c:148;dio_0m9z:137,0.676427,0.704262,0.539623,0.15203,0.709188,0.858098,0.162943,0.078781,0.640639,0.084044,0.002681,0.240813,0.084044,zentrumsnah_getragen
dio_mcm_episode_0bsaqu1,47,8,XRP_1H_A:10;BTC_1H_A:9;DOGE_1H_B:9;PAXG_1846_A:5;PAXG_1H_A:5,multiworld_depth_seed:35;local_depth_seed:9;recurring_depth_seed:3,stabil:47,dio_104t:5;dio_0m9z:4;dio_06s7:3;dio_17ct:3;dio_0d03:2,0.628638,0.674442,0.528156,0.149618,0.705512,0.860169,0.155459,0.081331,0.646718,0.086193,-0.023632,0.238176,0.086193,zentrumsnah_getragen
dio_mcm_episode_08g1nk4,26,8,DOGE_1H_A:5;XRP_1H_A:5;BTC_1H_A:4;PAXG_1846_A:3;DOGE_1H_B:3,multiworld_depth_seed:21;local_depth_seed:4;recurring_depth_seed:1,stabil:26,dio_104t:4;dio_05yg:3;dio_19pg:2;dio_155c:2;dio_1kpz:1,0.643974,0.66186,0.52012,0.162936,0.694377,0.834696,0.233435,0.081435,0.624975,0.090374,-0.003033,0.317818,0.090374,sichtbare_uebergangsnaehe
dio_mcm_episode_1eav7xq,40,8,XRP_1H_A:10;BTC_1H_A:8;BTC_1H_C:5;DOGE_1H_B:5;PAXG_1H_A:5,multiworld_depth_seed:29;local_depth_seed:5;surface_anchor:3;recurring_depth_seed:3,stabil:40,dio_104t:4;dio_0l7p:4;dio_1lsu:3;dio_0m9z:3;dio_0nlj:2,0.595998,0.663204,0.522474,0.150522,0.703037,0.858046,0.154336,0.08597,0.635898,0.090276,0.011965,0.24459,0.090276,zentrumsnah_getragen
dio_mcm_episode_1qlxgj7,720,8,BTC_1H_A:274;DOGE_1H_B:127;BTC_1H_C:109;XRP_1H_A:95;PAXG_1H_A:90,multiworld_depth_seed:442;local_depth_seed:232;surface_anchor:42;recurring_depth_seed:4,stabil:720,dio_104t:62;dio_0l7p:52;dio_0h9h:34;dio_155c:33;dio_0m9z:27,0.541518,0.627754,0.504675,0.156129,0.692981,0.847221,0.187411,0.086322,0.622141,0.091619,0.006642,0.282816,0.091619,zentrumsnah_getragen
