phase,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,rekopplung,carry,strain,raw_field_intake,auditory_loudness,visual_sharpness
ruhig_vorlast,350,0.951429,0.017143,0.002857,0.028571,0.755013,0.609588,0.120382,0.021374,0.030821,0.836117
oeffnung,350,0.965714,0.017143,0.002857,0.014286,0.752526,0.606675,0.120901,0.027173,0.038626,0.830167
bruch_impuls,350,0.711429,0.154286,0.0,0.134286,0.725707,0.555464,0.126227,0.060307,0.093045,0.794966
randflackern,350,0.185714,0.657143,0.0,0.157143,0.688917,0.499947,0.153478,0.095732,0.149285,0.623528
gegenpol,350,0.888571,0.045714,0.002857,0.062857,0.739688,0.581763,0.120609,0.045205,0.067611,0.814976
rekopplung,350,0.982857,0.011429,0.002857,0.002857,0.755832,0.6154,0.121769,0.026109,0.037573,0.833514
ruhe_nachhall,350,0.988571,0.005714,0.002857,0.002857,0.758052,0.617947,0.121579,0.02342,0.034739,0.836438
zweiter_kippimpuls,250,0.92,0.048,0.004,0.028,0.732715,0.577368,0.131376,0.070811,0.114825,0.784433
zweite_rekopplung,294,0.982993,0.010204,0.0,0.006803,0.755432,0.613988,0.121025,0.026758,0.039828,0.83041
