pair,count,worlds,dominant_world,dominant_role_shift,pressure_delta,sharpness_delta,focus_delta,rekopplung_delta,loudness_delta
dio_mcm_episode_1hdpu9s->dio_mcm_episode_0e7qvj1,42,4,SOL2025_5M_STRESS_4K_5m (19/42),zentrum_stabil->offene_variante (16/42),0.044794,-0.100456,0.016163,-0.032275,0.105178
dio_mcm_episode_0e7qvj1->dio_mcm_episode_1hdpu9s,41,4,SOL2025_5M_STRESS_4K_5m (18/41),zentrum_stabil->zentrum_stabil (38/41),-0.025115,0.137309,-0.016392,0.013115,-0.059961
dio_mcm_episode_0mji3u6->dio_mcm_episode_0e7qvj1,18,3,SOL2025_5M_STRESS_4K_5m (11/18),zentrum_stabil->zentrum_stabil (13/18),0.001268,0.139341,0.003675,0.004475,0.036047
dio_mcm_episode_1hdpu9s->dio_mcm_episode_1rxdw4p,15,3,SOL2025_5M_STRESS_4K_5m (9/15),zentrum_stabil->zentrum_stabil (13/15),0.024315,0.155956,0.034401,-0.018152,0.110481
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0lfde2c,13,2,BTC2025_5M_QUIET_4K_5m (7/13),zentrum_stabil->offene_variante (6/13),0.093508,-0.004691,0.047108,-0.059258,0.257971
dio_mcm_episode_1rxdw4p->dio_mcm_episode_1hdpu9s,11,3,SOL2025_5M_STRESS_4K_5m (8/11),zentrum_stabil->zentrum_stabil (7/11),0.004434,-0.232956,-0.001702,-0.002656,-0.029011
dio_mcm_episode_1q3us3f->dio_mcm_episode_1hdpu9s,11,3,BTC2025_5M_QUIET_4K_5m (6/11),zentrum_stabil->zentrum_stabil (6/11),0.078538,-0.096738,0.071249,-0.050421,0.240334
dio_mcm_episode_0qzjuvj->dio_mcm_episode_0z748ck,10,4,SOL2025_5M_QUIET_4K_5m (4/10),zentrum_stabil->zentrum_stabil (6/10),-0.015980,-0.003196,-0.001217,0.006876,-0.040809
dio_mcm_episode_0z748ck->dio_mcm_episode_0e7qvj1,10,3,BTC2025_5M_STRESS_4K_5m (5/10),zentrum_stabil->zentrum_stabil (7/10),-0.001393,-0.034682,0.004541,-0.000513,0.001848
dio_mcm_episode_0lfde2c->dio_mcm_episode_1rxdw4p,9,2,BTC2025_5M_QUIET_4K_5m (6/9),zentrum_stabil->zentrum_stabil (7/9),-0.046605,0.071837,-0.020843,0.022382,-0.148430
dio_mcm_episode_0jbl5pq->dio_mcm_episode_0qzjuvj,9,4,BTC2025_5M_STRESS_4K_5m (4/9),zentrum_stabil->zentrum_stabil (8/9),0.000226,-0.072127,0.015040,0.003978,0.023696
dio_mcm_episode_1hdpu9s->dio_mcm_episode_1q3us3f,9,3,BTC2025_5M_QUIET_4K_5m (6/9),zentrum_stabil->zentrum_stabil (7/9),-0.034326,0.179374,-0.038639,0.019104,-0.088309
dio_mcm_episode_18n06fj->dio_mcm_episode_0mji3u6,9,3,SOL2025_5M_STRESS_4K_5m (6/9),zentrum_stabil->zentrum_stabil (5/9),-0.000540,0.063168,0.019155,0.006552,0.025489
dio_mcm_episode_0lne9ax->dio_mcm_episode_0jbl5pq,8,3,SOL2025_5M_QUIET_4K_5m (3/8),zentrum_stabil->zentrum_stabil (6/8),-0.021098,0.019301,-0.020538,0.008080,-0.084651
dio_mcm_episode_0e7qvj1->dio_mcm_episode_19a388p,7,3,BTC2025_5M_STRESS_4K_5m (3/7),zentrum_stabil->spannungsrand_kippnaehe (6/7),0.261262,-0.136641,0.142536,-0.168984,0.719120
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0mji3u6,7,3,SOL2025_5M_STRESS_4K_5m (4/7),zentrum_stabil->offene_variante (3/7),0.005617,-0.218334,0.022146,-0.002463,0.003189
dio_mcm_episode_0aztxel->dio_mcm_episode_0hjnwsk,7,3,SOL2025_5M_STRESS_4K_5m (3/7),zentrum_stabil->zentrum_stabil (3/7),0.015469,0.063920,0.003776,-0.018733,0.019412
dio_mcm_episode_0mlk2ts->dio_mcm_episode_0lne9ax,6,3,BTC2025_5M_STRESS_4K_5m (4/6),zentrum_stabil->zentrum_stabil (5/6),-0.017150,0.069303,-0.030717,0.012289,-0.045052
dio_mcm_episode_0lfde2c->dio_mcm_episode_0e7qvj1,6,2,BTC2025_5M_STRESS_4K_5m (4/6),zentrum_stabil->zentrum_stabil (2/6),0.010112,-0.155321,0.008978,-0.011327,-0.026830
dio_mcm_episode_1rylps5->dio_mcm_episode_0mji3u6,6,3,SOL2025_5M_QUIET_4K_5m (4/6),offene_variante->zentrum_stabil (4/6),-0.028434,-0.007182,-0.053018,0.020752,-0.078629
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0kvu3mb,5,2,SOL2025_5M_STRESS_4K_5m (3/5),zentrum_stabil->spannungsrand_kippnaehe (5/5),0.257940,0.120424,0.146790,-0.158189,0.725821
dio_mcm_episode_10sv6w0->dio_mcm_episode_1rxdw4p,4,2,BTC2025_5M_QUIET_4K_5m (2/4),zentrum_stabil->zentrum_stabil (4/4),-0.030465,-0.065064,-0.006960,0.022110,-0.126398
dio_mcm_episode_0om13wf->dio_mcm_episode_0y1i8dq,4,3,SOL2025_5M_STRESS_4K_5m (2/4),offene_variante->zentrum_stabil (3/4),-0.001390,0.194271,0.039610,0.034463,0.080163
dio_mcm_episode_0l3i7ey->dio_mcm_episode_0lne9ax,4,2,SOL2025_5M_QUIET_4K_5m (2/4),offene_variante->zentrum_stabil (3/4),-0.004029,0.028173,-0.013116,0.001731,-0.004894
dio_mcm_episode_0hjnwsk->dio_mcm_episode_18n06fj,4,2,SOL2025_5M_STRESS_4K_5m (3/4),zentrum_stabil->offene_variante (2/4),-0.024532,-0.068876,-0.059735,0.011439,-0.106762
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0lfde2c,3,2,BTC2025_5M_STRESS_4K_5m (2/3),zentrum_stabil->offene_variante (1/3),0.051033,-0.080371,0.051986,-0.022824,0.178548
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0e7qvj1,3,2,BTC2025_5M_STRESS_4K_5m (2/3),offene_variante->offene_variante (2/3),0.046000,-0.413851,0.029777,-0.046090,0.044990
dio_mcm_episode_1yy9dcm->dio_mcm_episode_1aavr7r,3,3,BTC2025_5M_QUIET_4K_5m (1/3),zentrum_stabil->zentrum_stabil (3/3),0.034419,-0.048984,0.063110,-0.014104,0.125143
dio_mcm_episode_1aavr7r->dio_mcm_episode_10sv6w0,3,3,BTC2025_5M_QUIET_4K_5m (1/3),zentrum_stabil->zentrum_stabil (3/3),0.085863,-0.074586,0.092796,-0.050171,0.284653
dio_mcm_episode_1rviit8->dio_mcm_episode_18n06fj,3,3,BTC2025_5M_STRESS_4K_5m (1/3),zentrum_stabil->zentrum_stabil (2/3),-0.011758,0.446557,-0.018423,0.005141,0.022123
dio_mcm_episode_1q3us3f->dio_mcm_episode_1hs3jsa,3,1,BTC2025_5M_STRESS_4K_5m (3/3),zentrum_stabil->zentrum_stabil (3/3),0.043199,-0.055568,0.053764,-0.026203,0.150039
dio_mcm_episode_0hjnwsk->dio_mcm_episode_0z748ck,3,3,BTC2025_5M_STRESS_4K_5m (1/3),offene_variante->zentrum_stabil (2/3),0.013062,0.118051,0.023115,-0.005907,0.081039
dio_mcm_episode_0mji3u6->dio_mcm_episode_1rylps5,3,1,SOL2025_5M_QUIET_4K_5m (3/3),offene_variante->offene_variante (2/3),0.025214,0.106245,0.071324,-0.015105,0.100767
dio_mcm_episode_0b38ujr->dio_mcm_episode_0aj06nw,2,2,BTC2025_5M_QUIET_4K_5m (1/2),offene_variante->zentrum_stabil (2/2),-0.006982,0.193570,-0.000585,0.016903,0.022651
dio_mcm_episode_0aj06nw->dio_mcm_episode_102i30n,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.043679,0.157372,-0.055647,0.031971,-0.076791
dio_mcm_episode_0db07p4->dio_mcm_episode_1joiyc3,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.007313,-0.028109,-0.008212,0.003110,-0.004165
dio_mcm_episode_1joiyc3->dio_mcm_episode_0kvu3mb,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->spannungsrand_kippnaehe (2/2),0.230171,-0.103894,0.199673,-0.143373,0.616296
dio_mcm_episode_1rxdw4p->dio_mcm_episode_1hs3jsa,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.019485,-0.131341,-0.000600,-0.000852,-0.090283
dio_mcm_episode_1hs3jsa->dio_mcm_episode_1rxdw4p,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),0.099498,-0.258685,0.076870,-0.055589,0.304896
dio_mcm_episode_0sv0ru8->dio_mcm_episode_1yy9dcm,2,1,BTC2025_5M_QUIET_4K_5m (2/2),zentrum_stabil->zentrum_stabil (2/2),-0.053076,0.240314,-0.033777,0.030672,-0.171527
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0feihom,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->spannungsrand_kippnaehe (2/2),0.278868,0.027264,0.171761,-0.177567,0.808535
dio_mcm_episode_1bcj8qx->dio_mcm_episode_1hdpu9s,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),0.001255,0.010833,0.003749,0.004433,0.011449
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0kvnsmd,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->spannungsrand_kippnaehe (2/2),0.223862,-0.051232,0.072637,-0.137126,0.601666
dio_mcm_episode_0f3xyli->dio_mcm_episode_0sv0ru8,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.014409,-0.210217,-0.006707,0.002417,-0.061520
dio_mcm_episode_09w1tmn->dio_mcm_episode_1yy9dcm,2,2,BTC2025_5M_QUIET_4K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.053199,0.075415,-0.005804,0.033214,-0.143116
dio_mcm_episode_1y26981->dio_mcm_episode_17i4j9o,2,2,BTC2025_5M_STRESS_4K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),0.021312,-0.042176,-0.012087,-0.017756,0.010545
dio_mcm_episode_00pcu87->dio_mcm_episode_0198w46,2,1,BTC2025_5M_STRESS_4K_5m (2/2),offene_variante->offene_variante (1/2),0.024254,-0.110619,0.044924,-0.014225,0.066757
dio_mcm_episode_0198w46->dio_mcm_episode_0e7qvj1,2,1,BTC2025_5M_STRESS_4K_5m (2/2),zentrum_stabil->zentrum_stabil (1/2),-0.008106,0.123180,0.024230,0.037181,0.074851
dio_mcm_episode_19a388p->dio_mcm_episode_0ixmssr,2,2,BTC2025_5M_STRESS_4K_5m (1/2),spannungsrand_kippnaehe->zentrum_stabil (2/2),-0.172932,0.376605,0.008806,0.106257,-0.452902
