intake_key;axis;inner_effect_state;mcm_preview_symbol;base_quality;probe_quality;comparison_state;base_events;probe_events;base_balance;probe_balance;balance_delta;base_strain;probe_strain;base_fieldinput;probe_fieldinput;fieldinput_delta
hoeren_hin|inner_effect_stable|dio_mcm_episode_0e7qvj1;hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;young_intake_trace;young_intake_trace;quality_reproduced;1000;994;0.57022;0.572857;0.0026370000000000005;0.133964;0.132832;0.06217;0.061415;-0.0007550000000000057
sehen_abstand|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;young_intake_trace;young_intake_trace;quality_reproduced;848;772;0.490053;0.483649;-0.006404000000000021;0.168622;0.171301;0.116579;0.122389;0.005809999999999996
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;115;70;0.361693;0.369284;0.007591000000000014;0.220307;0.217541;0.227559;0.212682;-0.014877000000000001
