world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
SOL_2024_5M_RECEPTOR,zentrum_stabil,1645,0.824974924774323,0.6506383416413374,0.4038902346504559,0.18064110516717327,0.8803233300911854,0.07066116474164134,0.07974627294832826,0.30334346504559273,0.2814589665653495,0.09300911854103343,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0y8z
SOL_2024_5M_RECEPTOR,offene_variante,278,0.13941825476429287,0.6190864352517986,0.3810164748201439,0.2385054604316547,0.814972,0.16752662230215828,0.15033020143884893,0.0,0.1223021582733813,0.9892086330935251,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_1kpm
SOL_2024_5M_RECEPTOR,spannungsrand_kippnaehe,71,0.03560682046138415,0.5810965352112676,0.3603555492957746,0.31027849295774645,0.720770676056338,0.3074867323943662,0.2559282676056338,0.0,0.028169014084507043,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_04dy
SOL_2024_1H_RECEPTOR,zentrum_stabil,1621,0.8129388164493481,0.651510970388649,0.4036319148673658,0.17823605798889575,0.8813912584824183,0.06996280444170265,0.0796836181369525,0.30845157310302285,0.2825416409623689,0.07896360271437385,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0xvr
SOL_2024_1H_RECEPTOR,offene_variante,316,0.1584754262788365,0.6190802405063291,0.3808045981012658,0.23800169936708862,0.8178736139240506,0.15029691455696204,0.15848806329113924,0.0,0.12974683544303797,0.9936708860759493,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0un2
SOL_2024_1H_RECEPTOR,spannungsrand_kippnaehe,57,0.028585757271815445,0.5744947719298245,0.3496456666666667,0.3183016842105263,0.7021929649122807,0.3422929298245614,0.2715845263157895,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_12gk
BTC_2024_5M_RECEPTOR,zentrum_stabil,1663,0.8340020060180542,0.6523449019843657,0.4045693199037883,0.17658956404088996,0.8814106770895971,0.07099834335538184,0.07796111665664462,0.3000601322910403,0.28382441371016237,0.10282621767889356,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_1oem
BTC_2024_5M_RECEPTOR,offene_variante,275,0.137913741223671,0.6184286072727273,0.37896382545454543,0.2395490036363636,0.8156719054545455,0.16127464363636362,0.15114839636363636,0.0,0.09454545454545454,0.9890909090909091,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1t5bcxp,dio_0nvl
BTC_2024_5M_RECEPTOR,spannungsrand_kippnaehe,56,0.028084252758274825,0.5771781607142856,0.35443125000000003,0.31844535714285715,0.7157458214285715,0.2915867857142857,0.2810228392857143,0.0,0.017857142857142856,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1t5bcxp,dio_1q4y
BTC_2024_1H_RECEPTOR,zentrum_stabil,1659,0.8319959879638916,0.654502995177818,0.40604329355033153,0.17371994575045208,0.8841874321880652,0.0671287860156721,0.07645803375527427,0.30018083182640143,0.28511151295961423,0.09885473176612417,stabil,inner_effect_stable,dio_mcm_episode_1t5bcxp,dio_0zn5
