pair,events,worlds,signature_count,top_signature,top_signature_share,pressure_delta,pressure_std,rekopplung_delta,rekopplung_std,drift_label
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,78,9,8,offene_lage->offene_lage->offene_lage,0.794872,0.015958,0.083249,-0.000045,0.018210,wiederkehrend_variabel
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,73,10,17,offene_lage->offene_lage->offene_lage,0.342466,0.014633,0.117567,-0.003213,0.020735,driftend
