world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
SYNTH_RAND_KIPP_START0,0,250,einzelrekopplung,1,1,1,0,5,244,0.7528198654084836,0.6053871247734269,0.11902319177041637,0.7993661195164845,dio_mcm_episode_1v8o9kh:field_carried:244,data\scan_synth-rand-kipp-start0_start0_size250.csv
SYNTH_RAND_KIPP_START0,250,500,einzelrekopplung,1,1,1,0,8,244,0.7527382348023238,0.604451471241186,0.11915639746857443,0.7993577980954069,dio_mcm_episode_1v8o9kh:field_carried:244,data\scan_synth-rand-kipp-start0_start250_size250.csv
SYNTH_RAND_KIPP_START0,500,750,einzelrekopplung,1,1,1,0,12,244,0.7450010549942264,0.5830835830567415,0.11467310031881202,0.635848135592655,dio_mcm_episode_0d9qets:field_carried:244,data\scan_synth-rand-kipp-start0_start500_size250.csv
SYNTH_RAND_KIPP_START0,750,1000,einzelrekopplung,1,1,1,0,10,244,0.7460076246677095,0.5842565351247032,0.11517551605281305,0.6470087294590698,dio_mcm_episode_0d9qets:field_carried:244,data\scan_synth-rand-kipp-start0_start750_size250.csv
SYNTH_RAND_KIPP_START0,1000,1250,einzelrekopplung,1,1,1,0,6,244,0.7479543425239261,0.5952169710949068,0.11579323117937396,0.7117895133288396,dio_mcm_episode_0d9qets:field_carried:244,data\scan_synth-rand-kipp-start0_start1000_size250.csv
SYNTH_RAND_KIPP_START0,1250,1500,uebergang_mit_randkontakt,3,2,1,1,60,244,0.7133736164115874,0.5359842413649706,0.14256823071406974,0.46168527368170076,dio_mcm_episode_1bdmoa8:field_carried:149; dio_mcm_episode_1rylps5:field_carried:94; dio_mcm_episode_0qvqqtg:field_strained:1,data\scan_synth-rand-kipp-start0_start1250_size250.csv
SYNTH_RAND_KIPP_START0,1500,1750,einzelrekopplung,1,1,1,0,59,244,0.681557754512175,0.4888743408166982,0.16236292859074367,0.10991232377572048,dio_mcm_episode_1rzvd1k:field_carried:244,data\scan_synth-rand-kipp-start0_start1500_size250.csv
SYNTH_RAND_KIPP_START0,1750,2000,einzelrekopplung,1,1,1,0,62,244,0.6816663742013426,0.48871354267857575,0.1628242075711203,0.11214935226251095,dio_mcm_episode_1rzvd1k:field_carried:244,data\scan_synth-rand-kipp-start0_start1750_size250.csv
