world,episodes,highload_episodes,highload_threshold,zentrum,offen,rand_kipp,rekopplungsnaehe,high_zentrum,high_offen,high_rand_kipp,high_rekopplungsnaehe,auditory_loudness,visual_sharpness,visual_blur,raw_field_intake,adapted_field_intake,intake_reduction,adaptation_ratio,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,high_auditory_loudness,high_visual_sharpness,high_visual_blur,high_raw_field_intake,high_adapted_field_intake,high_intake_reduction,high_adaptation_ratio,high_felt_pressure,high_felt_relaxation,high_mcm_tension,high_mcm_coherence,high_mcm_asymmetry
BTC2024_5M_2K,1994,200,0.221854,0.415747,0.419258,0.031093,0.133902,0.0,0.725,0.27,0.005,0.207492,0.653681,0.346319,0.124058,0.105768,0.01829,0.852568,0.114662,0.794386,0.124058,0.604589,0.004276,0.51609,0.625985,0.374015,0.293872,0.23897,0.054902,0.813177,0.233324,0.719332,0.293872,0.510541,0.134927
SOL2024_5M_2K,1994,200,0.219759,0.364594,0.451856,0.032598,0.150953,0.0,0.695,0.305,0.0,0.213473,0.644934,0.355066,0.127442,0.108495,0.018947,0.851326,0.117923,0.790627,0.127442,0.604258,-0.002718,0.515411,0.610768,0.389232,0.292693,0.237628,0.055065,0.811868,0.233617,0.716822,0.292693,0.513735,0.105647
KAS2024_5M_2K,1994,200,0.224216,0.379639,0.43681,0.031093,0.152457,0.0,0.71,0.29,0.0,0.213587,0.649151,0.350849,0.127484,0.108574,0.01891,0.851666,0.117595,0.791599,0.127484,0.605118,0.00099,0.515728,0.610033,0.389967,0.293959,0.238644,0.055315,0.811827,0.234047,0.716574,0.293959,0.510379,0.115441
