holdout_label,symbol_family,field_contact_class,events,distinct_symbols,runs,top_symbols,avg_carry,avg_strain,avg_rekopplung
doge2025,dio_104t,tragende_rekopplung,1744,1,dio_mini_lauf_1:872;dio_mini_lauf_2:872,dio_104t4us:1744,0.5779403560779817,0.15058093577981652,0.7244026186926605
paxg2025,dio_104t,tragende_rekopplung,1720,1,dio_mini_lauf_1:860;dio_mini_lauf_2:860,dio_104t4us:1720,0.5752301604651163,0.14860702093023256,0.7302739587209303
doge2025_clean,dio_104t,tragende_rekopplung,1420,1,dio_mini_lauf_1:710;dio_mini_lauf_2:710,dio_104t4us:1420,0.5763434507042253,0.14902529225352112,0.7234291429577465
paxg2025,dio_14wj,tragende_rekopplung,1416,1,dio_mini_lauf_1:708;dio_mini_lauf_2:708,dio_14wjmk5:1416,0.5869689696327683,0.13123296822033897,0.7431671299435029
xrp2025_clean,dio_104t,tragende_rekopplung,1376,1,dio_mini_lauf_1:688;dio_mini_lauf_2:688,dio_104t4us:1376,0.5758498989825581,0.14862727252906976,0.7233003800872093
xrp2025_clean,dio_155c,tragende_rekopplung,1022,1,dio_mini_lauf_1:511;dio_mini_lauf_2:511,dio_155c3g6:1022,0.5662986497064579,0.1558602974559687,0.7171340508806262
doge2025_clean,dio_155c,tragende_rekopplung,952,1,dio_mini_lauf_1:476;dio_mini_lauf_2:476,dio_155c3g6:952,0.565640362394958,0.15589762605042018,0.7166912037815126
doge2025,dio_155c,tragende_rekopplung,932,1,dio_mini_lauf_1:466;dio_mini_lauf_2:466,dio_155c3g6:932,0.5631742832618025,0.15999944527896995,0.7153997381974249
xrp2025_clean,dio_0l7p,tragende_rekopplung,920,1,dio_mini_lauf_1:460;dio_mini_lauf_2:460,dio_0l7pvdk:920,0.5801056097826087,0.13571960326086957,0.7300768858695652
xrp2025_clean,dio_0m9z,tragende_rekopplung,888,1,dio_mini_lauf_1:444;dio_mini_lauf_2:444,dio_0m9zys3:888,0.5610036554054054,0.1638229177927928,0.7105767635135135
sol2026_stable,dio_104t,tragende_rekopplung,850,1,dio_mini_lauf_44:850,dio_104t4us:850,0.5889502411764705,0.16201494352941176,0.7253627588235294
sol2026_stable,dio_0l7p,tragende_rekopplung,814,1,dio_mini_lauf_44:814,dio_0l7pvdk:814,0.5957851203931204,0.1504847886977887,0.7327506928746929
doge2025_clean,dio_0l7p,tragende_rekopplung,788,1,dio_mini_lauf_1:394;dio_mini_lauf_2:394,dio_0l7pvdk:788,0.5782300723350254,0.13616758756345176,0.7289580469543148
doge2025_clean,dio_0m9z,tragende_rekopplung,762,1,dio_mini_lauf_1:381;dio_mini_lauf_2:381,dio_0m9zys3:762,0.5586852979002624,0.16391952362204723,0.7096148254593175
doge2025,dio_0m9z,tragende_rekopplung,758,1,dio_mini_lauf_1:379;dio_mini_lauf_2:379,dio_0m9zys3:758,0.5562190250659631,0.16774348548812665,0.7083342150395778
paxg2025,dio_1fll,tragende_rekopplung,728,1,dio_mini_lauf_1:364;dio_mini_lauf_2:364,dio_1fllaqz:728,0.5965731098901099,0.11481737774725274,0.7568173804945055
paxg2025,dio_155c,tragende_rekopplung,690,1,dio_mini_lauf_1:345;dio_mini_lauf_2:345,dio_155c3g6:690,0.5584914304347826,0.15707827536231883,0.7201589985507246
btc2025_current,dio_104t,tragende_rekopplung,665,1,dio_mini_lauf_1:665,dio_104t4us:665,0.5876352781954888,0.1626179127819549,0.724299992481203
paxg2025,dio_0m9z,tragende_rekopplung,660,1,dio_mini_lauf_1:330;dio_mini_lauf_2:330,dio_0m9zys3:660,0.5526432757575758,0.16828904696969696,0.7117055909090909
paxg2025,dio_0h9h,tragende_rekopplung,640,1,dio_mini_lauf_1:320;dio_mini_lauf_2:320,dio_0h9h06p:640,0.570838325,0.1386739375,0.7297638046875
doge2025,dio_0h9h,tragende_rekopplung,594,1,dio_mini_lauf_1:297;dio_mini_lauf_2:297,dio_0h9h06p:594,0.5718803484848485,0.1392728367003367,0.7260566835016835
xrp2025_clean,dio_0h9h,tragende_rekopplung,568,1,dio_mini_lauf_1:284;dio_mini_lauf_2:284,dio_0h9h06p:568,0.5721233274647888,0.13852274471830986,0.7256821214788732
sol2026_stable,dio_14wj,tragende_rekopplung,553,1,dio_mini_lauf_44:553,dio_14wjmk5:553,0.5995371211573237,0.14336603797468356,0.7375301157323689
paxg2025,dio_1u5i,tragende_rekopplung,514,1,dio_mini_lauf_1:257;dio_mini_lauf_2:257,dio_1u5il5a:514,0.5716740408560311,0.13446953307392998,0.73258896692607
doge2025_clean,dio_0h9h,tragende_rekopplung,508,1,dio_mini_lauf_1:254;dio_mini_lauf_2:254,dio_0h9h06p:508,0.570371346456693,0.13774968307086613,0.7251560964566929
btc2025_current,dio_155c,tragende_rekopplung,506,1,dio_mini_lauf_1:506,dio_155c3g6:506,0.5806773102766798,0.17181023122529646,0.7188748320158103
doge2025_clean,dio_14wj,tragende_rekopplung,486,1,dio_mini_lauf_1:243;dio_mini_lauf_2:243,dio_14wjmk5:486,0.5785677283950618,0.12543438271604937,0.7328925205761316
xrp2025_clean,dio_14wj,tragende_rekopplung,480,1,dio_mini_lauf_1:240;dio_mini_lauf_2:240,dio_14wjmk5:480,0.578826475,0.12592882291666666,0.7329808604166667
doge2025,dio_14wj,tragende_rekopplung,478,1,dio_mini_lauf_1:239;dio_mini_lauf_2:239,dio_14wjmk5:478,0.5778039539748954,0.12632697907949791,0.7324732845188284
paxg2025,dio_00ly,tragende_rekopplung,458,1,dio_mini_lauf_1:229;dio_mini_lauf_2:229,dio_00lyjkf:458,0.5677611375545851,0.13728241703056768,0.7302581834061135
doge2025,dio_1pij,tragende_rekopplung,448,1,dio_mini_lauf_1:224;dio_mini_lauf_2:224,dio_1pij39c:448,0.5344821852678572,0.181087140625,0.6962908794642857
doge2025,dio_0l7p,tragende_rekopplung,446,1,dio_mini_lauf_1:223;dio_mini_lauf_2:223,dio_0l7pvdk:446,0.5725062152466368,0.13345511434977578,0.7277574282511211
paxg2025,dio_0l7p,tragende_rekopplung,446,1,dio_mini_lauf_1:223;dio_mini_lauf_2:223,dio_0l7pvdk:446,0.5703734573991032,0.1333301076233184,0.7324561367713004
paxg2025,dio_06er,tragende_rekopplung,440,1,dio_mini_lauf_1:220;dio_mini_lauf_2:220,dio_06er2zu:440,0.5827195522727273,0.12303722045454546,0.7471788386363636
sol2026_stable,dio_155c,tragende_rekopplung,440,1,dio_mini_lauf_44:440,dio_155c3g6:440,0.5815787477272727,0.1700972840909091,0.7199324045454546
doge2025,dio_00ly,tragende_rekopplung,426,1,dio_mini_lauf_1:213;dio_mini_lauf_2:213,dio_00lyjkf:426,0.5692506971830986,0.1356860281690141,0.7263529835680751
paxg2025,dio_1ewh,tragende_rekopplung,400,1,dio_mini_lauf_1:200;dio_mini_lauf_2:200,dio_1ewh8ej:400,0.5571485625,0.14986988,0.7183684125
btc2025_current,dio_0m9z,tragende_rekopplung,392,1,dio_mini_lauf_1:392,dio_0m9zys3:392,0.5757395255102041,0.18026336989795919,0.7125010153061224
btc2025_current,dio_0l7p,tragende_rekopplung,383,1,dio_mini_lauf_1:383,dio_0l7pvdk:383,0.5930284334203655,0.15230148825065273,0.730803639686684
doge2025,dio_1ewh,tragende_rekopplung,368,1,dio_mini_lauf_1:184;dio_mini_lauf_2:184,dio_1ewh8ej:368,0.5581667798913044,0.14727233152173913,0.7155230516304348
xrp2025_clean,dio_00ly,tragende_rekopplung,368,1,dio_mini_lauf_1:184;dio_mini_lauf_2:184,dio_00lyjkf:368,0.5672782364130435,0.13534630434782607,0.7245378831521739
sol2026_stable,dio_0m9z,tragende_rekopplung,361,1,dio_mini_lauf_44:361,dio_0m9zys3:361,0.5753735567867037,0.18104240720221607,0.712299432132964
sol2026_stable,dio_0h9h,tragende_rekopplung,350,1,dio_mini_lauf_44:350,dio_0h9h06p:350,0.5905116571428571,0.15659645428571428,0.7289189514285714
doge2025_clean,dio_00ly,tragende_rekopplung,336,1,dio_mini_lauf_1:168;dio_mini_lauf_2:168,dio_00lyjkf:336,0.5669864970238095,0.13454156547619048,0.7248346904761904
doge2025_clean,dio_0oc3,tragende_rekopplung,328,1,dio_mini_lauf_1:164;dio_mini_lauf_2:164,dio_0oc3c1g:328,0.5383358719512195,0.1690172713414634,0.7000828384146341
xrp2025_clean,dio_06s7,tragende_rekopplung,318,1,dio_mini_lauf_1:159;dio_mini_lauf_2:159,dio_06s7dt1:318,0.5747743238993711,0.1244198144654088,0.7321570974842767
doge2025_clean,dio_17ct,tragende_rekopplung,316,1,dio_mini_lauf_1:158;dio_mini_lauf_2:158,dio_17ctp0f:316,0.5631665949367088,0.14644765189873418,0.7191526107594937
paxg2025,dio_1lsu,tragende_rekopplung,316,1,dio_mini_lauf_1:158;dio_mini_lauf_2:158,dio_1lsuk2g:316,0.5508545158227848,0.15380995253164556,0.7173085664556962
xrp2025_clean,dio_0oc3,tragende_rekopplung,312,1,dio_mini_lauf_1:156;dio_mini_lauf_2:156,dio_0oc3c1g:312,0.5381724294871795,0.1676149326923077,0.700822141025641
xrp2025_clean,dio_1lsu,tragende_rekopplung,312,1,dio_mini_lauf_1:156;dio_mini_lauf_2:156,dio_1lsuk2g:312,0.5560222692307693,0.15016247115384615,0.7142004647435898
doge2025,dio_0pz6,tragende_rekopplung,310,1,dio_mini_lauf_1:155;dio_mini_lauf_2:155,dio_0pz659c:310,0.5732286064516129,0.13153243548387097,0.7303677483870967
doge2025,dio_17ct,tragende_rekopplung,306,1,dio_mini_lauf_1:153;dio_mini_lauf_2:153,dio_17ctp0f:306,0.5610727973856209,0.14972374836601307,0.7181286960784313
paxg2025,dio_0obq,tragende_rekopplung,298,1,dio_mini_lauf_1:149;dio_mini_lauf_2:149,dio_0obqjqx:298,0.5442031711409396,0.15859295973154364,0.7131637382550335
doge2025,dio_00ja,tragende_rekopplung,294,1,dio_mini_lauf_1:147;dio_mini_lauf_2:147,dio_00jaski:294,0.5498000034013606,0.1630116768707483,0.7033194455782313
doge2025_clean,dio_1lsu,tragende_rekopplung,292,1,dio_mini_lauf_1:146;dio_mini_lauf_2:146,dio_1lsuk2g:292,0.5553823082191781,0.1514753390410959,0.7131716952054794
btc2025_current,dio_0h9h,tragende_rekopplung,289,1,dio_mini_lauf_1:289,dio_0h9h06p:289,0.5891449169550173,0.15760640484429067,0.7277487439446367
doge2025,dio_1lsu,tragende_rekopplung,286,1,dio_mini_lauf_1:143;dio_mini_lauf_2:143,dio_1lsuk2g:286,0.5527793706293707,0.15502558041958042,0.7119005699300699
xrp2025_clean,dio_17ct,tragende_rekopplung,286,1,dio_mini_lauf_1:143;dio_mini_lauf_2:143,dio_17ctp0f:286,0.5619368811188811,0.14732063986013985,0.7183011293706294
doge2025_clean,dio_1q85,tragende_rekopplung,284,1,dio_mini_lauf_1:142;dio_mini_lauf_2:142,dio_1q85toi:284,0.554658735915493,0.15681345070422537,0.7109200950704225
xrp2025_clean,dio_06er,tragende_rekopplung,280,1,dio_mini_lauf_1:140;dio_mini_lauf_2:140,dio_06er2zu:280,0.5788554607142857,0.12211197142857143,0.7367403571428571
doge2025,dio_1q85,tragende_rekopplung,278,1,dio_mini_lauf_1:139;dio_mini_lauf_2:139,dio_1q85toi:278,0.5523781834532374,0.15989155755395684,0.709814654676259
paxg2025,dio_0dd2,tragende_rekopplung,274,1,dio_mini_lauf_1:137;dio_mini_lauf_2:137,dio_0dd2ogm:274,0.5678760401459854,0.13472613503649636,0.7339752153284671
doge2025_clean,dio_0pz6,tragende_rekopplung,268,1,dio_mini_lauf_1:134;dio_mini_lauf_2:134,dio_0pz659c:268,0.5722221044776119,0.13033812313432835,0.7298434701492538
doge2025_clean,dio_1ewh,tragende_rekopplung,268,1,dio_mini_lauf_1:134;dio_mini_lauf_2:134,dio_1ewh8ej:268,0.5543000298507462,0.14573466417910447,0.7135032537313433
doge2025,dio_0obq,tragende_rekopplung,260,1,dio_mini_lauf_1:130;dio_mini_lauf_2:130,dio_0obqjqx:260,0.5430252307692308,0.16139638076923077,0.7064318192307693
xrp2025_clean,dio_0obq,tragende_rekopplung,260,1,dio_mini_lauf_1:130;dio_mini_lauf_2:130,dio_0obqjqx:260,0.5448840038461539,0.15612860384615385,0.7078154461538462
paxg2025,dio_1pij,tragende_rekopplung,258,1,dio_mini_lauf_1:129;dio_mini_lauf_2:129,dio_1pij39c:258,0.5271058527131783,0.18010721317829456,0.698071015503876
doge2025,dio_0dd2,tragende_rekopplung,256,1,dio_mini_lauf_1:128;dio_mini_lauf_2:128,dio_0dd2ogm:256,0.568696140625,0.135620109375,0.7273065625
xrp2025_clean,dio_0dd2,tragende_rekopplung,254,1,dio_mini_lauf_1:127;dio_mini_lauf_2:127,dio_0dd2ogm:254,0.5682147401574803,0.13591145669291338,0.7270054409448818
paxg2025,dio_00ja,tragende_rekopplung,250,1,dio_mini_lauf_1:125;dio_mini_lauf_2:125,dio_00jaski:250,0.54622062,0.162371888,0.704147388
sol2026_stable,dio_06s7,tragende_rekopplung,250,1,dio_mini_lauf_44:250,dio_06s7dt1:250,0.596835572,0.144770348,0.735951776
doge2025_clean,dio_06s7,tragende_rekopplung,248,1,dio_mini_lauf_1:124;dio_mini_lauf_2:124,dio_06s7dt1:248,0.5717068911290323,0.12263237903225807,0.7317064516129033
paxg2025,dio_0z9t,tragende_rekopplung,244,1,dio_mini_lauf_1:122;dio_mini_lauf_2:122,dio_0z9ti81:244,0.5506538852459016,0.15011423770491802,0.7246516024590164
xrp2025_clean,dio_00ja,tragende_rekopplung,244,1,dio_mini_lauf_1:122;dio_mini_lauf_2:122,dio_00jaski:244,0.5467162786885246,0.1617929918032787,0.7014079098360656
paxg2025,dio_10dv,tragende_rekopplung,242,1,dio_mini_lauf_1:121;dio_mini_lauf_2:121,dio_10dv2hw:242,0.5591314214876033,0.13909956611570248,0.7291996859504132
xrp2025_clean,dio_0pz6,tragende_rekopplung,242,1,dio_mini_lauf_1:121;dio_mini_lauf_2:121,dio_0pz659c:242,0.5707461694214876,0.130601826446281,0.7291474504132232
doge2025_clean,dio_00ja,tragende_rekopplung,234,1,dio_mini_lauf_1:117;dio_mini_lauf_2:117,dio_00jaski:234,0.548067782051282,0.16175700427350428,0.7020739145299145
doge2025_clean,dio_0obq,tragende_rekopplung,230,1,dio_mini_lauf_1:115;dio_mini_lauf_2:115,dio_0obqjqx:230,0.5446072260869566,0.15590678695652174,0.7076638304347826
xrp2025_clean,dio_1kpz,tragende_rekopplung,230,1,dio_mini_lauf_1:115;dio_mini_lauf_2:115,dio_1kpzc2b:230,0.5703033173913044,0.12249179130434783,0.7309218608695652
doge2025,dio_0g2r,tragende_rekopplung,222,1,dio_mini_lauf_1:111;dio_mini_lauf_2:111,dio_0g2rowx:222,0.5508490315315315,0.1493642162162162,0.7104195675675675
doge2025,dio_0tay,tragende_rekopplung,222,1,dio_mini_lauf_1:111;dio_mini_lauf_2:111,dio_0tay831:222,0.5611991036036036,0.14172472072072073,0.7201680945945946
doge2025_clean,dio_1kpz,tragende_rekopplung,220,1,dio_mini_lauf_1:110;dio_mini_lauf_2:110,dio_1kpzc2b:220,0.5693572863636364,0.122037,0.7305724909090909
doge2025,dio_09bn,tragende_rekopplung,218,1,dio_mini_lauf_1:109;dio_mini_lauf_2:109,dio_09bnon2:218,0.5691394311926605,0.12922175688073395,0.7299578165137615
doge2025_clean,dio_06er,tragende_rekopplung,218,1,dio_mini_lauf_1:109;dio_mini_lauf_2:109,dio_06er2zu:218,0.5746523394495413,0.12137153211009175,0.7348248486238532
sol2026_stable,dio_06er,tragende_rekopplung,218,1,dio_mini_lauf_44:218,dio_06er2zu:218,0.5987406009174312,0.14303327981651376,0.740288371559633
btc2025_current,dio_14wj,tragende_rekopplung,215,1,dio_mini_lauf_1:215,dio_14wjmk5:215,0.5946474186046512,0.14485633953488372,0.7345868186046511
xrp2025_clean,dio_0tay,tragende_rekopplung,214,1,dio_mini_lauf_1:107;dio_mini_lauf_2:107,dio_0tay831:214,0.5608149953271028,0.13997309813084113,0.7200335841121496
xrp2025_clean,dio_1q85,tragende_rekopplung,214,1,dio_mini_lauf_1:107;dio_mini_lauf_2:107,dio_1q85toi:214,0.550978976635514,0.1562493831775701,0.7091834813084112
doge2025_clean,dio_0dd2,tragende_rekopplung,210,1,dio_mini_lauf_1:105;dio_mini_lauf_2:105,dio_0dd2ogm:210,0.566222761904762,0.13459792380952382,0.7259761333333333
doge2025_clean,dio_0g2r,tragende_rekopplung,210,1,dio_mini_lauf_1:105;dio_mini_lauf_2:105,dio_0g2rowx:210,0.551565380952381,0.14661576190476192,0.7109766095238095
paxg2025,dio_1jc2,tragende_rekopplung,208,1,dio_mini_lauf_1:104;dio_mini_lauf_2:104,dio_1jc244o:208,0.5693810865384615,0.11579626923076923,0.737711
xrp2025_clean,dio_1ewh,tragende_rekopplung,208,1,dio_mini_lauf_1:104;dio_mini_lauf_2:104,dio_1ewh8ej:208,0.5507754855769231,0.14757325480769232,0.711478389423077
paxg2025,dio_07o8,tragende_rekopplung,206,1,dio_mini_lauf_1:103;dio_mini_lauf_2:103,dio_07o834n:206,0.5383116213592233,0.15739646601941748,0.7137117233009709
paxg2025,dio_0kx9,tragende_rekopplung,202,1,dio_mini_lauf_1:101;dio_mini_lauf_2:101,dio_0kx9346:202,0.5689988663366337,0.11562625742574258,0.738234698019802
doge2025_clean,dio_0tay,tragende_rekopplung,200,1,dio_mini_lauf_1:100;dio_mini_lauf_2:100,dio_0tay831:200,0.56084696,0.141142415,0.719931705
paxg2025,dio_18v0,tragende_rekopplung,200,1,dio_mini_lauf_1:100;dio_mini_lauf_2:100,dio_18v0mn2:200,0.52191553,0.18095423,0.695784325
doge2025_clean,dio_169a,tragende_rekopplung,198,1,dio_mini_lauf_1:99;dio_mini_lauf_2:99,dio_169a3rv:198,0.5382693282828283,0.16667630303030304,0.7006430353535353
sol2026_stable,dio_0pz6,tragende_rekopplung,194,1,dio_mini_lauf_44:194,dio_0pz659c:194,0.5941735206185567,0.1527649329896907,0.7327474329896907
