asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
BTC,start10000_null_random_6000,36,31,0,5,0.6470588235294118,0.2857142857142857,0.334694297048023,0.1643475004040247,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start10000_null_shuffle_6000,36,30,0,6,0.68,0.2619047619047619,0.3423352263691306,0.1640411709896229,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start10000_real_6000,36,31,0,5,0.7142857142857143,0.2857142857142857,0.34025621349947754,0.16676503881642252,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start5000_null_random_6000,36,30,0,6,0.68,0.2926829268292683,0.3398192212059288,0.16485713301444285,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start5000_null_shuffle_6000,36,29,0,7,0.6470588235294118,0.3,0.33834103993882425,0.1624093019747378,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC,start5000_real_6000,36,30,0,6,0.75,0.358974358974359,0.34546421305526454,0.169175221186098,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start10000_null_random_6000,36,30,1,5,0.7142857142857143,0.325,0.33640980101102497,0.16248176930533972,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start10000_null_shuffle_6000,36,31,0,4,0.6470588235294118,0.22727272727272727,0.35518330245624613,0.17328980094225738,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start10000_real_6000,36,32,1,3,0.68,0.27906976744186046,0.3260276921462186,0.15727869786860704,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start5000_null_random_6000,36,30,0,6,0.75,0.358974358974359,0.35132984264210554,0.1691480993399041,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start5000_null_shuffle_6000,36,31,0,5,0.6470588235294118,0.2857142857142857,0.3366075220952586,0.1629995841900168,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE,start5000_real_6000,36,30,0,6,0.75,0.39473684210526316,0.3387298390283398,0.16233120540582185,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start10000_null_random_6000,36,30,2,4,0.6470588235294118,0.325,0.34380920378511254,0.16649790259042588,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start10000_null_shuffle_6000,36,31,0,5,0.6470588235294118,0.2857142857142857,0.32874235837366445,0.157097405770524,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start10000_real_6000,36,30,1,5,0.6470588235294118,0.2619047619047619,0.3456946494057562,0.16729960099972394,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start5000_null_random_6000,36,31,0,3,0.68,0.2857142857142857,0.31979049327779246,0.15188075636025664,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start5000_null_shuffle_6000,36,30,1,5,0.6153846153846154,0.2619047619047619,0.3267513981060543,0.15615153474993007,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAXG,start5000_real_6000,36,29,0,5,0.68,0.2682926829268293,0.33100453499906163,0.15861229373940297,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start10000_null_random_6000,36,31,0,5,0.68,0.2857142857142857,0.3328904013283409,0.16005300215168944,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start10000_null_shuffle_6000,36,31,0,5,0.6470588235294118,0.2558139534883721,0.32372327136921003,0.15482614177257786,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start10000_real_6000,36,31,0,5,0.6470588235294118,0.3170731707317073,0.338501123631578,0.1634144379614539,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,10000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start5000_null_random_6000,36,31,3,2,0.7142857142857143,0.38461538461538464,0.3777104623688203,0.18879667419912344,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,5000,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
