row_type,condition,asset,core_pairs,state_profile,quality_profile,family,phase,baseline_quality,followup_state,followup_quality,first_core_quality,second_core_quality
worldstate_core_summary,sol_b_focus_2800_4300,SOL,27,fehlt_im_folgefenster:23; lokale_qualitaet_reproduziert:2; lokale_qualitaet_wird_kernnah:1; lokale_qualitaet_driftet:1,fehlt:23; phase_nullnah:2; phase_kernnah:1; phase_ohne_nullfamilie:1,,,,,,,
worldstate_core_summary,sol_b_focus_3000_4500,SOL,27,fehlt_im_folgefenster:22; lokale_qualitaet_reproduziert:3; lokale_qualitaet_driftet:1; lokale_qualitaet_wird_offen:1,fehlt:22; phase_nullnah:3; phase_ohne_nullfamilie:1; phase_offen_gemischt:1,,,,,,,
worldstate_core_summary,sol_b_focus_3200_4700,SOL,27,fehlt_im_folgefenster:24; lokale_qualitaet_reproduziert:3,fehlt:24; phase_nullnah:3,,,,,,,
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_04uf,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_06er,frueh,phase_nullnah,lokale_qualitaet_wird_kernnah,phase_kernnah,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_06er,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_06s7,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_06s7,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0h9h,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0pz6,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0pz6,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0pz6,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0tay,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0tay,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_0tay,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1492,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1492,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_14wj,frueh,phase_nullnah,lokale_qualitaet_reproduziert,phase_nullnah,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_19pg,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_19pg,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_19pg,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1cic,spaet,phase_offen_gemischt,fehlt_im_folgefenster,fehlt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1ewh,spaet,phase_offen_gemischt,fehlt_im_folgefenster,fehlt,phase_offen_gemischt,phase_offen_gemischt
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1kpz,frueh,phase_nullnah,lokale_qualitaet_driftet,phase_ohne_nullfamilie,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1kpz,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1kpz,spaet,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1pij,frueh,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1pij,mitte,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1pij,spaet,phase_ohne_nullfamilie,fehlt_im_folgefenster,fehlt,phase_ohne_nullfamilie,phase_ohne_nullfamilie
worldstate_core_detail,sol_b_focus_2800_4300,SOL,,,,dio_1q85,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_04uf,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_06er,frueh,phase_nullnah,lokale_qualitaet_driftet,phase_ohne_nullfamilie,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_06er,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_06s7,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_06s7,mitte,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
worldstate_core_detail,sol_b_focus_3000_4500,SOL,,,,dio_0h9h,frueh,phase_nullnah,fehlt_im_folgefenster,fehlt,phase_nullnah,phase_nullnah
