phase,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,rekopplung,carry,strain,raw_field_intake,auditory_loudness,visual_sharpness
ruhig,1800,0.996111,0.001111,0.000556,0.002222,0.76055,0.622467,0.119405,0.014708,0.016369,0.839884
expansion,1800,0.990556,0.005556,0.0,0.003889,0.75747,0.619056,0.11947,0.020852,0.022517,0.837068
unruhe,1800,0.991111,0.005,0.0,0.003889,0.756884,0.618307,0.118679,0.020584,0.019546,0.835196
kippnaehe,1800,0.978333,0.009444,0.0,0.012222,0.753437,0.612882,0.119119,0.027448,0.028098,0.828845
rekopplung,1800,0.997778,0.001667,0.000556,0.0,0.759027,0.62219,0.119378,0.019278,0.020012,0.83698
ruhe_rueckkehr,1794,0.998885,0.001115,0.0,0.0,0.761153,0.624002,0.119674,0.015393,0.017321,0.839683
