asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,window_start,row_type,worlds,avg_kernfamilien,avg_source_family_overlap,avg_source_kern_overlap,states,source_edge,kern_edge,afterimage_edge,temporal_edge,field_edge_score,reading,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
SOL,start0_null_random_6000,36,30,0,3,0.68,0.2619047619047619,0.3374956229064018,0.16182277842209464,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_random,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_null_shuffle_6000,36,31,0,5,0.6470588235294118,0.2857142857142857,0.3403444634362902,0.16403672117629908,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,null_shuffle,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_real_6000,36,30,0,1,0.68,0.325,0.33479044976205813,0.15976948746993933,kernfamilie_mit_feldzeitverdichtung,reifungsrolle_reproduziert,real,0,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.33479044976205813,0.15976948746993933,,,real,,kind_summary,1,30.0,0.68,0.325,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.3374956229064018,0.16182277842209464,,,null_random,,kind_summary,1,30.0,0.68,0.2619047619047619,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.3403444634362902,0.16403672117629908,,,null_shuffle,,kind_summary,1,31.0,0.6470588235294118,0.2857142857142857,reifungsrolle_reproduziert:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,,,,,,,,,,,,,0,window_summary,,,,,,0.0,0.03928571428571431,-0.005554013674232083,-0.004267233706359758,0.016205384321482667,graduell_kernnaehe_ohne_feldzeitvorsprung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_104t,367,3,field_stabil,151,0.07557557557557558,0.754842761589404,0.16019862913907285,0.748864715231788,0.9043525033112584,143,0.07157157157157157,0.758374944055944,0.16115052447552447,0.8275880839160838,0.944183041958042,73,0.03653653653653654,0.7555244383561643,0.16470586301369863,0.847636602739726,0.9501213424657534,-0.03903903903903904,0.09877188750793797,0.045768839154495033,0.004507233874625788,anschlussfaehige_oberflaeche
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_155c,273,3,field_stabil,110,0.055055055055055056,0.7491309363636364,0.1685860909090909,0.7363432818181818,0.8934555545454546,105,0.052552552552552555,0.7534399238095238,0.1705436380952381,0.8331438952380952,0.9430314952380952,58,0.02902902902902903,0.7505638448275862,0.17452770689655173,0.8602185,0.9510716379310344,-0.026026026026026026,0.12387521818181824,0.057616083385579886,0.005941615987460819,fruehe_familie_mit_nachhallrest
SOL,start0_real_6000,,,,,,,,,,,real,0,detail,,,,,,,,,,,,2025,dio_0m9z,254,3,field_stabil,90,0.04504504504504504,0.7391431777777778,0.17775745555555555,0.7340893444444444,0.8866459555555556,101,0.05055055055055055,0.7443670693069306,0.18063162376237624,0.8370081386138615,0.9422666831683169,63,0.03153153153153153,0.7411077936507936,0.18412985714285712,0.8569081111111111,0.9504947619047619,-0.013513513513513514,0.12281876666666669,0.06384880634920631,0.006372401587301568,fruehe_familie_mit_nachhallrest
