source;year;timeframe;world;regulation_rows;regulation_events;axis_rows;axis_total_count;dominant_need;dominant_need_name;dominant_need_trace_count;strongest_carried;strongest_carried_name;strongest_carried_net;pressure_nearest;pressure_nearest_name;pressure_nearest_score;hearing_net;focus_net;distance_net;contact_relief_net;selected_hearing_ratio;selected_focus_ratio;selected_distance_ratio;selected_distance_minus_focus;hoeren_hin_count;hoeren_hin_ratio;hoeren_hin_recoupling;hoeren_hin_strain;hoeren_hin_field_input;sehen_fokus_count;sehen_fokus_ratio;sehen_fokus_recoupling;sehen_fokus_strain;sehen_fokus_field_input;sehen_abstand_count;sehen_abstand_ratio;sehen_abstand_recoupling;sehen_abstand_strain;sehen_abstand_field_input;fuehlen_abstand_count;fuehlen_abstand_ratio;fuehlen_abstand_recoupling;fuehlen_abstand_strain;fuehlen_abstand_field_input;feldinput_count;feldinput_ratio;feldinput_recoupling;feldinput_strain;feldinput_field_input
BTC2024_5M_QUIET;2024;5m;quiet;7;3994;284;3994;focus_pull;Fokus halten / vertiefen;2;stable_listening_pull;ruhig hinhoeren;0.4802315;distance_pull;Abstand bilden;0.2859078;0.4802315;0.38398839911111116;0.1851144;0.2162090000000001;0.25037556334501754;0.2371056584877316;0.34877315973960943;0.11166750125187783;1000;0.25037556334501754;0.719726801;0.133964386;0.062170437;947;0.2371056584877316;0.7127533579725449;0.1393746610348469;0.10270176874340022;848;0.21231847771657486;0.6878194775943397;0.16862222641509436;0.11657899528301886;115;0.028793189784677015;0.638890252173913;0.22030737391304347;0.22755939130434785;430;0.10766149223835754;0.6633909162790697;0.20143537441860465;0.25156433023255814
BTC2024_5M_STRESS;2024;5m;stress;7;3994;249;3994;focus_pull;Fokus halten / vertiefen;2;stable_listening_pull;ruhig hinhoeren;0.48314875;contact_relief_pull;Druck / Feldkontakt entlasten;0.28254765;0.48314875;0.37811553992640295;0.19885315000000003;0.21413770000000004;0.24887330996494741;0.23785678517776665;0.32974461692538803;0.09188783174762138;994;0.24887330996494741;0.7210430553319919;0.13283233501006034;0.06141485613682092;950;0.23785678517776665;0.7141102936842105;0.1395456894736842;0.10185016315789473;772;0.19328993490235352;0.6855465790155439;0.17130061787564768;0.12238937694300518;70;0.017526289434151226;0.6399955857142857;0.2175410857142857;0.21268212857142857;475;0.11892839258888332;0.6633925305263157;0.2022646547368421;0.2530227305263158
BTC2024_1H_QUIET;2024;1h;quiet;7;3994;220;3994;focus_pull;Fokus halten / vertiefen;2;stable_listening_pull;ruhig hinhoeren;0.48298449999999993;distance_pull;Abstand bilden;0.2981441;0.48298449999999993;0.38147171689419795;0.16242199999999996;0.20871245;0.25513269904857283;0.22884326489734602;0.33525287931897846;0.10640961442163244;1019;0.25513269904857283;0.7216142433758587;0.13411120902845927;0.06142764180569185;914;0.22884326489734602;0.7136416203501095;0.14014818927789935;0.1025902932166302;802;0.20080120180270405;0.6869317381546135;0.17046530922693268;0.12362072942643393;116;0.02904356534802203;0.634504301724138;0.22772705172413793;0.2438483620689655;421;0.10540811216825238;0.6615952731591449;0.20392177909738715;0.25556800712589073
BTC2024_1H_STRESS;2024;1h;stress;7;3994;185;3994;focus_pull;Fokus halten / vertiefen;2;stable_listening_pull;ruhig hinhoeren;0.48129474999999994;distance_pull;Abstand bilden;0.29753775;0.48129474999999994;0.3804662298076923;0.1635025;0.20354804999999998;0.26064096144216325;0.23234852278417628;0.33775663495242864;0.10540811216825235;1041;0.26064096144216325;0.7209901239193084;0.13497978866474547;0.061884189241114315;928;0.23234852278417628;0.712535005387931;0.14005349568965517;0.1026254385775862;814;0.20380570856284425;0.6873469066339065;0.17047612653562655;0.1244900737100737;127;0.031797696544817226;0.634791874015748;0.22738675590551183;0.2430274566929134;408;0.10215322984476716;0.6592493137254902;0.20563474754901961;0.2564135784313726
BTC2025_5M;2025;5m;test1;141;1994;141;1994;distance_pull;Abstand bilden;39;stable_listening_pull;ruhig hinhoeren;0.46754471187122737;contact_relief_pull;Druck / Feldkontakt entlasten;0.27207737666666665;0.46754471187122737;0.4015150284023669;0.2609794563432836;0.23013275071428574;0.238716148445336;0.24573721163490472;0.3550651955867603;0.10932798395185558;476;0.238716148445336;0.7134935861344538;0.13477503151260503;0.06277037184873951;490;0.24573721163490472;0.7074706510204082;0.14182886734693878;0.10593220204081633;428;0.21464393179538616;0.6836738878504672;0.16973659112149533;0.1190582429906542;56;0.028084252758274825;0.6263132678571429;0.23114341071428574;0.24174691071428572;224;0.1123370110330993;0.6582420848214285;0.20388004910714286;0.2511650089285714
BTC2025_1H;2025;1h;test1;187;1994;187;1994;distance_pull;Abstand bilden;72;stable_listening_pull;ruhig hinhoeren;0.465079904978355;contact_relief_pull;Druck / Feldkontakt entlasten;0.28450097076023395;0.465079904978355;0.41090746575342463;0.2766142857142857;0.20168589999999997;0.2642928786359077;0.2412236710130391;0.31193580742226684;0.07071213640922774;527;0.2642928786359077;0.7185527817836812;0.1340758557874763;0.06055760531309298;481;0.2412236710130391;0.7102624407484408;0.13955609771309774;0.09690918503118504;381;0.19107321965897694;0.6822734803149606;0.1705960288713911;0.11791700787401575;56;0.028084252758274825;0.62566625;0.23271255357142856;0.2432196785714286;185;0.09277833500501505;0.6491200162162162;0.2140787135135135;0.2653150918918919
