world;candles;unique_symbols;dominant_inner_effect_state;avg_mcm_rekopplung_quality;avg_mcm_strain_quality;avg_rezeptor_field_intake_pressure;max_rezeptor_field_intake_pressure;avg_perception_adapted_field_intake_pressure;max_perception_adapted_field_intake_pressure;avg_perception_adaptation_potential;max_perception_adaptation_potential;avg_perception_visual_focus_tendency;max_perception_visual_focus_tendency;avg_perception_visual_distance_tendency;max_perception_visual_distance_tendency;avg_perception_auditory_listen_tendency;max_perception_auditory_listen_tendency;avg_perception_auditory_softening_tendency;max_perception_auditory_softening_tendency;avg_perception_felt_contact_tendency;max_perception_felt_contact_tendency;avg_perception_felt_distance_tendency;max_perception_felt_distance_tendency;avg_mcm_feldwirkung_mcm_tension;max_mcm_feldwirkung_mcm_tension;avg_mcm_feldwirkung_mcm_coherence;max_mcm_feldwirkung_mcm_coherence
REAL_SOL_1000;1000;256;inner_effect_stable;0.6872668915726325;0.162783462216539;0.1281038490945674;0.546055;0.10906331488933602;0.415807;0.13503210362173038;0.244227;0.6424041971830986;0.716551;0.34804193561368213;0.77187;0.7810493279678068;0.968695;0.21895067203219315;0.746144;0.0;0.0;0.18496303319919516;0.491715;0.1281038490945674;0.546055;0.6121157977867203;0.882149
NEG_STRESS_2023_1000;1000;229;inner_effect_stable;0.6907849850552419;0.1604843747745597;0.12188828169014085;0.5161;0.10393655533199195;0.393555;0.13378494668008048;0.24229;0.6413070311871227;0.712111;0.3517239034205231;0.820077;0.7899586519114687;0.968773;0.2100413480885312;0.710355;0.0;0.0;0.18257440241448694;0.512359;0.12188828169014085;0.5161;0.6035742977867203;0.864088
POS_EXPANSION_2023_1000;1000;244;inner_effect_stable;0.6887752874714574;0.1615942345786415;0.12279173742454728;0.526317;0.10440244265593561;0.398255;0.13521464788732393;0.256657;0.6404933541247485;0.705664;0.36006499295774647;0.896057;0.7873763601609658;0.96988;0.21262363983903418;0.774475;0.0;0.0;0.18636977967806842;0.498773;0.12279173742454728;0.526317;0.5979112816901409;0.854552
BRIDGE_2024_1000;1000;258;inner_effect_stable;0.6866752218530348;0.16390122667361354;0.1289426177062374;0.542174;0.10973058450704226;0.415897;0.13585922032193157;0.257746;0.6411726327967807;0.710118;0.3530782696177062;0.953723;0.7797127243460764;0.955181;0.22028727565392353;0.723202;0.0;0.0;0.18722275754527162;0.520219;0.1289426177062374;0.542174;0.6054955744466801;0.868476
