phase,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,rekopplung,carry,strain,raw_field_intake,auditory_loudness,visual_sharpness
ruhig_vorlast,700,0.985714,0.005714,0.001429,0.007143,0.758742,0.618768,0.120233,0.017301,0.02275,0.838664
oeffnung,700,0.974286,0.011429,0.001429,0.012857,0.755991,0.614613,0.120419,0.022136,0.028745,0.833625
randflackern,700,0.185714,0.571429,0.0,0.242857,0.692369,0.507434,0.150545,0.094276,0.146584,0.622392
bruch_impuls,700,0.952857,0.017143,0.001429,0.028571,0.740711,0.587452,0.122661,0.047496,0.067666,0.807423
gegenpol,700,0.964286,0.01,0.001429,0.024286,0.747721,0.600111,0.120457,0.036731,0.050774,0.820076
rekopplung,700,0.991429,0.005714,0.001429,0.001429,0.758112,0.619748,0.120742,0.021218,0.027891,0.83541
ruhe_nachhall,700,0.992857,0.002857,0.001429,0.002857,0.759748,0.621653,0.12067,0.018667,0.025213,0.837514
zweiter_kippimpuls,500,0.984,0.006,0.002,0.008,0.742772,0.596096,0.127424,0.053893,0.082461,0.802175
zweite_rekopplung,694,0.992795,0.004323,0.0,0.002882,0.758399,0.619902,0.12047,0.020992,0.02868,0.835778
