label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
axis_assets_btc_2024_0_to_2000,btc_2024_5m,rand_kippnah,kompakt,2,1,2,1,1.0,1.0,0,1,0.36,0.36,0.5,383,1472,497,23,2,0,0,0.691158,0.505843,0.159039,0.835921,0.128155,0.099048,0.323497,data\scan_btc-2024-5m_start0_size2000.csv,data\scan_btc-2024-5m_start2000_size2000.csv
axis_assets_doge_2024_0_to_2000,doge_2024_5m,mittlere_uebergangsphase,mittel,3,3,3,3,1.0,1.0,2,1,0.8133336666666665,0.726667,0.34438966666666665,390,1444,532,17,1,0,0,0.6918,0.507186,0.15694,0.833906,0.125524,0.096621,0.328125,data\scan_doge-2024-5m_start0_size2000.csv,data\scan_doge-2024-5m_start2000_size2000.csv
axis_assets_xrp_2024_0_to_2000,xrp_2024_5m,rand_kippnah,mittel,4,6,4,6,1.0,1.0,3,3,0.6011110000000001,0.36,0.27136916666666666,471,1333,630,29,2,0,0,0.684492,0.495009,0.162443,0.826071,0.088781,0.103947,0.309151,data\scan_xrp-2024-5m_start0_size2000.csv,data\scan_xrp-2024-5m_start2000_size2000.csv
axis_assets_paxg_2024_0_to_2000,paxg_2024_5m,mittlere_uebergangsphase,mittel,4,6,4,6,1.0,1.0,0,6,0.8183335,0.636667,0.2608796666666667,345,1613,364,14,3,0,0,0.700467,0.508397,0.155843,0.847269,0.144618,0.096933,0.328579,data\scan_paxg-2024-5m_start0_size2000.csv,data\scan_paxg-2024-5m_start2000_size2000.csv
axis_synth_rand_kipp_0_to_2000,synth_rand_kipp,rand_kippnah,verteilt,7,19,1,0,0.142857,0.0,14,3,0.526316,0.04,0.19007452631578947,204,1527,402,64,1,0,0,0.715941,0.557819,0.147611,0.851573,0.560507,0.064139,0.444562,data\scan_synth-rand-kipp_start0_size2000.csv,data\scan_synth-rand-kipp_start2000_size2000.csv
