world,block_index,base_sequence,adapted_lage,base_zentrum,base_rand,base_rekopplung,base_strain,adapted_zentrum,adapted_rand,adapted_rekopplung,adapted_strain
SOL_2023_NEG,1,ruhig_zentrumsnah->ruhig_zentrumsnah,ruhig_zentrumsnah,0.86,0.0,0.716329,0.142711,0.86,0.0,0.716696,0.142193
SOL_2023_NEG,2,ruhig_zentrumsnah->randlastige_sinneslage,lauter_feldkontakt,0.62,0.03,0.706669,0.15629,0.63,0.01,0.708614,0.153497
SOL_2023_NEG,3,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.0,0.711632,0.149144,0.75,0.0,0.712537,0.147857
SOL_2023_NEG,4,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.01,0.71246,0.148591,0.75,0.0,0.713303,0.147387
SOL_2023_NEG,5,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.0,0.70972,0.152143,0.73,0.0,0.710627,0.150914
SOL_2023_NEG,6,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0,0.712373,0.148053,0.76,0.0,0.712831,0.147391
SOL_2023_NEG,7,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.78,0.0,0.713652,0.147019,0.79,0.0,0.714242,0.146241
SOL_2023_NEG,8,normale_weltspannung->offen_suchend,offen_suchend,0.64,0.0,0.706474,0.155539,0.65,0.0,0.707835,0.153738
SOL_2023_NEG,9,offen_suchend->offen_suchend,offen_suchend,0.65,0.0,0.709917,0.151391,0.69,0.0,0.711129,0.149712
SOL_2023_NEG,10,offen_suchend->randlastige_sinneslage,ruhig_zentrumsnah,0.84,0.02,0.714687,0.144193,0.84,0.01,0.715327,0.143258
SOL_2023_NEG,11,randlastige_sinneslage->offen_suchend,offen_suchend,0.67,0.0,0.708731,0.152318,0.69,0.0,0.709786,0.15096
SOL_2023_NEG,12,offen_suchend->offen_suchend,offen_suchend,0.61,0.0,0.707535,0.154822,0.61,0.0,0.70892,0.152929
SOL_2023_NEG,13,offen_suchend->normale_weltspannung,normale_weltspannung,0.8,0.0,0.711923,0.148759,0.8,0.0,0.712571,0.147871
SOL_2023_NEG,14,normale_weltspannung->offen_suchend,offen_suchend,0.61,0.0,0.707134,0.154034,0.61,0.0,0.708363,0.152405
SOL_2023_NEG,15,offen_suchend->offen_suchend,offen_suchend,0.64,0.01,0.706275,0.155049,0.64,0.0,0.707772,0.152975
SOL_2023_NEG,16,offen_suchend->normale_weltspannung,normale_weltspannung,0.76,0.0,0.711572,0.148651,0.76,0.0,0.712472,0.147445
SOL_2023_NEG,17,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.59,0.03,0.704939,0.157984,0.61,0.0,0.706677,0.155654
SOL_2023_NEG,18,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.8,0.0,0.713587,0.146828,0.8,0.0,0.714282,0.145838
SOL_2023_NEG,19,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.92,0.0,0.716995,0.141306,0.92,0.0,0.717218,0.14099
SOL_2023_NEG,20,ruhig_zentrumsnah->lauter_feldkontakt,normale_weltspannung,0.74,0.01,0.711261,0.150223,0.75,0.01,0.711834,0.149446
SOL_2023_NEG,21,lauter_feldkontakt->lauter_feldkontakt,lauter_feldkontakt,0.71,0.0,0.710767,0.150703,0.72,0.0,0.711599,0.14951
SOL_2023_NEG,22,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.7,0.01,0.710179,0.151621,0.7,0.0,0.711032,0.150438
SOL_2023_NEG,23,normale_weltspannung->randlastige_sinneslage,randlastige_sinneslage,0.7,0.04,0.707065,0.155076,0.71,0.03,0.708184,0.153497
SOL_2023_NEG,24,randlastige_sinneslage->randlastige_sinneslage,lauter_feldkontakt,0.57,0.02,0.702412,0.161686,0.58,0.01,0.704618,0.158637
SOL_2023_NEG,25,randlastige_sinneslage->normale_weltspannung,leise_duenn,0.72,0.0,0.710367,0.149887,0.74,0.0,0.711051,0.149042
SOL_2023_NEG,26,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.0,0.710241,0.151386,0.71,0.0,0.711156,0.150178
SOL_2023_NEG,27,normale_weltspannung->offen_suchend,offen_suchend,0.65,0.01,0.707743,0.154334,0.66,0.0,0.708983,0.152569
SOL_2023_NEG,28,offen_suchend->randlastige_sinneslage,offen_suchend,0.66,0.03,0.705665,0.155984,0.67,0.01,0.70744,0.153549
SOL_2023_NEG,29,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.8,0.0,0.712021,0.148525,0.8,0.0,0.713058,0.147089
SOL_2023_NEG,30,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.0,0.711905,0.148799,0.81,0.0,0.712585,0.14784
SOL_2023_NEG,31,normale_weltspannung->offen_suchend,offen_suchend,0.68,0.0,0.709911,0.151029,0.69,0.0,0.710898,0.14974
SOL_2023_NEG,32,offen_suchend->lauter_feldkontakt,offen_suchend,0.66,0.0,0.707634,0.155006,0.66,0.0,0.708685,0.153569
SOL_2023_NEG,33,lauter_feldkontakt->normale_weltspannung,normale_weltspannung,0.8,0.01,0.714255,0.145819,0.81,0.0,0.714737,0.145135
SOL_2023_NEG,34,normale_weltspannung->offen_suchend,offen_suchend,0.6,0.01,0.708521,0.153695,0.6,0.0,0.709589,0.152158
SOL_2023_NEG,35,offen_suchend->offen_suchend,offen_suchend,0.67,0.0,0.710106,0.15126,0.67,0.0,0.710789,0.150384
SOL_2023_NEG,36,offen_suchend->normale_weltspannung,normale_weltspannung,0.77,0.0,0.712033,0.148623,0.77,0.0,0.712641,0.147776
SOL_2023_NEG,37,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.72,0.0,0.711853,0.148793,0.73,0.0,0.712861,0.147382
SOL_2023_NEG,38,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.8,0.0,0.71317,0.147471,0.8,0.0,0.713873,0.146474
SOL_2023_NEG,39,normale_weltspannung->normale_weltspannung,ruhig_zentrumsnah,0.8,0.0,0.714148,0.145123,0.81,0.0,0.714827,0.144163
SOL_2023_NEG,40,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.73,0.02,0.706967,0.155552,0.74,0.0,0.70835,0.153591
SOL_2023_NEG,41,randlastige_sinneslage->lauter_feldkontakt,lauter_feldkontakt,0.66,0.0,0.708369,0.153841,0.68,0.0,0.709633,0.152089
SOL_2023_NEG,42,lauter_feldkontakt->randlastige_sinneslage,randlastige_sinneslage,0.74,0.03,0.710045,0.150869,0.74,0.02,0.71102,0.149479
SOL_2023_NEG,43,randlastige_sinneslage->offen_suchend,offen_suchend,0.5,0.0,0.701561,0.162397,0.51,0.0,0.70318,0.16019
SOL_2023_NEG,44,offen_suchend->lauter_feldkontakt,offen_suchend,0.56,0.01,0.700846,0.162941,0.57,0.01,0.703077,0.159823
SOL_2023_NEG,45,lauter_feldkontakt->randlastige_sinneslage,randlastige_sinneslage,0.59,0.03,0.705438,0.157664,0.59,0.02,0.707123,0.155345
SOL_2023_NEG,46,randlastige_sinneslage->offen_suchend,offen_suchend,0.66,0.01,0.708138,0.153358,0.66,0.0,0.709274,0.151844
SOL_2023_NEG,47,offen_suchend->offen_suchend,normale_weltspannung,0.68,0.0,0.707829,0.153745,0.7,0.0,0.709026,0.152133
SOL_2023_NEG,48,offen_suchend->offen_suchend,offen_suchend,0.68,0.01,0.707085,0.154861,0.68,0.0,0.708251,0.153293
SOL_2023_NEG,49,offen_suchend->offen_suchend,offen_suchend,0.6,0.0,0.706854,0.15625,0.61,0.0,0.707972,0.154769
SOL_2023_NEG,50,offen_suchend->randlastige_sinneslage,lauter_feldkontakt,0.58,0.04,0.703144,0.160568,0.59,0.0,0.705044,0.157946
SOL_2023_NEG,51,randlastige_sinneslage->offen_suchend,offen_suchend,0.65,0.01,0.70772,0.153973,0.65,0.01,0.708873,0.152444
SOL_2023_NEG,52,offen_suchend->normale_weltspannung,normale_weltspannung,0.7,0.0,0.710542,0.150397,0.72,0.0,0.711428,0.149275
SOL_2023_NEG,53,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.75,0.0,0.713023,0.147348,0.76,0.0,0.713604,0.14655
SOL_2023_NEG,54,normale_weltspannung->randlastige_sinneslage,offen_suchend,0.64,0.02,0.708198,0.152913,0.67,0.0,0.709688,0.15091
SOL_2023_NEG,55,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.75,0.0,0.711674,0.149318,0.75,0.0,0.712193,0.148596
SOL_2023_NEG,56,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.8,0.0,0.715468,0.14422,0.8,0.0,0.716131,0.143305
SOL_2023_NEG,57,ruhig_zentrumsnah->randlastige_sinneslage,offen_suchend,0.63,0.03,0.705959,0.156021,0.63,0.01,0.7073,0.154227
SOL_2023_NEG,58,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.73,0.0,0.712072,0.148585,0.73,0.0,0.712747,0.147644
SOL_2023_NEG,59,normale_weltspannung->randlastige_sinneslage,lauter_feldkontakt,0.67,0.02,0.706922,0.156216,0.67,0.0,0.708297,0.154253
SOL_2023_NEG,60,randlastige_sinneslage->offen_suchend,offen_suchend,0.61,0.0,0.706892,0.154532,0.63,0.0,0.708268,0.15264
SOL_2023_NEG,61,offen_suchend->normale_weltspannung,normale_weltspannung,0.81,0.0,0.714051,0.14609,0.82,0.0,0.714619,0.145358
SOL_2023_NEG,62,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.85,0.0,0.715691,0.144556,0.86,0.0,0.716182,0.143858
SOL_2023_NEG,63,ruhig_zentrumsnah->randlastige_sinneslage,normale_weltspannung,0.77,0.02,0.710683,0.150757,0.77,0.0,0.711864,0.14909
SOL_2023_NEG,64,randlastige_sinneslage->normale_weltspannung,normale_weltspannung,0.74,0.01,0.710986,0.150262,0.76,0.01,0.711831,0.149075
SOL_2023_NEG,65,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.76,0.0,0.711483,0.149326,0.78,0.0,0.712297,0.14821
SOL_2023_NEG,66,normale_weltspannung->normale_weltspannung,normale_weltspannung,0.7,0.01,0.711935,0.149439,0.7,0.01,0.712996,0.147987
SOL_2023_NEG,67,normale_weltspannung->normale_weltspannung,leise_duenn,0.8,0.0,0.712555,0.14745,0.8,0.0,0.713342,0.146378
SOL_2023_NEG,68,normale_weltspannung->leise_duenn,ruhig_zentrumsnah,0.77,0.0,0.713995,0.145006,0.78,0.0,0.714551,0.144256
SOL_2023_NEG,69,leise_duenn->offen_suchend,offen_suchend,0.68,0.01,0.709445,0.152173,0.68,0.01,0.710264,0.151105
SOL_2023_NEG,70,offen_suchend->normale_weltspannung,normale_weltspannung,0.7,0.0,0.710721,0.15034,0.7,0.0,0.711995,0.148591
SOL_2023_NEG,71,normale_weltspannung->normale_weltspannung,leise_duenn,0.75,0.0,0.712631,0.147319,0.76,0.0,0.713324,0.146351
SOL_2023_NEG,72,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.8,0.01,0.715191,0.144522,0.81,0.0,0.715861,0.143577
SOL_2023_NEG,73,ruhig_zentrumsnah->normale_weltspannung,normale_weltspannung,0.76,0.0,0.712383,0.148051,0.78,0.0,0.713138,0.146986
SOL_2023_NEG,74,normale_weltspannung->ruhig_zentrumsnah,ruhig_zentrumsnah,0.79,0.0,0.715154,0.143529,0.79,0.0,0.71569,0.142768
SOL_2023_NEG,75,ruhig_zentrumsnah->offen_suchend,normale_weltspannung,0.7,0.01,0.708657,0.153433,0.71,0.01,0.710093,0.151419
SOL_2023_NEG,76,offen_suchend->ruhig_zentrumsnah,ruhig_zentrumsnah,0.85,0.0,0.715786,0.143137,0.86,0.0,0.716375,0.142339
SOL_2023_NEG,77,ruhig_zentrumsnah->normale_weltspannung,ruhig_zentrumsnah,0.8,0.01,0.713415,0.146218,0.8,0.0,0.714478,0.144752
