pair,worlds,passive_qualities,top_passive_quality,top_share,events,quality_profile
dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4,3,fragmentiert,0.522388,67,fragmentiert:35; breit_driftend:21; eng_getragen:11
dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,4,3,eng_getragen,0.540541,74,eng_getragen:40; breit_driftend:26; fragmentiert:8
