passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,world_group,source_file,min_observations,center_candidates,previous_center_hits,new_center_candidates,avg_rekopplung,avg_strain,avg_sensory,quality_profile,top_center_tokens,center_reading
1,0,0,0,0,0,0,ACHTE_WELT,969_MCM_NICHTBRUECKEN_ORDNUNG_ACHTE_WELT.csv,5,10,0,10,0.642402,0.169387,0.846575,zentrum_offen:7 | zentrum_schwach:3,1xnzd6i:1 | 0829g7v:1 | dio_0uy5:1 | dio_0st3:1 | dio_164l:1 | dio_03u5:1,mitte_verlagert_sich_schwach
1,0,0,0,0,0,0,NEUNTE_WELT,974_MCM_NICHTBRUECKEN_ORDNUNG_NEUNTE_WELT.csv,5,26,0,26,0.651123,0.177887,0.864139,zentrum_schwach:16 | zentrum_getragen:9 | zentrum_offen:1,0y50lf3:1 | 0c96x68:1 | 0wxdilw:1 | 1slrx1m:1 | 183drjy:1 | 1y00xwb:1,mitte_verlagert_sich_getragen
1,0,0,0,0,0,0,ZEHNTE_STRESSWELT,978_MCM_NICHTBRUECKEN_ORDNUNG_ZEHNTE_STRESSWELT.csv,5,31,0,31,0.651166,0.17994,0.862157,zentrum_getragen:14 | zentrum_schwach:12 | zentrum_offen:5,02xikfk:1 | 037i64j:1 | 1so7ez5:1 | 0ifxej6:1 | 1d26rcr:1 | 0y50lf3:1,mitte_verlagert_sich_getragen
