token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_1iq1hgz,14,3,"BTC2024_CROSS,BTC2025_CROSS,SIDEWAYS",offene_variante,dio_1uci,0.749595,13,10,10,dio_mcm_episode_1uqjjv3,dio_mcm_episode_0tf9fq3,0.642495,0.450164,0.209127,0.749925,0.166401,0.437417,0.166401,0.137392,0.257147,0.565001,0.214286,0.0,0.785714,0.0,driftzone
dio_mcm_episode_1se7ta6,11,1,SOL_STRESS,offene_variante,dio_0ltk,1.539485,7,6,6,dio_mcm_episode_0044zlp,dio_mcm_episode_037i64j,0.62039,0.372976,0.238013,0.822126,0.312464,0.417567,0.0,0.0,0.0,0.0,0.272727,0.0,0.454545,0.272727,driftzone
dio_mcm_episode_037i64j,10,1,SOL_STRESS,offene_variante,dio_1j98,0.970951,4,4,4,dio_mcm_episode_1se7ta6,dio_mcm_episode_02xikfk,0.628993,0.385156,0.218108,0.8386,0.281004,0.410724,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,driftzone
dio_mcm_episode_07llqq8,10,3,"BTC2024_CROSS,BTC2025_CROSS,SIDEWAYS",offene_variante,dio_0qup,0.970951,5,7,7,dio_mcm_episode_0ne8zu9,dio_mcm_episode_0hjnwsk,0.669109,0.47707,0.175266,0.806127,0.136737,0.479638,0.136737,0.114667,0.202077,0.51548,0.4,0.0,0.6,0.0,driftzone
dio_mcm_episode_0q7j4gf,10,4,"BTC2024_CROSS,BTC2025_CROSS,NEG_STRESS,SOL_STRESS",offene_variante,dio_0v4v,0.468996,17,9,9,dio_mcm_episode_0tre8bg,dio_mcm_episode_0x7d4av,0.622899,0.408755,0.233543,0.787252,0.259272,0.571679,0.151479,0.124787,0.268764,0.243207,0.1,0.0,0.9,0.0,driftzone
dio_mcm_episode_0qhs6nb,7,3,"BTC2025_CROSS,POS_STRESS,SIDEWAYS",offene_variante,dio_0qn8,0.591673,13,7,7,dio_mcm_episode_0tre8bg,dio_mcm_episode_0pxjirg,0.640919,0.425869,0.200085,0.79533,0.153768,0.504587,0.153768,0.127168,0.24204,0.489158,0.142857,0.0,0.857143,0.0,driftzone
dio_mcm_episode_0r1o8ja,7,2,"BTC2024_CROSS,BTC2025_CROSS",offene_variante,dio_14l0,0.591673,12,7,7,dio_mcm_episode_1871pif,dio_mcm_episode_0l3i7ey,0.628008,0.418306,0.212937,0.748187,0.128267,0.417264,0.128267,0.105963,0.177474,0.603746,0.142857,0.0,0.857143,0.0,driftzone
dio_mcm_episode_0v93uai,7,2,"BTC2025_CROSS,SIDEWAYS",zentrum_stabil,dio_1gp2,-0.0,10,6,6,dio_mcm_episode_0pxjirg,dio_mcm_episode_0lne9ax,0.681212,0.470882,0.146987,0.856637,0.085839,0.525373,0.085839,0.075307,0.121226,0.32957,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1i31hl0,7,3,"BTC2024_CROSS,BTC2025_CROSS,POS_STRESS",offene_variante,dio_1wfi,0.591673,10,7,7,dio_mcm_episode_0om13wf,dio_mcm_episode_0om13wf,0.625657,0.417173,0.222192,0.742669,0.175596,0.387654,0.175596,0.144878,0.276701,0.567543,0.142857,0.0,0.857143,0.0,driftzone
dio_mcm_episode_00nzcuc,6,1,BTC2024_CROSS,offene_variante,dio_068s,0.918296,2,2,2,dio_mcm_episode_17c7qwp,dio_mcm_episode_17c7qwp,0.675414,0.502417,0.192713,0.798966,0.209763,0.548091,0.209763,0.174748,0.363104,0.401498,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0yk71el,6,2,"BTC2024_CROSS,POS_STRESS",offene_variante,dio_14id,0.918296,2,2,2,dio_mcm_episode_0tv1tha,dio_mcm_episode_0o36jeo,0.650588,0.449043,0.18937,0.776363,0.129362,0.391532,0.129362,0.107588,0.181639,0.582108,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_1i4013t,6,1,SOL_STRESS,offene_variante,dio_1mte,1.459148,3,2,2,dio_mcm_episode_1a2dopw,dio_mcm_episode_15al1fi,0.616994,0.396532,0.240221,0.79637,0.28593,0.524022,0.0,0.0,0.0,0.0,0.333333,0.0,0.5,0.166667,driftzone
dio_mcm_episode_1mesbjy,6,3,"BTC2024_CROSS,BTC2025_CROSS,SIDEWAYS",offene_variante,dio_058t,-0.0,11,6,6,dio_mcm_episode_1ve60mw,dio_mcm_episode_0om13wf,0.626274,0.428203,0.222216,0.711654,0.137128,0.365465,0.137128,0.113164,0.193486,0.647178,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_062iou2,5,4,"BTC2024_CROSS,BTC2025_CROSS,POS_STRESS,SIDEWAYS",offene_variante,dio_1w1h,-0.0,10,5,5,dio_mcm_episode_11fxool,dio_mcm_episode_1iq1hgz,0.604919,0.39766,0.247906,0.703319,0.199978,0.350514,0.199978,0.159103,0.307175,0.685149,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0igfdmt,5,3,"BTC2025_CROSS,NEG_STRESS,SOL_STRESS",offene_variante,dio_13e1,0.970951,5,4,4,dio_mcm_episode_0tre8bg,dio_mcm_episode_0f3xyli,0.627035,0.389087,0.223437,0.826375,0.290243,0.457343,0.183444,0.147639,0.322215,0.217512,0.4,0.0,0.6,0.0,driftzone
dio_mcm_episode_0jlkrep,5,2,"NEG_STRESS,SIDEWAYS",zentrum_stabil,dio_010q,0.970951,4,2,2,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0qpk96k,0.673138,0.497231,0.196205,0.803782,0.232824,0.545956,0.232824,0.191171,0.408705,0.385133,0.6,0.0,0.4,0.0,driftzone
dio_mcm_episode_1adxznm,5,1,SOL_STRESS,offene_variante,dio_19n0,-0.0,8,4,4,dio_mcm_episode_0kvu3mb,dio_mcm_episode_0pclaui,0.606486,0.374116,0.25629,0.789694,0.342639,0.398584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_1ppvnd6,5,3,"BTC2024_CROSS,BTC2025_CROSS,SIDEWAYS",offene_variante,dio_0om4,0.970951,5,4,4,dio_mcm_episode_00dz86x,dio_mcm_episode_0s3bynh,0.677445,0.49908,0.177961,0.802699,0.133745,0.533622,0.133745,0.112776,0.206817,0.467916,0.4,0.0,0.6,0.0,driftzone
dio_mcm_episode_1tzi2la,5,1,SOL_STRESS,zentrum_stabil,dio_1t5w,0.970951,6,4,4,dio_mcm_episode_0inn73s,dio_mcm_episode_04e9yp5,0.635031,0.380816,0.205272,0.863349,0.252233,0.47372,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,driftzone
dio_mcm_episode_00er6t0,4,2,"BTC2024_CROSS,POS_STRESS",offene_variante,dio_13it,1.0,4,2,2,dio_mcm_episode_1iq1hgz,dio_mcm_episode_0ultars,0.674606,0.483154,0.164998,0.810009,0.131305,0.516695,0.131305,0.111005,0.197902,0.518664,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0q7skyc,4,3,"BTC2025_CROSS,NEG_STRESS,SIDEWAYS",offene_variante,dio_0vm1,-0.0,8,4,4,dio_mcm_episode_0q7j4gf,dio_mcm_episode_0iuzv7p,0.630187,0.424756,0.224123,0.769244,0.188858,0.643879,0.188858,0.156702,0.328967,0.41418,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0qkg6nj,4,2,"BTC2024_CROSS,NEG_STRESS",zentrum_stabil,dio_1clq,0.811278,4,2,2,dio_mcm_episode_0bbty2w,dio_mcm_episode_0mb95f2,0.684545,0.504934,0.181038,0.826194,0.215881,0.513543,0.215881,0.175071,0.370646,0.329539,0.75,0.0,0.25,0.0,driftzone
dio_mcm_episode_0tv1tha,4,2,"BTC2024_CROSS,POS_STRESS",zentrum_stabil,dio_0jk1,1.0,3,3,3,dio_mcm_episode_0uhmzrl,dio_mcm_episode_0yk71el,0.652551,0.447494,0.187458,0.795199,0.157038,0.423551,0.157038,0.129471,0.234665,0.560834,0.5,0.0,0.5,0.0,driftzone
