timestamp_ms,symbol,timeframe,open,high,low,close,volume
1705267200000,PAXGUSDT,5m,2022.0,2023.0,2022.0,2023.0,0.3528
1705267500000,PAXGUSDT,5m,2022.0,2024.0,2022.0,2024.0,1.3494
1705267800000,PAXGUSDT,5m,2023.0,2024.0,2023.0,2023.0,0.5727
1705268100000,PAXGUSDT,5m,2024.0,2024.0,2018.0,2020.0,7.6247
1705268400000,PAXGUSDT,5m,2020.0,2023.0,2020.0,2023.0,2.657
1705268700000,PAXGUSDT,5m,2023.0,2024.0,2022.0,2024.0,1.0361
1705269000000,PAXGUSDT,5m,2024.0,2024.0,2021.0,2023.0,12.4993
1705269300000,PAXGUSDT,5m,2023.0,2023.0,2022.0,2023.0,0.7894
1705269600000,PAXGUSDT,5m,2023.0,2024.0,2022.0,2022.0,2.7997
1705269900000,PAXGUSDT,5m,2023.0,2025.0,2023.0,2025.0,3.5041
1705270200000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,3.2559
1705270500000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,2.1808
1705270800000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2024.0,0.4984
1705271100000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.2184
1705271400000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.2453
1705271700000,PAXGUSDT,5m,2024.0,2025.0,2024.0,2025.0,0.4602
1705272000000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.2374
1705272300000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.8866
1705272600000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.4042
1705272900000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2024.0,0.447
1705273200000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.1384
1705273500000,PAXGUSDT,5m,2024.0,2024.0,2022.0,2022.0,9.5235
1705273800000,PAXGUSDT,5m,2023.0,2024.0,2022.0,2023.0,2.5676
1705274100000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2023.0,0.2341
1705274400000,PAXGUSDT,5m,2024.0,2024.0,2022.0,2023.0,2.0513
1705274700000,PAXGUSDT,5m,2023.0,2023.0,2021.0,2021.0,6.4515
1705275000000,PAXGUSDT,5m,2022.0,2022.0,2021.0,2022.0,1.2576
1705275300000,PAXGUSDT,5m,2021.0,2022.0,2020.0,2021.0,9.6985
1705275600000,PAXGUSDT,5m,2022.0,2024.0,2021.0,2024.0,1.7295
1705275900000,PAXGUSDT,5m,2024.0,2024.0,2021.0,2022.0,0.8328
1705276200000,PAXGUSDT,5m,2022.0,2024.0,2022.0,2023.0,1.7442
1705276500000,PAXGUSDT,5m,2022.0,2024.0,2021.0,2022.0,2.9503
1705276800000,PAXGUSDT,5m,2022.0,2023.0,2022.0,2023.0,1.9982
1705277100000,PAXGUSDT,5m,2022.0,2024.0,2022.0,2024.0,0.7532
1705277400000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,2.7793
1705277700000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.2805
1705278000000,PAXGUSDT,5m,2024.0,2025.0,2023.0,2025.0,1.4402
1705278300000,PAXGUSDT,5m,2024.0,2024.0,2024.0,2024.0,0.1828
1705278600000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.1773
1705278900000,PAXGUSDT,5m,2024.0,2024.0,2023.0,2024.0,0.4328
1705279200000,PAXGUSDT,5m,2024.0,2024.0,2024.0,2024.0,0.1118
1705279500000,PAXGUSDT,5m,2023.0,2025.0,2023.0,2025.0,1.1292
1705279800000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.1335
1705280100000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.1437
1705280400000,PAXGUSDT,5m,2024.0,2025.0,2024.0,2025.0,0.1183
1705280700000,PAXGUSDT,5m,2025.0,2025.0,2025.0,2025.0,0.1116
1705281000000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.1008
1705281300000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.2462
1705281600000,PAXGUSDT,5m,2024.0,2025.0,2024.0,2025.0,0.3057
1705281900000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.1134
1705282200000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2024.0,0.1212
1705282500000,PAXGUSDT,5m,2025.0,2025.0,2024.0,2025.0,0.105
1705282800000,PAXGUSDT,5m,2025.0,2026.0,2024.0,2026.0,25.836
1705283100000,PAXGUSDT,5m,2026.0,2029.0,2025.0,2029.0,7.4056
1705283400000,PAXGUSDT,5m,2028.0,2032.0,2028.0,2030.0,34.3444
1705283700000,PAXGUSDT,5m,2030.0,2031.0,2029.0,2031.0,1.308
1705284000000,PAXGUSDT,5m,2030.0,2032.0,2030.0,2032.0,3.4141
1705284300000,PAXGUSDT,5m,2032.0,2036.0,2032.0,2035.0,10.4258
1705284600000,PAXGUSDT,5m,2035.0,2037.0,2032.0,2037.0,13.8955
1705284900000,PAXGUSDT,5m,2037.0,2040.0,2036.0,2039.0,28.0591
1705285200000,PAXGUSDT,5m,2039.0,2043.0,2039.0,2043.0,27.366
1705285500000,PAXGUSDT,5m,2042.0,2045.0,2042.0,2045.0,24.3831
1705285800000,PAXGUSDT,5m,2044.0,2045.0,2042.0,2045.0,16.116
1705286100000,PAXGUSDT,5m,2045.0,2047.0,2043.0,2045.0,17.8405
