rank,written_file,source,start,end,score_reife_over_open,trend_pct,span_pct,avg_range_pct,avg_abs_body_pct,avg_volume,direction_flip_ratio
1,kontrolliert_stabilizing_return_candidate_01_2023_start50000_10k_5m_SOLUSDT.csv,1-12_2023_5m_SOLUSDT.csv,50000,60000,0.11462945254150364,44.994110718492344,97.34982332155478,0.4167403511515824,0.20810409065297986,20448.995582,0.5077850877192982
2,kontrolliert_stabilizing_return_candidate_02_2023_start95000_10k_5m_SOLUSDT.csv,1-12_2023_5m_SOLUSDT.csv,95000,105000,0.11175011712384614,78.66873598896362,125.69408518710121,0.5186180017195697,0.2582847278255833,28244.4641268,0.5093839249286005
3,kontrolliert_stabilizing_return_candidate_03_2023_start0_10k_5m_SOLUSDT.csv,1-12_2023_5m_SOLUSDT.csv,0,10000,0.11117761156278527,146.33901705115343,171.61484453360077,0.5317289180278438,0.25483403771824475,28595.771719,0.5120061122025759
4,kontrolliert_stabilizing_return_candidate_04_2023_start85000_10k_5m_SOLUSDT.csv,1-12_2023_5m_SOLUSDT.csv,85000,95000,0.11057244638545727,86.97194453402126,127.02354079329248,0.5781780966473722,0.28674577431095577,31071.572006,0.5029536739558503
5,kontrolliert_stabilizing_return_candidate_05_2024_start15000_10k_5m_SOLUSDT.csv,1-12_2024_5m_SOLUSDT.csv,15000,25000,0.10896376947379177,78.46875916691114,109.22069032951991,0.5367953491440043,0.27408921597418867,28110.837999,0.5078195943900716
6,kontrolliert_stabilizing_return_candidate_06_2024_start10000_10k_5m_SOLUSDT.csv,1-12_2024_5m_SOLUSDT.csv,10000,20000,0.09958496917814784,50.95777548918643,61.5447991761071,0.3987573514022807,0.2045841380285287,20439.719675,0.5045255771382081
