world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
DOGE_2024_5M_10K,0,1000,einzelrekopplung,1,1,1,0,249,994,0.6911510590824064,0.5004276086411491,0.15652033409800398,0.1363592661685221,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_doge-2024-5m-10k_start0_size1000.csv
DOGE_2024_5M_10K,1000,2000,mehrrollen_kandidat,5,3,2,2,256,994,0.6864031943921104,0.49463142488033773,0.1604468357497051,0.11015875072732766,dio_mcm_episode_1wra2fc:field_carried:755; dio_mcm_episode_1k2bqha:field_carried:172; dio_mcm_episode_0e7qvj1:field_carried:65; dio_mcm_episode_0s9rwsa:field_strained:1; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m-10k_start1000_size1000.csv
DOGE_2024_5M_10K,2000,3000,mehrrollen_kandidat,4,3,3,1,255,994,0.6893479877255543,0.49628810945126123,0.15784880712909335,0.11659946152700122,dio_mcm_episode_1k2bqha:field_carried:458; dio_mcm_episode_1wra2fc:field_carried:374; dio_mcm_episode_0e7qvj1:field_carried:160; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m-10k_start2000_size1000.csv
DOGE_2024_5M_10K,3000,4000,einzelrekopplung,1,1,1,0,263,994,0.6887833474901771,0.4967416014628907,0.15822860176526324,0.12021314036210959,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_doge-2024-5m-10k_start3000_size1000.csv
DOGE_2024_5M_10K,4000,5000,einzelrekopplung,1,1,1,0,260,994,0.6877254504905145,0.49409119048368,0.15795224555462434,0.09599843924944912,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_doge-2024-5m-10k_start4000_size1000.csv
DOGE_2024_5M_10K,5000,6000,einzelrekopplung,1,1,1,0,256,994,0.691381563717158,0.49884806634679,0.15540837012182881,0.124166717500879,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_doge-2024-5m-10k_start5000_size1000.csv
DOGE_2024_5M_10K,6000,7000,uebergang_mit_randkontakt,3,2,2,1,263,994,0.6869834152149158,0.49423428861027746,0.1591711089167312,0.10561315253583729,dio_mcm_episode_0e7qvj1:field_carried:586; dio_mcm_episode_1k2bqha:field_carried:407; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m-10k_start6000_size1000.csv
DOGE_2024_5M_10K,7000,8000,einzelrekopplung,1,1,1,0,256,994,0.6871819657458631,0.49350533094367205,0.15846514723414903,0.09524880473910136,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_doge-2024-5m-10k_start7000_size1000.csv
DOGE_2024_5M_10K,8000,9000,uebergang_mit_randkontakt,3,2,2,1,258,994,0.6895767605721046,0.49764674694591776,0.15695238676117698,0.11765504151048013,dio_mcm_episode_0e7qvj1:field_carried:816; dio_mcm_episode_10421uv:field_carried:177; dio_mcm_episode_1qt3qc1:field_strained:1,data\scan_doge-2024-5m-10k_start8000_size1000.csv
DOGE_2024_5M_10K,9000,10000,uebergang_mit_randkontakt,3,2,2,1,262,994,0.686654621297872,0.49214186059266396,0.1586455029476338,0.09242874355360042,dio_mcm_episode_0e7qvj1:field_carried:616; dio_mcm_episode_1k2bqha:field_carried:377; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_doge-2024-5m-10k_start9000_size1000.csv
XRP_2024_5M_10K,0,1000,einzelrekopplung,1,1,1,0,252,994,0.6919571076188183,0.5002074700784845,0.1551276497936897,0.1328224495364547,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_xrp-2024-5m-10k_start0_size1000.csv
XRP_2024_5M_10K,1000,2000,mehrrollen_kandidat,5,3,2,2,250,994,0.6876267796309414,0.4958192673418163,0.1596939602119477,0.11394634214728643,dio_mcm_episode_1wra2fc:field_carried:755; dio_mcm_episode_1k2bqha:field_carried:172; dio_mcm_episode_0e7qvj1:field_carried:65; dio_mcm_episode_0s9rwsa:field_strained:1; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m-10k_start1000_size1000.csv
XRP_2024_5M_10K,2000,3000,uebergang_mit_randkontakt,3,2,2,1,260,994,0.6894431545845593,0.49724973205053774,0.1581503953563385,0.1261749217552611,dio_mcm_episode_0e7qvj1:field_carried:535; dio_mcm_episode_1k2bqha:field_carried:458; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m-10k_start2000_size1000.csv
XRP_2024_5M_10K,3000,4000,uebergang_mit_randkontakt,3,2,2,1,254,994,0.6902135845222357,0.4977189805724127,0.1566038838041349,0.11729644098286077,dio_mcm_episode_0e7qvj1:field_carried:624; dio_mcm_episode_1k2bqha:field_carried:369; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m-10k_start3000_size1000.csv
XRP_2024_5M_10K,4000,5000,uebergang_mit_randkontakt,3,2,2,1,254,994,0.690487599875577,0.49853668730936507,0.15621180350901911,0.11903615848676369,dio_mcm_episode_1k2bqha:field_carried:686; dio_mcm_episode_0e7qvj1:field_carried:307; dio_mcm_episode_0ryrezu:field_strained:1,data\scan_xrp-2024-5m-10k_start4000_size1000.csv
XRP_2024_5M_10K,5000,6000,uebergang_mit_randkontakt,3,2,2,1,266,994,0.6894837580088383,0.4960494125637341,0.1570718236062443,0.11180085914310156,dio_mcm_episode_0e7qvj1:field_carried:859; dio_mcm_episode_1k2bqha:field_carried:134; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m-10k_start5000_size1000.csv
XRP_2024_5M_10K,6000,7000,einzelrekopplung,1,1,1,0,253,994,0.691061968639402,0.4985990759158715,0.1550486778942623,0.11250532962083835,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_xrp-2024-5m-10k_start6000_size1000.csv
XRP_2024_5M_10K,7000,8000,einzelrekopplung,1,1,1,0,261,994,0.6880214388778946,0.493805087841196,0.15806071955196113,0.09666972637465272,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_xrp-2024-5m-10k_start7000_size1000.csv
XRP_2024_5M_10K,8000,9000,uebergang_mit_randkontakt,3,2,2,1,243,994,0.6916488177260076,0.5010901743742983,0.15548952690801326,0.13060202653953348,dio_mcm_episode_1k2bqha:field_carried:808; dio_mcm_episode_0e7qvj1:field_carried:185; dio_mcm_episode_0qvqqtg:field_strained:1,data\scan_xrp-2024-5m-10k_start8000_size1000.csv
XRP_2024_5M_10K,9000,10000,uebergang_mit_randkontakt,3,2,2,1,257,994,0.688608511713476,0.4966048038135713,0.15831537234614934,0.11363767701955871,dio_mcm_episode_0e7qvj1:field_carried:616; dio_mcm_episode_1k2bqha:field_carried:377; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_xrp-2024-5m-10k_start9000_size1000.csv
BTC_2024_5M_10K,0,1000,uebergang_mit_randkontakt,3,2,2,1,243,994,0.6898533858988541,0.4986896161459565,0.15712557874074864,0.12100622291806393,dio_mcm_episode_1k2bqha:field_carried:802; dio_mcm_episode_0e7qvj1:field_carried:191; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_btc-2024-5m-10k_start0_size1000.csv
BTC_2024_5M_10K,1000,2000,uebergang_mit_randkontakt,3,2,2,1,248,994,0.6911431735124491,0.5000317688360767,0.1557817092340279,0.12313374558145886,dio_mcm_episode_0e7qvj1:field_carried:821; dio_mcm_episode_1k2bqha:field_carried:172; dio_mcm_episode_0s9rwsa:field_strained:1,data\scan_btc-2024-5m-10k_start1000_size1000.csv
BTC_2024_5M_10K,2000,3000,mehrrollen_kandidat,5,4,3,1,248,994,0.690623463171775,0.5005677992164315,0.15821431092451038,0.14399827920703676,dio_mcm_episode_1k2bqha:field_carried:458; dio_mcm_episode_1wra2fc:field_carried:280; dio_mcm_episode_0e7qvj1:field_carried:154; dio_mcm_episode_1h47j5n:field_carried:98; dio_mcm_episode_0ryrezu:field_strained:1,data\scan_btc-2024-5m-10k_start2000_size1000.csv
BTC_2024_5M_10K,3000,4000,uebergang_mit_randkontakt,3,2,2,1,258,994,0.6892975275391114,0.49755587520720557,0.15785300283202175,0.12638545568811313,dio_mcm_episode_0e7qvj1:field_carried:562; dio_mcm_episode_1k2bqha:field_carried:431; dio_mcm_episode_0s8r0ot:field_strained:1,data\scan_btc-2024-5m-10k_start3000_size1000.csv
BTC_2024_5M_10K,4000,5000,einzelrekopplung,1,1,1,0,260,994,0.6890917578837884,0.49612483043195593,0.15695571075439313,0.10692923827611965,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_btc-2024-5m-10k_start4000_size1000.csv
BTC_2024_5M_10K,5000,6000,einzelrekopplung,1,1,1,0,248,994,0.6923664906007369,0.5009949595935168,0.15478338490796298,0.13644084714189947,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_btc-2024-5m-10k_start5000_size1000.csv
BTC_2024_5M_10K,6000,7000,einzelrekopplung,1,1,1,0,267,994,0.6875235741150098,0.4938639103735821,0.15827635408069057,0.10657286885757479,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_btc-2024-5m-10k_start6000_size1000.csv
BTC_2024_5M_10K,7000,8000,einzelrekopplung,1,1,1,0,257,994,0.6894364216838494,0.49765002465202096,0.15752497201340093,0.1230729420610112,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_btc-2024-5m-10k_start7000_size1000.csv
BTC_2024_5M_10K,8000,9000,einzelrekopplung,1,1,1,0,250,994,0.6890849468754952,0.4977181772570933,0.1583109992342917,0.12200265927494124,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_btc-2024-5m-10k_start8000_size1000.csv
BTC_2024_5M_10K,9000,10000,uebergang_mit_randkontakt,3,2,2,1,248,994,0.6907797998999614,0.4986378708775511,0.15561387719596356,0.11917498523905788,dio_mcm_episode_0e7qvj1:field_carried:616; dio_mcm_episode_1k2bqha:field_carried:377; dio_mcm_episode_0ryrezu:field_strained:1,data\scan_btc-2024-5m-10k_start9000_size1000.csv
