label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
axis_xrp_2024_5000_halves,xrp_2024_5m_5000_halves,rand_kippnah,mittel,4,6,4,6,1.0,1.0,3,3,0.604,0.364,0.2712435,703,3306,1621,64,3,0,0,0.691239,0.512066,0.159892,0.824754,0.10864,0.094448,0.337488,data\scan_xrp-2024-5m_start0_size5000.csv,data\scan_xrp-2024-5m_start5000_size5000.csv
axis_paxg_2024_5000_halves,paxg_2024_5m_5000_halves,rand_kippnah,mittel,4,6,4,6,1.0,1.0,0,6,0.48300000000000004,0.208,0.27632450000000003,499,4026,939,26,3,0,0,0.706663,0.524774,0.153208,0.847387,0.164279,0.089164,0.352685,data\scan_paxg-2024-5m_start0_size5000.csv,data\scan_paxg-2024-5m_start5000_size5000.csv
