label,weltgruppe,achsenklasse,rollenbreite_klasse,rollen,kombinationen,rollen_reaktiviert,kombinationen_voll,reaktivierungsquote,kombinationsquote,cross_state,same_state,avg_co_touch,min_co_touch,avg_resonanz,syntax,stabil,tragend_unruhig,kippend,gespannt,field_carried,field_strained,rekopplung,carry,strain,sensory,nachhall,neuro_load,neuro_balance,data_path,follow_data_path
multi_axis_sideways_0_to_2000,sideways,verteilt_rekoppelnd,verteilt,7,19,7,19,1.0,1.0,11,8,0.4926316842105263,0.013333,0.18812536842105262,274,1745,240,8,1,0,0,0.702821,0.522144,0.149674,0.853585,0.174799,0.090386,0.345435,data\segment_sideways_2026_10k_start0_size2000.csv,data\segment_sideways_2026_10k_start2000_size2000.csv
multi_axis_sideways_4000_to_6000,sideways,kompakt_gebunden,kompakt,2,1,2,1,1.0,1.0,0,1,0.92,0.92,0.5,348,1604,376,14,0,0,0,0.695582,0.511252,0.154753,0.842896,0.1383,0.095823,0.330879,data\segment_sideways_2026_10k_start4000_size2000.csv,data\segment_sideways_2026_10k_start6000_size2000.csv
multi_axis_stress_2000_to_4000,negative_stress,mittlere_uebergangsphase,mittel,4,6,4,6,1.0,1.0,3,3,0.6066666666666666,0.36,0.27067966666666665,314,1681,303,9,1,0,0,0.700541,0.518512,0.150702,0.848796,0.159969,0.091388,0.341751,data\segment_negative_stress_2023_10k_start2000_size2000.csv,data\segment_negative_stress_2023_10k_start4000_size2000.csv
multi_axis_stress_4000_to_6000,negative_stress,kompakt_nachhallend,kompakt,2,1,2,1,1.0,1.0,0,1,1.0,1.0,0.5,274,1703,276,15,0,0,0,0.702411,0.522779,0.150312,0.849544,0.181988,0.088484,0.350507,data\segment_negative_stress_2023_10k_start4000_size2000.csv,data\segment_negative_stress_2023_10k_start6000_size2000.csv
multi_axis_expansion_4000_to_6000,positive_expansion,verteilt_offen,verteilt,5,10,5,10,1.0,1.0,6,4,0.2626667,0.053333,0.2477305,394,1393,580,20,1,0,0,0.689427,0.502677,0.158934,0.833465,0.100488,0.100036,0.319572,data\segment_positive_expansion_2023_10k_start4000_size2000.csv,data\segment_positive_expansion_2023_10k_start6000_size2000.csv
multi_axis_expansion_2000_to_4000,positive_expansion,rand_kippnah,mittel,3,3,3,3,1.0,1.0,0,3,0.5133333333333333,0.36,0.35722266666666663,437,1433,532,28,1,0,0,0.688532,0.500369,0.160373,0.832899,0.107891,0.102294,0.315101,data\segment_positive_expansion_2023_10k_start2000_size2000.csv,data\segment_positive_expansion_2023_10k_start4000_size2000.csv
