world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
RUHIG_SIDEWAYS_2026,0,1000,uebergang_mit_randkontakt,3,2,2,1,258,994,0.6891225958963804,0.4960339728602925,0.15695122177072598,0.10703869063251047,dio_mcm_episode_1k2bqha:field_carried:848; dio_mcm_episode_1hs3jsa:field_carried:145; dio_mcm_episode_19q1eac:field_strained:1,data\scan_ruhig-sideways-2026_start0_size1000.csv
RUHIG_SIDEWAYS_2026,1000,2000,einzelrekopplung,1,1,1,0,258,994,0.6888315957354311,0.49625429770562557,0.1578269929754236,0.11256753262162485,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start1000_size1000.csv
RUHIG_SIDEWAYS_2026,2000,3000,einzelrekopplung,1,1,1,0,250,994,0.6894938982469285,0.49691221219296633,0.15689526050163294,0.11064280653407334,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start2000_size1000.csv
RUHIG_SIDEWAYS_2026,3000,4000,einzelrekopplung,1,1,1,0,240,994,0.6908254676463887,0.49953545507796865,0.15572630691936679,0.11522442028761731,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start3000_size1000.csv
RUHIG_SIDEWAYS_2026,4000,5000,einzelrekopplung,1,1,1,0,245,994,0.6914211936733409,0.49991208087975214,0.1553351784268936,0.12453482281147238,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start4000_size1000.csv
RUHIG_SIDEWAYS_2026,5000,6000,einzelrekopplung,1,1,1,0,255,994,0.68928155413458,0.4965029908371999,0.15695651156644533,0.10937233174059188,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start5000_size1000.csv
RUHIG_SIDEWAYS_2026,6000,7000,uebergang_mit_randkontakt,3,2,2,1,235,994,0.6909857192081331,0.5014336883636089,0.15708378016265465,0.13601906756370455,dio_mcm_episode_1k2bqha:field_carried:778; dio_mcm_episode_0e7qvj1:field_carried:215; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_ruhig-sideways-2026_start6000_size1000.csv
RUHIG_SIDEWAYS_2026,7000,8000,einzelrekopplung,1,1,1,0,263,994,0.6881035224760332,0.49580483497579064,0.15950161738898533,0.11408767483236766,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start7000_size1000.csv
RUHIG_SIDEWAYS_2026,8000,9000,einzelrekopplung,1,1,1,0,252,994,0.6894740861131755,0.4966287344801226,0.15689590988864088,0.10844868278115985,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_ruhig-sideways-2026_start8000_size1000.csv
STRESS_NEGATIV_2024,0,1000,einzelrekopplung,1,1,1,0,266,994,0.6877426869312102,0.49481697625753834,0.15853657410891664,0.1062323213679667,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start0_size1000.csv
STRESS_NEGATIV_2024,1000,2000,einzelrekopplung,1,1,1,0,256,994,0.6875816437276885,0.49406058851077955,0.1582885771801022,0.09985950792230348,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start1000_size1000.csv
STRESS_NEGATIV_2024,2000,3000,einzelrekopplung,1,1,1,0,264,994,0.6892245708695891,0.4955263395220658,0.15676080483214938,0.11395071900689395,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start2000_size1000.csv
STRESS_NEGATIV_2024,3000,4000,einzelrekopplung,1,1,1,0,261,994,0.6879536520852008,0.49554562989236417,0.15872279349916937,0.10990936071372509,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start3000_size1000.csv
STRESS_NEGATIV_2024,4000,5000,einzelrekopplung,1,1,1,0,264,994,0.6889671720980864,0.4965551238342012,0.1579251939749001,0.1158917477734225,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start4000_size1000.csv
STRESS_NEGATIV_2024,5000,6000,einzelrekopplung,1,1,1,0,254,994,0.6897442865073218,0.49854032440981966,0.15729129932556896,0.12224616669178544,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start5000_size1000.csv
STRESS_NEGATIV_2024,6000,7000,uebergang_mit_randkontakt,3,2,2,1,271,994,0.6884890251531314,0.4964071900622915,0.15848627343879698,0.1185650317787555,dio_mcm_episode_1k2bqha:field_carried:801; dio_mcm_episode_0e7qvj1:field_carried:192; dio_mcm_episode_0r1kwkd:field_strained:1,data\scan_stress-negativ-2024_start6000_size1000.csv
STRESS_NEGATIV_2024,7000,8000,einzelrekopplung,1,1,1,0,262,994,0.6885834194550731,0.4961797109691915,0.15804761823814292,0.111948941987545,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_stress-negativ-2024_start7000_size1000.csv
STRESS_NEGATIV_2024,8000,9000,uebergang_mit_randkontakt,3,2,1,1,254,994,0.6883287263248651,0.4964857617465083,0.15859221513832852,0.11093021825042335,dio_mcm_episode_1k2bqha:field_carried:954; dio_mcm_episode_0e7qvj1:field_carried:39; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_stress-negativ-2024_start8000_size1000.csv
EXPANSION_POSITIV_2023,0,1000,einzelrekopplung,1,1,1,0,249,994,0.6895794941131137,0.49694620117144106,0.15750960433227046,0.11308662036072653,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_expansion-positiv-2023_start0_size1000.csv
EXPANSION_POSITIV_2023,1000,2000,einzelrekopplung,1,1,1,0,249,994,0.6883976947379189,0.4959220823559957,0.15792104187523742,0.10267487430885433,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_expansion-positiv-2023_start1000_size1000.csv
EXPANSION_POSITIV_2023,2000,3000,uebergang_mit_randkontakt,3,2,2,1,260,994,0.6888893726462471,0.4953280325412352,0.1583040139908947,0.10650233288196438,dio_mcm_episode_0e7qvj1:field_carried:529; dio_mcm_episode_1k2bqha:field_carried:464; dio_mcm_episode_0sjrih9:field_strained:1,data\scan_expansion-positiv-2023_start2000_size1000.csv
EXPANSION_POSITIV_2023,3000,4000,einzelrekopplung,1,1,1,0,254,994,0.6894131115428969,0.4976307331939761,0.1578822596770308,0.12290626799369954,dio_mcm_episode_1joiyc3:field_carried:994,data\scan_expansion-positiv-2023_start3000_size1000.csv
