world,family,transition,base_total,follow_total,base_open_share,follow_open_share,base_mature_share,follow_mature_share,base_episode_count,base_raw_match_count,base_tick_start,base_tick_end,base_net_return_pct,base_avg_body_pct,base_avg_range_pct,base_avg_volume,base_avg_rekopplung,base_avg_adaptive_rekopplung,base_avg_strain,base_avg_visual_gap,base_avg_hearing_gap,base_avg_feld_coherence,base_avg_feld_tension,follow_episode_count,follow_raw_match_count,follow_tick_start,follow_tick_end,follow_net_return_pct,follow_avg_body_pct,follow_avg_range_pct,follow_avg_volume,follow_avg_rekopplung,follow_avg_adaptive_rekopplung,follow_avg_strain,follow_avg_visual_gap,follow_avg_hearing_gap,follow_avg_feld_coherence,follow_avg_feld_tension
BTC_2024_5M,dio_00hc,offen_und_gereift->nur_offen,4,1,0.750000,1.000000,0.250000,0.000000,4,4,1167,1995,-0.047342,0.440051,0.612413,298.182542,0.589612,0.623933,0.284977,0.344701,0.427708,0.356388,0.344807,1,1,3173,3173,0.000000,0.307334,0.385793,130.051580,0.564857,0.602314,0.306064,0.338943,0.445402,0.317604,0.344399
BTC_2024_5M,dio_00sp,nur_gereift->offen_und_gereift,5,6,0.000000,0.166667,1.000000,0.833333,5,5,274,4084,-2.133103,0.022133,0.044258,41.834560,0.666806,0.711957,0.180937,0.024188,0.241182,0.474711,0.219920,6,6,638,4727,3.538236,0.021119,0.031289,33.644588,0.664476,0.708623,0.186884,0.035662,0.260448,0.506103,0.231244
BTC_2024_5M,dio_01kh,nur_gereift->offen_und_gereift,1,7,0.000000,0.285714,1.000000,0.714286,1,1,1996,1996,0.000000,0.152718,0.207180,140.631050,0.637517,0.682566,0.204064,0.299343,0.147462,0.564817,0.133592,7,7,1108,3760,4.701465,0.087733,0.212762,205.520150,0.664151,0.703162,0.188080,0.345717,0.139589,0.612994,0.135003
BTC_2024_5M,dio_01q0,offen_und_gereift->nur_gereift,4,5,0.250000,0.000000,0.750000,1.000000,4,4,795,2404,9.048646,0.189249,0.277032,215.462520,0.703729,0.753033,0.125486,0.085058,0.061404,0.658802,0.070991,5,5,1138,4050,2.513751,0.138541,0.223317,154.436224,0.703352,0.751277,0.128531,0.080705,0.075558,0.656374,0.082466
BTC_2024_5M,dio_02x1,nur_gereift->offen_und_gereift,10,7,0.000000,0.142857,1.000000,0.857143,10,10,508,4863,-5.260278,0.268847,0.362726,144.402220,0.689076,0.731910,0.155106,0.142623,0.125502,0.539621,0.131081,7,7,160,3787,3.454868,0.216555,0.283162,118.953306,0.687904,0.732530,0.157924,0.143487,0.128820,0.531449,0.133988
BTC_2024_5M,dio_033x,offen_und_gereift->nur_offen,3,1,0.333333,1.000000,0.666667,0.000000,3,3,324,3342,1.027913,0.578237,0.834747,559.620897,0.618056,0.656646,0.238654,0.381484,0.280780,0.465452,0.223090,1,1,2352,2352,0.000000,0.412702,0.557897,800.626190,0.601869,0.642879,0.253439,0.365530,0.283762,0.496277,0.218247
BTC_2024_5M,dio_03og,offen_und_gereift->nur_offen,4,1,0.250000,1.000000,0.750000,0.000000,4,4,2161,4786,-4.626713,0.281609,0.547765,531.484450,0.631867,0.667239,0.219852,0.565840,0.124169,0.466785,0.137620,1,1,2380,2380,0.000000,0.360897,0.539194,507.785620,0.609267,0.649135,0.241033,0.565589,0.119599,0.475247,0.142033
BTC_2024_5M,dio_03uk,nur_gereift->offen_und_gereift,25,27,0.000000,0.037037,1.000000,0.962963,25,25,140,4951,0.155324,0.033189,0.102456,61.856846,0.719493,0.762059,0.124115,0.159757,0.044019,0.648767,0.053153,27,27,18,4989,0.408164,0.017920,0.061595,41.546283,0.722250,0.764506,0.122083,0.155867,0.040483,0.653223,0.049043
BTC_2024_5M,dio_047z,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,1013,3602,-1.443373,0.409927,0.471561,232.515965,0.611471,0.649515,0.245571,0.435598,0.259414,0.484593,0.213259,1,1,1139,1139,0.000000,0.307957,0.329132,108.162740,0.600279,0.641714,0.256992,0.395094,0.277245,0.508034,0.217920
BTC_2024_5M,dio_04g4,offen_und_gereift->nur_offen,2,1,0.500000,1.000000,0.500000,0.000000,2,2,386,2783,-0.219032,0.547202,0.798637,492.468880,0.632235,0.677557,0.220492,0.049964,0.357353,0.576389,0.274850,1,1,3802,3802,0.000000,0.380182,0.380205,160.950740,0.622467,0.668351,0.233080,0.096672,0.323116,0.681998,0.261138
BTC_2024_5M,dio_05vd,nur_gereift->offen_und_gereift,1,5,0.000000,0.600000,1.000000,0.400000,1,1,948,948,0.000000,0.210495,0.243376,133.267090,0.610922,0.657039,0.242669,0.047045,0.362979,0.354224,0.298324,5,5,625,4362,3.639655,0.195112,0.281880,149.442946,0.641045,0.683120,0.214309,0.049219,0.344519,0.392271,0.282364
BTC_2024_5M,dio_065r,nur_gereift->offen_und_gereift,1,2,0.000000,0.500000,1.000000,0.500000,1,1,1185,1185,0.000000,0.071862,0.135146,102.094520,0.616910,0.658818,0.234209,0.443692,0.175179,0.582779,0.156617,2,2,3217,3909,1.187707,0.071152,0.180634,248.336640,0.628462,0.667609,0.224045,0.468172,0.174432,0.612679,0.157186
BTC_2024_5M,dio_06fh,offen_und_gereift->nur_gereift,7,2,0.571429,0.000000,0.428571,1.000000,7,7,710,4014,-5.712745,0.405006,0.549692,446.140869,0.651407,0.690902,0.208134,0.219934,0.256476,0.603913,0.223008,2,2,226,2996,2.845344,0.309602,0.409015,348.957450,0.629791,0.673468,0.225405,0.228415,0.272781,0.590313,0.236076
BTC_2024_5M,dio_092o,nur_gereift->offen_und_gereift,1,3,0.000000,0.666667,1.000000,0.333333,1,1,389,389,0.000000,0.112402,0.238188,260.809190,0.630798,0.675907,0.209432,0.495606,0.059831,0.491162,0.091594,3,3,146,3828,5.465331,0.034541,0.333951,294.364553,0.655879,0.697917,0.181966,0.482232,0.031009,0.490063,0.076985
BTC_2024_5M,dio_09ep,nur_gereift->offen_und_gereift,3,6,0.000000,0.333333,1.000000,0.666667,3,3,787,3087,7.514202,0.299861,0.443610,366.562497,0.633131,0.672195,0.218288,0.430653,0.183136,0.514165,0.167095,6,6,62,3174,-1.245046,0.107478,0.271664,267.038990,0.640586,0.677473,0.215244,0.451881,0.179701,0.515298,0.162561
BTC_2024_5M,dio_0ak2,offen_und_gereift->nur_gereift,3,1,0.333333,0.000000,0.666667,1.000000,3,3,2163,2241,4.535745,0.327891,0.789033,1124.366087,0.624925,0.660110,0.223482,0.619562,0.103446,0.406044,0.130173,1,1,411,411,0.000000,0.133575,0.533489,586.764570,0.600735,0.640859,0.246130,0.645977,0.105761,0.329824,0.127401
BTC_2024_5M,dio_0bzn,nur_gereift->offen_und_gereift,3,3,0.000000,0.333333,1.000000,0.666667,3,3,2408,3275,-1.752410,0.076931,0.124011,86.353257,0.664097,0.708444,0.183470,0.204036,0.171422,0.701638,0.159792,3,3,24,4470,1.026061,0.046944,0.178941,170.285777,0.663101,0.709367,0.184568,0.188455,0.179192,0.691493,0.168210
BTC_2024_5M,dio_0dd2,offen_und_gereift->nur_gereift,44,37,0.795455,0.000000,0.204545,1.000000,44,44,210,4956,-0.178100,0.046944,0.103862,73.678633,0.720645,0.761795,0.135102,0.146034,0.079656,0.748649,0.076582,37,37,249,4991,4.160203,0.029111,0.068054,55.671284,0.720099,0.761144,0.134071,0.136626,0.080560,0.737917,0.077065
BTC_2024_5M,dio_0e70,nur_gereift->offen_und_gereift,1,6,0.000000,0.666667,1.000000,0.333333,1,1,1651,1651,0.000000,0.143309,0.225330,87.511860,0.593113,0.635710,0.272939,0.166584,0.383992,0.413704,0.333966,6,6,613,4886,3.053880,0.124721,0.167702,109.773348,0.621533,0.659918,0.247499,0.146917,0.393541,0.384754,0.331549
BTC_2024_5M,dio_0ein,nur_gereift->offen_und_gereift,5,15,0.000000,0.533333,1.000000,0.466667,5,5,2533,4435,-7.718345,0.209111,0.244282,116.402056,0.696744,0.741636,0.132010,0.240163,0.009952,0.503227,0.043168,15,15,165,3851,5.655484,0.145561,0.220527,139.801977,0.708791,0.751436,0.127913,0.238115,0.009642,0.506839,0.040854
BTC_2024_5M,dio_0f38,nur_gereift->offen_und_gereift,4,3,0.000000,0.666667,1.000000,0.333333,4,4,712,2311,4.040374,0.794371,1.106703,1031.637162,0.617440,0.655620,0.246172,0.277373,0.351574,0.503833,0.279308,3,3,1173,3871,6.910725,0.575636,0.667512,622.581770,0.614894,0.653553,0.247576,0.255871,0.352730,0.521327,0.284530
BTC_2024_5M,dio_0fc4,offen_und_gereift->nur_gereift,10,8,0.100000,0.000000,0.900000,1.000000,10,10,96,4944,0.443641,0.082314,0.204357,104.349560,0.663616,0.705491,0.191792,0.035894,0.272737,0.399308,0.248109,8,8,833,4960,3.198104,0.051050,0.099103,54.911203,0.660454,0.702862,0.195317,0.023161,0.281412,0.383078,0.254552
BTC_2024_5M,dio_0fl2,nur_gereift->offen_und_gereift,10,18,0.000000,0.277778,0.900000,0.722222,10,10,17,4924,0.492950,0.045866,0.116871,64.373930,0.717754,0.759172,0.119768,0.054288,0.078934,0.767775,0.075752,18,18,488,4749,3.505265,0.037761,0.084376,53.281893,0.722631,0.768461,0.121012,0.059482,0.079804,0.774170,0.076579
BTC_2024_5M,dio_0gaw,offen_und_gereift->nur_gereift,10,5,0.100000,0.000000,0.900000,1.000000,10,10,84,4980,1.036010,0.126959,0.223678,122.570677,0.665546,0.707439,0.191213,0.051149,0.271073,0.486148,0.240024,5,5,458,4854,3.074587,0.090740,0.155723,64.924756,0.662220,0.707094,0.187839,0.040540,0.255869,0.490792,0.229792
