world,start,end,class,role_count,durable_role_count,long_role_count,strain_role_count,unique_symbols,episodes,avg_rekopplung,avg_carry,avg_strain,avg_afterimage,top_roles,data_path
RAND_KIPP_SHORT,0,2000,uebergang_mit_randkontakt,3,2,2,1,145,1994,0.7342223380187244,0.5767892750059554,0.13307529370796256,0.6122707477370685,dio_mcm_episode_0v5p8er:field_carried:1394; dio_mcm_episode_1bdmoa8:field_carried:599; dio_mcm_episode_15uimof:field_strained:1,data\scan_rand-kipp-short_start0_size2000.csv
RAND_KIPP_SHORT,1000,3000,einzelrekopplung,1,1,1,0,135,1994,0.7281118316801926,0.5657645706792968,0.13402505051870262,0.5052552051070894,dio_mcm_episode_0f7nmol:field_carried:1994,data\scan_rand-kipp-short_start1000_size2000.csv
RAND_KIPP_SHORT,2000,4000,einzelrekopplung,1,1,1,0,97,1994,0.7352776049183531,0.5780188204367392,0.12853604192683327,0.5508058958791975,dio_mcm_episode_0d9qets:field_carried:1994,data\scan_rand-kipp-short_start2000_size2000.csv
RAND_KIPP_SHORT,3000,5000,uebergang_mit_randkontakt,3,2,2,1,110,1994,0.740776305577089,0.5858615700144775,0.1252100803391032,0.6222080688165694,dio_mcm_episode_11c3uxd:field_carried:1849; dio_mcm_episode_1rhsska:field_carried:144; dio_mcm_episode_15kj0zg:field_strained:1,data\scan_rand-kipp-short_start3000_size2000.csv
RAND_KIPP_SHORT,4000,6000,uebergang_mit_randkontakt,3,2,2,1,80,1994,0.7455958748841852,0.5962575002134597,0.1258831989624663,0.7126171285763808,dio_mcm_episode_0wjn8vm:field_carried:1144; dio_mcm_episode_1bdmoa8:field_carried:849; dio_mcm_episode_15kj0zg:field_strained:1,data\scan_rand-kipp-short_start4000_size2000.csv
RAND_KIPP_SHORT,5000,7000,einzelrekopplung,1,1,1,0,69,1994,0.7493350304330731,0.6037242174644699,0.12443065546752347,0.7683752910113739,dio_mcm_episode_0d9qets:field_carried:1994,data\scan_rand-kipp-short_start5000_size2000.csv
RAND_KIPP_SHORT,6000,8000,einzelrekopplung,1,1,1,0,8,1994,0.7565255101779289,0.6146849609438928,0.11774482365335341,0.8054251768107129,dio_mcm_episode_1v8o9kh:field_carried:1994,data\scan_rand-kipp-short_start6000_size2000.csv
RAND_KIPP_RECOUP,0,2000,uebergang_mit_randkontakt,3,2,2,1,145,1994,0.7272365081181085,0.5686211676199768,0.139692548667108,0.5677380371091622,dio_mcm_episode_1q3us3f:field_carried:1394; dio_mcm_episode_1bdmoa8:field_carried:599; dio_mcm_episode_15uimof:field_strained:1,data\scan_rand-kipp-recoup_start0_size2000.csv
RAND_KIPP_RECOUP,1000,3000,einzelrekopplung,1,1,1,0,142,1994,0.7193971684600536,0.5534751664390094,0.14069122747144544,0.4236790362905102,dio_mcm_episode_04nzkto:field_carried:1994,data\scan_rand-kipp-recoup_start1000_size2000.csv
RAND_KIPP_RECOUP,2000,4000,einzelrekopplung,1,1,1,0,96,1994,0.7292999820937659,0.5695776842164199,0.1320600545591417,0.46863500929728313,dio_mcm_episode_04dzz4p:field_carried:1994,data\scan_rand-kipp-recoup_start2000_size2000.csv
RAND_KIPP_RECOUP,3000,5000,einzelrekopplung,1,1,1,0,103,1994,0.7384913574605511,0.5811358806850954,0.12541318005181068,0.5710198796465268,dio_mcm_episode_0d9qets:field_carried:1994,data\scan_rand-kipp-recoup_start3000_size2000.csv
RAND_KIPP_RECOUP,4000,6000,einzelrekopplung,1,1,1,0,74,1994,0.7512907255743052,0.6054263326755539,0.12049792629052539,0.7796160104737425,dio_mcm_episode_1v8o9kh:field_carried:1994,data\scan_rand-kipp-recoup_start4000_size2000.csv
RAND_KIPP_RECOUP,5000,7000,uebergang_mit_randkontakt,3,2,2,1,77,1994,0.7441967175007607,0.5945020029748879,0.12646617169098054,0.6960433848032963,dio_mcm_episode_1bdmoa8:field_carried:1099; dio_mcm_episode_137ak0z:field_carried:894; dio_mcm_episode_145zr64:field_strained:1,data\scan_rand-kipp-recoup_start5000_size2000.csv
RAND_KIPP_RECOUP,6000,8000,uebergang_mit_randkontakt,3,2,1,1,71,1994,0.7444420637700966,0.5956013589828747,0.12629467508756978,0.7027124971049934,dio_mcm_episode_0wjn8vm:field_carried:1894; dio_mcm_episode_1bdmoa8:field_carried:99; dio_mcm_episode_145zr64:field_strained:1,data\scan_rand-kipp-recoup_start6000_size2000.csv
RAND_KIPP_SHIFT,0,2000,uebergang_mit_randkontakt,3,2,2,1,145,1994,0.7272365081181085,0.5686211676199768,0.139692548667108,0.5677380371091622,dio_mcm_episode_1q3us3f:field_carried:1394; dio_mcm_episode_1bdmoa8:field_carried:599; dio_mcm_episode_15uimof:field_strained:1,data\scan_rand-kipp-shift_start0_size2000.csv
RAND_KIPP_SHIFT,1000,3000,einzelrekopplung,1,1,1,0,152,1994,0.7236725434581824,0.5614212446371897,0.1398505902618497,0.5061884303054162,dio_mcm_episode_04nzkto:field_carried:1994,data\scan_rand-kipp-shift_start1000_size2000.csv
RAND_KIPP_SHIFT,2000,4000,uebergang_mit_randkontakt,3,2,2,1,77,1994,0.7380524315666557,0.5854947801966116,0.12925980601524534,0.6280822636114155,dio_mcm_episode_0wjn8vm:field_carried:1294; dio_mcm_episode_1bdmoa8:field_carried:699; dio_mcm_episode_0d2gm2j:field_strained:1,data\scan_rand-kipp-shift_start2000_size2000.csv
RAND_KIPP_SHIFT,3000,5000,einzelrekopplung,1,1,1,0,95,1994,0.7288654510403857,0.5679535132647514,0.13137498288860683,0.44482382070628973,dio_mcm_episode_04dzz4p:field_carried:1994,data\scan_rand-kipp-shift_start3000_size2000.csv
RAND_KIPP_SHIFT,4000,6000,einzelrekopplung,1,1,1,0,104,1994,0.731397238032737,0.571297574284843,0.1305990593643031,0.4814958339878854,dio_mcm_episode_04dzz4p:field_carried:1994,data\scan_rand-kipp-shift_start4000_size2000.csv
RAND_KIPP_SHIFT,5000,7000,einzelrekopplung,1,1,1,0,67,1994,0.7473835534503575,0.6002119063265062,0.12514752677089638,0.7392701418678528,dio_mcm_episode_0d9qets:field_carried:1994,data\scan_rand-kipp-shift_start5000_size2000.csv
