world,family,transition,base_total,follow_total,base_open_share,follow_open_share,base_mature_share,follow_mature_share,base_episode_count,base_raw_match_count,base_tick_start,base_tick_end,base_net_return_pct,base_avg_body_pct,base_avg_range_pct,base_avg_volume,base_avg_rekopplung,base_avg_adaptive_rekopplung,base_avg_strain,base_avg_visual_gap,base_avg_hearing_gap,base_avg_feld_coherence,base_avg_feld_tension,follow_episode_count,follow_raw_match_count,follow_tick_start,follow_tick_end,follow_net_return_pct,follow_avg_body_pct,follow_avg_range_pct,follow_avg_volume,follow_avg_rekopplung,follow_avg_adaptive_rekopplung,follow_avg_strain,follow_avg_visual_gap,follow_avg_hearing_gap,follow_avg_feld_coherence,follow_avg_feld_tension
DOGE,dio_03yt,nur_offen->offen_und_gereift,1,6,1.000000,0.833333,0.000000,0.166667,1,1,4476,4476,0.000000,0.109609,0.267933,4390068.000000,0.610032,0.654824,0.252002,0.142470,0.327846,0.546648,0.296611,6,6,168,3867,1.929959,0.219941,0.360620,4683570.000000,0.640008,0.681617,0.223546,0.126924,0.328355,0.515408,0.285349
DOGE,dio_03za,offen_und_gereift->nur_gereift,4,1,0.500000,0.000000,0.500000,1.000000,4,4,2044,3090,7.992804,0.086681,0.485949,6714145.250000,0.656918,0.697789,0.188098,0.356683,0.120889,0.610012,0.132348,1,1,799,799,0.000000,0.000000,0.371538,6574713.000000,0.636735,0.683464,0.207589,0.307321,0.139925,0.664254,0.145402
DOGE,dio_047z,offen_und_gereift->nur_gereift,5,3,0.200000,0.000000,0.800000,1.000000,5,5,717,2043,-14.058179,0.301679,0.705196,7923246.000000,0.622856,0.658674,0.238176,0.432377,0.264070,0.478883,0.215343,3,3,781,1415,-9.232155,0.467549,0.678667,7604987.333333,0.615169,0.652315,0.243767,0.450036,0.263218,0.485430,0.213628
DOGE,dio_04k7,offen_und_gereift->nur_gereift,11,2,0.545455,0.000000,0.454545,1.000000,11,11,334,4040,-13.047220,0.183683,0.249821,3262872.454545,0.725923,0.773598,0.113685,0.092487,0.030082,0.652480,0.050533,2,2,444,1127,7.267850,0.221754,0.330041,1672331.500000,0.697489,0.750040,0.126864,0.092955,0.039827,0.645977,0.056761
DOGE,dio_058t,offen_und_gereift->nur_gereift,5,2,0.400000,0.000000,0.600000,1.000000,5,5,1179,3882,0.277744,0.327806,0.697406,9322006.600000,0.643210,0.679900,0.203641,0.507630,0.100439,0.379521,0.123526,2,2,1261,1452,-8.179983,0.343039,0.527607,8999126.000000,0.628802,0.668023,0.214870,0.518356,0.094733,0.361657,0.130273
DOGE,dio_05il,offen_und_gereift->nur_gereift,5,3,0.200000,0.000000,0.800000,1.000000,5,5,742,3025,4.428537,0.430124,0.742874,12083419.000000,0.629123,0.662206,0.217416,0.741540,0.027813,0.255967,0.088904,3,3,717,3898,-6.272359,0.545668,0.765198,11730465.333333,0.621850,0.656760,0.224007,0.715966,0.041255,0.290205,0.104450
DOGE,dio_05mh,offen_und_gereift->nur_gereift,15,7,0.600000,0.000000,0.400000,1.000000,15,15,223,4546,-11.215669,0.096461,0.186577,2482722.066667,0.706775,0.751633,0.143339,0.063517,0.135040,0.639853,0.125795,7,7,862,4852,-8.061689,0.104772,0.205502,3215517.571429,0.697123,0.743495,0.141773,0.049514,0.133059,0.623017,0.125100
DOGE,dio_06cv,offen_und_gereift->nur_gereift,9,1,0.444444,0.000000,0.555556,1.000000,9,9,444,3364,-11.004112,0.271114,0.530378,8985489.555556,0.641577,0.674772,0.213550,0.605099,0.096191,0.394147,0.119682,1,1,1267,1267,0.000000,0.203886,0.599664,2372447.000000,0.612336,0.652303,0.231558,0.602200,0.081381,0.378162,0.107783
DOGE,dio_06fh,offen_und_gereift->nur_gereift,4,4,0.250000,0.000000,0.750000,1.000000,4,4,1324,4876,-2.394039,0.282043,0.538375,6199062.500000,0.648907,0.689391,0.215147,0.236352,0.257995,0.586599,0.224295,4,4,990,3633,-7.145347,0.385925,0.530744,7752150.250000,0.645976,0.687243,0.208883,0.229228,0.246024,0.601025,0.213854
DOGE,dio_06nc,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,880,2554,-3.798249,0.804229,1.116570,11950629.500000,0.623222,0.665272,0.233356,0.208138,0.319495,0.606567,0.258089,1,1,801,801,0.000000,1.038023,1.274963,59687085.000000,0.609706,0.654558,0.246928,0.213959,0.317767,0.595779,0.255032
DOGE,dio_06zw,nur_offen->offen_und_gereift,3,4,1.000000,0.750000,0.000000,0.250000,3,3,69,4119,-9.358169,0.219399,0.401237,3835206.333333,0.610844,0.650138,0.250217,0.258245,0.354477,0.350242,0.289363,4,4,2881,4216,-1.516847,0.266636,0.362956,3384366.750000,0.616773,0.654292,0.244573,0.250663,0.347741,0.355261,0.284010
DOGE,dio_07o8,offen_und_gereift->nur_gereift,11,20,0.090909,0.000000,0.909091,1.000000,11,11,1232,4643,-1.965276,0.042190,0.251582,2323110.363636,0.690511,0.733536,0.155327,0.134862,0.128148,0.543876,0.134527,20,20,1537,4804,1.930302,0.087895,0.176024,1295493.350000,0.697914,0.738236,0.155048,0.141704,0.126302,0.543778,0.129466
DOGE,dio_084i,offen_und_gereift->nur_gereift,2,2,0.500000,0.000000,0.500000,1.000000,2,2,3408,4944,-1.653196,0.105024,0.253058,1394212.500000,0.647938,0.693680,0.203205,0.110709,0.239539,0.597345,0.227004,2,2,1888,4543,0.941356,0.063410,0.171316,1198330.000000,0.649748,0.695642,0.201336,0.099443,0.236872,0.601071,0.226779
DOGE,dio_092h,nur_offen->offen_und_gereift,1,4,1.000000,0.250000,0.000000,0.750000,1,1,1776,1776,0.000000,0.210578,0.334448,2064541.000000,0.634482,0.682050,0.219923,0.133437,0.249090,0.753779,0.225258,4,4,2052,4099,0.609601,0.242004,0.350291,3448030.000000,0.657668,0.701180,0.198819,0.116863,0.250076,0.732784,0.229827
DOGE,dio_092o,offen_und_gereift->nur_offen,2,1,0.500000,1.000000,0.500000,0.000000,2,2,2060,3839,8.907363,0.063286,0.471052,10831630.500000,0.639728,0.680015,0.200687,0.502802,0.068100,0.455391,0.101889,1,1,3827,3827,0.000000,0.062980,0.314901,6109184.000000,0.640768,0.684870,0.196209,0.419995,0.049569,0.521293,0.086695
DOGE,dio_0a6p,offen_und_gereift->nur_gereift,3,1,0.333333,0.000000,0.666667,1.000000,3,3,730,3871,-0.700962,0.289631,0.766238,13252549.333333,0.663271,0.705690,0.172232,0.395592,0.040112,0.503355,0.082544,1,1,1192,1192,0.000000,0.155950,0.419866,7528496.000000,0.651806,0.698719,0.178597,0.347791,0.025256,0.463884,0.070185
DOGE,dio_0aw0,nur_gereift->offen_und_gereift,1,2,0.000000,0.500000,1.000000,0.500000,1,1,1403,1403,0.000000,0.012127,0.630609,11301820.000000,0.627105,0.672123,0.224231,0.248139,0.229321,0.650273,0.194429,2,2,1656,2732,2.453988,0.113213,0.289651,5399337.000000,0.643722,0.687444,0.204597,0.203243,0.233444,0.608664,0.193899
DOGE,dio_0c9j,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,921,2195,-4.024805,0.180987,0.506428,7945531.500000,0.638879,0.684016,0.208653,0.107714,0.272864,0.453137,0.235680,1,1,3983,3983,0.000000,0.165268,0.355962,2275513.000000,0.631962,0.678243,0.214479,0.146457,0.236693,0.517614,0.205422
DOGE,dio_0d46,nur_gereift->offen_und_gereift,4,7,0.000000,0.142857,1.000000,0.857143,4,4,559,4724,-11.439560,0.027872,0.086552,981084.250000,0.684233,0.731834,0.159290,0.040936,0.178301,0.761037,0.161431,7,7,1964,4579,1.474359,0.048383,0.102371,1098959.714286,0.688755,0.733981,0.159129,0.038980,0.185190,0.746641,0.168197
DOGE,dio_0dd2,nur_gereift->offen_und_gereift,21,63,0.000000,0.698413,1.000000,0.301587,21,21,108,4961,-10.136191,0.050399,0.122526,1201850.190476,0.715201,0.758154,0.133209,0.138985,0.081789,0.754713,0.078410,63,63,11,4986,-1.825633,0.045184,0.117123,1007845.349206,0.724280,0.764896,0.132753,0.131642,0.078675,0.754297,0.076003
DOGE,dio_0dsl,offen_und_gereift->nur_gereift,7,3,0.285714,0.000000,0.714286,1.000000,7,7,713,3363,-9.307718,0.338227,0.712149,9018960.142857,0.700688,0.747271,0.129758,0.114714,0.053798,0.479543,0.082171,3,3,3229,3635,-0.697732,0.535994,0.560690,5139403.666667,0.691482,0.739144,0.133909,0.117546,0.050564,0.496746,0.079555
DOGE,dio_0dzc,nur_gereift->offen_und_gereift,4,5,0.000000,0.200000,1.000000,0.800000,4,4,239,4967,-12.188215,0.039798,0.178064,2432375.250000,0.707473,0.757501,0.126161,0.052607,0.082852,0.828284,0.081015,5,5,170,3552,3.970382,0.072799,0.181157,1472934.400000,0.711459,0.762075,0.122870,0.048622,0.077128,0.820635,0.077741
DOGE,dio_0f38,offen_und_gereift->nur_gereift,5,1,0.600000,0.000000,0.400000,1.000000,5,5,462,2954,-10.574938,0.638937,0.935930,8714525.400000,0.625243,0.663507,0.238209,0.259419,0.336121,0.540907,0.270445,1,1,1173,1173,0.000000,0.741461,1.166890,28926698.000000,0.592273,0.634117,0.271563,0.255916,0.365788,0.513994,0.298514
DOGE,dio_0fc4,nur_gereift->offen_und_gereift,1,6,0.000000,0.166667,1.000000,0.833333,1,1,3552,3552,0.000000,0.074257,0.284653,1023085.000000,0.634121,0.682468,0.210995,0.037451,0.252926,0.402015,0.236394,6,6,458,4954,0.944359,0.063162,0.183285,999665.833333,0.659987,0.703477,0.190772,0.026786,0.269470,0.399451,0.244212
DOGE,dio_0gfm,offen_und_gereift->nur_gereift,8,1,0.375000,0.000000,0.625000,1.000000,8,8,443,4206,-12.650407,0.221638,0.309372,3464956.000000,0.720405,0.768769,0.106376,0.091935,0.006490,0.595450,0.034982,1,1,1298,1298,0.000000,0.328827,0.341006,3553445.000000,0.698727,0.754261,0.120053,0.031728,0.000134,0.678483,0.031606
DOGE,dio_0if9,offen_und_gereift->nur_gereift,11,3,0.363636,0.000000,0.636364,1.000000,11,11,715,4879,-11.845730,0.232547,0.319615,3886352.181818,0.691053,0.734050,0.151575,0.165138,0.105745,0.527062,0.118053,3,3,100,1563,-2.292994,0.346187,0.396835,3331319.000000,0.678691,0.726964,0.154325,0.148413,0.108526,0.537338,0.112346
DOGE,dio_0ioc,nur_gereift->offen_und_gereift,2,5,0.000000,0.400000,1.000000,0.600000,2,2,926,4069,-1.321853,0.012130,0.079324,2324886.500000,0.648521,0.693670,0.199106,0.174600,0.216284,0.589781,0.193781,5,5,435,3742,2.123577,0.114656,0.226721,2144432.400000,0.659799,0.702729,0.192559,0.193416,0.213629,0.609833,0.191962
DOGE,dio_0j8b,offen_und_gereift->nur_gereift,2,2,0.500000,0.000000,0.500000,1.000000,2,2,786,4004,-1.670121,0.327133,0.431490,3902686.500000,0.663439,0.707545,0.166834,0.401657,0.007243,0.426496,0.057567,2,2,103,1456,-1.738138,0.379069,0.534155,3415794.000000,0.679294,0.728064,0.144127,0.262688,0.026063,0.430503,0.040640
DOGE,dio_0jho,offen_und_gereift->nur_gereift,17,11,0.529412,0.000000,0.470588,1.000000,17,17,783,4630,-0.587084,0.227497,0.383214,4642926.411765,0.673392,0.709820,0.180707,0.356296,0.113428,0.487688,0.123241,11,11,111,3048,0.152964,0.272956,0.397990,4801628.636364,0.664223,0.701840,0.187975,0.393144,0.120085,0.506108,0.126699
DOGE,dio_0jkx,nur_gereift->offen_und_gereift,4,4,0.000000,0.250000,1.000000,0.750000,4,4,1128,3443,-5.744807,0.206144,0.358722,2611816.500000,0.698884,0.746417,0.126661,0.153115,0.027230,0.521924,0.055610,4,4,722,2397,-5.337278,0.314965,0.480376,8340002.750000,0.700681,0.749610,0.124476,0.142572,0.020301,0.515844,0.054856
DOGE,dio_0jy4,offen_und_gereift->nur_gereift,6,1,0.166667,0.000000,0.833333,1.000000,6,6,735,4497,-3.557692,0.257249,0.599426,10694070.500000,0.644402,0.679526,0.199731,0.612105,0.031153,0.292929,0.089122,1,1,1227,1227,0.000000,0.298757,0.633365,8441707.000000,0.621378,0.662239,0.215210,0.618562,0.000871,0.273018,0.073785
DOGE,dio_0kap,offen_und_gereift->nur_gereift,2,3,0.500000,0.000000,0.500000,1.000000,2,2,3322,3847,-2.982601,0.125897,0.258972,4065849.500000,0.633378,0.674145,0.215625,0.381718,0.181538,0.618196,0.167978,3,3,99,3945,-0.800915,0.145395,0.363475,5309195.666667,0.643750,0.686213,0.207007,0.336266,0.191938,0.645273,0.169947
DOGE,dio_0kmz,offen_und_gereift->nur_gereift,7,1,0.428571,0.000000,0.571429,1.000000,7,7,468,3077,-8.761197,0.275311,0.448217,10055373.714286,0.686635,0.730950,0.155503,0.131312,0.123534,0.511038,0.129571,1,1,386,386,0.000000,0.316372,0.659109,14647432.000000,0.656944,0.710070,0.176168,0.082512,0.129176,0.491828,0.146990
DOGE,dio_0kvh,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,879,3089,2.691131,0.521659,0.771541,6688984.500000,0.621057,0.662077,0.233393,0.271731,0.295676,0.520158,0.236356,1,1,377,377,0.000000,0.955332,0.994061,7154334.000000,0.601655,0.645646,0.255125,0.314882,0.311145,0.540427,0.238186
DOGE,dio_0lr0,offen_und_gereift->nur_gereift,4,4,0.250000,0.000000,0.750000,1.000000,4,4,1503,3064,6.577646,0.277721,0.534155,8448165.000000,0.673624,0.717854,0.162674,0.228856,0.096911,0.497656,0.114660,4,4,962,1530,-10.447935,0.417167,0.567678,5470697.250000,0.660432,0.702391,0.182182,0.280859,0.145433,0.495015,0.141216
DOGE,dio_0lwc,offen_und_gereift->nur_gereift,3,1,0.666667,0.000000,0.333333,1.000000,3,3,2550,3440,-0.328573,0.263401,0.731052,5052562.000000,0.630578,0.667774,0.214758,0.530582,0.119383,0.367564,0.132174,1,1,958,958,0.000000,0.395119,0.871586,13058512.000000,0.613952,0.655416,0.230715,0.533576,0.109685,0.397444,0.126614
DOGE,dio_0ly7,nur_gereift->offen_und_gereift,9,31,0.000000,0.290323,1.000000,0.709677,9,9,148,4175,-9.537540,0.061531,0.153387,1678482.777778,0.721503,0.769298,0.114918,0.081048,0.046898,0.763494,0.052828,31,31,69,4932,-1.125281,0.072925,0.133903,1005878.387097,0.733790,0.777707,0.110839,0.069246,0.044390,0.770740,0.050395
DOGE,dio_0m49,nur_gereift->offen_und_gereift,4,6,0.000000,0.333333,1.000000,0.666667,4,4,3856,4765,-2.243512,0.058201,0.168101,3480949.500000,0.676167,0.722345,0.164358,0.043952,0.179753,0.499802,0.173455,6,6,482,2882,2.577188,0.069210,0.140215,1093919.500000,0.679739,0.726084,0.163919,0.033896,0.190994,0.503248,0.180176
DOGE,dio_0oiz,offen_und_gereift->nur_gereift,10,3,0.400000,0.000000,0.600000,1.000000,10,10,307,4204,-12.639084,0.174587,0.288002,2997631.400000,0.720024,0.767730,0.112562,0.080159,0.034884,0.654098,0.053957,3,3,945,1589,-12.348641,0.181715,0.354479,6381860.000000,0.702429,0.752431,0.122642,0.108540,0.033380,0.627791,0.053200
DOGE,dio_0oqw,offen_und_gereift->nur_gereift,6,2,0.166667,0.000000,0.833333,1.000000,6,6,429,2897,-9.932134,0.217045,0.627120,8506167.833333,0.656876,0.695830,0.189285,0.384805,0.116442,0.413145,0.129524,2,2,754,992,-3.065005,0.274826,0.686718,14698394.000000,0.645994,0.689888,0.191939,0.335810,0.117345,0.375321,0.131103
DOGE,dio_0p8i,offen_und_gereift->nur_gereift,6,4,0.333333,0.000000,0.666667,1.000000,6,6,2136,4702,4.351214,0.187267,0.303051,3060152.833333,0.717239,0.765764,0.116068,0.092370,0.028655,0.627811,0.053617,4,4,1163,2061,-6.027298,0.216584,0.297772,2513273.250000,0.710472,0.760012,0.114742,0.086798,0.020575,0.652362,0.049194
DOGE,dio_0pox,offen_und_gereift->nur_gereift,4,2,0.250000,0.000000,0.750000,1.000000,4,4,2057,3061,15.919732,0.074302,0.699436,15774044.500000,0.661963,0.702760,0.176445,0.403868,0.057158,0.487033,0.095391,2,2,759,803,-1.162128,0.143474,0.773368,36711509.000000,0.657478,0.701964,0.177940,0.396525,0.041426,0.531399,0.084201
DOGE,dio_0qu8,nur_gereift->offen_und_gereift,1,4,0.000000,0.500000,1.000000,0.500000,1,1,477,477,0.000000,0.141689,0.207084,1563318.000000,0.619388,0.662138,0.224455,0.566154,0.074853,0.459679,0.103377,4,4,392,3230,5.380990,0.249546,0.399796,5723150.000000,0.650614,0.689595,0.192423,0.543649,0.047445,0.461396,0.084140
DOGE,dio_0qup,offen_und_gereift->nur_gereift,7,3,0.571429,0.000000,0.428571,1.000000,7,7,823,3838,0.206286,0.345347,0.490397,7224455.571429,0.710979,0.759207,0.119312,0.061495,0.051780,0.621034,0.075371,3,3,410,1518,-0.589895,0.339643,0.599261,9885149.333333,0.697744,0.749117,0.129045,0.052367,0.070655,0.598314,0.086887
DOGE,dio_0r7k,offen_und_gereift->nur_gereift,2,1,0.500000,0.000000,0.500000,1.000000,2,2,2955,3434,-3.172681,0.345416,0.513031,5561517.500000,0.619778,0.656531,0.225181,0.611369,0.096535,0.378265,0.123406,1,1,1174,1174,0.000000,0.514643,0.698444,10763601.000000,0.608891,0.648281,0.237204,0.625238,0.088018,0.427439,0.114330
DOGE,dio_0seb,offen_und_gereift->nur_offen,2,2,0.500000,1.000000,0.500000,0.000000,2,2,703,2421,-14.045435,0.273753,0.528222,7071470.500000,0.612079,0.652579,0.248464,0.294106,0.311806,0.468701,0.267482,2,2,2844,2995,-1.923316,0.337519,0.380820,5640215.000000,0.605061,0.644170,0.259965,0.289802,0.342549,0.471151,0.295121
DOGE,dio_0sxm,offen_und_gereift->nur_gereift,12,5,0.666667,0.000000,0.333333,1.000000,12,12,486,4830,-12.493181,0.122803,0.252139,2659568.666667,0.662749,0.700377,0.194233,0.320063,0.186615,0.609964,0.161249,5,5,496,1342,3.205291,0.181389,0.245665,2388360.200000,0.656169,0.697280,0.194504,0.310762,0.184816,0.591980,0.156593
DOGE,dio_0u24,offen_und_gereift->nur_gereift,12,2,0.166667,0.000000,0.833333,1.000000,12,12,387,4037,-14.148732,0.243334,0.327170,2709409.500000,0.715965,0.760718,0.116478,0.151445,0.007879,0.513753,0.039645,2,2,1523,3217,5.324910,0.347977,0.485365,5248921.000000,0.692397,0.741587,0.128422,0.170904,0.002419,0.504989,0.038893
DOGE,dio_0u2x,offen_und_gereift->nur_gereift,6,7,0.333333,0.000000,0.666667,1.000000,6,6,2408,3469,-0.464707,0.335431,0.528467,5014646.833333,0.670917,0.713133,0.179660,0.170147,0.191513,0.651144,0.168323,7,7,35,3351,1.738369,0.187148,0.400666,7179007.000000,0.670487,0.713340,0.179228,0.156594,0.209590,0.647100,0.175853
DOGE,dio_0ui0,offen_und_gereift->nur_gereift,3,2,0.333333,0.000000,0.666667,1.000000,3,3,2378,4342,0.745064,0.079401,0.347858,3678336.666667,0.664072,0.708727,0.182239,0.183556,0.185924,0.726941,0.161472,2,2,2913,3545,1.006962,0.061950,0.111396,1458646.000000,0.665299,0.711834,0.176983,0.150653,0.175287,0.736528,0.148627
DOGE,dio_0una,nur_gereift->offen_und_gereift,1,3,0.000000,0.666667,1.000000,0.333333,1,1,803,803,0.000000,0.502759,1.287554,30847802.000000,0.585491,0.626598,0.279747,0.290008,0.377914,0.466313,0.305305,3,3,1053,3896,-6.702191,0.686398,0.807127,9420055.666667,0.604849,0.641228,0.259091,0.356366,0.354628,0.462346,0.275850
DOGE,dio_0z18,offen_und_gereift->nur_gereift,4,2,0.250000,0.000000,0.750000,1.000000,4,4,793,3477,-2.979448,0.089443,0.294118,2857424.250000,0.673586,0.715638,0.161138,0.402188,0.020028,0.504489,0.057501,2,2,856,1114,-2.740205,0.106631,0.353878,5386010.000000,0.666022,0.711092,0.165873,0.387578,0.018562,0.523439,0.057096
DOGE,dio_0z9t,nur_gereift->offen_und_gereift,8,35,0.000000,0.028571,1.000000,0.971429,8,8,1954,4671,1.561524,0.021813,0.134415,1087308.500000,0.699129,0.744103,0.145134,0.130566,0.110402,0.735409,0.106640,35,35,234,4972,1.730372,0.046179,0.110904,940578.142857,0.710859,0.751244,0.146092,0.137069,0.113764,0.720413,0.109206
DOGE,dio_0zad,nur_gereift->offen_und_gereift,12,3,0.000000,0.333333,1.000000,0.666667,12,12,492,3221,-8.498368,0.037907,0.250379,2917122.833333,0.710048,0.753527,0.126551,0.242968,0.006229,0.628536,0.035472,3,3,878,1688,-8.208173,0.024460,0.321820,4540803.666667,0.691514,0.739701,0.135989,0.264779,0.004413,0.605050,0.035255
DOGE,dio_10dv,nur_gereift->offen_und_gereift,7,25,0.000000,0.280000,1.000000,0.680000,7,7,266,4952,-12.333552,0.027019,0.083311,600036.571429,0.704403,0.751777,0.136186,0.034842,0.121348,0.737935,0.116465,25,25,2,4971,-2.087735,0.030473,0.085622,810055.280000,0.718171,0.759812,0.133308,0.036187,0.118247,0.755161,0.114359
DOGE,dio_11g7,offen_und_gereift->nur_gereift,4,2,0.500000,0.000000,0.500000,1.000000,4,4,1431,4007,-1.910751,0.052242,0.322937,1677110.750000,0.676176,0.719205,0.162288,0.324723,0.057776,0.622926,0.083131,2,2,1018,1087,-2.346592,0.189190,0.362122,4426585.500000,0.657282,0.701291,0.180706,0.386192,0.068380,0.583151,0.089073
DOGE,dio_1232,offen_und_gereift->nur_gereift,4,1,0.250000,0.000000,0.750000,1.000000,4,4,2567,3329,8.936608,0.376531,0.636510,5149066.500000,0.690751,0.736416,0.134538,0.232017,0.007852,0.411561,0.050659,1,1,794,794,0.000000,0.488184,0.576944,8839520.000000,0.662200,0.712293,0.163730,0.285021,0.007380,0.427761,0.055432
DOGE,dio_12dx,offen_und_gereift->nur_offen,13,1,0.538462,1.000000,0.461538,0.000000,13,13,1014,3757,-2.598501,0.295730,0.440203,3482289.000000,0.678741,0.716751,0.165390,0.393958,0.037336,0.417542,0.082756,1,1,3252,3252,0.000000,0.307730,0.356967,3511890.000000,0.637876,0.682116,0.198327,0.384548,0.073148,0.416765,0.100604
DOGE,dio_1350,nur_gereift->offen_und_gereift,6,26,0.000000,0.769231,1.000000,0.230769,6,6,348,4958,-13.650521,0.018578,0.143413,1692906.000000,0.704237,0.750517,0.130253,0.187356,0.044832,0.710254,0.054035,26,26,403,4930,2.692158,0.038635,0.135672,1077502.307692,0.721850,0.765094,0.125582,0.169089,0.043235,0.718197,0.052290
DOGE,dio_137l,offen_und_gereift->nur_gereift,6,3,0.500000,0.000000,0.500000,1.000000,6,6,1378,3843,1.321909,0.182510,0.367198,5199742.500000,0.671120,0.709949,0.165647,0.480452,0.012775,0.406012,0.046643,3,3,371,1492,0.038695,0.162632,0.370705,6220228.333333,0.667447,0.710325,0.163171,0.450304,0.014409,0.426522,0.036029
DOGE,dio_13o0,offen_und_gereift->nur_gereift,16,10,0.062500,0.000000,0.937500,1.000000,16,16,25,4777,-10.900000,0.096889,0.192386,1708879.875000,0.730350,0.776602,0.104535,0.094229,0.012181,0.713566,0.030926,10,10,188,4580,1.748971,0.100902,0.197123,1292796.200000,0.726065,0.773776,0.105179,0.095390,0.012441,0.716573,0.029854
