welt,data_path,top_symbol,top_count,dio_1wdi_family,dio_0l7p_family,dio_14wj_family,known_role_result,unique_symbols,stable_count,carried_unrest_count,avg_rekopplung_quality,avg_afterimage,focus_tone,observation_tone,episode_symbol,episode_carrier,stable_ratio,carried_unrest_ratio
1503,data/kontrolliert_sol_2025_5m_test1_2000_SOLUSDT.csv,dio_104t4us,113,0,144,0,partielle_reale_wiederkehr_von_dio_0l7p,351,1503,477,0.691874,0.122426,1988,6,dio_mcm_episode_0e7qvj1,dio_104t,0.754263,0.238716
