world,start_tick,end_tick,duration,pressure_threshold_p90,alignment_threshold_p10,avg_pressure,avg_alignment,avg_asymmetry,avg_coherence,avg_strain,avg_rekopplung,pre8_pressure,post8_pressure,pre8_alignment,post8_alignment,pre8_rekopplung,post8_rekopplung,pre8_strain,post8_strain,dominant_effect,dominant_family,dominant_mcm_episode_preview,post_state
SOL_2024_SIDEWAYS_5K_RECEPTOR,1594,1594,1,0.304664,0.761056,0.344428,0.749875,-0.127431,0.318906,0.263028,0.595514,0.317141,0.268322,0.810888,0.765813,0.614218,0.622083,0.240635,0.224826,tragend_unruhig,dio_0079,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1605,1605,1,0.304664,0.761056,0.368570,0.624864,0.129383,0.194415,0.253987,0.603405,0.258954,0.290008,0.717191,0.800465,0.624579,0.629938,0.224334,0.216711,tragend_unruhig,dio_00au,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1608,1608,1,0.304664,0.761056,0.382193,0.759925,-0.109679,0.320856,0.278733,0.588532,0.268182,0.272496,0.731452,0.779417,0.630950,0.631938,0.219058,0.210752,tragend_unruhig,dio_0vqp,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1611,1611,1,0.304664,0.761056,0.417701,0.505948,0.060330,0.077822,0.287677,0.580468,0.275762,0.227964,0.759392,0.829578,0.629271,0.640015,0.218832,0.191560,kippend,dio_0jwn,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1655,1655,1,0.304664,0.761056,0.407946,0.638920,-0.069459,0.406060,0.319817,0.572917,0.171643,0.301750,0.874052,0.795753,0.650509,0.619657,0.173523,0.234578,kippend,dio_1051,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1657,1657,1,0.304664,0.761056,0.352960,0.746529,-0.214979,0.495784,0.240821,0.628465,0.205857,0.275494,0.843833,0.828978,0.638518,0.625240,0.198605,0.218425,tragend_unruhig,dio_129i,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1659,1659,1,0.304664,0.761056,0.322808,0.693076,-0.209150,0.352089,0.271523,0.587196,0.244903,0.262893,0.816069,0.851642,0.636008,0.626582,0.210411,0.215347,tragend_unruhig,dio_0yy4,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1661,1662,2,0.304664,0.761056,0.312476,0.735526,-0.064000,0.362659,0.233875,0.616542,0.270752,0.229846,0.779295,0.879923,0.625632,0.634909,0.226628,0.200428,stabil,dio_0u7h,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1683,1683,1,0.304664,0.761056,0.522772,0.515651,0.376829,0.026884,0.352299,0.549825,0.200408,0.211063,0.900987,0.891340,0.653628,0.633327,0.183842,0.200879,gespannt,dio_1uoz,dio_mcm_episode_0dbqs19,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1703,1703,1,0.304664,0.761056,0.340415,0.748326,-0.002528,0.425925,0.265021,0.602666,0.189304,0.179423,0.858010,0.903339,0.651579,0.653632,0.179142,0.170135,tragend_unruhig,dio_0z0h,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1733,1733,1,0.304664,0.761056,0.327338,0.758812,-0.083537,0.464172,0.239602,0.623283,0.209191,0.209463,0.861855,0.867751,0.649355,0.652827,0.184156,0.179687,tragend_unruhig,dio_1kz5,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1798,1801,4,0.304664,0.761056,0.412384,0.664995,-0.172600,0.454435,0.311213,0.581921,0.192127,0.254728,0.902470,0.780837,0.648366,0.639478,0.180497,0.198349,kippend,dio_0z4p,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1860,1860,1,0.304664,0.761056,0.348313,0.758332,0.206267,0.342274,0.237317,0.619353,0.237130,0.408218,0.865849,0.666423,0.643684,0.594018,0.196982,0.280022,tragend_unruhig,dio_0731,dio_mcm_episode_1t5bcxp,bleibt_kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1863,1868,6,0.304664,0.761056,0.390236,0.604394,0.206567,0.254910,0.274102,0.594389,0.311185,0.285934,0.850150,0.803988,0.622528,0.624478,0.231324,0.228765,kippend,dio_0ihv,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1875,1876,2,0.304664,0.761056,0.406268,0.733639,-0.230597,0.547640,0.297473,0.595903,0.271187,0.273790,0.795495,0.706944,0.629966,0.637500,0.213426,0.219923,kippend,dio_0ydt,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1878,1878,1,0.304664,0.761056,0.380265,0.694291,-0.322630,0.563952,0.230346,0.653623,0.294108,0.246825,0.778612,0.740383,0.623853,0.635855,0.233243,0.211182,tragend_unruhig,dio_0kfp,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1883,1883,1,0.304664,0.761056,0.350729,0.572872,-0.041630,0.209009,0.248896,0.607642,0.303388,0.238217,0.704425,0.814545,0.629229,0.637738,0.240501,0.196047,tragend_unruhig,dio_136e,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1887,1887,1,0.304664,0.761056,0.312241,0.709477,0.193262,0.285333,0.236427,0.611010,0.246825,0.241653,0.740383,0.828712,0.635855,0.634544,0.211182,0.205159,tragend_unruhig,dio_1el4,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1895,1896,2,0.304664,0.761056,0.464502,0.630289,-0.192918,0.339332,0.322405,0.574435,0.220070,0.258109,0.838225,0.810050,0.640950,0.636715,0.189954,0.205199,kippend,dio_050x,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1898,1899,2,0.304664,0.761056,0.334956,0.693525,0.006155,0.377711,0.249230,0.611702,0.281882,0.213635,0.824092,0.836855,0.628686,0.644517,0.219056,0.188465,tragend_unruhig,dio_1q1i,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1907,1907,1,0.304664,0.761056,0.391908,0.637929,0.061989,0.301131,0.302385,0.577078,0.206091,0.244593,0.852144,0.806259,0.650747,0.633206,0.181438,0.210774,kippend,dio_16nt,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1915,1915,1,0.304664,0.761056,0.347332,0.623241,-0.005951,0.243088,0.236780,0.618041,0.250165,0.295962,0.808095,0.754621,0.628086,0.614627,0.218974,0.232705,tragend_unruhig,dio_0uwn,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1918,1919,2,0.304664,0.761056,0.356767,0.730998,0.218495,0.399690,0.255848,0.608564,0.252441,0.262399,0.815735,0.802687,0.636366,0.623877,0.208828,0.220501,tragend_unruhig,dio_1v18,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1921,1921,1,0.304664,0.761056,0.364064,0.651386,0.028026,0.228519,0.254539,0.602006,0.299767,0.253417,0.781309,0.832816,0.625303,0.629304,0.228485,0.214356,tragend_unruhig,dio_1b6k,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1949,1951,3,0.304664,0.761056,0.405283,0.712411,0.140281,0.305368,0.282948,0.591511,0.272626,0.282256,0.844939,0.815595,0.626231,0.625562,0.220116,0.228319,tragend_unruhig,dio_1qhs,dio_mcm_episode_0lftb09,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1958,1958,1,0.304664,0.761056,0.404003,0.663075,-0.211366,0.512620,0.316888,0.581332,0.275224,0.394048,0.814108,0.706306,0.623175,0.599513,0.224389,0.276951,kippend,dio_1i8j,dio_mcm_episode_085wm7v,bleibt_kippnah_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1961,1964,4,0.304664,0.761056,0.472955,0.613347,-0.286003,0.311799,0.317917,0.577207,0.282112,0.257459,0.808431,0.803046,0.625089,0.631109,0.227099,0.217644,kippend,dio_1hva,dio_mcm_episode_1927mcg,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,1968,1968,1,0.304664,0.761056,0.348769,0.738620,0.003256,0.484032,0.246959,0.623449,0.388001,0.225189,0.698645,0.795826,0.598950,0.636471,0.277149,0.202595,tragend_unruhig,dio_1ppk,dio_mcm_episode_1acdaev,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2062,2062,1,0.304664,0.761056,0.337556,0.611405,-0.031501,0.288111,0.260372,0.600136,0.224693,0.229894,0.860424,0.870546,0.643098,0.636639,0.197280,0.198417,tragend_unruhig,dio_00ia,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2088,2088,1,0.304664,0.761056,0.352487,0.721293,-0.128606,0.408648,0.259285,0.609936,0.211806,0.200954,0.892325,0.903113,0.644604,0.658973,0.188065,0.175386,tragend_unruhig,dio_1a0w,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2129,2129,1,0.304664,0.761056,0.376157,0.732335,0.048154,0.371871,0.294112,0.580553,0.155036,0.190081,0.900373,0.900739,0.661155,0.651041,0.160454,0.181044,kippend,dio_1998,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2181,2182,2,0.304664,0.761056,0.341417,0.676724,0.019927,0.436885,0.250193,0.619163,0.232238,0.248093,0.896100,0.864133,0.652373,0.647764,0.190872,0.197349,tragend_unruhig,dio_0wlq,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2194,2194,1,0.304664,0.761056,0.345069,0.747354,-0.036251,0.450276,0.277040,0.594509,0.218476,0.245647,0.882229,0.852248,0.654616,0.634159,0.183106,0.210813,tragend_unruhig,dio_1pu4,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2199,2199,1,0.304664,0.761056,0.381895,0.670733,0.058597,0.326783,0.303632,0.573131,0.201516,0.206387,0.866986,0.888200,0.648382,0.650455,0.183179,0.183940,kippend,dio_0e24,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2214,2214,1,0.304664,0.761056,0.441456,0.666082,0.122473,0.256918,0.325563,0.562327,0.157722,0.200755,0.933206,0.868718,0.667700,0.652221,0.158940,0.180238,gespannt,dio_08a6,dio_mcm_episode_0kluhxc,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2254,2254,1,0.304664,0.761056,0.323118,0.705013,0.159357,0.346918,0.264187,0.596222,0.178867,0.217193,0.895407,0.876244,0.650639,0.640514,0.177477,0.197024,tragend_unruhig,dio_1po3,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2263,2263,1,0.304664,0.761056,0.455485,0.586224,0.091066,0.206514,0.334682,0.557752,0.217193,0.223781,0.876244,0.877858,0.640514,0.644537,0.197024,0.190332,gespannt,dio_1kh4,dio_mcm_episode_0l5wut9,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2346,2346,1,0.304664,0.761056,0.381686,0.725972,0.390401,0.439052,0.269060,0.611170,0.205416,0.171973,0.892393,0.911307,0.649798,0.654094,0.179902,0.171656,tragend_unruhig,dio_0o9x,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2391,2391,1,0.304664,0.761056,0.408191,0.665241,0.385008,0.351931,0.287792,0.597296,0.166809,0.247853,0.885224,0.824491,0.652207,0.638977,0.177748,0.204421,kippend,dio_0pn6,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2405,2405,1,0.304664,0.761056,0.366852,0.598660,0.071193,0.378184,0.293030,0.591013,0.256429,0.208351,0.867802,0.855051,0.635492,0.645263,0.207024,0.192479,kippend,dio_0b2u,dio_mcm_episode_183drjy,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2425,2425,1,0.304664,0.761056,0.347572,0.716883,-0.229218,0.296432,0.253597,0.605542,0.215710,0.214236,0.879293,0.868531,0.645254,0.639182,0.189364,0.197292,tragend_unruhig,dio_0nu8,dio_mcm_episode_183drjy,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2428,2428,1,0.304664,0.761056,0.317406,0.756449,-0.160954,0.331449,0.245041,0.607455,0.262661,0.190089,0.845080,0.893054,0.623605,0.648001,0.220262,0.184598,tragend_unruhig,dio_0745,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2436,2436,1,0.304664,0.761056,0.389372,0.728925,0.041734,0.368716,0.295515,0.582482,0.181093,0.209631,0.896494,0.857217,0.651123,0.645147,0.178289,0.192734,kippend,dio_1u1e,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2470,2470,1,0.304664,0.761056,0.484335,0.616939,0.075098,0.220280,0.347702,0.552272,0.209859,0.196567,0.870536,0.897618,0.643233,0.646152,0.194282,0.184851,gespannt,dio_0ewy,dio_mcm_episode_0l5wut9,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2503,2503,1,0.304664,0.761056,0.391206,0.752306,0.477672,0.540546,0.259343,0.628651,0.163240,0.203631,0.901231,0.908825,0.664365,0.649399,0.164005,0.181158,tragend_unruhig,dio_1vq1,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2541,2541,1,0.304664,0.761056,0.433414,0.756541,0.556690,0.561916,0.278423,0.620417,0.177130,0.225973,0.903570,0.879936,0.653796,0.654835,0.177450,0.183503,tragend_unruhig,dio_1j4j,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2561,2561,1,0.304664,0.761056,0.399818,0.590469,-0.065872,0.231939,0.252082,0.616018,0.380408,0.229973,0.817742,0.865923,0.614262,0.636670,0.255895,0.197408,tragend_unruhig,dio_1uqz,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2589,2589,1,0.304664,0.761056,0.347981,0.676351,-0.042083,0.367355,0.250321,0.614291,0.250127,0.253996,0.865311,0.824972,0.637873,0.629349,0.205068,0.211975,tragend_unruhig,dio_1vju,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2615,2615,1,0.304664,0.761056,0.399830,0.663668,-0.123552,0.427323,0.309051,0.580691,0.197687,0.231417,0.825531,0.810264,0.646556,0.632117,0.186319,0.203952,kippend,dio_0ozs,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2685,2685,1,0.304664,0.761056,0.521947,0.702052,0.678454,0.504159,0.314831,0.604544,0.164802,0.227401,0.897348,0.866118,0.661199,0.636678,0.163688,0.202052,kippend,dio_1jem,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2724,2724,1,0.304664,0.761056,0.340791,0.661332,0.023479,0.415409,0.274025,0.600856,0.178322,0.191761,0.876326,0.889050,0.654894,0.656527,0.172134,0.178061,tragend_unruhig,dio_0roo,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2735,2735,1,0.304664,0.761056,0.485575,0.739125,0.474317,0.298602,0.298739,0.594063,0.194857,0.240977,0.900153,0.855576,0.655048,0.642042,0.179170,0.199450,kippend,dio_16z8,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2747,2747,1,0.304664,0.761056,0.371575,0.735995,-0.206690,0.549923,0.302770,0.585082,0.225721,0.223619,0.824142,0.829389,0.648848,0.661046,0.190410,0.184900,kippend,dio_096a,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2771,2771,1,0.304664,0.761056,0.392150,0.568063,0.087136,0.401324,0.284506,0.603203,0.251631,0.331893,0.866397,0.716122,0.648137,0.615262,0.198224,0.247957,kippend,dio_04q5,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2773,2773,1,0.304664,0.761056,0.360103,0.559522,0.108713,0.319290,0.255568,0.614801,0.270618,0.326655,0.808488,0.748845,0.639151,0.618014,0.213320,0.244897,tragend_unruhig,dio_1m2u,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2778,2779,2,0.304664,0.761056,0.395723,0.588288,0.128567,0.324458,0.281548,0.596531,0.353178,0.272956,0.739523,0.782471,0.618026,0.629802,0.252906,0.215292,kippend,dio_1k8g,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2782,2782,1,0.304664,0.761056,0.347318,0.628652,-0.074564,0.228797,0.244793,0.609681,0.326655,0.249198,0.748845,0.831475,0.618014,0.636791,0.244897,0.200688,tragend_unruhig,dio_0rkn,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2793,2793,1,0.304664,0.761056,0.423948,0.616496,0.292064,0.162237,0.305187,0.572440,0.245029,0.191933,0.848881,0.905546,0.637286,0.654155,0.201134,0.176297,kippend,dio_0s6e,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2819,2819,1,0.304664,0.761056,0.320352,0.628852,0.032524,0.251725,0.234319,0.615277,0.238423,0.181250,0.842874,0.926356,0.635570,0.659725,0.208172,0.171578,tragend_unruhig,dio_11ci,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2831,2832,2,0.304664,0.761056,0.427938,0.702457,0.193922,0.391856,0.283800,0.601909,0.180888,0.250825,0.896193,0.835393,0.666540,0.632065,0.170709,0.204608,kippend,dio_1uei,dio_mcm_episode_1t5bcxp,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2837,2837,1,0.304664,0.761056,0.307950,0.651836,0.074610,0.258527,0.233820,0.612615,0.295050,0.214250,0.800202,0.903927,0.630596,0.645771,0.223009,0.189143,tragend_unruhig,dio_0im0,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2849,2849,1,0.304664,0.761056,0.435013,0.659856,0.284846,0.235322,0.303703,0.578664,0.207111,0.212075,0.881800,0.858204,0.651634,0.642464,0.187346,0.193987,kippend,dio_0s26,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2894,2894,1,0.304664,0.761056,0.470887,0.746217,0.530440,0.402268,0.295102,0.600252,0.178459,0.221031,0.874311,0.866992,0.658281,0.647661,0.166384,0.190693,kippend,dio_1hua,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2901,2901,1,0.304664,0.761056,0.366717,0.651164,0.103905,0.314451,0.281261,0.592025,0.226170,0.164905,0.883162,0.902983,0.654092,0.658107,0.184512,0.167770,kippend,dio_0t8h,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,2986,2986,1,0.304664,0.761056,0.441273,0.643116,0.044618,0.277467,0.323203,0.566644,0.213435,0.207070,0.904923,0.883836,0.650837,0.644361,0.183379,0.190309,kippend,dio_1747,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3013,3013,1,0.304664,0.761056,0.354766,0.738328,-0.280551,0.377567,0.255233,0.610635,0.222487,0.218212,0.865743,0.849545,0.641144,0.642950,0.194963,0.197225,tragend_unruhig,dio_1tra,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3038,3040,3,0.304664,0.761056,0.364250,0.626878,0.009337,0.252414,0.258161,0.602370,0.244587,0.201762,0.897438,0.880363,0.640693,0.649859,0.200577,0.182218,tragend_unruhig,dio_19pe,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3056,3056,1,0.304664,0.761056,0.342293,0.728319,-0.246750,0.530875,0.237021,0.633956,0.239080,0.195110,0.821687,0.848584,0.648831,0.664651,0.194040,0.172184,tragend_unruhig,dio_0fem,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3071,3071,1,0.304664,0.761056,0.432005,0.543405,-0.118858,0.153549,0.307393,0.570457,0.224789,0.220628,0.872945,0.842217,0.655759,0.647275,0.182393,0.185081,kippend,dio_0wzg,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3073,3073,1,0.304664,0.761056,0.349168,0.715296,-0.050812,0.291631,0.227986,0.624404,0.266120,0.214679,0.804457,0.854683,0.635354,0.646233,0.210283,0.188748,tragend_unruhig,dio_1w67,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3080,3080,1,0.304664,0.761056,0.403955,0.744155,0.388090,0.405384,0.282673,0.598869,0.220628,0.223564,0.842217,0.831762,0.647275,0.649500,0.185081,0.193500,kippend,dio_0uje,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3170,3171,2,0.304664,0.761056,0.465665,0.600741,-0.115083,0.318256,0.322331,0.575794,0.195513,0.215592,0.906593,0.850064,0.648094,0.645291,0.183744,0.190252,gespannt,dio_1j09,dio_mcm_episode_13liivl,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3182,3182,1,0.304664,0.761056,0.393647,0.707544,0.032288,0.349498,0.300381,0.578351,0.200468,0.252354,0.869440,0.881470,0.653068,0.629704,0.179072,0.215127,kippend,dio_0nyd,dio_mcm_episode_0vkdfwc,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3203,3203,1,0.304664,0.761056,0.365073,0.716388,-0.133560,0.518265,0.300494,0.584951,0.179098,0.236926,0.900802,0.846459,0.651893,0.642176,0.177617,0.198474,kippend,dio_04fc,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3224,3224,1,0.304664,0.761056,0.438326,0.677145,0.349546,0.219854,0.291279,0.589067,0.176286,0.184081,0.917433,0.874184,0.663722,0.661060,0.167409,0.167239,kippend,dio_1p4r,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3235,3235,1,0.304664,0.761056,0.337477,0.700760,0.065339,0.380558,0.263988,0.603313,0.192318,0.181328,0.890113,0.907957,0.656369,0.664632,0.172803,0.164943,tragend_unruhig,dio_0gjo,dio_mcm_episode_1t5bcxp,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3256,3256,1,0.304664,0.761056,0.463151,0.592370,0.021866,0.264916,0.340820,0.558017,0.198795,0.199224,0.864418,0.898406,0.650540,0.658520,0.181834,0.175816,gespannt,dio_1ys3,dio_mcm_episode_0l5wut9,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3302,3302,1,0.304664,0.761056,0.506832,0.597131,0.118497,0.154056,0.358153,0.544190,0.186567,0.252310,0.910435,0.787308,0.662776,0.632453,0.170489,0.211331,gespannt,dio_1ylf,dio_mcm_episode_19a388p,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3309,3309,1,0.304664,0.761056,0.311846,0.608406,0.069373,0.337046,0.241422,0.616043,0.270168,0.307984,0.809290,0.724162,0.628242,0.617055,0.222393,0.238479,tragend_unruhig,dio_0c1f,dio_mcm_episode_0magw2b,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3314,3316,3,0.304664,0.761056,0.420661,0.646296,-0.228021,0.362539,0.289436,0.593920,0.247060,0.273493,0.797866,0.771362,0.635759,0.630638,0.206324,0.217050,tragend_unruhig,dio_1w5x,dio_mcm_episode_1so7ez5,offen_getragen_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3318,3318,1,0.304664,0.761056,0.350405,0.687893,-0.289031,0.359569,0.270261,0.594927,0.307984,0.242555,0.724162,0.817992,0.617055,0.640488,0.238479,0.201769,tragend_unruhig,dio_11rm,dio_mcm_episode_02xikfk,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3320,3320,1,0.304664,0.761056,0.369868,0.511482,-0.059208,0.183730,0.266236,0.598047,0.328323,0.210890,0.699749,0.887263,0.611321,0.650781,0.248372,0.186737,tragend_unruhig,dio_0wb0,dio_mcm_episode_037i64j,rekoppelt_nach_kontaktinsel
SOL_2024_SIDEWAYS_5K_RECEPTOR,3333,3333,1,0.304664,0.761056,0.347904,0.591129,0.061494,0.348943,0.257429,0.611560,0.234305,0.261251,0.833301,0.799833,0.646023,0.636777,0.198267,0.213737,tragend_unruhig,dio_0z6v,dio_mcm_episode_02xikfk,offen_getragen_nach_kontaktinsel
