intake_key;axis;inner_effect_state;mcm_preview_symbol;base_quality;probe_quality;comparison_state;base_events;probe_events;base_balance;probe_balance;balance_delta;base_strain;probe_strain;base_fieldinput;probe_fieldinput;fieldinput_delta
feldinput|inner_effect_tipping|dio_mcm_episode_0e7qvj1;feldinput;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;38;40;0.174182;0.165525;-0.008656999999999998;0.301444;0.30523;0.423189;0.433174;0.009985000000000022
feldinput|inner_effect_stable|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_stable;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;54;31;0.448371;0.44777;-0.0006010000000000182;0.17816;0.17847;0.201107;0.207835;0.006727999999999984
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;young_intake_trace;young_intake_trace;quality_reproduced;18;26;0.465176;0.446555;-0.018621;0.180889;0.190049;0.119155;0.136558;0.017403000000000016
hoeren_leise|inner_effect_stable|dio_mcm_episode_1jx2k4i;hoeren_leise;inner_effect_stable;dio_mcm_episode_1jx2k4i;young_intake_trace;young_intake_trace;quality_reproduced;45;21;0.459407;0.443214;-0.016193000000000013;0.175402;0.178617;0.187104;0.19052;0.0034160000000000024
fuehlen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;22;18;0.181203;0.157439;-0.023764000000000007;0.300619;0.310362;0.378471;0.411608;0.03313699999999997
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;13;16;0.33263;0.322649;-0.009980999999999962;0.228555;0.234403;0.290957;0.295993;0.005035999999999985
sehen_fokus|inner_effect_stable|dio_mcm_episode_1ahj81f;sehen_fokus;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;57;14;0.541784;0.529243;-0.012541000000000024;0.13841;0.1417;0.089062;0.096031;0.006969000000000003
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;24;13;0.31146;0.289271;-0.022189000000000014;0.238033;0.24662;0.306683;0.316724;0.010041000000000022
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;13;0.36079;0.380732;0.019942000000000015;0.221878;0.208668;0.240492;0.250356;0.009864000000000012
hoeren_hin|inner_effect_stable|dio_mcm_episode_1ahj81f;hoeren_hin;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;42;11;0.552513;0.553893;0.0013799999999999368;0.137976;0.132094;0.06866;0.05744;-0.01122
feldinput|inner_effect_tipping|dio_mcm_episode_1jx2k4i;feldinput;inner_effect_tipping;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;6;7;0.193625;0.1587;-0.034924999999999984;0.29193;0.306728;0.403924;0.441083;0.037159
ausgeglichen|inner_effect_stable|dio_mcm_episode_1ahj81f;ausgeglichen;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;16;6;0.52114;0.510203;-0.010937000000000086;0.152191;0.154011;0.116252;0.121042;0.004790000000000003
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1hdpu9s;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;6;0.346285;0.325906;-0.020379000000000036;0.226214;0.234439;0.234414;0.274961;0.040547
hoeren_hin|inner_effect_stable|dio_mcm_episode_1q3us3f;hoeren_hin;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;50;6;0.581305;0.597402;0.016097000000000028;0.132104;0.124217;0.05791;0.043537;-0.014373000000000004
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;19;6;0.393961;0.403455;0.009494000000000002;0.207142;0.197934;0.202602;0.208426;0.005823999999999996
sehen_fokus|inner_effect_stable|dio_mcm_episode_0hjnwsk;sehen_fokus;inner_effect_stable;dio_mcm_episode_0hjnwsk;young_intake_trace;young_intake_trace;quality_reproduced;1;6;0.514122;0.548951;0.034829;0.146835;0.146349;0.141144;0.104175;-0.03696899999999999
sehen_abstand|inner_effect_stable|dio_mcm_episode_1ahj81f;sehen_abstand;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;18;5;0.495165;0.435543;-0.05962200000000001;0.162128;0.184965;0.118704;0.14279;0.024085999999999996
sehen_abstand|inner_effect_tipping|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;5;0.236465;0.219895;-0.01657;0.285182;0.294083;0.228757;0.228636;-0.00012099999999998223
sehen_fokus|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_fokus;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;5;0.545326;0.556863;0.01153700000000002;0.147215;0.136;0.092207;0.098943;0.006736000000000006
sehen_fokus|inner_effect_stable|dio_mcm_episode_0jbl5pq;sehen_fokus;inner_effect_stable;dio_mcm_episode_0jbl5pq;young_intake_trace;young_intake_trace;quality_reproduced;2;5;0.578829;0.537327;-0.04150200000000004;0.119815;0.141954;0.07755;0.109288;0.031738
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0l3i7ey;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;2;4;0.456811;0.465078;0.008266999999999969;0.18417;0.182951;0.136405;0.146546;0.010141000000000011
sehen_abstand|inner_effect_stable|dio_mcm_episode_1q3us3f;sehen_abstand;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;12;4;0.518128;0.552063;0.03393499999999994;0.155773;0.144941;0.110769;0.081351;-0.029418
sehen_fokus|inner_effect_stable|dio_mcm_episode_0l3i7ey;sehen_fokus;inner_effect_stable;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;1;4;0.550795;0.515047;-0.035748;0.147968;0.153964;0.087329;0.129316;0.04198699999999998
sehen_fokus|inner_effect_stable|dio_mcm_episode_17qt878;sehen_fokus;inner_effect_stable;dio_mcm_episode_17qt878;young_intake_trace;young_intake_trace;quality_reproduced;2;4;0.487171;0.506772;0.01960099999999998;0.159456;0.153018;0.125316;0.149652;0.024335999999999997
sehen_fokus|inner_effect_stable|dio_mcm_episode_1q3us3f;sehen_fokus;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;32;4;0.561821;0.607443;0.04562199999999994;0.134967;0.119843;0.100047;0.060036;-0.040011
feldinput|inner_effect_stable|dio_mcm_episode_0aztxel;feldinput;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.465686;0.466998;0.0013120000000000354;0.171323;0.177336;0.184442;0.197418;0.012976000000000015
feldinput|inner_effect_tipping|dio_mcm_episode_1hdpu9s;feldinput;inner_effect_tipping;dio_mcm_episode_1hdpu9s;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;3;0.197532;0.16473;-0.032802000000000026;0.28744;0.305456;0.413185;0.434543;0.021357999999999988
hoeren_hin|inner_effect_stable|dio_mcm_episode_0lne9ax;hoeren_hin;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.54438;0.573072;0.02869200000000005;0.140551;0.138501;0.08555;0.068609;-0.016940999999999998
sehen_abstand|inner_effect_stable|dio_mcm_episode_0aztxel;sehen_abstand;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;3;0.520597;0.521679;0.0010820000000000274;0.158481;0.156969;0.129896;0.104257;-0.02563900000000001
sehen_fokus|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_fokus;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;3;0.52999;0.541773;0.011782999999999988;0.141383;0.147412;0.103062;0.111986;0.008924000000000001
ausgeglichen|inner_effect_stable|dio_mcm_episode_0qzjuvj;ausgeglichen;inner_effect_stable;dio_mcm_episode_0qzjuvj;young_intake_trace;young_intake_trace;quality_reproduced;2;2;0.541255;0.516713;-0.024542000000000064;0.152276;0.164031;0.104679;0.112816;0.008137000000000005
ausgeglichen|inner_effect_stable|dio_mcm_episode_1q3us3f;ausgeglichen;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;19;2;0.539997;0.551847;0.011850000000000027;0.149699;0.141402;0.118267;0.11518;-0.0030869999999999925
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;6;2;0.410825;0.392146;-0.018679;0.202595;0.212717;0.211497;0.223672;0.01217500000000002
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1q3us3f;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1q3us3f;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;2;0.339806;0.310368;-0.02943800000000002;0.226863;0.23725;0.288158;0.361868;0.07371
feldinput|inner_effect_strained|dio_mcm_episode_0kvu3mb;feldinput;inner_effect_strained;dio_mcm_episode_0kvu3mb;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;2;0.083667;0.101857;0.018189999999999998;0.344875;0.335131;0.503016;0.470146;-0.03287000000000001
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0l3i7ey;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0l3i7ey;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.437462;0.474049;0.03658699999999998;0.188255;0.176932;0.086682;0.135357;0.04867500000000001
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_0l5wut9;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_0l5wut9;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;2;0.108378;0.124216;0.01583799999999999;0.333671;0.334155;0.440104;0.435615;-0.004489000000000021
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_19a388p;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_19a388p;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;2;0.026999;0.050055;0.023056000000000004;0.370009;0.361189;0.533649;0.495254;-0.03839500000000001
hoeren_hin|inner_effect_stable|dio_mcm_episode_0aztxel;hoeren_hin;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.529329;0.559417;0.030088000000000004;0.150277;0.140512;0.094162;0.084576;-0.009585999999999997
hoeren_hin|inner_effect_stable|dio_mcm_episode_18n06fj;hoeren_hin;inner_effect_stable;dio_mcm_episode_18n06fj;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.548248;0.59968;0.05143200000000003;0.134015;0.121301;0.075972;0.049994;-0.025978
hoeren_leise|inner_effect_stable|dio_mcm_episode_0qzjuvj;hoeren_leise;inner_effect_stable;dio_mcm_episode_0qzjuvj;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;2;0.475027;0.432612;-0.04241499999999998;0.172343;0.182686;0.200263;0.23594;0.035677000000000014
hoeren_leise|inner_effect_stable|dio_mcm_episode_1ahj81f;hoeren_leise;inner_effect_stable;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;20;2;0.469334;0.463646;-0.005687999999999971;0.170657;0.172647;0.164454;0.162859;-0.0015949999999999853
hoeren_leise|inner_effect_tipping|dio_mcm_episode_0e7qvj1;hoeren_leise;inner_effect_tipping;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;2;0.124041;0.204709;0.080668;0.317568;0.285326;0.506226;0.403564;-0.10266199999999998
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1ahj81f;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1ahj81f;young_intake_trace;young_intake_trace;quality_reproduced;3;2;0.430658;0.414139;-0.016519000000000006;0.19101;0.196012;0.130241;0.166097;0.035856
sehen_fokus|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;young_intake_trace;young_intake_trace;quality_reproduced;1;2;0.437751;0.466383;0.02863199999999999;0.185506;0.17998;0.16163;0.146145;-0.015484999999999999
ausgeglichen|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;ausgeglichen;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.462906;0.493615;0.030709000000000042;0.17613;0.163887;0.125265;0.104943;-0.020321999999999993
ausgeglichen|inner_effect_stable|dio_mcm_episode_0aztxel;ausgeglichen;inner_effect_stable;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.530953;0.529545;-0.0014079999999999648;0.15229;0.15937;0.138006;0.118001;-0.020004999999999995
ausgeglichen|inner_effect_stable|dio_mcm_episode_0iz7xgp;ausgeglichen;inner_effect_stable;dio_mcm_episode_0iz7xgp;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.509846;0.517907;0.008060999999999985;0.149561;0.145701;0.109918;0.098874;-0.011043999999999998
ausgeglichen|inner_effect_stable|dio_mcm_episode_0z748ck;ausgeglichen;inner_effect_stable;dio_mcm_episode_0z748ck;young_intake_trace;young_intake_trace;quality_reproduced;4;1;0.51393;0.534942;0.02101200000000003;0.163445;0.152771;0.12148;0.105851;-0.015629000000000004
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0jbl5pq;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0jbl5pq;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.245083;0.371892;0.126809;0.264682;0.21335;0.375315;0.299166;-0.07614900000000002
feldinput|inner_effect_carried_unrest|dio_mcm_episode_0z748ck;feldinput;inner_effect_carried_unrest;dio_mcm_episode_0z748ck;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.368589;0.432141;0.063552;0.216241;0.193446;0.203203;0.214788;0.011585000000000012
feldinput|inner_effect_carried_unrest|dio_mcm_episode_1ahj81f;feldinput;inner_effect_carried_unrest;dio_mcm_episode_1ahj81f;contact_loaded_intake;contact_loaded_intake;quality_reproduced;10;1;0.28651;0.347625;0.06111500000000003;0.248604;0.224181;0.313281;0.240643;-0.07263799999999998
feldinput|inner_effect_stable|dio_mcm_episode_0lne9ax;feldinput;inner_effect_stable;dio_mcm_episode_0lne9ax;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.438732;0.426082;-0.012649999999999995;0.190921;0.189094;0.231841;0.24989;0.01804900000000001
feldinput|inner_effect_strained|dio_mcm_episode_0feihom;feldinput;inner_effect_strained;dio_mcm_episode_0feihom;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.07801;0.073469;-0.0045409999999999895;0.347484;0.349637;0.481985;0.48571;0.0037249999999999783
feldinput|inner_effect_strained|dio_mcm_episode_0kvx94a;feldinput;inner_effect_strained;dio_mcm_episode_0kvx94a;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.096324;0.091201;-0.0051230000000000026;0.338621;0.341086;0.467682;0.479096;0.011414000000000035
feldinput|inner_effect_strained|dio_mcm_episode_0tre8bg;feldinput;inner_effect_strained;dio_mcm_episode_0tre8bg;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.09872;0.083472;-0.015247999999999998;0.333002;0.338455;0.514548;0.533693;0.019144999999999968
feldinput|inner_effect_tipping|dio_mcm_episode_1ahj81f;feldinput;inner_effect_tipping;dio_mcm_episode_1ahj81f;contact_loaded_intake;contact_loaded_intake;quality_reproduced;3;1;0.154092;0.116252;-0.03784000000000001;0.308997;0.321436;0.444702;0.521843;0.07714099999999996
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_1jx2k4i;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_1jx2k4i;contact_loaded_intake;contact_loaded_intake;quality_reproduced;4;1;0.358031;0.313456;-0.044574999999999976;0.218932;0.231573;0.243849;0.316454;0.072605
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_0f1kb3e;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_0f1kb3e;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.099598;0.112018;0.01242;0.339497;0.334951;0.432002;0.403124;-0.028878000000000015
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_0feihom;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_0feihom;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.088325;0.093371;0.005045999999999995;0.342657;0.34074;0.463824;0.447121;-0.016703000000000023
fuehlen_abstand|inner_effect_strained|dio_mcm_episode_19cadje;fuehlen_abstand;inner_effect_strained;dio_mcm_episode_19cadje;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.038892;0.072766;0.033873999999999994;0.36719;0.352045;0.490175;0.461482;-0.028693000000000024
fuehlen_abstand|inner_effect_tipping|dio_mcm_episode_0mji3u6;fuehlen_abstand;inner_effect_tipping;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;2;1;0.140907;0.201819;0.060911999999999994;0.318872;0.280678;0.40947;0.4333;0.023830000000000018
hoeren_hin|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;hoeren_hin;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.435402;0.55578;0.12037800000000004;0.189892;0.143393;0.092087;0.045899;-0.046188
hoeren_hin|inner_effect_stable|dio_mcm_episode_1i1sl4l;hoeren_hin;inner_effect_stable;dio_mcm_episode_1i1sl4l;young_intake_trace;young_intake_trace;quality_reproduced;3;1;0.54893;0.522475;-0.026455000000000006;0.133442;0.144647;0.048185;0.09551;0.047325
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.374327;0.436311;0.061983999999999984;0.214332;0.187583;0.215837;0.204676;-0.011161000000000004
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0q7j4gf;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0q7j4gf;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.368369;0.334235;-0.034134;0.210161;0.229492;0.271213;0.235368;-0.03584499999999999
hoeren_leise|inner_effect_carried_unrest|dio_mcm_episode_0qzjuvj;hoeren_leise;inner_effect_carried_unrest;dio_mcm_episode_0qzjuvj;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.383552;0.335471;-0.048080999999999985;0.213008;0.228313;0.236002;0.257061;0.021058999999999994
hoeren_leise|inner_effect_stable|dio_mcm_episode_1q3us3f;hoeren_leise;inner_effect_stable;dio_mcm_episode_1q3us3f;young_intake_trace;young_intake_trace;quality_reproduced;20;1;0.480392;0.506533;0.026141000000000025;0.168849;0.163428;0.181191;0.152999;-0.028191999999999995
sehen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0lne9ax;sehen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.440822;0.449572;0.008750000000000036;0.188307;0.185054;0.123325;0.165612;0.042287000000000005
sehen_abstand|inner_effect_stable|dio_mcm_episode_00dz86x;sehen_abstand;inner_effect_stable;dio_mcm_episode_00dz86x;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.485343;0.452604;-0.03273900000000002;0.160607;0.17466;0.088689;0.185303;0.09661399999999999
sehen_abstand|inner_effect_stable|dio_mcm_episode_0lne9ax;sehen_abstand;inner_effect_stable;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;5;1;0.536102;0.528181;-0.007920999999999956;0.141438;0.158703;0.094428;0.100318;0.005890000000000006
sehen_abstand|inner_effect_stable|dio_mcm_episode_0qzjuvj;sehen_abstand;inner_effect_stable;dio_mcm_episode_0qzjuvj;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.530272;0.483305;-0.04696699999999998;0.144856;0.175356;0.10861;0.144513;0.035903000000000004
sehen_fokus|inner_effect_carried_unrest|dio_mcm_episode_0aztxel;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_0aztxel;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.453695;0.454841;0.0011459999999999804;0.177606;0.180731;0.145111;0.153989;0.008877999999999997
sehen_fokus|inner_effect_carried_unrest|dio_mcm_episode_0lne9ax;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_0lne9ax;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.467883;0.498406;0.030523000000000022;0.176047;0.164949;0.152448;0.122292;-0.030156000000000002
sehen_fokus|inner_effect_carried_unrest|dio_mcm_episode_0mji3u6;sehen_fokus;inner_effect_carried_unrest;dio_mcm_episode_0mji3u6;contact_loaded_intake;contact_loaded_intake;quality_reproduced;1;1;0.342654;0.347788;0.005133999999999972;0.226447;0.225033;0.254769;0.242053;-0.012716000000000033
sehen_fokus|inner_effect_stable|dio_mcm_episode_0fdxkah;sehen_fokus;inner_effect_stable;dio_mcm_episode_0fdxkah;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.572754;0.532432;-0.04032199999999997;0.133276;0.145361;0.084917;0.141951;0.05703399999999999
sehen_fokus|inner_effect_stable|dio_mcm_episode_0ifxej6;sehen_fokus;inner_effect_stable;dio_mcm_episode_0ifxej6;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.474489;0.443235;-0.031254000000000004;0.161355;0.175975;0.144761;0.176996;0.032234999999999986
sehen_fokus|inner_effect_stable|dio_mcm_episode_0ppr02l;sehen_fokus;inner_effect_stable;dio_mcm_episode_0ppr02l;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.47;0.499064;0.029064000000000034;0.163318;0.170552;0.147386;0.148195;0.0008090000000000042
sehen_fokus|inner_effect_stable|dio_mcm_episode_17i4j9o;sehen_fokus;inner_effect_stable;dio_mcm_episode_17i4j9o;young_intake_trace;young_intake_trace;quality_reproduced;1;1;0.535801;0.503932;-0.031868999999999925;0.13951;0.15232;0.048263;0.103133;0.05487
sehen_fokus|inner_effect_stable|dio_mcm_episode_1i1sl4l;sehen_fokus;inner_effect_stable;dio_mcm_episode_1i1sl4l;young_intake_trace;young_intake_trace;quality_reproduced;2;1;0.520927;0.456641;-0.06428600000000001;0.146232;0.173968;0.084288;0.135029;0.05074100000000001
hoeren_hin|inner_effect_stable|dio_mcm_episode_0e7qvj1;hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;reproduced_quiet_intake;young_intake_trace;quality_shift_open;1411;1724;0.568908;0.57723;0.008322000000000052;0.133611;0.132688;0.062167;0.061129;-0.0010379999999999973
sehen_fokus|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_fokus;inner_effect_stable;dio_mcm_episode_0e7qvj1;reproduced_quiet_intake;young_intake_trace;quality_shift_open;1294;1614;0.54317;0.553641;0.010471000000000008;0.140786;0.139136;0.105322;0.104129;-0.0011929999999999996
sehen_abstand|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;recurrently_carried_intake;young_intake_trace;quality_shift_open;624;995;0.512911;0.523451;0.010539999999999994;0.157053;0.155676;0.112975;0.113573;0.0005979999999999874
