name,group,run,tick_start,tick_end,local_role,rows,symbol,symbol_share,symbol_family,symbol_family_share,field_symbol,field_symbol_share,effect_class,effect_share,awareness_state,awareness_share,syntax_concentration,kipp_pressure,relief,rekopplung,field_pressure
SOL_2024_30M,vergleich,2,1361,1440,lokal_rekoppelnd,80,dio_19izelz,0.0125,dio_19iz,0.0125,-,0.85,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.32725,0.25320358787999997,0.6920835885,0.60892965,0.22004723000000004
SOL_2024_30M,vergleich,2,1521,1600,lokal_rekoppelnd,80,dio_10kyx6x,0.0125,dio_0ti6,0.025,-,0.875,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.33625,0.25671884842,0.6898503404999999,0.6072028,0.2211910625
SOL_2024_30M,vergleich,2,1561,1640,lokal_rekoppelnd,80,dio_0rdl6mo,0.0125,dio_0ti6,0.025,-,0.9,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.339,0.22970682702,0.69659594375,0.6163608875,0.21089891850000003
SOL_2024_30M,vergleich,2,1601,1680,lokal_rekoppelnd,80,dio_1rfj8pj,0.0125,dio_1rfj,0.0125,-,0.925,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.3615,0.21580990825999996,0.697929025,0.6191945000000001,0.20647336849999998
SOL_2024_30M,vergleich,2,1641,1720,lokal_rekoppelnd,80,dio_05cpumv,0.0125,dio_05cp,0.0125,-,0.9125,tragend_unruhig,0.4875,inner_effect_carried_unrest,0.4875,0.352,0.23022471779999998,0.69405286175,0.6144091625,0.211878554
SOL_2024_30M,vergleich,2,1681,1760,lokal_rekoppelnd,80,dio_0wx9rbf,0.0125,dio_0wx9,0.0125,-,0.875,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.32675,0.24064462863,0.6905367715,0.610149,0.21694725125
SOL_2024_30M,vergleich,2,1721,1800,lokal_rekoppelnd,80,dio_0mu8xhe,0.0125,dio_0mu8,0.0125,-,0.9125,tragend_unruhig,0.4,inner_effect_carried_unrest,0.4,0.32925,0.23111277609,0.693183428,0.6123447,0.21425285775000003
SOL_2024_30M,vergleich,2,1761,1840,lokal_rekoppelnd,80,dio_16646xg,0.0125,dio_1664,0.0125,-,0.85,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.3175,0.23503703316,0.692094134,0.611436125,0.21523592900000005
SOL_2024_5M,referenz,1,41,120,lokal_rekoppelnd,80,dio_11fki8u,0.0125,dio_11fk,0.0125,-,0.95,stabil,0.475,inner_effect_stable,0.475,0.35774999999999996,0.1963961753,0.70557301475,0.6269653625,0.199264947
SOL_2024_5M,referenz,1,81,160,lokal_rekoppelnd,80,dio_0ih6r9b,0.0125,dio_0ih6,0.0125,-,0.925,stabil,0.5,inner_effect_stable,0.5,0.35825,0.19395420710999997,0.7045083740000001,0.627314475,0.19839915624999999
SOL_2024_5M,referenz,1,161,240,lokal_rekoppelnd,80,dio_1t27513,0.0125,dio_1t27,0.0125,-,0.95,tragend_unruhig,0.4625,inner_effect_carried_unrest,0.4625,0.3545,0.19405516719,0.7098676352500001,0.6300437375000001,0.19699129775
SOL_2024_5M,referenz,1,201,280,lokal_rekoppelnd,80,dio_0b0ds1d,0.0125,dio_0b0d,0.0125,-,0.975,stabil,0.475,inner_effect_stable,0.475,0.36374999999999996,0.18421979415,0.70773186325,0.6302647625,0.19502769625
SOL_2024_5M,referenz,1,481,560,lokal_rekoppelnd,80,dio_1pen5sf,0.0125,dio_1pen,0.0125,-,0.95,stabil,0.475,inner_effect_stable,0.475,0.35774999999999996,0.20608095465,0.70633160025,0.6255081625,0.20137345075000004
SOL_2024_5M,referenz,1,521,600,lokal_rekoppelnd,80,dio_16l4qj9,0.0125,dio_16l4,0.0125,-,0.9875,stabil,0.5,inner_effect_stable,0.5,0.37325,0.19834700748,0.7103796145,0.629460525,0.1972979585
SOL_2024_5M,referenz,1,561,640,lokal_rekoppelnd,80,dio_12dz20d,0.025,dio_12dz,0.025,-,1.0,tragend_unruhig,0.5,inner_effect_carried_unrest,0.5,0.3825,0.19622572842,0.7099951785,0.630774175,0.19508119550000003
SOL_2024_5M,referenz,1,601,680,lokal_rekoppelnd,80,dio_0s468fn,0.0125,dio_0s46,0.0125,-,1.0,stabil,0.5,inner_effect_stable,0.5,0.37625000000000003,0.19012672418999998,0.70951970325,0.6313069625,0.19374968075000004
SOL_2024_5M,referenz,1,1081,1160,lokal_rekoppelnd,80,dio_1ll8kcc,0.0125,dio_1ll8,0.0125,-,0.975,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.354,0.20381464190999998,0.7084503835,0.627635225,0.19980247275000002
SOL_2024_5M,referenz,1,1401,1480,lokal_rekoppelnd,80,dio_1e1bgtt,0.0125,dio_1e1b,0.0125,-,0.95,stabil,0.45,inner_effect_stable,0.45,0.35125,0.1935622468,0.70821964525,0.6288961625,0.19852499050000003
SOL_2024_5M,referenz,1,1521,1600,lokal_rekoppelnd,80,dio_03icned,0.0125,dio_03ic,0.0125,-,0.975,stabil,0.5125,inner_effect_stable,0.5125,0.3735,0.20307218589999998,0.7052997242500001,0.6269230875,0.19866206799999997
SOL_2024_5M,referenz,1,1561,1640,lokal_rekoppelnd,80,dio_1ttr875,0.025,dio_1ttr,0.025,-,0.975,stabil,0.55,inner_effect_stable,0.55,0.3895,0.20356828141,0.70778354475,0.6295822625,0.19707557225000003
SOL_2024_5M,referenz,1,1601,1680,lokal_rekoppelnd,80,dio_1ttr875,0.025,dio_1ttr,0.025,-,1.0,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.38575,0.20248886356999998,0.707010417,0.627996275,0.19921234175000002
SOL_2024_5M,referenz,1,1841,1920,lokal_rekoppelnd,80,dio_1jvgqof,0.0125,dio_1jvg,0.0125,-,0.925,tragend_unruhig,0.475,inner_effect_carried_unrest,0.475,0.35175,0.19808669119,0.70852593325,0.6299675625,0.19658745575000003
SOL_2024_5M,referenz,1,1881,1960,lokal_rekoppelnd,80,dio_1wxrfn6,0.0125,dio_1wxr,0.0125,-,0.975,stabil,0.475,inner_effect_stable,0.475,0.36374999999999996,0.19343434343000002,0.71044156225,0.6306713875,0.19612218775
SOL_2024_5M,referenz,2,41,120,lokal_rekoppelnd,80,dio_11fki8u,0.0125,dio_11fk,0.0125,-,0.95,stabil,0.475,inner_effect_stable,0.475,0.35774999999999996,0.196388527,0.7054460905000001,0.626628175,0.199227217
SOL_2024_5M,referenz,2,161,240,lokal_rekoppelnd,80,dio_1t27513,0.0125,dio_1t27,0.0125,-,0.95,tragend_unruhig,0.4625,inner_effect_carried_unrest,0.4625,0.3545,0.19404753341999997,0.7097545475,0.629742425,0.19695536200000002
SOL_2024_5M,referenz,2,201,280,lokal_rekoppelnd,80,dio_0b0ds1d,0.0125,dio_0b0d,0.0125,-,0.975,stabil,0.475,inner_effect_stable,0.475,0.36374999999999996,0.18421230897999996,0.707618438,0.629962125,0.19499210849999998
SOL_2024_5M,referenz,2,481,560,lokal_rekoppelnd,80,dio_1pen5sf,0.0125,dio_1pen,0.0125,-,0.95,stabil,0.475,inner_effect_stable,0.475,0.35774999999999996,0.20607319906000002,0.7062013205000001,0.6251624,0.20133500350000003
SOL_2024_5M,referenz,2,521,600,lokal_rekoppelnd,80,dio_16l4qj9,0.0125,dio_16l4,0.0125,-,0.9875,stabil,0.5,inner_effect_stable,0.5,0.37325,0.19833717423,0.710240974,0.6290901,0.19725253425
SOL_2024_5M,referenz,2,561,640,lokal_rekoppelnd,80,dio_12dz20d,0.025,dio_12dz,0.025,-,1.0,tragend_unruhig,0.5,inner_effect_carried_unrest,0.5,0.3825,0.19621622898000002,0.70986407825,0.6304236624999999,0.19503767200000005
SOL_2024_5M,referenz,2,601,680,lokal_rekoppelnd,80,dio_0s468fn,0.0125,dio_0s46,0.0125,-,1.0,stabil,0.5,inner_effect_stable,0.5,0.37625000000000003,0.19011810907999996,0.7093880637500001,0.6309563125000001,0.19370860699999998
SOL_2024_5M,referenz,2,1081,1160,lokal_rekoppelnd,80,dio_1ll8kcc,0.0125,dio_1ll8,0.0125,-,0.975,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.354,0.20380707777,0.70831784525,0.6272843375,0.19976430675
SOL_2024_5M,referenz,2,1401,1480,lokal_rekoppelnd,80,dio_1e1bgtt,0.0125,dio_1e1b,0.0125,-,0.95,stabil,0.45,inner_effect_stable,0.45,0.35125,0.19355489940000004,0.708109129,0.628601575,0.19849017900000004
SOL_2024_5M,referenz,2,1521,1600,lokal_rekoppelnd,80,dio_03icned,0.0125,dio_03ic,0.0125,-,0.975,stabil,0.5125,inner_effect_stable,0.5125,0.3735,0.20306390985,0.70517621525,0.6265936625,0.19862297375000001
SOL_2024_5M,referenz,2,1561,1640,lokal_rekoppelnd,80,dio_1ttr875,0.025,dio_1ttr,0.025,-,0.975,stabil,0.55,inner_effect_stable,0.55,0.3895,0.20356008800999997,0.70765668075,0.6292441375,0.19703628225000003
SOL_2024_5M,referenz,2,1601,1680,lokal_rekoppelnd,80,dio_1ttr875,0.025,dio_1ttr,0.025,-,1.0,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.38575,0.20248141064999997,0.70689067425,0.6276779625,0.19917607725000003
SOL_2024_5M,referenz,2,1841,1920,lokal_rekoppelnd,80,dio_1jvgqof,0.0125,dio_1jvg,0.0125,-,0.925,tragend_unruhig,0.475,inner_effect_carried_unrest,0.475,0.35175,0.19807818204000002,0.708399937,0.629631275,0.19654737850000004
SOL_2024_5M,referenz,2,1881,1960,lokal_rekoppelnd,80,dio_1wxrfn6,0.0125,dio_1wxr,0.0125,-,0.975,tragend_unruhig,0.4625,inner_effect_carried_unrest,0.4625,0.3605,0.19342529552,0.71030616825,0.6303104125,0.196079407
SOL_2025_1H,vergleich,1,1,80,lokal_rekoppelnd,80,dio_1pzttfw,0.0125,dio_1pzt,0.0125,-,0.825,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.33749999999999997,0.26418561425000003,0.68409007575,0.6028213375,0.225677375
SOL_2025_1H,vergleich,1,41,120,lokal_rekoppelnd,80,dio_1pet6pp,0.0125,dio_1pet,0.0125,-,0.875,tragend_unruhig,0.575,inner_effect_carried_unrest,0.575,0.36575,0.24387070315000003,0.68726644675,0.6080718125,0.21821307525000003
SOL_2025_1H,vergleich,1,81,160,lokal_rekoppelnd,80,dio_1tvy3j8,0.0125,dio_1tvy,0.0125,-,0.8625,tragend_unruhig,0.55,inner_effect_carried_unrest,0.55,0.35625,0.24409340011999997,0.6892240375,0.607998625,0.22033654600000002
SOL_2025_1H,vergleich,1,201,280,lokal_rekoppelnd,80,dio_05fwg34,0.0125,dio_05fw,0.0125,-,0.7875,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.30575,0.27000812400999996,0.682262697,0.5984707499999999,0.23091228725000001
SOL_2025_1H,vergleich,1,241,320,lokal_rekoppelnd,80,dio_0p0s7cd,0.0125,dio_0p0s,0.0125,-,0.775,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.306,0.27039981309999994,0.6820841345,0.5984121250000001,0.23064493449999995
SOL_2025_1H,vergleich,1,1001,1080,lokal_rekoppelnd,80,dio_0lg2992,0.0125,dio_0lg2,0.0125,-,0.725,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.28099999999999997,0.27884172211,0.68273788025,0.5988280875,0.23078634374999998
SOL_2025_1H,vergleich,1,1041,1120,lokal_rekoppelnd,80,dio_1jwfj8m,0.0125,dio_1jwf,0.0125,-,0.7875,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.31225,0.25236497425000004,0.6910660665,0.6078494,0.22108765375000006
SOL_2025_1H,vergleich,1,1081,1160,lokal_rekoppelnd,80,dio_05kyhi2,0.0125,dio_05ky,0.0125,-,0.7375,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.2905,0.26457277023,0.68344129675,0.6007472375,0.22837312625
SOL_2025_1H,vergleich,1,1721,1800,lokal_rekoppelnd,80,dio_1ap45ku,0.0125,dio_1ap4,0.0125,-,0.8,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.2925,0.26935603603,0.6868003942500001,0.6016644875,0.22885584125
SOL_2025_1H,vergleich,1,1761,1840,lokal_rekoppelnd,80,dio_1umb75e,0.0125,dio_1umb,0.0125,-,0.7875,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.296,0.2757485083,0.68181368075,0.5983918625,0.2314949335
SOL_2025_1H,vergleich,1,1801,1880,lokal_rekoppelnd,80,dio_0l1kgjz,0.0125,dio_0l1k,0.0125,-,0.8,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.2925,0.27733620524,0.6819068445,0.5988425,0.2314340145
SOL_2025_1H,vergleich,1,1841,1920,lokal_rekoppelnd,80,dio_1qr0ydo,0.0125,dio_1qr0,0.0125,-,0.825,tragend_unruhig,0.4,inner_effect_carried_unrest,0.4,0.30824999999999997,0.26833685815999997,0.6852967415,0.60222105,0.22808285350000002
SOL_2025_1H,vergleich,1,1881,1960,lokal_rekoppelnd,80,dio_1fydi3m,0.0125,dio_1fyd,0.0125,-,0.9,tragend_unruhig,0.375,inner_effect_carried_unrest,0.375,0.31975,0.2505672817,0.69218137275,0.6091599875,0.2200202515
SOL_2025_1H,vergleich,2,1,80,lokal_rekoppelnd,80,dio_1pzttfw,0.0125,dio_1pzt,0.0125,-,0.825,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.33749999999999997,0.26418190775,0.683979539,0.602533825,0.225653023
SOL_2025_1H,vergleich,2,41,120,lokal_rekoppelnd,80,dio_1pet6pp,0.0125,dio_1pet,0.0125,-,0.875,tragend_unruhig,0.575,inner_effect_carried_unrest,0.575,0.36575,0.24386570771,0.68715536125,0.6077795625,0.21818491125000003
SOL_2025_1H,vergleich,2,81,160,lokal_rekoppelnd,80,dio_1tvy3j8,0.0125,dio_1tvy,0.0125,-,0.8625,tragend_unruhig,0.55,inner_effect_carried_unrest,0.55,0.35625,0.24408809377,0.6890949265,0.60766035,0.22030526825000002
SOL_2025_1H,vergleich,2,201,280,lokal_rekoppelnd,80,dio_05fwg34,0.0125,dio_05fw,0.0125,-,0.7875,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.30575,0.27000272660999997,0.682125875,0.598114325,0.23087986925000004
SOL_2025_1H,vergleich,2,241,320,lokal_rekoppelnd,80,dio_0p0s7cd,0.0125,dio_0p0s,0.0125,-,0.775,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.306,0.27039617069,0.68194789975,0.5980602875,0.23061761575
SOL_2025_1H,vergleich,2,1001,1080,lokal_rekoppelnd,80,dio_0lg2992,0.0125,dio_0lg2,0.0125,-,0.725,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.28099999999999997,0.27883631488999994,0.6825951095,0.5984569000000001,0.23075317675
SOL_2025_1H,vergleich,2,1041,1120,lokal_rekoppelnd,80,dio_1jwfj8m,0.0125,dio_1jwf,0.0125,-,0.7875,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.31225,0.25235894653,0.69093482375,0.6075053375,0.22105408925000003
SOL_2025_1H,vergleich,2,1081,1160,lokal_rekoppelnd,80,dio_05kyhi2,0.0125,dio_05ky,0.0125,-,0.7375,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.2905,0.26456769323999996,0.683301001,0.6003826250000001,0.228341198
SOL_2025_1H,vergleich,2,1721,1800,lokal_rekoppelnd,80,dio_1ap45ku,0.0125,dio_1ap4,0.0125,-,0.8,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.2925,0.26934933,0.6866564885,0.6012878500000001,0.2288188
SOL_2025_1H,vergleich,2,1761,1840,lokal_rekoppelnd,80,dio_1umb75e,0.0125,dio_1umb,0.0125,-,0.7875,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.296,0.27574186766,0.681665045,0.598003425,0.231457497
SOL_2025_1H,vergleich,2,1801,1880,lokal_rekoppelnd,80,dio_0l1kgjz,0.0125,dio_0l1k,0.0125,-,0.8,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.2925,0.27733049074,0.6817715665,0.5984889250000001,0.23140085500000002
SOL_2025_1H,vergleich,2,1841,1920,lokal_rekoppelnd,80,dio_1qr0ydo,0.0125,dio_1qr0,0.0125,-,0.825,tragend_unruhig,0.4,inner_effect_carried_unrest,0.4,0.30824999999999997,0.26833150856000004,0.685184065,0.6019240499999999,0.22805347350000005
SOL_2025_1H,vergleich,2,1881,1960,lokal_rekoppelnd,80,dio_1fydi3m,0.0125,dio_1fyd,0.0125,-,0.9,tragend_unruhig,0.375,inner_effect_carried_unrest,0.375,0.31975,0.25056046944999993,0.6920543815000001,0.608824475,0.21998492575
