name,group,run,tick_start,tick_end,local_role,rows,symbol,symbol_share,symbol_family,symbol_family_share,field_symbol,field_symbol_share,effect_class,effect_share,awareness_state,awareness_share,syntax_concentration,kipp_pressure,relief,rekopplung,field_pressure
SOL_2024_1H,vergleich,1,441,520,lokal_rekoppelnd,80,dio_1qzlrqr,0.0125,dio_1qzl,0.0125,-,0.775,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.30925,0.2746129041,0.6798557865,0.59657795,0.2324783775
SOL_2024_1H,vergleich,1,761,840,lokal_rekoppelnd,80,dio_0txgw7y,0.0125,dio_0txg,0.0125,-,0.65,tragend_unruhig,0.5,inner_effect_carried_unrest,0.5,0.29225,0.26963423882,0.67950651225,0.5983864125,0.23048428499999998
SOL_2024_1H,vergleich,1,801,880,lokal_rekoppelnd,80,dio_1633kxp,0.0125,dio_1633,0.0125,-,0.6875,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.28175,0.26317294231000005,0.68035478575,0.5989165875,0.22984966925000005
SOL_2024_1H,vergleich,1,841,920,lokal_rekoppelnd,80,dio_1d7epd7,0.0125,dio_1d7e,0.0125,-,0.725,tragend_unruhig,0.325,inner_effect_carried_unrest,0.325,0.26475,0.28129739617000005,0.68021211525,0.5956008625,0.23481084975
SOL_2024_1H,vergleich,1,921,1000,lokal_rekoppelnd,80,dio_1jjlwur,0.0125,dio_1jjl,0.0125,-,0.75,tragend_unruhig,0.475,inner_effect_carried_unrest,0.475,0.30975,0.27007319206,0.6821325567500001,0.5992223875,0.22980051099999999
SOL_2024_1H,vergleich,1,1121,1200,lokal_rekoppelnd,80,dio_1ccewpa,0.0125,dio_1cce,0.0125,-,0.95,tragend_unruhig,0.5,inner_effect_carried_unrest,0.5,0.36425,0.2521499526,0.69254590725,0.6093105875,0.22010422300000002
SOL_2024_1H,vergleich,1,1161,1240,lokal_rekoppelnd,80,dio_1rs85tw,0.0125,dio_1rs8,0.0125,-,0.825,tragend_unruhig,0.3,inner_effect_carried_unrest,0.3,0.28225,0.27149069650999996,0.68658681425,0.6015856875,0.22910438825
SOL_2024_1H,vergleich,1,1281,1360,lokal_rekoppelnd,80,dio_0m6ukv7,0.0125,dio_0m6u,0.0125,-,0.875,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.33,0.25931493613999995,0.68515341,0.6037366000000001,0.2244707755
SOL_2024_1H,vergleich,1,1321,1400,lokal_rekoppelnd,80,dio_1i7t80s,0.0125,dio_1i7t,0.0125,-,0.875,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.3105,0.27069968511,0.68437413275,0.6013668375,0.22823485375000002
SOL_2024_1H,vergleich,2,441,520,lokal_rekoppelnd,80,dio_1qzlrqr,0.0125,dio_1qzl,0.0125,-,0.775,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.30925,0.27460917156,0.6797256875,0.5962411999999999,0.232451546
SOL_2024_1H,vergleich,2,761,840,lokal_rekoppelnd,80,dio_0txgw7y,0.0125,dio_0txg,0.0125,-,0.65,tragend_unruhig,0.5125,inner_effect_carried_unrest,0.5125,0.2955,0.26962932611,0.679380266,0.598056975,0.23045453275
SOL_2024_1H,vergleich,2,801,880,lokal_rekoppelnd,80,dio_1633kxp,0.0125,dio_1633,0.0125,-,0.6875,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.285,0.26316855831,0.68023262725,0.5985979625,0.22982191425
SOL_2024_1H,vergleich,2,841,920,lokal_rekoppelnd,80,dio_1d7epd7,0.0125,dio_1d7e,0.0125,-,0.725,tragend_unruhig,0.325,inner_effect_carried_unrest,0.325,0.26475,0.28129285454,0.68007778875,0.5952528875,0.234781222
SOL_2024_1H,vergleich,2,921,1000,lokal_rekoppelnd,80,dio_1jjlwur,0.0125,dio_1jjl,0.0125,-,0.75,tragend_unruhig,0.475,inner_effect_carried_unrest,0.475,0.30975,0.27006799096,0.681996124,0.598866325,0.22976865600000002
SOL_2024_1H,vergleich,2,1121,1200,lokal_rekoppelnd,80,dio_1ccewpa,0.0125,dio_1cce,0.0125,-,0.95,tragend_unruhig,0.4875,inner_effect_carried_unrest,0.4875,0.361,0.25214368145000005,0.6924167575,0.6089708500000001,0.22007019374999998
SOL_2024_1H,vergleich,2,1161,1240,lokal_rekoppelnd,80,dio_1rs85tw,0.0125,dio_1rs8,0.0125,-,0.825,tragend_unruhig,0.3,inner_effect_carried_unrest,0.3,0.28225,0.27148495466,0.68643901775,0.6012006375000001,0.22906961399999998
SOL_2024_1H,vergleich,2,1281,1360,lokal_rekoppelnd,80,dio_0m6ukv7,0.0125,dio_0m6u,0.0125,-,0.875,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.33,0.25931063332999993,0.6850319205000001,0.603419575,0.22444332425
SOL_2024_1H,vergleich,2,1321,1400,lokal_rekoppelnd,80,dio_1i7t80s,0.0125,dio_1i7t,0.0125,-,0.875,tragend_unruhig,0.3625,inner_effect_carried_unrest,0.3625,0.3105,0.2706945768,0.6842397107499999,0.6010167375,0.22820354800000003
SOL_2024_30M,vergleich,1,881,960,lokal_rekoppelnd,80,dio_03wfs7i,0.0125,dio_03wf,0.0125,-,0.825,tragend_unruhig,0.525,inner_effect_carried_unrest,0.525,0.34075,0.24289915490000002,0.6891931099999999,0.608792475,0.21796135300000002
SOL_2024_30M,vergleich,1,921,1000,lokal_rekoppelnd,80,dio_01gm1ux,0.0125,dio_01gm,0.0125,-,0.925,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.342,0.21266458218000003,0.6997128745,0.620046875,0.20578266
SOL_2024_30M,vergleich,1,961,1040,lokal_rekoppelnd,80,dio_0hbczdj,0.0125,dio_0hbc,0.0125,-,0.9125,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.3325,0.25087765633000003,0.6885415585,0.6069823249999999,0.22091351825000002
SOL_2024_30M,vergleich,1,1201,1280,lokal_rekoppelnd,80,dio_054bybb,0.025,dio_054b,0.025,-,0.875,tragend_unruhig,0.35,inner_effect_carried_unrest,0.35,0.3135,0.23860269891,0.69248190675,0.6117931375000001,0.21622904975
SOL_2024_30M,vergleich,1,1241,1320,lokal_rekoppelnd,80,dio_054bybb,0.025,dio_054b,0.025,-,0.95,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.34125,0.22381692293,0.7034756885,0.6212878,0.20764905075000004
SOL_2024_30M,vergleich,1,1281,1360,lokal_rekoppelnd,80,dio_10on66q,0.025,dio_10on,0.025,-,0.775,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.30575,0.26159217908,0.68887044375,0.6060929374999999,0.2227596745
SOL_2024_30M,vergleich,1,1321,1400,lokal_rekoppelnd,80,dio_1kworxd,0.0125,dio_1kwo,0.0125,-,0.775,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.30275,0.25966047250999996,0.689390859,0.607202925,0.22162521925000003
SOL_2024_30M,vergleich,1,1361,1440,lokal_rekoppelnd,80,dio_19izelz,0.0125,dio_19iz,0.0125,-,0.85,tragend_unruhig,0.4625,inner_effect_carried_unrest,0.4625,0.3305,0.25320894036999997,0.692210459,0.6092611,0.22007830225000002
SOL_2024_30M,vergleich,1,1521,1600,lokal_rekoppelnd,80,dio_10kyx6x,0.0125,dio_0ti6,0.025,-,0.85,tragend_unruhig,0.45,inner_effect_carried_unrest,0.45,0.33025,0.25672445386000003,0.68997834275,0.6075387625,0.221223058
SOL_2024_30M,vergleich,1,1561,1640,lokal_rekoppelnd,80,dio_0rdl6mo,0.0125,dio_0ti6,0.025,-,0.875,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.333,0.22971307928,0.69671759425,0.6166820875,0.21093198900000004
SOL_2024_30M,vergleich,1,1601,1680,lokal_rekoppelnd,80,dio_1rfj8pj,0.0125,dio_1rfj,0.0125,-,0.925,tragend_unruhig,0.5,inner_effect_carried_unrest,0.5,0.35825,0.21581654226,0.6980472735,0.619508175,0.2065071315
SOL_2024_30M,vergleich,1,1641,1720,lokal_rekoppelnd,80,dio_05cpumv,0.0125,dio_05cp,0.0125,-,0.9125,tragend_unruhig,0.475,inner_effect_carried_unrest,0.475,0.34875,0.23023204860000002,0.69417689775,0.6147390875000001,0.21191504699999997
SOL_2024_30M,vergleich,1,1681,1760,lokal_rekoppelnd,80,dio_0wx9rbf,0.0125,dio_0wx9,0.0125,-,0.875,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.32675,0.24065099362999998,0.690651415,0.6104528,0.21697978425000003
SOL_2024_30M,vergleich,1,1721,1800,lokal_rekoppelnd,80,dio_0mu8xhe,0.0125,dio_0mu8,0.0125,-,0.9125,tragend_unruhig,0.4,inner_effect_carried_unrest,0.4,0.32925,0.23111870931,0.6932958355,0.612641625,0.21428385525000004
SOL_2024_30M,vergleich,1,1761,1840,lokal_rekoppelnd,80,dio_16646xg,0.0125,dio_1664,0.0125,-,0.85,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.3175,0.23504225575999999,0.69221334825,0.6117489625,0.2152657305
SOL_2024_30M,vergleich,2,881,960,lokal_rekoppelnd,80,dio_03wfs7i,0.0125,dio_03wf,0.0125,-,0.825,tragend_unruhig,0.525,inner_effect_carried_unrest,0.525,0.34075,0.24289420541,0.68907796975,0.6084903374999999,0.21793283325000004
SOL_2024_30M,vergleich,2,921,1000,lokal_rekoppelnd,80,dio_01gm1ux,0.0125,dio_01gm,0.0125,-,0.925,tragend_unruhig,0.4375,inner_effect_carried_unrest,0.4375,0.342,0.21265793025000002,0.69959524625,0.6197348375,0.20574892725000005
SOL_2024_30M,vergleich,2,1201,1280,lokal_rekoppelnd,80,dio_054bybb,0.025,dio_054b,0.025,-,0.875,tragend_unruhig,0.35,inner_effect_carried_unrest,0.35,0.3135,0.23859704163,0.69235537825,0.6114615624999999,0.21619712475000002
SOL_2024_30M,vergleich,2,1241,1320,lokal_rekoppelnd,80,dio_054bybb,0.025,dio_054b,0.025,-,0.95,tragend_unruhig,0.3875,inner_effect_carried_unrest,0.3875,0.34125,0.22380874232,0.70333163125,0.6209068375,0.20760770200000003
SOL_2024_30M,vergleich,2,1281,1360,lokal_rekoppelnd,80,dio_10on66q,0.025,dio_10on,0.025,-,0.775,tragend_unruhig,0.4125,inner_effect_carried_unrest,0.4125,0.30575,0.26158533645,0.68872416025,0.6057092625,0.22272190975000003
SOL_2024_30M,vergleich,2,1321,1400,lokal_rekoppelnd,80,dio_1kworxd,0.0125,dio_1kwo,0.0125,-,0.775,tragend_unruhig,0.425,inner_effect_carried_unrest,0.425,0.30275,0.25965502793,0.689263804,0.6068705249999999,0.22159384475000005
