world,mcm_preview,symbol_family,count,share_of_open,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,longest_streak,streak_count
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1qi4,1,0.005747,0.614379,0.360772,0.219446,0.793381,0.171900,0.210795,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_10pg,1,0.005747,0.636082,0.434936,0.225798,0.826382,0.204049,0.070672,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0me9,1,0.005747,0.615812,0.366231,0.235449,0.819467,0.110057,0.207420,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0g71,1,0.005747,0.615808,0.354011,0.233849,0.827836,0.177377,0.074861,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0chk,1,0.005747,0.625247,0.407797,0.232549,0.798963,0.243258,0.114546,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0ory,1,0.005747,0.634661,0.419213,0.223693,0.824338,0.221847,0.063598,1,1
NEG_STRESS_2024,dio_mcm_episode_1y00xwb,dio_040e,1,0.005747,0.619506,0.371613,0.236268,0.837330,0.063129,0.169581,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1l1o,1,0.005747,0.619066,0.393569,0.237272,0.793807,0.256978,0.124876,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_186t,1,0.005747,0.615660,0.410091,0.279295,0.802044,0.130646,0.229462,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_12lh,1,0.005747,0.617923,0.355806,0.236283,0.841874,0.172356,0.052096,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0rw0,1,0.005747,0.625567,0.403465,0.227254,0.814019,0.292686,0.015373,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_186y,1,0.005747,0.627798,0.370261,0.228564,0.865301,0.091806,0.082787,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1v52,1,0.005747,0.617629,0.348482,0.221064,0.825875,0.135422,0.147829,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0xhy,1,0.005747,0.621965,0.364591,0.221421,0.824385,0.155032,0.121243,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_01n5,1,0.005747,0.620995,0.391899,0.247230,0.816690,0.103702,0.238897,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0t7q,1,0.005747,0.615383,0.396627,0.247756,0.771096,0.229567,0.219800,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_05xb,1,0.005747,0.621508,0.395302,0.254693,0.834529,0.061395,0.241092,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0tzw,1,0.005747,0.628214,0.400460,0.231380,0.831863,0.188723,0.069631,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ggi,1,0.005747,0.606365,0.350676,0.245213,0.791477,0.148050,0.261543,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_09qj,1,0.005747,0.613321,0.348065,0.230981,0.814916,0.190936,0.093894,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1qz2,1,0.005747,0.616689,0.411391,0.248285,0.772205,0.281005,0.174781,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1j2d,1,0.005747,0.613856,0.348517,0.227868,0.815785,0.189392,0.124170,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0u6i,1,0.005747,0.621239,0.413770,0.242180,0.785013,0.277491,0.122933,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1h6q,1,0.005747,0.623549,0.394519,0.236199,0.809030,0.198851,0.133826,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1m0t,1,0.005747,0.627058,0.386669,0.241307,0.861884,0.065003,0.135376,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ddh,1,0.005747,0.620978,0.395496,0.229387,0.798774,0.222903,0.150732,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_00r6,1,0.005747,0.613290,0.345192,0.233051,0.819918,0.186621,0.090768,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0eaf,1,0.005747,0.621162,0.363010,0.221194,0.830302,0.120377,0.154134,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1gu7,1,0.005747,0.617862,0.359289,0.236991,0.830597,0.141293,0.113545,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0qst,1,0.005747,0.621202,0.381683,0.236049,0.831276,0.114249,0.179973,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0a19,1,0.005747,0.622129,0.360101,0.221644,0.841978,0.139376,0.121050,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1p9y,1,0.005747,0.608054,0.343445,0.233896,0.798324,0.132131,0.238241,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0gyc,1,0.005747,0.614366,0.354105,0.238089,0.825564,0.174122,0.112869,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1x9i,1,0.005747,0.619595,0.378663,0.235689,0.826766,0.089727,0.216104,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0cxq,1,0.005747,0.610105,0.349862,0.224029,0.795852,0.168112,0.184876,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_03ne,1,0.005747,0.623241,0.386314,0.241538,0.827707,0.191147,0.071166,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_18e5,1,0.005747,0.598539,0.369462,0.279204,0.767444,0.106609,0.398158,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ycu,1,0.005747,0.640797,0.456498,0.236275,0.852928,0.109621,0.154355,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_039y,1,0.005747,0.649845,0.456537,0.222158,0.874706,0.071177,0.053035,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0tjo,1,0.005747,0.602203,0.377656,0.259582,0.761689,0.113028,0.318659,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1sqc,1,0.005747,0.608870,0.380388,0.246205,0.781232,0.274134,0.140138,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_16sd,1,0.005747,0.604516,0.353251,0.251026,0.788832,0.245795,0.147150,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1epl,1,0.005747,0.616964,0.354685,0.244457,0.845051,0.101030,0.134412,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1744,1,0.005747,0.612229,0.399339,0.268212,0.788917,0.092941,0.361808,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1ozi,1,0.005747,0.636170,0.427935,0.227269,0.837635,0.194602,0.042174,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1mo4,1,0.005747,0.656799,0.484810,0.195903,0.795938,0.225168,0.135788,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_146z,1,0.005747,0.640682,0.440537,0.221933,0.841260,0.207752,0.022969,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0d26,1,0.005747,0.611372,0.365235,0.239498,0.797850,0.098411,0.250629,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1pet,1,0.005747,0.620854,0.354689,0.223712,0.840443,0.043956,0.193682,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_12fu,1,0.005747,0.624646,0.383168,0.228420,0.824389,0.137882,0.157280,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1qb5,1,0.005747,0.642660,0.430040,0.230832,0.828038,0.106247,0.188856,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0vrk,1,0.005747,0.616916,0.358137,0.231007,0.825905,0.163059,0.127607,1,1
NEG_STRESS_2024,dio_mcm_episode_0i5xsu7,dio_1nw1,1,0.005747,0.626384,0.409838,0.244904,0.825046,0.086116,0.278577,1,1
NEG_STRESS_2024,dio_mcm_episode_0pxjirg,dio_0rd8,1,0.005747,0.608879,0.343294,0.253570,0.823144,0.259634,0.006163,1,1
NEG_STRESS_2024,dio_mcm_episode_0pfredm,dio_04bm,1,0.005747,0.610321,0.344324,0.230635,0.804619,0.119098,0.257715,1,1
NEG_STRESS_2024,dio_mcm_episode_0pfredm,dio_187q,1,0.005747,0.630005,0.415269,0.219305,0.804076,0.146437,0.288275,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0gn6,1,0.005747,0.599997,0.348217,0.266165,0.779523,0.202624,0.195167,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1w42,1,0.005747,0.616482,0.368080,0.246212,0.823900,0.122780,0.170730,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1ijy,1,0.005747,0.654897,0.456887,0.195412,0.802586,0.187298,0.199365,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_07sb,1,0.005747,0.614809,0.385676,0.245581,0.795133,0.242914,0.116102,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ghz,1,0.005747,0.617767,0.350107,0.220297,0.822889,0.107466,0.185835,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0n0i,1,0.005747,0.608427,0.366032,0.276528,0.825562,0.128585,0.130462,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0e2b,1,0.005747,0.610214,0.362725,0.237815,0.791784,0.261531,0.078030,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1su1,1,0.005747,0.629545,0.385947,0.226669,0.854335,0.177639,0.008535,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0rcu,1,0.005747,0.591041,0.330371,0.270646,0.761221,0.243551,0.194486,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_061b,1,0.005747,0.624294,0.393735,0.221221,0.809557,0.205595,0.158007,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0uwn,1,0.005747,0.609605,0.356542,0.248958,0.816489,0.015656,0.243442,1,1
NEG_STRESS_2024,dio_mcm_episode_0wxdilw,dio_0raf,1,0.005747,0.617817,0.349015,0.221365,0.826196,0.156027,0.111809,1,1
NEG_STRESS_2024,dio_mcm_episode_0magw2b,dio_0kvb,1,0.005747,0.609781,0.369996,0.247051,0.798928,0.305326,0.020221,1,1
NEG_STRESS_2024,dio_mcm_episode_085wm7v,dio_0x6m,1,0.005747,0.610189,0.346190,0.247482,0.821809,0.234406,0.032789,1,1
NEG_STRESS_2024,dio_mcm_episode_085wm7v,dio_1xyv,1,0.005747,0.619894,0.359460,0.214890,0.823933,0.144291,0.171708,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0841,1,0.005747,0.617851,0.368749,0.223415,0.809634,0.200162,0.114757,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1t6r,1,0.005747,0.621601,0.394823,0.232147,0.807517,0.184980,0.191520,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1xe4,1,0.005747,0.601356,0.403933,0.272948,0.731737,0.310257,0.269122,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1crv,1,0.005747,0.619588,0.369823,0.221942,0.817606,0.020641,0.264543,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0esb,1,0.005747,0.622190,0.358113,0.222119,0.846120,0.148799,0.096552,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_005c,1,0.005747,0.643621,0.406918,0.221842,0.912823,0.003116,0.068891,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0kg4,1,0.005747,0.629808,0.415642,0.225493,0.810259,0.251554,0.112521,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1ab1,1,0.005747,0.621644,0.370094,0.222586,0.835974,0.171289,0.054226,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0dku,1,0.005747,0.630891,0.412730,0.223669,0.809783,0.224181,0.115746,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0y4r,1,0.005747,0.618178,0.359398,0.221955,0.821670,0.159504,0.143538,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0mty,1,0.005747,0.598062,0.349543,0.268359,0.771518,0.286261,0.122962,1,1
NEG_STRESS_2024,dio_mcm_episode_1y00xwb,dio_0c85,1,0.005747,0.653661,0.454771,0.223010,0.898947,0.079240,0.050821,1,1
NEG_STRESS_2024,dio_mcm_episode_1y00xwb,dio_0qkv,1,0.005747,0.600985,0.345404,0.260850,0.794966,0.109831,0.235049,1,1
NEG_STRESS_2024,dio_mcm_episode_0vkdfwc,dio_06jm,1,0.005747,0.641183,0.404094,0.231872,0.919670,0.008583,0.018850,1,1
NEG_STRESS_2024,dio_mcm_episode_0vkdfwc,dio_133y,1,0.005747,0.608354,0.365701,0.226203,0.775298,0.207905,0.200480,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_02zt,1,0.005747,0.608190,0.367960,0.251545,0.799788,0.132661,0.182191,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1nel,1,0.005747,0.617727,0.365788,0.227555,0.825718,0.063224,0.176627,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ql8,1,0.005747,0.624954,0.397607,0.226397,0.812878,0.239835,0.112438,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0uqo,1,0.005747,0.605964,0.390967,0.254746,0.748573,0.218023,0.345645,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_1xuc,1,0.005747,0.602632,0.337966,0.242763,0.784879,0.129667,0.275155,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_17wc,1,0.005747,0.617603,0.348730,0.221725,0.826914,0.145577,0.137758,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0fco,1,0.005747,0.620461,0.371248,0.224878,0.813701,0.188745,0.138499,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1v1x,1,0.005747,0.613789,0.361739,0.237874,0.819388,0.169448,0.148033,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1ilb,1,0.005747,0.624141,0.383939,0.228382,0.829110,0.185924,0.089829,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0ax1,1,0.005747,0.625661,0.432932,0.235667,0.790909,0.296934,0.104651,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1x4i,1,0.005747,0.624659,0.361675,0.232412,0.866930,0.089835,0.045555,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_08ua,1,0.005747,0.613884,0.373786,0.241871,0.799130,0.213682,0.137955,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0dy7,1,0.005747,0.628917,0.406007,0.229071,0.828102,0.163812,0.150901,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0x4m,1,0.005747,0.621827,0.378807,0.248108,0.859871,0.026436,0.152992,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_043o,1,0.005747,0.607683,0.370215,0.253341,0.796993,0.191621,0.137239,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_071q,1,0.005747,0.602145,0.379260,0.278650,0.764801,0.190151,0.296904,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0hn9,1,0.005747,0.630884,0.417314,0.224147,0.808546,0.218527,0.132988,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1mep,1,0.005747,0.619996,0.352258,0.225484,0.839411,0.200500,0.017465,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_081b,1,0.005747,0.601738,0.384816,0.272456,0.739929,0.286635,0.235915,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_18m7,1,0.005747,0.619348,0.381938,0.232103,0.796698,0.200784,0.175328,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_01tz,1,0.005747,0.628407,0.418380,0.224424,0.798001,0.214722,0.206247,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0468,1,0.005747,0.608074,0.359048,0.246381,0.800851,0.278803,0.061373,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_16us,1,0.005747,0.622373,0.367843,0.232431,0.848071,0.161705,0.032330,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_09k9,1,0.005747,0.607743,0.350637,0.250504,0.800150,0.258071,0.047846,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_045z,1,0.005747,0.612342,0.408496,0.255342,0.761329,0.294792,0.198543,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_19vp,1,0.005747,0.624998,0.355377,0.225587,0.862437,0.035215,0.135187,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_0c7j,1,0.005747,0.631752,0.431771,0.237757,0.821115,0.229167,0.057780,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1ygx,1,0.005747,0.622557,0.368448,0.227016,0.839449,0.151566,0.128377,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_1nri,1,0.005747,0.617114,0.349360,0.231995,0.835337,0.135566,0.111253,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_18k3,1,0.005747,0.629373,0.437113,0.226745,0.795061,0.287252,0.065196,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_16kr,1,0.005747,0.680247,0.425084,0.239713,0.917980,0.049812,0.064058,1,1
NEG_STRESS_2024,dio_mcm_episode_12mc9qd,dio_130n,1,0.005747,0.607878,0.355802,0.254991,0.808442,0.214314,0.088500,1,1
NEG_STRESS_2024,dio_mcm_episode_0q7j4gf,dio_07eh,1,0.005747,0.634599,0.420102,0.211530,0.811900,0.170261,0.226155,1,1
NEG_STRESS_2024,dio_mcm_episode_14wxqua,dio_1nqa,1,0.005747,0.618854,0.357093,0.229406,0.838237,0.058498,0.150964,1,1
NEG_STRESS_2024,dio_mcm_episode_1so7ez5,dio_17n7,1,0.005747,0.596364,0.335914,0.256580,0.775329,0.118776,0.310884,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_0209,1,0.005747,0.622832,0.365214,0.223750,0.840470,0.142198,0.106008,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_19b0,1,0.005747,0.603431,0.349514,0.258383,0.800282,0.288983,0.050518,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_028a,1,0.005747,0.616053,0.411300,0.262151,0.805236,0.016732,0.362154,1,1
NEG_STRESS_2024,dio_mcm_episode_02xikfk,dio_18s2,1,0.005747,0.609583,0.395326,0.249788,0.772935,0.337825,0.067721,1,1
NEG_STRESS_2024,dio_mcm_episode_1t5bcxp,dio_048v,1,0.005747,0.606670,0.344552,0.242255,0.800436,0.211676,0.128172,1,1
