scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
gesamt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,-,97,stark_fragmentiert,rekoppelnd_offen,0.175258,fragmentiert,,,
gesamt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,-,103,breit_driftend,rekoppelnd_stabil,0.378641,breit_driftend,,,
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,9,offen_stabil,offen_stabil,0.310345,offen_driftend,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,8,druckuebergang,druckuebergang,0.275862,fragmentiert,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,6,druckbruch,druckbruch,0.206897,fragmentiert,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,3,bruchuebergang,bruchuebergang,0.103448,fragmentiert,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,2,offen_rekoppelnd,offen_rekoppelnd,0.068966,breit_driftend,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,EXPANSION_10K,1,bruchdominant,bruchdominant,0.034483,fragmentiert,0.201498,0.569067,0.653373
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,9,rekoppelnd_offen,rekoppelnd_offen,0.225000,breit_driftend,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,8,bruchuebergang,bruchuebergang,0.200000,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,7,offen_rekoppelnd,offen_rekoppelnd,0.175000,breit_driftend,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,6,druckuebergang,druckuebergang,0.150000,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,6,rekoppelnd_stabil,rekoppelnd_stabil,0.150000,eng_getragen,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,2,bruchdominant,bruchdominant,0.050000,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2023_NEG_10K,2,druckbruch,druckbruch,0.050000,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2025_STRESS_5K,4,rekoppelnd_offen,rekoppelnd_offen,0.444444,breit_driftend,0.214477,0.859432,0.646687
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2025_STRESS_5K,2,bruchuebergang,bruchuebergang,0.222222,fragmentiert,0.214477,0.859432,0.646687
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2025_STRESS_5K,1,rekoppelnd_stabil,rekoppelnd_stabil,0.111111,eng_getragen,0.214477,0.859432,0.646687
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2025_STRESS_5K,1,druckuebergang,druckuebergang,0.111111,fragmentiert,0.214477,0.859432,0.646687
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2025_STRESS_5K,1,bruchdominant,bruchdominant,0.111111,fragmentiert,0.214477,0.859432,0.646687
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,5,druckbruch,druckbruch,0.263158,fragmentiert,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,4,rekoppelnd_offen,rekoppelnd_offen,0.210526,breit_driftend,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,3,rekoppelnd_stabil,rekoppelnd_stabil,0.157895,eng_getragen,0.206422,0.866684,0.650064
