scope,pair,world,events,source_quality,top_quality,share,passive_regulation_quality,contact_pressure,contact_alignment,mcm_rekopplung
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,3,bruchuebergang,bruchuebergang,0.157895,fragmentiert,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,1,bruchdominant,bruchdominant,0.052632,fragmentiert,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,1,druckuebergang,druckuebergang,0.052632,fragmentiert,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,1,offen_rekoppelnd,offen_rekoppelnd,0.052632,breit_driftend,0.206422,0.866684,0.650064
welt,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,SOL2026_STABLE_5K,1,gemischt,gemischt,0.052632,breit_driftend,0.206422,0.866684,0.650064
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,EXPANSION_10K,30,offen_stabil,offen_stabil,0.789474,offen_driftend,0.201498,0.569067,0.653373
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,EXPANSION_10K,4,bruchuebergang,bruchuebergang,0.105263,fragmentiert,0.201498,0.569067,0.653373
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,EXPANSION_10K,3,offen_rekoppelnd,offen_rekoppelnd,0.078947,breit_driftend,0.201498,0.569067,0.653373
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,EXPANSION_10K,1,gemischt,gemischt,0.026316,breit_driftend,0.201498,0.569067,0.653373
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2023_NEG_10K,29,rekoppelnd_stabil,rekoppelnd_stabil,0.557692,eng_getragen,0.207637,0.865786,0.653141
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2023_NEG_10K,12,rekoppelnd_offen,rekoppelnd_offen,0.230769,breit_driftend,0.207637,0.865786,0.653141
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2023_NEG_10K,7,bruchuebergang,bruchuebergang,0.134615,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2023_NEG_10K,2,offen_rekoppelnd,offen_rekoppelnd,0.038462,breit_driftend,0.207637,0.865786,0.653141
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2023_NEG_10K,2,druckuebergang,druckuebergang,0.038462,fragmentiert,0.207637,0.865786,0.653141
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2025_STRESS_5K,10,rekoppelnd_stabil,rekoppelnd_stabil,0.769231,eng_getragen,0.214477,0.859432,0.646687
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2025_STRESS_5K,1,rekoppelnd_offen,rekoppelnd_offen,0.076923,breit_driftend,0.214477,0.859432,0.646687
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2025_STRESS_5K,1,bruchdominant,bruchdominant,0.076923,fragmentiert,0.214477,0.859432,0.646687
welt,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,SOL2025_STRESS_5K,1,offen_rekoppelnd,offen_rekoppelnd,0.076923,breit_driftend,0.214477,0.859432,0.646687
