world,pair,event_tick,before_class,switch_class,after_class,pressure_delta,rekopplung_delta
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1172,offene_lage,druck_lage,bewegungsbruch,-0.021386,0.001259
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1191,offene_lage,offene_lage,offene_lage,-0.012489,0.002634
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,1195,offene_lage,offene_lage,offene_lage,-0.033670,0.013323
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,3294,offene_lage,offene_lage,offene_lage,-0.014107,0.016365
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4566,offene_lage,offene_lage,offene_lage,0.008040,0.005827
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4570,offene_lage,bewegungsbruch,offene_lage,-0.099991,0.018243
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4593,offene_lage,offene_lage,offene_lage,-0.045966,-0.000574
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4612,offene_lage,druck_lage,bewegungsbruch,0.230849,-0.073415
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4713,offene_lage,offene_lage,offene_lage,0.092986,-0.009838
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4717,offene_lage,bewegungsbruch,offene_lage,-0.023120,0.002993
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4736,bewegungsbruch,offene_lage,offene_lage,-0.111669,0.032413
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4742,offene_lage,druck_lage,bewegungsbruch,0.051688,-0.001909
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4836,offene_lage,offene_lage,offene_lage,-0.076310,0.019406
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,4993,offene_lage,druck_lage,bewegungsbruch,-0.216537,-0.022559
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,5089,offene_lage,druck_lage,bewegungsbruch,-0.007394,-0.012914
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,5098,offene_lage,offene_lage,offene_lage,-0.073451,0.003400
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,5104,offene_lage,druck_lage,druck_lage,0.057489,0.009961
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,5121,offene_lage,offene_lage,druck_lage,0.167091,-0.018644
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,5417,druck_lage,druck_lage,druck_lage,0.205236,-0.001015
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,6085,druck_lage,druck_lage,druck_lage,-0.046891,0.005054
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,6116,offene_lage,offene_lage,druck_lage,0.273872,-0.073068
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,6147,druck_lage,druck_lage,offene_lage,-0.027984,0.004129
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,7072,druck_lage,druck_lage,druck_lage,-0.223683,0.013314
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,7107,offene_lage,druck_lage,druck_lage,0.102011,0.015109
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,7117,offene_lage,offene_lage,offene_lage,-0.123212,0.026933
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,8714,offene_lage,druck_lage,bewegungsbruch,-0.186190,-0.024346
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,9051,offene_lage,druck_lage,druck_lage,0.130217,-0.029253
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,9871,druck_lage,druck_lage,offene_lage,-0.231270,0.016739
EXPANSION_10K,dio_mcm_episode_183drjy->dio_mcm_episode_1t5bcxp,9879,offene_lage,bewegungsbruch,bewegungsbruch,-0.003309,0.015450
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1081,offene_lage,offene_lage,offene_lage,-0.030438,0.010315
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1145,offene_lage,offene_lage,offene_lage,0.000118,-0.016865
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1189,offene_lage,offene_lage,offene_lage,0.068565,-0.025632
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1193,offene_lage,offene_lage,offene_lage,0.013954,-0.000798
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1196,offene_lage,offene_lage,offene_lage,-0.034712,0.025195
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,1620,offene_lage,offene_lage,offene_lage,-0.002759,-0.024277
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3292,offene_lage,offene_lage,offene_lage,-0.043489,-0.046091
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3295,offene_lage,offene_lage,offene_lage,0.011224,0.019914
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,3828,offene_lage,offene_lage,offene_lage,-0.008129,0.029188
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,4565,offene_lage,offene_lage,offene_lage,-0.010340,0.012441
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,4567,offene_lage,offene_lage,offene_lage,0.028008,-0.004449
EXPANSION_10K,dio_mcm_episode_1t5bcxp->dio_mcm_episode_183drjy,4571,offene_lage,offene_lage,offene_lage,-0.159956,0.046847
