intake_key;axis;inner_effect_state;mcm_preview_symbol;base_quality;probe_quality;comparison_state;base_events;probe_events;base_balance;probe_balance;balance_delta;base_strain;probe_strain;base_fieldinput;probe_fieldinput;fieldinput_delta
hoeren_hin|inner_effect_stable|dio_mcm_episode_0e7qvj1;hoeren_hin;inner_effect_stable;dio_mcm_episode_0e7qvj1;young_intake_trace;young_intake_trace;quality_reproduced;994;1041;0.572857;0.570539;-0.0023179999999999312;0.132832;0.13498;0.061415;0.061884;0.00046900000000000414
sehen_abstand|inner_effect_stable|dio_mcm_episode_0e7qvj1;sehen_abstand;inner_effect_stable;dio_mcm_episode_0e7qvj1;young_intake_trace;young_intake_trace;quality_reproduced;772;814;0.483649;0.485748;0.0020990000000000175;0.171301;0.170476;0.122389;0.12449;0.0021010000000000056
fuehlen_abstand|inner_effect_carried_unrest|dio_mcm_episode_0e7qvj1;fuehlen_abstand;inner_effect_carried_unrest;dio_mcm_episode_0e7qvj1;contact_loaded_intake;contact_loaded_intake;quality_reproduced;70;127;0.369284;0.346648;-0.02263599999999999;0.217541;0.227387;0.212682;0.243027;0.030344999999999983
